,Shared topic 1,Shared topic 3,Shared topic 4,Shared topic 7,Shared topic 8,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 6,RNA private topic 8
Nedd4,0.031489372,-0.40488237,-0.32226124,0.30671754,-0.069749795,0.16110049,0.18841821,-0.081897266,0.039789297,-0.36743405,-0.80971366
Arpp19,0.8527428,-0.47417688,-0.81109565,-0.017438382,-0.84572214,0.030845083,-1.0294645,-0.3945682,0.6057092,-0.9194,-0.0133901
Tcf12,1.2216899,-4.1971626,-0.50799435,0.8295827,0.79303074,-0.06581488,0.56722015,-4.1311088,0.8047229,-0.19031101,1.0893755
Tmod3,0.5198419,-0.3654991,-0.35762763,0.27276754,-0.22891489,-0.41042563,0.15016726,-0.23125926,0.02937286,-0.07220743,0.090031914
Lrrc1,0.39757517,-2.7057333,0.34987903,0.676666,0.23639531,0.080743335,0.12128151,-1.6135635,0.11941446,0.175914,0.47516906
Elovl5,-0.50645,-0.5378093,-0.58016115,0.7670837,0.35146374,0.43592057,-0.0775623,-0.29020637,-0.15143767,-0.32354042,0.20337714
Tmem30a,-0.28599924,0.86044943,0.35440302,-0.33196583,-0.5995309,-0.21007963,-0.03660185,0.42756322,-0.1113504,0.01545645,-0.7774732
Cox7a2,0.64397776,0.21123672,-1.1308279,-1.0631237,-0.13871472,0.39680257,-1.0388931,-0.30126435,0.8389146,-0.24959421,-1.2198764
Eef1a1,0.22596611,-0.0863873,-0.40688443,-0.12162261,-0.42328122,-0.0551725,-0.69784755,-0.09241143,0.24421301,-0.35078824,-1.091346
Senp6,0.51909363,-2.0211878,0.15564336,0.6776445,0.18397188,-0.03341981,0.50276595,-1.0792834,-0.0026865406,-0.4885462,0.57954174
Phip,0.6838157,-1.2657795,-0.043117274,0.53850186,0.15071014,-0.51643443,0.067893006,-1.4681189,0.4790043,-0.162071,-0.5980626
Dopey1,0.06855203,-0.72696507,-0.28617656,0.5903919,0.079365,-0.02167334,0.20777977,-0.49481156,-0.020769987,0.01227915,-0.36892772
Syncrip,0.2125172,-0.7806526,-0.35019344,0.48455408,-0.351946,0.08645056,0.28963697,-0.15981893,0.03090203,-0.011192515,-0.061303426
Tbc1d2b,-0.1461436,-1.7336631,-0.09957922,0.20542529,0.2987394,0.6678477,-0.088641375,-0.5641586,0.037506644,-0.18975241,0.3435109
U2surp,0.49961263,-1.0928771,-0.5172337,0.26709133,0.27388933,-0.063961275,0.059573863,-0.71782523,0.0275705,-0.15066127,0.30734366
Slc9a9,1.1787417,-3.9615774,-0.10666415,0.8996969,0.686737,-0.16769315,0.8558413,-3.7373266,0.16806544,0.37677488,0.86124027
Xrn1,1.1756188,-2.7483766,-0.6420328,0.78481776,0.33821687,-0.15190656,0.6648164,-2.2910533,0.5474376,-0.50269246,0.8369794
Tfdp2,0.9733362,-2.4180913,-0.36056647,0.2066163,0.05051868,0.5273076,0.08716675,-1.3573601,0.50093585,-0.016174799,0.71402967
Atp1b3,-1.3503942,2.1265059,0.2054093,-0.37591624,-0.8598094,-0.21666364,-0.49906898,1.7390922,-1.466421,-0.23419572,-0.8196362
Zbtb38,-1.2912921,1.2877998,0.47351906,-0.5724606,-0.63658136,0.33897367,-0.38529587,0.545154,-0.85263985,0.69320756,-0.663434
Rasa2,0.042618033,0.54358745,0.013297175,0.05267106,0.090027556,-1.3743795,0.043688495,0.5476969,-0.3794739,-0.09326743,0.04812904
Slc25a36,-0.09990702,0.39089862,-0.042317092,0.038483534,-0.3478353,-0.09979906,0.14945774,0.040446095,-0.027969914,-0.081483,-0.2889347
Copb2,0.17906637,-0.3487618,-0.03428435,-0.39527476,0.03838668,0.034710776,-1.0274334,-0.07030146,-0.009896757,-0.06524543,0.35745218
Nck1,0.3103587,-0.2277466,-0.224967,0.4476296,-0.26246178,-0.16709341,-0.28960943,-0.18161088,-0.023867322,-0.22947314,-0.079149544
Msl2,0.6154949,-0.6265997,-0.18968731,0.27002427,-0.7201478,-0.13774441,0.24757192,-0.1695866,-0.011819696,-0.2594336,-0.44640338
Stag1,0.86546814,-2.6769385,-0.53135514,0.5822459,0.41137567,0.15168317,0.33274767,-2.668571,0.24069023,0.5725748,0.29935977
Topbp1,1.0739627,-2.1149964,-0.8957339,0.501847,0.42591178,0.056828965,0.3061469,-1.7528367,0.73176605,-0.15500058,-0.12660588
Dnajc13,0.20427254,-1.570663,-0.18709674,0.6401479,0.27254322,0.18990758,0.84266496,-1.1853689,0.11958902,-0.5478437,0.27737075
Wdr82,0.47702053,-1.2361348,0.10160803,-0.022505127,-0.37097478,0.029495122,-0.22380184,-0.5210953,0.052053764,-0.09826004,-0.57561487
Twf2,-0.48107785,1.5960988,-0.4311908,-0.24524906,-0.6085566,-0.5094163,0.058548603,0.8319941,-0.2506027,-0.34607857,-0.5626348
Dcaf1,-0.00024503004,-0.30243927,0.04388395,-0.05300699,-0.16940516,-0.025661306,0.13710186,-0.049919404,0.014354671,-0.010354946,-0.2119387
Rbm15b,-0.13856241,-0.008469436,0.32876635,0.06293938,-1.1870062,0.07153138,-0.2706505,0.065489575,-0.025873119,0.025130821,-0.41308486
Manf,-0.38408372,1.142092,0.25721863,-0.449876,-0.42211056,-0.56822014,-0.9693838,0.5126373,-0.05839446,-0.05912916,-0.010840928
Rbm5,-0.04955337,-0.6815767,-0.60433924,0.75070894,0.39758724,0.11964369,0.37309557,-0.7411903,0.047346547,-0.462547,0.49553615
Rbm6,-0.008555805,-0.26798397,-0.14828357,0.4167198,0.13649032,-0.017269585,0.20036973,-0.27523533,-0.053955235,-0.091979995,-0.17015368
Rhoa,0.09603074,-0.4062447,-0.013858346,-0.16618668,-0.57814336,0.04925479,-0.011845316,-0.039491557,0.0051212413,-0.016678676,-0.0038195946
Gpx1,-0.74242604,2.2857776,0.14408346,-1.9647825,-1.3583353,-0.037315942,-1.5286553,1.9319547,-0.9783289,0.26086715,-0.6542142
Usp4,0.02890633,-0.31531113,0.65786535,0.07383893,-0.9709397,-0.8328725,0.123740345,-0.22031248,-0.14948383,0.3272611,-0.2816753
Usp19,0.0199369,0.30080664,-0.10942177,-0.045241404,-0.25845927,-0.1533951,-0.2954894,0.027854148,-0.02585017,0.0662488,-0.458699
Qrich1,0.6560354,-0.98699266,-0.44630858,0.55464804,-0.10712347,-0.06847828,0.26084188,-0.8932319,0.29014745,-0.87720305,0.106448196
Wdr6,0.071279824,-0.19029084,-0.055518996,-0.34421054,-0.38558426,0.13772772,-0.055530228,-0.025845189,-0.010591963,0.0011304431,-0.46640736
Uqcrc1,0.6922876,-0.99860364,-1.2615294,-0.09687938,0.16175774,0.26375046,-0.8835999,-0.5764679,0.14192455,-0.35334778,0.46610492
Shisa5,-2.5231776,2.8544018,0.47299886,-1.4466355,-0.65010744,-0.6839969,-0.38990125,2.7992866,-4.5045342,-0.53637165,-0.5955878
Map4,-0.04572743,-0.28280923,-0.41875744,0.37626356,0.43632904,0.041283593,0.19292459,-0.059344217,0.009529523,-0.20752183,-0.039389648
Smarcc1,0.6720233,-1.0118463,-0.4596343,0.50319725,-0.13903233,0.025830498,-0.4028131,-0.55112064,0.14558214,-0.30204624,0.12602268
Scap,-1.772287,1.4658208,0.1825579,-0.73673713,0.46567473,0.13013911,-0.14252101,0.6382812,-0.83979475,0.50307435,-0.6309971
Setd2,0.330852,-1.566829,-0.08775522,0.8638065,0.15393722,-0.43206865,0.7809491,-1.2372898,0.17771772,-0.61057293,0.49023426
Pdcd6ip,0.4446634,-0.97676915,0.007891993,0.15391757,0.20943698,-0.27477488,-0.57697624,-0.15978475,0.018359486,-0.33370978,-0.092879854
Ubp1,-0.27780893,0.06077102,-0.10309156,0.4414436,-0.12590797,-0.13553949,0.72777194,-0.0109565,-0.1217005,0.004389525,-0.06668104
