,Shared topic 1,Shared topic 3,Shared topic 4,Shared topic 7,Shared topic 8,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 6,RNA private topic 8
Pten,1.1013994,-2.15907,-0.7930115,0.48317346,0.4982035,-0.39502075,0.39986518,-1.63278,0.90033156,-1.087904,0.014130949
Stambpl1,0.49863705,-1.7355721,-0.6386286,0.84854233,0.7464673,-0.3726208,0.63908654,-1.4915764,-0.23978262,-0.55980575,0.612567
Lipa,1.9673839,-3.835301,-0.98628664,0.8719,0.73357826,-0.21913518,0.6429073,-2.8174121,1.2032795,-0.24988139,0.3413919
Pcgf5,-1.4337486,0.2550255,0.5365968,0.5003318,0.18024036,-0.14253756,0.3853076,-0.042190626,-0.7973468,0.45369092,-0.31756896
Btaf1,0.74627084,-1.4470441,-0.4584369,0.7891283,0.28640887,-0.09711858,0.14373645,-0.83195174,0.064978644,-0.35782155,0.17406394
Tnks2,0.13156442,-0.16724056,-0.007940165,0.06455142,-0.933198,-0.04764852,0.24496485,-0.15501317,-0.024009606,0.12299203,-0.08138502
Ide,-0.8550439,1.2027987,-0.15200229,-0.83823156,-0.078552395,0.3762494,-0.17470871,0.6048366,-0.41489023,-0.012521693,-0.38818994
Kif11,1.6066318,-3.538155,-0.4699055,0.25123778,0.3835841,0.45654947,-0.06145905,-2.311899,1.2488225,0.20902425,-0.23185498
Pdlim1,-0.5627639,0.91651225,-0.5035034,-0.48513764,0.054676235,0.39296913,-1.3645884,0.43007907,0.16341226,-0.41983265,-0.53149575
Tm9sf3,0.12668662,-0.37851384,-0.14178169,-0.04540399,-0.23781657,-0.0047498164,-0.117126614,-0.058852643,-0.010045894,-0.02241132,0.35814443
Lcor,-0.32416576,-1.045003,-0.33856934,0.7399046,0.6451415,0.08957134,0.3193737,-1.0999984,-0.34630316,-0.10582018,1.271865
Arhgap19,1.6448264,-2.902546,-0.052945983,-0.16687964,0.09638236,-0.037039347,-0.48345923,-1.5335653,0.7499438,-0.030379687,0.6882073
R3hcc1l,0.3848916,-1.4985638,-0.7871721,0.67999595,0.7156861,-0.46401715,-0.18528377,-0.9061531,-0.031035386,0.21808225,0.5930706
Chuk,0.06976527,-1.0433064,0.14918458,0.02086894,0.6177763,-0.11536093,0.43373728,-0.017002275,0.026640028,-0.16757192,-0.10854976
Dntt,2.7773247,-6.910913,-0.22036928,0.51153994,0.5306659,0.30127087,0.8794209,-5.99935,3.0330052,0.6616867,-0.06689218
Scd2,-0.60340565,0.8595668,0.35640967,-0.92919064,-0.07147406,-0.073560305,-0.2888963,0.55065244,-0.20059748,0.28859797,-0.38217226
Slf2,-0.023062218,-0.4986887,-0.38150483,0.48321941,0.30250004,-0.11902405,-0.061039142,-0.10261489,-0.034877118,-0.11916242,0.4640023
Btrc,-0.05229887,-1.7210618,-0.591014,0.9212886,0.808641,0.38547784,-0.4092787,-1.2397615,-0.29903734,0.012805615,0.03577773
Ldb1,-0.2552371,0.615458,-0.046205174,-0.60259837,-0.34972027,0.19372156,-0.23786046,0.24917708,-0.0025089942,-0.22887486,-0.40562642
Nolc1,0.13309227,0.33029315,-0.7261916,-0.11694828,-0.7449907,-0.029044678,0.15930963,-0.04259527,0.06918696,-0.4716768,0.0110639
Nfkb2,-3.6115596,3.6639366,-0.58552974,-1.0953046,-0.17112313,-0.48357823,-1.1409578,2.4147565,-2.943671,-0.35754657,-0.8629446
Gbf1,-0.49154174,-0.2111971,-0.34138733,0.4196798,0.39692798,0.30074495,0.5635387,-0.21964172,-0.12527993,-0.11018565,-0.24350873
Mgea5,0.57768476,-0.9804988,-0.07699052,0.47222295,0.30307975,-0.40874884,0.5011385,-1.0095878,-0.08662416,-0.10849627,0.37034324
Cuedc2,0.061213337,0.33805403,0.28643838,-0.5995639,-0.89823014,0.18206023,-0.6110425,-0.10738784,0.025595415,-0.12749352,-0.6133201
Actr1a,0.08342731,-0.8951139,0.061332118,0.07699445,0.24278405,-0.12934485,0.13503912,-0.55723935,-0.04621065,0.40656456,0.52532375
Wbp1l,-1.5253863,0.5589896,0.36859548,0.36365998,0.13834976,0.43798393,0.087836474,0.034799643,-0.46709487,0.12737276,-0.26251516
Sh3pxd2a,-1.0297971,0.893229,-0.17942114,0.14297481,0.5814325,-0.3634169,0.36758193,0.48201123,-0.7998864,0.19222203,-0.42602667
Slk,0.009501822,-1.0955491,-0.69130355,0.37685984,0.55772793,0.26479098,0.10001644,-0.53994286,0.32874268,-1.0083177,0.3433522
Add3,-1.2003227,2.4135227,-0.1597279,-0.06617207,-0.76484466,-1.1029307,-0.92916536,1.2890608,-1.4281514,-0.03114429,-0.006868138
Mxi1,0.7324004,-1.5998509,-0.2739773,0.3338439,-0.051795114,0.08904028,0.19998558,-1.0906662,0.1610451,-0.0047100037,-0.08168419
Dusp5,-0.7015618,2.096377,0.23309153,-1.0136323,-1.0477217,-0.63101256,-0.72962004,1.102095,-0.75315344,0.1292946,-0.22681218
Smc3,1.145218,-1.5314676,-0.11540217,0.43545702,-0.41795254,-0.88047165,0.44171506,-1.236695,0.76441133,-0.0077121095,-0.74644536
Shoc2,0.113245234,-0.77909076,-0.088664524,0.4090837,0.20469251,-0.007261282,-0.04005333,-0.1550624,0.005694222,-0.025973866,-0.007179948
Pdcd4,0.30421683,-0.5543839,-0.08337274,0.12784618,-0.005861313,-0.34434903,-0.36818025,-0.24288332,0.05503912,-0.54111874,0.20283148
Vti1a,-0.74314016,-0.75569,0.04795467,0.68947,0.7962873,-0.147305,0.5228285,-0.55362976,-0.09387075,0.17555612,0.28972733
Pdzd8,-0.0997857,-0.15994306,0.012372683,0.5471646,0.23477365,-0.07192848,-0.6382687,-0.020313572,-0.03053027,-0.020564325,0.38568434
Atrnl1,-1.0945151,-0.18497834,0.20092487,0.26657188,0.75992817,0.24858767,-0.12318574,-0.13180284,-0.48030278,0.048342068,0.5630109
Eif3a,0.3754817,0.38811505,-0.42718244,0.2653406,-0.76081043,-0.92068595,0.08992433,-0.089604944,0.04371041,-0.107984,-0.35497597
Hspa14,0.81400526,-1.4995712,-0.27233726,-0.24333231,-0.6350958,-0.01566015,-0.37110916,-0.8447629,0.12304719,-0.034320664,0.31204847
Frmd4a,-0.50916225,-0.6366786,0.2086124,-0.028249122,0.055414453,0.63442445,-0.4274763,-0.063232854,-0.09721357,0.11424463,0.23725586
Fam107b,0.4443704,-1.4962292,-0.107418224,0.22678337,0.34525216,-0.27983558,-0.25339192,-1.009535,0.21509938,0.08826532,0.005652747
Upf2,0.2651505,-0.93569064,-0.4250912,0.8262225,0.3785104,-0.55183,0.50912565,-0.8428748,0.16120094,-0.652491,0.39557996
Taf3,0.26990393,-0.66569436,-0.57510436,0.54476243,0.31112048,-0.44106317,0.630167,-0.825397,-0.10639591,0.19391008,0.25711724
Atp5c1,0.9955429,-1.3496752,-1.2314036,0.3018594,-0.22987412,0.1338521,0.4328854,-1.099032,1.0930797,-0.84146696,-0.62416667
Prkcq,-0.13037501,-0.46973127,0.39746505,0.320485,0.35306615,-0.3648886,-0.20633975,-0.27486658,-0.16077422,0.3992335,0.45820057
Pfkfb3,-2.2922683,1.8979882,0.30309197,-0.40062866,0.43139544,-0.0972031,-0.95840645,0.8988252,-1.1385617,-0.3901361,0.06421902
Rbm17,0.4197383,0.21170604,0.109567955,-0.79289633,-0.7328977,-0.114732414,-0.3668992,-0.06600967,-0.03153927,-0.36724168,-0.24519368
Mindy3,-0.26516682,-0.17880544,0.00317107,0.19953552,0.37092736,-0.09088872,-0.006092075,-0.07386388,-0.022878991,0.041504845,-0.3135482
Vim,-1.2674196,2.762386,-0.24838255,-1.3205024,-1.3363956,-0.80178,-1.3415306,2.2635307,-1.600674,-1.4053845,-0.65210515
Nebl,2.5787058,-5.5368443,-1.0088114,0.93205583,0.5766618,0.393577,1.2217286,-4.1064177,2.3063414,-0.7534333,0.6577233
Plxdc2,0.91414875,-4.175997,-0.7368686,0.86037236,0.9598523,0.48258275,0.73361427,-3.2605858,0.7026863,0.11058413,0.38901526
Mllt10,0.2869544,-2.2651665,0.13224663,0.8375555,0.6464442,0.005333476,0.67825234,-2.345181,-0.17440155,0.2343162,0.5259965
Pip4k2a,0.77153444,-2.688516,0.10039235,0.6517441,0.5654942,-0.35029814,0.65125686,-3.2105663,0.14365515,0.7316421,0.5390174
Camk1d,-0.6993461,-0.42022297,0.81845653,-0.293001,0.2734062,-0.5212786,0.51258004,-0.81432915,-2.5041652,1.072447,0.24668133
Abi1,0.58153963,-1.4731674,-0.45640615,0.3590884,0.40155417,0.06665881,-0.21322256,-1.3778472,0.094917014,0.17349133,0.629127
Spopl,0.027668461,-1.1953995,-0.37849918,0.6418549,0.37674013,0.009703917,0.3093114,-0.4298048,-0.26678932,0.0043533384,-0.16461016
Yme1l1,0.3989001,-1.2076485,-0.013573524,0.40499112,0.010993218,-0.07799577,-0.5015312,-0.36741748,0.052031863,-0.247006,0.797424
Psd4,0.14480484,-0.3550961,-0.19833952,0.5056912,-0.32486802,-0.13260618,0.14349683,-0.40749928,-0.09285788,0.06844056,-0.029459003
Ehmt1,-0.012092769,-1.2648377,-0.3943845,0.5975019,0.59366596,0.04686647,0.1953428,-0.80380297,0.115341455,-0.46683407,0.47611502
Nelfb,-0.93947875,-0.010481894,-0.7457585,0.20808135,0.5305588,0.2812455,-0.5192781,-0.24258894,0.46543708,-0.2509726,-0.58490914
Traf2,-1.128899,1.0751151,0.15444906,-0.109766535,-0.19752035,-0.06656775,0.43527266,0.29155874,-0.4633529,0.06236673,-0.5807915
Edf1,1.0543079,-2.002359,-1.4653119,0.6638776,-0.7013922,0.6804569,-0.64935434,-1.8552796,1.4644727,-1.3725983,0.17975087
Rabl6,-0.450624,0.1490529,-0.5650428,0.10845094,-0.3020532,0.5250526,-0.8796541,-0.16886981,-0.08520604,0.15927511,0.6197833
Pmpca,0.0570127,0.34701753,-0.19422868,-0.6366331,-0.040766574,0.05655862,-0.65771556,0.059805423,0.0039421674,-0.16582438,-0.025521763
Sdccag3,-0.20295076,-0.25958535,0.20524763,-0.124145545,-0.034105845,0.17478995,0.1567877,0.18068346,-0.04235439,0.07352787,-0.0467138
Notch1,-0.47191742,-0.37800023,-0.03479721,0.30841932,0.36747593,0.30052307,0.10188041,-0.37161756,-0.08223097,0.123504676,-0.112982124
Surf4,-1.0169204,1.3240569,0.4368227,-0.70943636,-0.32716942,0.05029015,-0.18820198,0.8350341,-0.54489535,0.07051243,-0.063903354
Brd3,0.5956326,-1.6516722,0.02344121,0.43293634,-0.35107705,0.08231035,0.3227587,-1.2629406,0.41155714,-0.15747993,-0.5611118
Wdr5,-1.5839105,0.94767547,0.25912502,-0.38398656,-0.5157953,0.7788996,-0.3304922,0.6715442,-0.12810168,-0.03315466,-0.74744856
Med27,-0.72588515,-0.57945,0.16195019,0.43567103,0.92369926,0.032279514,0.49777204,-0.5058231,-0.3283429,-0.51086706,0.7163204
Setx,0.1757858,0.2106203,-0.024434628,0.4026198,-0.32898977,-1.0950413,0.0633732,-0.06739411,-0.051096756,-0.19645905,-0.19446842
Rapgef1,-0.14336713,-0.35153982,-0.039682653,0.46245867,0.49530765,-0.0049644406,0.40592846,-0.09574187,-0.06093662,0.001018927,0.12630874
Odf2,-0.07446482,-0.03894394,-0.67091167,0.12075186,-0.09960861,0.25851926,-0.15335737,-0.06398362,0.0619421,-0.10800558,-0.14294522
Sptan1,0.25944048,-0.8054371,-0.53810245,0.5313034,0.39198738,0.12630638,0.1158293,-0.5966469,0.065749496,-0.09990346,0.10987586
Ptpa,-0.70756906,0.4937378,0.21941869,-0.17755893,-0.16719222,0.48936167,0.022793297,0.017629594,-0.20603962,-0.31807008,0.10433376
Fnbp1,-0.21318756,-0.048339423,-0.4156161,0.51084214,0.6299982,-0.11114153,0.7911019,-0.20129935,-0.36333406,0.0046323966,0.25687903
Abl1,0.07206437,-1.8487854,-0.33332214,0.51040006,1.1841271,0.031407867,-0.0012822851,-0.600514,0.048737913,-0.24640998,0.11968492
Swi5,0.9566261,-0.6274963,-0.62479454,-0.3009282,-1.1125565,0.42994732,-0.41615695,-0.46683094,0.6396052,-0.3953015,-0.8683004
Fam78a,0.65501213,-1.4415979,-0.19745256,0.28804064,0.30295023,-0.5406774,0.5401718,-1.9914491,0.017252646,0.010393448,0.6748796
Prrc2b,0.06908734,-1.0105525,0.19369099,0.5094347,0.41795585,-0.13781634,0.25908056,-0.3699413,0.0026695724,0.080031455,0.2840537
Fam102a,-4.1221237,3.1542673,0.9216995,-1.1237715,-0.5614913,-0.568871,-0.10389895,2.7814732,-4.3922205,0.10266991,-0.313619
Mvb12b,0.017781556,-2.4485564,-0.29504356,0.848479,0.64733684,0.3711231,0.47803864,-2.0415728,0.39394212,-0.37268075,0.5056557
Mapkap1,-0.15598597,-0.8882663,-0.6702124,0.32737643,0.7667903,0.4314122,-0.067064576,-0.5638472,0.03280919,-0.7541227,0.56128097
Gapvd1,0.30185187,-1.2573738,0.08922049,0.67253596,0.39146486,-0.33460182,0.6603714,-0.6515983,-0.019389957,-0.08966972,-0.016639179
Hspa5,-1.0884066,2.5147617,-0.25175604,-1.0242984,-1.0426539,0.013155489,-0.59612036,2.0710204,-1.5140946,-0.6470771,-0.5309686
Fbxw2,0.07019585,0.44188082,-0.009653343,0.021280972,-0.6823893,0.0063870354,-0.23666178,0.06275948,0.001974299,-0.22055951,-0.40103278
Cntrl,-0.18869701,-0.35011855,-0.3273944,0.6298485,0.60309416,-0.34013152,-0.073792465,-0.08304456,0.030638807,-0.033676133,-0.2445422
Rab14,0.17948715,-0.07531178,-0.07803245,0.021376604,-0.32122245,-0.29861107,-0.12988925,0.008467276,0.004169129,-0.13153686,-0.44434673
Ndufa8,1.2886264,0.09137508,-0.802421,-0.8813249,-1.0502026,-0.27488473,-0.9235675,0.09875019,0.40085626,-0.47786975,-0.2894488
Gsn,-2.8285415,1.1883705,-0.19401333,-1.9888517,0.57588834,1.1830082,-1.3080158,1.6604747,-2.2970538,0.20440605,0.029078
Rc3h2,-0.14453927,-0.62238264,-0.18214197,0.6102932,0.22488007,-0.0032226997,0.43396387,-0.18741599,0.014224226,-0.11095408,0.022926949
Rabgap1,0.16575183,-1.5419145,-0.36222306,0.66945744,0.74488246,0.2740837,0.3164019,-1.1187861,-0.11542258,0.14373806,-0.16844225
Strbp,0.3290539,-2.2514055,-0.09301985,0.44317594,0.511434,0.28701776,-0.07835514,-2.1251361,0.29178426,0.25280106,0.7362795
Dennd1a,-0.35809574,-1.8381182,-0.14608353,0.796027,0.73751396,0.515083,0.6075742,-1.7637842,-0.37425944,-0.24305448,0.5690475
Ppp6c,-0.09572071,0.5233407,0.29707778,-0.9830315,-1.1277697,0.13833995,-0.9160346,0.33151716,-0.2737125,0.23873422,-0.19401084
Scai,0.4162999,-1.1090482,-0.3907963,0.7137136,0.2536287,-0.5791944,0.3064184,-1.3190036,0.27084252,0.38321853,0.35533482
Gtdc1,0.99283695,-2.5167506,-0.62590927,0.7726645,0.7943487,-0.15821822,0.6134664,-2.004218,0.30511254,-0.22598545,0.3852356
Epc2,0.5417951,-1.2706168,-0.2253218,0.6112835,0.26553017,-0.15639937,0.8609002,-0.9161915,-0.06401451,-0.039971422,-0.23982473
Mbd5,0.4823305,-2.308509,-0.18976663,0.86718225,0.6652498,-0.18233106,0.62256926,-1.9674715,-0.24149373,-0.015033894,0.90777373
Rif1,0.6651833,-1.5372269,-0.2481343,0.2972981,0.07371653,-0.16814989,0.03692115,-0.46437654,0.19582216,-0.14630155,-0.51792365
Arhgap15,0.48894858,-2.1569395,0.01024289,0.7115571,0.6356046,-0.1953115,0.87533224,-2.558381,-0.6517311,0.20310955,0.59240764
Fmnl2,-0.8478589,1.7260423,-0.60163236,0.06393799,0.34616688,-0.27432123,-0.20183903,0.8424254,-0.3641518,-1.0580959,-0.48771632
Prpf40a,0.9719258,-1.4376546,-0.5735281,0.34302807,-0.43712273,0.2616349,-0.21719298,-1.3883471,0.3904358,-0.267196,0.01544606
Pkp4,-1.4513606,0.8393797,-0.8287822,0.086973734,0.59755206,0.31990972,-0.2645676,-0.23640576,-0.09002664,-0.7310488,0.22449361
Cytip,-0.09200135,1.8496653,-0.077901855,-0.28369242,-1.8120122,-1.6713172,-0.27333176,1.4199592,-0.39249793,-1.423953,-1.3279378
Tanc1,0.054523125,-0.14574727,-0.014490434,-0.5055466,0.17584611,-0.079140104,-0.21576725,-0.0627612,-0.01342608,-0.1311678,-0.1891579
March7,0.1441594,-1.4957743,0.07480363,0.42777613,0.52838415,-0.24474391,-0.3337223,-0.7515464,-0.021978725,0.16693595,0.53106236
Ly75,0.23545712,-0.7626261,-0.12401894,-0.17463505,-0.677398,0.7119512,-0.8062168,-0.1396501,0.17391072,-0.26611894,0.20361026
Baz2b,-0.26553577,-1.1243212,0.109443136,0.6662047,0.6862023,0.09841222,0.40007856,-1.1122048,-0.37546968,0.2622015,1.0007426
Tank,-1.3634764,1.5529058,0.048136666,0.14834855,0.37905103,-0.62853754,-0.62842476,0.52009887,-0.41589338,-0.013722359,-0.46073824
Rbms1,-1.0818294,1.3098073,0.15447147,-0.569052,-0.34066328,0.12993947,-0.03513087,0.866068,-0.931264,-0.13183421,-0.11637501
Psmd14,1.0182544,-1.6006901,0.069047466,0.30896032,-0.31168583,-0.34940505,0.36348388,-1.1482849,0.45808715,-0.06803846,-0.49526003
Dpp4,-0.08169089,-1.861878,-1.2201096,1.0332977,0.53004384,0.33605328,-0.050195396,-1.3847275,0.32701993,-0.91657364,1.1293887
Cers6,0.22044033,-2.6022608,-0.11995276,0.913542,0.69384587,-0.03187161,0.7098248,-1.8943062,-0.2077353,0.081407815,0.16711181
Ppig,0.12481751,-0.38759655,-0.21931833,-0.1583759,0.26835233,0.058444154,0.041513618,-0.06988306,-0.010418292,-0.079737276,-0.10734047
Ssb,0.2874985,-0.0749903,-0.14720544,-0.11369386,-0.9460359,-0.014050055,-0.37057045,0.023448287,0.024883246,-0.005711939,-0.28237802
Ubr3,0.1671377,-1.4281118,-0.49223623,0.60451406,0.48824003,0.167914,0.28726146,-0.5966841,0.07582158,-0.061982233,0.041144326
Gorasp2,-0.07535072,0.04200136,-0.039338242,-0.15550195,0.13372856,0.016106214,-0.0028097038,0.0048486497,-0.0022603346,-0.029360075,0.15783525
Tlk1,0.562917,-1.6038848,-0.20259821,0.68922055,0.40751514,-0.36489058,0.56303376,-1.3526969,0.36016387,-0.43027797,0.21541576
Dync1i2,1.2029461,-1.0401776,-0.18152823,0.32990474,-0.64483297,-0.1045957,0.33059433,-0.9190794,0.19457704,-0.3905247,-0.32161382
Slc25a12,0.25660533,-0.62566674,-0.44931206,0.17173578,0.055883653,-0.0048197117,-0.18081537,-0.2785194,0.042880423,-0.018663598,-0.18237534
Itga6,-1.2725888,1.0373414,-0.108174406,0.4740784,-0.1006436,0.07538926,-0.20077643,0.27078053,-0.2108849,-0.40762228,-0.3524917
Pdk1,1.315433,-1.6750278,-0.31716993,0.32916188,0.09252207,-0.30330142,0.041591514,-1.3250575,0.75252724,-0.91573524,0.15621649
Cdca7,2.0772357,-4.314966,-0.5457009,0.5039949,-0.9598408,0.68519926,-0.41324788,-3.3954108,2.5556474,0.7185219,-0.3260252
Sp3,0.6820841,-1.14996,-0.5828187,0.5141611,0.012336646,-0.19733343,0.06797942,-1.7732229,0.3022939,0.07144548,0.2833895
Wipf1,0.23188542,-0.15657017,-0.13739318,0.49576798,-0.0019087538,-0.622083,0.025211494,-0.011218051,-0.02991048,0.036078315,-0.02353106
Atf2,0.7882061,-2.2278347,-0.11613074,0.37882802,0.5230616,0.36861584,-0.3297812,-1.4343854,0.14748618,-0.02946429,-0.46376327
Atp5g3,1.0254554,0.43880004,-0.20369953,-1.716687,-1.9174626,-0.14964217,-1.5124849,0.035142545,0.6058357,-0.024536245,-1.4936152
Nfe2l2,-0.11437152,0.68276966,-0.7489143,-0.30497998,-0.7156851,0.44044742,-0.41329256,0.26832092,-0.18409523,0.11142762,-0.6392015
Agps,0.27828944,-0.91651213,-0.93483037,0.55256027,0.8191769,-0.007845371,0.3221582,-0.82096225,-0.0067635793,-0.50192845,-0.2685892
Ube2e3,0.5526094,-0.835991,-0.7611377,0.43891886,0.096232995,-0.028308969,-0.037783775,-0.5025963,0.5919533,-0.9313277,-0.4627744
Itga4,0.9389516,-2.0587864,-0.60914856,0.7673005,0.44677797,-0.4166229,0.8853118,-1.4009764,-0.43614858,-0.066989675,0.46411967
Calcrl,0.97634363,-1.115446,-0.54470587,0.5792947,0.037979115,-0.7033876,0.17174006,-0.98482454,-0.16475676,-0.23598,-0.31467295
Ctnnd1,-2.8199832,2.626162,-0.040025987,-1.2533783,0.00028597112,0.544799,-0.28449568,2.3006902,-1.9931846,-0.81498855,-0.6224072
Zdhhc5,0.13150351,-0.5981459,-0.7262948,0.3455449,0.070816495,0.6389966,0.053585626,-0.34690276,-0.053047262,-0.18254563,-0.32099876
Ssrp1,-0.32851028,0.6398365,-0.4734977,-0.7063451,-0.6102751,0.39137778,-0.57332164,0.107221864,-0.20576395,0.13731399,-0.44237658
Fnbp4,-0.11092056,-0.07919595,-1.2043104,0.6548272,-0.40297943,0.05901395,0.36314127,-0.45981392,-0.016227696,-0.21983981,0.27334914
Celf1,-0.3473069,-0.31461722,0.06399262,0.49003878,0.35283017,-0.2617485,0.5998823,-0.40236565,-0.09023002,0.2257236,0.485073
Psmc3,0.47000253,-0.0064952057,-0.19673313,-0.5802329,-1.2406911,0.104974836,-0.7179393,0.028172188,0.17247438,-0.24803442,-0.8266121
Madd,-0.48796934,1.2449255,0.076823734,0.2890477,-0.7949738,-0.6085233,-0.33586195,0.80943286,-0.75703603,-0.08652995,-0.5742496
Ckap5,0.8964866,-1.8839147,-0.6765377,0.68963975,0.456388,-0.17844403,-0.163561,-1.7874811,0.4291101,-0.04807891,0.70996284
Ambra1,-0.80199033,-1.1913967,0.18405834,0.8973552,0.74032515,0.36602733,0.24472861,-1.1711661,-1.3908998,0.42319676,0.6392549
Dgkz,0.16873628,0.12893651,-0.054467145,0.13875467,-0.08873451,-0.0913494,0.15503234,-0.042763524,-0.03875666,-0.013777837,0.05888212
Phf21a,-1.1582949,0.27836412,0.3793209,0.5296356,0.3906111,0.08280182,0.5239362,-0.31291342,-0.64333194,0.020918405,0.19596623
Trp53i11,1.6660378,-4.0288935,-0.4685052,0.8817263,0.19506882,0.39614835,0.7722482,-3.0627372,1.0798706,0.18349431,0.6561189
Hsd17b12,-2.5343928,1.4692609,0.6633531,-0.23061633,-0.14332369,0.013072294,-0.6469368,1.3110398,-1.4554688,-0.10035705,0.00056593836
Api5,0.41208613,-0.49006343,-0.008727307,-0.025520798,-0.3845941,0.031849135,-0.5590532,-0.07684519,0.004439881,-0.032314647,-0.53957415
Rag2,3.080459,-5.8466263,-0.7663698,0.9923824,0.34879714,-0.027491773,1.1342193,-4.154929,3.0833757,-0.53005356,-0.34106505
Traf6,0.18272114,0.015693039,0.6012542,-0.49727952,-0.8667261,-0.12221158,-0.7563564,-0.07045402,-0.011425054,0.22612087,-0.38326472
B230118H07Rik,2.932134,-5.428141,-0.8675517,1.0974855,0.50660026,-0.18458614,0.8703302,-4.147395,2.393626,-0.046387665,0.6271573
Trim44,0.1762285,-0.89391226,-0.38966554,0.7247357,-0.43346828,0.108890235,0.62751895,-0.40761203,0.020854667,-0.1685168,0.14415884
Ldlrad3,1.1236849,-4.224477,-0.59914976,0.88168436,0.99957734,0.0021260409,0.9376271,-3.521532,0.19867054,-0.341172,1.4498887
Cat,1.5070437,-0.9286449,-1.1643302,0.068479106,-1.0076296,0.009357128,-0.7574788,-0.74565244,1.323185,-0.3533205,-0.69164336
Caprin1,1.3508037,-2.002163,-0.36328274,0.25470644,-0.038741045,-0.2791433,-0.053875186,-1.6317649,1.2241353,0.093921356,-0.14603099
Abtb2,0.14313918,-2.4637234,0.23023401,0.92971617,0.5044674,-0.10065174,0.8819098,-2.0181303,-0.5992448,0.11197187,0.30362487
Fbxo3,0.7456038,-0.37849063,-0.295679,0.4819756,-1.2280211,-0.5347284,0.052169684,-0.29892403,0.15517282,-0.22884777,-0.28853872
Cstf3,-0.08238615,-0.6515012,-0.22520822,0.67410445,0.29010722,0.024789762,0.3109128,-0.092663005,-0.027072547,-0.025116075,0.09961341
Hipk3,-0.41089842,0.45386028,0.22419734,-0.87992686,-0.28881282,0.0366286,-0.5743797,0.16981877,-0.014366134,0.10262093,-0.07866682
Lin7c,1.1172647,-1.3063374,-0.027578838,-0.23354971,-0.23642163,-0.5467341,0.013201215,-0.72836196,0.18515831,0.2619942,-0.82609147
Nop10,0.9307995,-0.44656312,-0.13055901,-1.1958514,-0.396835,-0.16922215,-0.62160885,-0.44949573,0.6197308,-0.28930175,-0.58989453
Rag1,2.9328551,-7.147629,-0.072070815,0.6318681,-0.0008603987,0.091268495,0.91934776,-6.293435,2.8711028,0.83712596,0.2307359
Slc12a6,0.8656682,-3.009437,-0.4732627,0.9030882,0.56353605,-0.15671092,0.2832926,-1.7728968,0.15289955,-0.7008675,0.5699884
Aqr,0.7535586,-1.1952801,-0.44256866,0.38586906,-0.86380714,0.08054116,-0.039139584,-0.37509328,0.07987926,-0.09749998,-0.487741
Srp14,1.2727302,-0.3626899,-0.5234076,-0.92180324,-1.1486508,-0.31523386,-0.42128745,-0.4145347,0.88090396,-0.15553333,-0.41995662
Bmf,1.7942142,-4.209642,-0.73333323,0.9647847,0.28496143,0.20190476,0.034268923,-3.1390789,1.4773673,-0.6526336,0.6896171
Bub1b,1.0213213,-2.8647158,-0.61500376,0.30401757,0.6397239,0.35854813,-0.14407979,-1.459606,0.66404444,-0.12600155,-0.013603834
Rasgrp1,1.2319613,-2.5585632,-0.36147174,0.7120483,-0.12189105,-0.14478965,0.419481,-2.6955447,0.41477227,0.42864245,0.2802021
Ino80,-0.3573945,-1.2415091,-0.618097,0.7798133,0.8996786,0.20337306,0.30709082,-0.8893919,0.33749798,-0.72594124,0.0019596498
Nusap1,0.53243256,-3.0450664,-0.4509991,0.8434626,-0.09636377,0.71158254,-0.2893373,-1.7711965,0.8040768,-0.49691108,-0.16736452
Rtf1,0.43933117,0.489466,0.1717317,-0.40294135,-0.67085946,-0.7282565,-0.56394154,-0.22689381,-0.51527816,0.6227013,-0.8545014
Mga,0.4856816,-0.7292876,-0.4874234,0.68628657,0.016533878,-0.44980648,-0.09714885,-0.3891387,0.16872342,-0.16112052,0.12031879
Tmem87a,0.52975065,-2.4572906,-0.50818616,1.127539,0.6932715,-0.5611496,0.7904845,-1.5363944,0.24347757,0.0055546155,0.08525819
Zfp106,0.18335484,-0.45295548,-0.14445516,0.15669103,0.14449686,-0.3098628,-1.0693977,-0.10249712,0.067914285,0.14285484,-0.50119853
Ubr1,0.08400725,-2.6263006,-0.6366262,0.88344646,0.63091934,0.603127,0.8386484,-1.6048479,0.2256411,-0.57187283,0.035353914
Ccndbp1,0.25964192,1.3128529,0.19271562,-0.8384386,-0.9976577,-0.6365096,-0.832614,0.86928993,-0.65293366,0.060691893,-0.91040903
Pdia3,-0.44077772,1.6207231,0.08407005,-0.7574882,-0.19198197,-0.109447084,-0.5650438,0.88336957,-0.46026075,-0.14049669,0.1893516
Hypk,0.8354992,0.9380665,-0.25578755,-0.28801364,-1.069568,-0.9263854,-0.9360257,1.0098231,0.02314113,-0.46750757,-0.7727815
Serf2,0.74152106,0.12951162,-0.28070697,-0.4014032,-0.9508322,-0.48320812,-0.5244605,-0.11435217,0.11463208,-0.27577633,-0.59851545
Ctdspl2,1.3547095,-2.02468,-0.15472975,0.24569188,-0.6372203,0.1615297,0.6797832,-1.1990927,0.2085075,0.07810275,-0.57884026
