,Shared topic 1,Shared topic 3,Shared topic 4,Shared topic 7,Shared topic 8,Shared topic 10,Protein private topic 1,Protein private topic 6,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 6,RNA private topic 8
68_30,2.6416512,6.0348196,5.898966,1.0444276,0.7979023,0.75303906,3.4104493,1.3695244,2.8997583,4.5833697,6.8090754,9.473839,1.0830424
111_53,14.933988,2.1706157,0.70192873,1.8562548,1.260855,1.2814503,0.26219484,1.9864963,2.576795,2.1147804,12.880424,1.1030552,1.9541434
93_30,8.328005,2.959444,2.6891665,1.2620733,1.724726,1.2476811,0.7964118,2.2357774,1.1951832,3.7187576,22.374979,1.1455922,1.0622461
75_30,1.2875266,34.526127,1.1049964,0.5642891,0.6127547,0.5888907,2.5175786,0.7895074,0.41691032,16.510815,1.6182606,0.57418025,0.2827708
75_23,1.4931089,28.135635,1.0216429,0.5865717,0.6549679,0.595479,2.3601403,0.80602896,0.42438725,22.388197,1.6713347,0.8731652,0.26316443
69_35,2.85454,8.546005,1.1550864,0.655724,0.8004636,1.375319,9.316503,0.8252955,1.0244623,10.243738,5.38621,1.4940572,0.6700457
77_9,20.588842,2.0322344,1.9744457,2.0546129,1.4769399,0.7629701,0.18395537,1.6559429,7.253733,2.3924108,8.118341,2.5718098,1.1966898
44_23,45.717587,2.3193262,0.7549044,1.0406877,1.0184939,1.8440815,0.5906772,1.9708043,4.107552,1.9449457,18.06427,2.1576517,1.8797379
40_47,1.5296078,65.99804,1.3526876,0.6104759,0.6149601,0.5548854,2.457944,0.91132015,0.49569386,15.138254,2.021885,0.62815243,0.40292305
95_28,5.321405,3.8435805,6.5925035,0.9715605,1.1604369,1.110158,0.30266562,1.5141816,0.9736012,7.654289,5.909054,6.5295806,0.90200305
93_26,2.8299665,6.698703,2.075898,0.8073671,0.7418744,0.9092841,2.1110792,0.66443545,0.64987236,27.518381,6.2270675,0.8223353,0.6055191
21_40,7.809495,1.8569617,0.97321033,4.7621017,2.205897,0.8544767,0.28746504,1.9178938,1.7368964,1.2978973,8.485827,0.931783,3.0630934
32_53,10.253792,2.7207713,1.7854642,1.2302299,1.2451713,1.0044533,0.17078242,1.3935126,2.6739829,3.0954967,8.939463,4.5257273,3.5686913
110_60,8.042097,2.1079974,0.7159561,3.346188,2.2494774,1.8449022,0.6824322,8.303359,2.8316534,1.6113362,5.6119323,0.86824083,4.297541
62_41,4.7004366,3.6305718,1.2891238,0.80367136,1.3504307,13.266845,0.8487233,1.7608441,1.3358332,3.779787,9.699924,1.0295656,1.8222647
21_60,3.2736995,2.998774,1.8360473,1.5878872,28.838459,0.6773768,0.1135124,199.90906,2.1813211,7.009264,4.920213,1.5932779,36189.863
76_19,1.4143691,22.95871,6.8136473,0.5564177,0.5845347,0.82655895,3.5959961,0.6826837,0.532309,25.145073,2.4260993,0.9363824,0.36065584
124_60,2.870526,2.8982263,0.78169644,1.5483332,10.685372,20.857983,0.24366511,3.4742627,1.2406111,2.9219203,3.5958154,1.0877146,2.1801832
58_21,18.828825,3.6173165,1.4633878,1.0814058,1.5371208,1.7325262,0.6672607,1.3384072,2.0337188,3.1503234,12.382027,1.1579835,5.596774
99_20,9.304252,2.1019325,0.9057609,4.003597,1.9699986,0.83563966,0.095466584,1.643429,2.250432,1.5159461,9.548302,0.9597523,2.3000424
72_15,5.0149074,3.8023765,2.3492956,0.76098865,0.8044972,5.1088166,0.53855544,1.8457013,1.1314358,10.022054,15.084376,1.4485123,1.3212894
90_19,3.8180842,5.61181,5.75821,0.8507123,0.8298705,2.7806985,1.5414857,0.7476049,0.63495964,15.155903,22.71302,1.0795434,0.35835502
115_48,1.7638466,45.42741,0.97663087,0.64275765,0.7212469,1.0184679,2.6092055,0.7968964,0.53394496,16.67183,2.8163986,0.62176716,0.47794896
37_28,6.02372,3.718466,3.5291474,1.4472799,1.1159213,0.8180327,1.5541724,0.7051469,3.4485335,4.546996,13.760477,3.968739,1.5712031
73_14,5.87821,3.6696362,3.655197,0.90195787,0.85715336,1.8145447,1.345978,1.1947848,0.874187,6.9647546,5.084244,10.093285,0.87797356
62_35,1.7620305,27.524532,0.93156576,0.5598517,0.65770125,0.6606252,3.7106314,0.8450361,0.59759617,15.419928,1.6509494,0.7505143,0.3446423
80_8,19.579426,2.0250328,1.5753274,1.6692314,1.7001926,0.7276449,0.2317874,1.8523409,3.275592,1.6645651,10.038056,1.0259877,3.6665695
18_41,6.0331783,1.8199456,0.9296731,7.30914,3.5013876,0.9393522,0.34436485,2.754401,3.7184973,0.9925498,8.333121,0.7703052,4.773869
60_35,1.488627,24.164513,1.4514701,0.56944466,0.6563711,0.57612956,4.33144,0.8396886,0.5221402,17.854553,1.7045487,0.8689469,0.34448168
45_31,1.4673411,41.74241,3.963676,0.6719291,0.6703446,0.69835377,3.6184785,0.8681791,0.6476539,7.9594774,2.6411576,0.9971399,0.48086905
58_27,1.7825449,16.955475,6.9236956,0.72127223,0.7098223,0.57439816,2.24361,0.6427787,0.99206936,22.752398,3.2802718,1.4516083,0.61217076
79_40,2.2032113,9.319984,6.049078,0.6563089,0.7979387,1.7755922,3.292918,1.0095239,0.6736812,15.281792,4.0764465,1.6410096,0.61347634
41_22,14.825487,2.0478091,0.88899165,2.3349674,1.3713828,1.1281337,0.25131017,1.5449144,3.4134738,1.5903103,20.33897,1.6227305,7.2562785
25_57,12.1754265,2.24052,1.6823876,1.7810524,1.6324034,1.2301508,0.12136068,1.8710107,2.973742,2.3501048,9.056478,2.1491714,2.3243718
123_65,2.4132073,4.1404905,175.36206,1.1144516,1.9989941,0.76420724,1.3254443,0.9917215,2.3926811,10.27211,2.457997,18.604807,1.561516
113_58,9.178441,2.2058938,1.6347225,1.9094803,1.640874,0.9303024,0.57351255,1.3325886,4.3695874,2.6033428,12.793554,1.1724125,2.5478184
80_35,34.62804,2.4410248,0.8782046,1.3946028,1.0109786,0.6882063,0.47716698,1.8490216,1.5295166,2.0106735,16.952356,1.2803414,1.483797
114_64,6.4186153,1.7306176,0.75365317,7.750573,1.8690367,1.2257917,0.25065795,1.690891,2.1600502,1.6616926,16.139467,0.85062516,3.0682383
37_53,28.32684,2.0165899,0.8215178,2.5301003,1.6475338,0.6697556,0.11290297,1.3011335,6.8081045,2.8154411,9.466122,2.135455,3.493735
11_50,2.3897238,28.891472,1.3170049,0.5922079,0.6170829,1.254312,0.3076751,9.255398,0.57442915,18.77717,4.7017426,1.1452712,0.50357497
93_11,17.035837,2.3019485,0.8814583,1.4075115,1.5372746,1.0050513,0.11369774,1.4102061,1.3995615,2.9543438,11.652924,0.7969552,2.9015045
72_50,4.685751,2.1676664,0.5784799,3.1677132,7.128374,7.1252556,0.24837059,5.818754,1.5014412,1.7315218,3.6314242,0.82905513,2.4298055
82_37,15.660568,2.2584245,0.6909428,1.1657891,1.1399426,1.0560242,0.25676784,1.7382841,1.6241732,1.954145,55.074863,1.312542,1.9554532
100_55,6.655696,1.9732432,1.1305423,1.8625886,8.7700815,2.0868216,0.18917675,1.4785675,2.3731475,2.5456772,13.412316,0.892973,1.4725561
77_50,49.3427,2.3644218,1.2984039,1.178566,1.4998639,1.3256563,0.22757131,1.2787392,1.3388693,2.6722176,24.996883,1.1609336,1.2654521
37_39,6.645956,3.2881887,2.1124556,1.0489396,1.5274093,5.7560687,0.5055815,1.6686032,1.3910723,3.8959389,8.226593,1.3240083,1.5462993
36_58,2.83665,2.4677272,2.691036,3.2217004,5.5755615,0.6784117,0.07983324,2.2461486,2.6729307,3.4611197,4.1412683,122.97853,2.0660915
113_63,4.7449045,1.7807735,0.83238155,12.28092,1.706482,1.5131836,0.12939677,1.3369626,1.6950737,1.307794,8.306586,0.73180777,2.9489
26_43,2.8478484,4.1365647,137.92505,1.0161204,1.5123024,1.3729742,3.5590248,1.0757513,2.0160854,6.1698227,3.4182892,16.08255,1.7488756
35_26,5.9141207,2.8012116,4.2338967,1.1947076,2.2280912,1.7110665,0.8325861,1.5830115,1.118631,5.189308,10.537432,5.1144986,1.3704662
59_36,1.6805544,23.445526,11.354424,0.6499125,0.72434366,0.61539274,4.3638864,0.7889718,0.8987866,30.038486,2.4316263,1.3939345,0.83263165
74_35,1.5302951,27.197765,1.8545707,0.6496265,0.6446152,0.513659,2.001506,0.92686045,0.66314167,12.675554,2.1804905,1.0985997,0.46368855
106_44,2.161962,14.794719,1.6252402,0.72915095,0.9002605,0.9098875,1.2689005,0.7925661,0.59727454,34.036564,5.030118,1.1504272,0.624387
119_71,2.206041,2.9651935,1.5446602,1.2728035,225.76266,1.5014596,0.57414716,4.6261053,2.5667372,2.260818,3.6675897,2.611828,5.817214
80_22,1.6621478,46.324417,3.9498577,0.6835438,0.71510684,0.53114533,1.9756976,1.0647292,0.78051543,25.17604,2.1649842,1.3245535,0.7055585
105_48,17.617367,3.5774417,0.5666976,1.1200626,1.2757876,1.3997188,0.9334385,1.0877742,1.602139,2.436976,15.675564,1.0823185,2.6100595
110_63,3.849633,2.9469666,3.3096185,0.94251907,71.86745,0.79002464,0.86620903,5.5583987,2.480609,3.0470266,4.1008763,2.395756,1.4100237
94_20,2.5718994,7.5991616,2.6510315,0.79162276,0.8555297,2.7635481,2.1476533,0.92174953,0.7022647,11.993403,14.773933,1.3817446,0.72126365
97_46,17.819672,2.6328573,3.5004027,1.1167724,1.2159808,0.9228759,0.3677936,1.4721416,1.1268992,2.3949502,28.544743,0.9656934,1.1779574
65_10,14.991228,1.7878029,0.688675,2.4238217,1.9105346,1.0630445,0.75441,1.525541,2.2421472,1.600251,8.055248,0.7668593,5.0482173
76_7,63.399372,1.9848516,1.1680801,1.3069332,1.4149008,1.0499538,0.11336699,1.4012166,1.2408813,2.2485857,16.254757,1.0636195,2.6380148
26_51,1.5422782,61.548626,1.8826528,0.55601484,0.6502522,0.5989632,2.7721713,0.8267649,0.42475694,19.168415,1.785494,0.68123513,0.33158857
97_23,1.262261,42.57429,2.0844133,0.570308,0.5474436,0.55118364,2.82446,0.79639924,0.49512717,13.186888,2.075107,0.7114109,0.45112127
94_32,1.378063,35.01348,0.45030338,0.50771236,0.8429002,2.3735323,3.6474712,0.8857682,0.83768946,12.349702,5.941721,0.75579464,0.6488404
35_47,1.6416665,44.254826,1.3510487,0.6732311,0.6806488,0.4522019,1.8451624,0.7544474,0.43023524,12.893649,2.19708,0.68784904,0.36711738
85_25,5.7637663,3.6020741,9.584724,0.9843231,1.0751765,1.0255431,3.5981715,1.7843887,1.0456467,10.81624,12.117516,1.1297203,1.227811
94_30,9.719095,2.3691719,1.4550977,1.1677493,1.3151704,0.9965962,0.46948293,2.6224158,1.1181403,4.0087028,22.583675,0.8594125,0.87245166
7_53,2.8462079,3.0182924,0.9415018,1.7649851,25.155987,1.8441229,0.055214815,172.01736,3.836196,2.0209527,4.471034,1.2538013,8.729347
53_13,3.3669994,2.9113457,1.9118366,2.2129252,31.869724,0.9355226,0.47984517,20.613037,454.04636,2.3939981,3.0905514,5.716657,5.897568
111_41,1.5866367,41.13819,1.4629086,0.6347425,0.6381655,0.86332464,2.169294,0.7404702,0.52925605,12.384142,1.826464,0.88138133,0.39797547
66_16,5.520255,3.1972816,2.338614,0.9682539,1.0757978,3.4570024,1.5056199,2.4686618,1.2293324,3.8466554,13.559868,3.6708066,1.2273074
71_26,1.2989976,27.234728,1.7341766,0.5952539,0.6010597,0.5048121,2.689771,0.90479106,0.5230266,13.105693,1.8994415,0.8132015,0.3768553
94_10,5.1005297,2.1309588,0.5624413,5.520566,2.5948913,1.0913649,0.07894848,0.6383221,0.90860206,4.372975,8.392923,0.63318014,1.4838886
40_49,1.4676912,42.329018,1.7657896,0.61669827,0.57980454,0.5614237,2.9569373,0.7748365,0.62693083,15.889744,2.2762394,0.9160623,0.41331702
93_19,8.954432,3.5138712,4.0789766,0.82633203,2.8829653,1.0782954,1.6952753,2.3092375,1.4296223,4.114002,14.167433,6.1029563,0.71103346
62_48,2.655994,3.349484,4.1525397,1.49952,101.45138,2.1958282,1.1060154,16.383797,1.5029734,6.3376527,3.0565195,11.998801,162.80849
32_46,1.6669073,40.0675,1.2845483,0.68454105,0.7567317,0.7223168,2.6944468,1.0453845,0.44646978,13.439494,1.7061908,0.77603143,0.35731763
81_24,2.5960135,5.3411164,8.0680065,0.9629555,1.0954059,0.8070359,1.552807,2.1786926,2.1943069,5.8701434,20.475224,1.0342371,0.8937926
46_34,6.3356724,3.212236,4.378087,1.3180131,1.4537592,1.4460891,1.372386,1.5281477,1.9858902,3.777922,13.303631,5.0402565,0.9896302
0_50,1.9723178,3.8528814,1.2115232,1.1939687,92.60215,1.3580722,0.08191796,276.3888,2.5375156,2.6627507,3.556087,0.8320578,4.9048448
81_18,1.5754268,52.795563,2.2702875,0.6013316,0.6664534,0.52730376,1.7911241,1.0448399,0.6274586,9.70408,1.9867648,0.8145523,0.3469908
104_43,3.897563,3.4613204,19.65145,1.1259412,1.3885844,1.6723216,6.952105,1.4018259,2.0283973,3.244676,7.6844044,21.116688,1.3074412
41_41,1.415472,31.002178,0.9755337,0.5769211,0.65413797,0.7238709,3.3356433,0.8179294,0.82463837,14.762863,2.5803742,0.98576117,0.5311712
71_17,15.23677,2.7994714,2.3776433,1.2240629,1.2632139,0.8769557,0.8739565,1.803104,1.4456916,2.3524435,16.521538,1.3817831,1.0417731
108_50,10.515465,2.5348265,0.9174564,1.0365822,1.1083679,1.4901885,0.3515315,2.0826516,1.50684,3.6138477,17.608315,1.3262987,0.91575164
63_16,8.012631,2.666655,2.2041974,1.096461,1.3915708,2.1602778,0.51901513,1.9354296,3.121634,3.0916972,9.348267,16.689209,1.596222
73_46,14.117014,2.6766906,0.7163168,1.1270561,1.4361222,2.9830275,0.40615705,1.4249002,0.8867304,3.6637254,19.416616,0.7543907,1.2042474
16_49,1.9669603,65.81177,0.7392145,0.63408494,0.7798384,0.9292958,1.1809193,2.2408981,0.521404,35.410633,3.3898711,0.78080595,0.38991135
84_30,6.068494,3.4725976,3.8600326,0.83997846,0.9639897,2.6081076,0.69919205,1.9483682,0.7635635,4.657391,32.394157,1.0837554,0.62348706
39_37,5.173642,3.6891623,2.3220224,1.4628501,0.7637329,0.7720851,0.19602078,0.96478903,1.8551073,10.112977,14.43541,1.1190095,1.3336347
16_52,31.465015,3.7440763,2.363503,0.9558555,1.1939731,2.392552,0.35963246,15.904299,4.175638,2.4542224,8.92889,3.9667442,1.4022702
64_21,2.240654,9.748068,0.97608423,0.68021154,0.73709166,2.0325027,5.2197294,0.9762635,1.1655601,8.638773,4.850519,1.277471,0.724887
38_22,9.87875,1.8164825,0.7297212,4.446332,2.1800086,0.8393822,0.10955324,1.2328701,2.438713,1.5800881,11.645338,1.0150229,2.6260521
101_39,1.4342011,48.10595,1.0662482,0.5768825,0.6461066,0.64122397,2.3095357,0.7489495,0.48301366,18.648272,1.9984612,0.73723733,0.41847396
100_34,1.7157865,48.443798,1.5003705,0.59207976,0.720356,0.79650366,2.3428833,0.66625905,0.47136173,22.849785,2.228846,0.72446334,0.43109506
38_33,4.740474,3.1449037,2.7171707,1.6911681,1.3943932,0.5126192,0.42393842,0.9510934,3.755894,3.5384107,22.650087,5.295065,1.7259632
103_48,29.199278,2.3432536,0.59382856,1.0354366,1.1271642,1.6430435,0.24504976,1.5905857,1.6146489,2.0271397,16.180754,1.063927,2.2806194
2_49,3.1326241,2.4406035,0.7943373,25.958557,8.4194355,0.9677999,0.050751,181.76904,2.8597815,1.5802925,2.9012878,0.79639614,2.3774736
93_6,3.019765,3.3976417,1.2667608,1.6370916,2.3698883,39.496933,0.41476282,1.7714542,1.0387623,2.247956,2.2878032,0.8799059,2.9178534
22_39,6.0538163,1.8300605,0.8735157,7.4571676,1.5880141,0.93008757,0.09858898,1.6072276,2.2877336,1.3847241,28.896238,0.69571954,1.6349046
50_29,2.8737304,4.6616297,235.67822,1.0214403,1.3758961,0.8971201,2.1775472,0.830523,1.0596348,4.954053,3.5868292,23.527834,1.6327951
52_17,14.665484,1.9045292,1.2929795,1.7813019,2.2311835,1.4797149,0.52803475,2.6921568,1.4777286,1.6639316,17.687614,1.0481077,2.7796364
12_45,4.474389,5.1220264,5.865651,0.90161866,1.4180014,0.76770073,0.5802795,1.7418673,3.0390093,7.287654,4.2951217,2.9653337,2.0209908
44_32,1.89119,7.8620915,83.494804,0.87601614,0.9076799,1.0017517,2.90315,1.0568722,1.0432634,8.873415,3.5027714,1.9944569,0.7975196
93_7,3.0333533,1.7895114,0.71675193,34.84887,2.1261702,0.6549451,0.0800103,2.2016683,14.044552,1.2257079,4.5597744,0.81393623,12.231911
48_30,2.6578197,7.5803204,5.7055,0.85782766,0.83647263,1.122591,2.5086527,0.68250006,1.0561478,12.219373,2.7557979,2.1643188,0.8190705
37_37,7.093214,2.8657727,1.3302301,1.3008215,1.1502225,1.9494487,0.5552512,1.7230629,1.4041346,4.0891857,23.500317,1.9564221,1.1736547
97_53,15.887907,2.0468636,1.3096226,1.6795835,1.4651074,0.8613435,0.22859098,1.1738647,1.8319843,1.8752277,12.918473,0.9186645,2.5737267
109_57,3.701592,2.5172048,0.8176069,2.8242712,4.353402,8.38686,1.2400774,3.4454968,1.3551856,1.9922446,23.884918,0.59988016,2.4152725
96_8,3.0196242,2.6868224,1.3987302,1.7625151,69.56878,3.4505472,0.39971027,3.2614427,3.454195,2.5253115,3.5264306,0.7326104,3.7402406
122_69,4.5575547,1.8812754,1.1020437,13.014694,2.3840413,0.66312814,0.08207089,1.489809,14.902947,1.6107013,3.8283076,1.0762649,3.0694196
41_21,8.939455,2.1145911,0.86080337,3.1405964,1.8819878,1.0345869,0.383693,1.3451511,2.099731,2.189543,143.9779,2.1134467,2.3298328
124_66,1.752835,9.152203,207.50182,0.8324319,1.0348402,1.0498154,0.92846286,1.1253593,3.3435574,5.1678114,3.7853487,7.194367,1.3372208
91_19,4.0361547,4.5692244,3.9613464,0.8469798,0.89275193,2.4401698,1.7721404,2.161517,0.8896475,10.494242,8.812297,1.3857588,0.4870284
29_28,4.4463177,2.263166,1.0092311,2.4076743,11.980381,2.46864,0.3668508,1.7953362,1.1573725,2.5491734,4.5733175,1.146451,7.7787943
104_39,1.6401162,31.745876,1.1538782,0.6567862,0.757598,0.7996682,2.7647948,0.82418543,0.5018739,33.258163,2.616428,0.76771426,0.43288845
95_40,38.04672,2.3329468,0.7606162,1.0037867,1.0103056,1.3474009,0.44651613,1.870797,1.6407576,2.328924,16.152945,1.4180679,1.5037167
102_36,1.7658907,42.515842,1.3969293,0.7389114,0.8651523,0.657385,1.8075907,0.7694376,0.61561954,11.06075,2.6200092,0.86963505,0.4878186
107_36,1.7105048,23.462732,1.3001184,0.68860435,0.7898608,0.6504619,2.131569,0.8369035,0.5503163,21.210915,2.3729634,0.7766954,0.41273293
18_52,40.75217,3.1498363,1.9363031,0.99549437,1.0661228,1.3829205,0.55384344,7.3978696,0.97477263,4.3880005,21.503727,1.12369,0.75581855
72_33,1.3837092,25.781105,1.334914,0.61630714,0.6705938,0.50235873,2.4928176,0.7727719,0.60659057,10.530257,2.206129,0.93173623,0.37272292
67_23,1.2652645,34.996246,1.1872239,0.58737206,0.7406924,0.56696385,2.75718,0.7877463,0.56874335,12.025204,1.8798935,0.7841728,0.39702535
48_24,34.959694,2.7185602,2.1588469,1.0998744,1.5214411,0.99568075,0.6061847,2.8351097,2.0611339,2.4589944,13.420393,2.87265,0.8278079
69_43,7.6584125,2.470899,1.241637,0.96978533,1.1072581,2.1128893,0.32574755,1.1613533,2.5963671,2.3037446,18.795954,1.4602103,3.0499945
81_23,1.2756401,27.203136,1.3675913,0.5647913,0.6374551,0.5302964,3.4540818,0.8311315,0.5797002,12.195766,2.5447757,0.85201913,0.42676735
41_20,4.9082727,1.8580441,0.7235601,22.2202,1.6789916,0.79848945,0.2886335,1.2100149,6.412907,1.1884873,4.878851,1.0766273,3.6205757
69_40,1.6909807,34.682716,1.0250309,0.596622,0.67534834,1.3895605,4.7071247,0.78909725,0.6267576,11.849867,2.1215825,1.3608228,0.48204055
90_57,23.408806,2.2498255,1.1669061,1.4805671,1.2943015,0.89119995,0.12309909,1.2452888,1.7931534,1.60151,20.773853,0.8746674,2.4946797
70_38,1.6778619,69.96624,1.0856764,0.5485865,0.6644236,0.6026994,3.8464556,0.9220075,0.4897045,13.287146,2.0074174,0.7001383,0.36454427
24_43,4.0772285,3.4625602,38.19715,1.0709751,2.6061335,0.9522002,2.252204,2.0902562,2.158782,5.621418,2.976246,216.59978,2.5322866
48_35,6.056341,3.4764006,6.7919855,1.5345616,0.96380997,0.7787255,0.46987012,0.9073097,1.561432,8.491904,12.285337,1.890681,0.6570928
73_18,7.502536,3.2247427,2.7369223,0.98555064,1.2381148,2.0141294,0.8974614,4.1915307,2.9021451,3.5468254,22.243847,3.319559,1.1668655
12_49,1.733963,65.5449,0.9258819,0.57880306,0.65031177,1.0010856,1.0996017,3.5275629,0.4687365,21.912773,2.629285,0.6899141,0.4259481
71_32,1.853774,15.974632,1.5584526,0.5944416,0.72186697,1.0901452,3.805125,0.75292695,0.80568063,53.27303,4.1944246,0.65379846,0.8188322
117_56,4.5097675,4.4685984,15.574036,1.4325569,0.94869554,0.39899004,1.3227564,0.81497794,3.6476038,5.7598295,3.8851676,2.9759874,0.7803001
63_7,4.4764304,1.9240055,1.1839151,5.4615364,5.5117226,0.6175522,0.27647296,2.7366724,7.457417,3.3585582,5.3809667,2.5295851,179.46883
91_49,19.304823,2.5286489,0.7710085,1.3008361,0.987064,0.9020553,0.1692517,1.2786186,1.6441531,1.8782349,54.146214,1.2807779,2.5472949
95_36,1.5098532,43.079315,1.7087992,0.65416586,0.71075106,0.6426735,2.7724903,0.7119607,0.5325671,15.876818,2.275769,0.744357,0.4209951
72_48,18.440277,1.9010895,1.8330717,2.091257,1.843865,1.21088,0.11354206,1.1424263,1.721998,1.779981,14.150598,0.90456325,2.1561298
87_42,19.255611,2.2693033,0.7278446,1.4354868,1.2522125,0.95868975,0.3214191,2.2877343,2.2050817,2.2728264,27.302532,1.2432356,2.0319552
29_27,3.2998717,2.7509956,1.3410095,1.269525,35.655567,2.8578618,0.48641694,1.7063633,1.5687867,2.6146786,5.037215,1.582212,4.086017
32_36,19.090214,2.0864305,1.535917,2.4144123,2.7037296,0.80325377,0.52075076,2.0286307,2.1478841,3.0209603,15.620533,3.2938101,2.2990756
3_47,2.8985415,2.4727287,1.2080545,4.727878,20.79032,2.2850142,0.41130295,27.75471,2.3179834,2.0781674,3.335493,0.8067764,5.258781
95_34,1.4267216,35.92549,1.231489,0.59738445,0.7380992,0.8895539,4.96002,1.0694731,0.62147266,16.748363,2.2292433,1.0012485,0.46985683
74_26,1.6441379,42.207703,1.0518973,0.59528166,0.7016866,0.6207608,3.8241248,0.9349031,0.51948786,12.762955,2.224746,0.69575906,0.38773474
31_37,6.921898,2.8015494,4.633832,1.3577055,3.2491064,0.7550224,0.6339759,2.6684337,71.99265,2.9423032,2.712344,59.494686,3.5578284
80_25,4.341607,3.833632,13.159388,0.9203751,1.4100014,0.84900093,0.67171603,1.7705038,1.212803,6.375935,32.887115,3.8018596,1.1444193
73_13,4.276883,4.116688,3.4890091,0.98417705,0.89262915,1.575071,2.120378,1.6506244,0.9075096,7.2861814,3.5116878,13.558152,0.81733257
25_53,9.691212,3.477421,2.9901485,1.0587711,1.0549302,1.2321174,0.26296642,1.562816,1.3716633,3.992344,13.948533,2.0104542,1.2811228
116_57,1.3629357,24.132385,2.106388,0.6721467,0.67716044,0.56311476,2.988269,0.9479783,0.49424517,14.170585,1.7007464,0.61972535,0.3767839
51_45,1.9748235,3.7681227,1.7922313,1.1201719,3.2320418,25.596012,2.9296527,2.2340438,1.390828,2.4733129,9.496033,0.82156,2.965611
43_50,5.9256563,2.901535,4.4139037,1.4526799,4.3375998,1.1406264,0.40580007,1.8923084,10.553441,2.6601832,7.185982,7.395491,1.931824
123_58,5.7846637,1.8498464,0.8339866,4.970114,5.172858,1.2937198,0.22123276,2.2336645,3.2449942,1.321053,3.8541875,0.86860347,3.311975
83_50,7.58938,2.6899285,1.3025889,1.0783831,1.3470335,3.303163,0.3014445,1.8336803,1.2636552,3.3246622,18.986298,0.9865223,1.1311418
82_50,7.8328886,2.595165,1.4509922,1.021338,1.0528655,3.1709704,1.2229717,1.9061383,1.2000265,2.9334564,44.844704,1.1700913,0.9489422
69_24,1.5268408,69.53614,1.3602829,0.5819967,0.61580414,0.54838026,2.8058364,0.78135353,0.60239375,14.387096,2.7181675,0.87558824,0.40858293
