,Shared topic 1,Shared topic 3,Shared topic 4,Shared topic 7,Shared topic 8,Shared topic 10,Protein private topic 1,Protein private topic 6,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 6,RNA private topic 8
76_45,1.5761297,31.30558,1.4931303,0.5696387,0.6253875,0.8325223,4.2054567,0.77577764,0.476717,23.092323,2.3237505,0.7629348,0.43571243
86_48,6.0558906,3.34991,1.6521912,0.84762216,0.8615402,3.9119315,1.1625961,1.8778778,1.0844682,3.6751504,36.2191,1.1280097,0.7756678
94_60,7.794803,1.6502705,0.83833575,8.873079,1.6222603,0.63332975,0.10559058,1.706564,1.5560837,1.34063,12.595163,0.7199355,1.5776644
46_48,7.243413,2.4252105,1.6010749,3.3680997,3.4119945,0.7167295,0.46881664,1.3158169,437.4791,2.6260533,3.8002658,6.3614516,5.7758245
119_50,11.0171795,2.1774788,0.63958454,2.7975812,1.1439215,1.1719861,0.30435947,2.0270202,7.71301,1.632055,29.234947,1.634179,2.9339938
44_40,1.5891571,29.636374,1.1810062,0.550223,0.45544216,0.5803922,2.6277819,0.98112327,0.4848861,10.880495,1.9372959,0.7834213,0.21761939
44_30,1.5336742,36.448967,2.6122947,0.65232086,0.6757665,0.55568415,3.6543596,0.80852896,0.6960313,19.285097,1.8407528,1.1625547,0.38197488
29_35,4.8283567,2.277472,0.9612333,4.1747475,2.8330889,1.1256845,0.61351895,2.807809,2.316966,2.2832766,26.136566,0.8602715,2.5999968
67_20,10.960993,2.9475322,5.193974,1.2500291,1.1105812,1.0867299,0.63119227,1.9148853,1.359771,3.9876852,20.07877,5.279298,0.8588025
117_49,16.358786,3.478874,13.688039,1.3040951,1.3717124,0.6455188,1.8228157,0.7216223,6.679276,2.6086917,11.186831,4.07229,2.284966
95_54,67.675964,2.5112014,0.8622712,0.919421,1.0536036,1.6848805,0.3121375,1.3538756,1.0783029,4.7399755,13.449413,0.9217535,0.82148033
80_21,1.6037517,47.3904,1.4651698,0.61585605,0.68403953,0.56208247,2.5396762,0.8012375,0.69445056,15.559401,1.9502568,1.2172022,0.39411432
39_48,1.4171039,46.314598,3.9361744,0.60129535,0.67906713,0.6323691,2.650846,0.96589845,0.7310382,11.545288,1.9505274,1.1537987,0.42227456
89_55,15.7298975,2.3070817,0.97878504,1.0704173,1.8424234,1.9693309,0.23230396,1.2727898,1.7327548,1.92719,18.606377,0.9810717,2.0405872
82_49,6.335639,3.089111,1.3936286,1.0365952,0.8437324,1.9720266,47.282936,1.5018392,1.0972443,3.634368,28.18372,0.95530105,1.2516601
77_20,1.562032,75.03058,2.030936,0.5529411,0.6233146,0.5546584,2.5197577,0.8465236,0.6068175,16.68449,1.9091852,0.9068836,0.3997089
36_30,5.19734,3.9026341,2.4415612,1.4582582,0.99073994,0.48037887,0.8408659,0.7338619,6.250009,4.5697355,3.8932233,14.302833,1.0424749
55_31,1.8588012,14.936866,3.1916988,0.8592429,0.6780741,0.53953654,3.1800847,0.7962011,0.67946106,21.82063,2.8744187,1.0881317,0.42976007
95_25,1.6648183,35.942276,1.3308351,0.68988603,0.73681736,0.71505505,2.6902933,0.8469536,0.48733002,16.005613,2.4782271,0.74719703,0.41721484
77_30,1.8333087,14.499744,1.684499,0.59388757,0.67667186,1.9721515,0.6041844,0.54903525,0.5074045,37.281326,2.8471653,1.0117445,0.4780749
64_3,2.6555114,2.925169,1.2407959,0.99107665,153.82062,0.82121617,0.39852238,5.7217326,1.3840928,4.655878,1.8291597,1.7785944,1.0509372
47_47,21.83167,2.1383152,1.3092086,2.9262068,1.8619359,0.5747057,0.1666996,1.1397214,15.535602,1.8861151,9.463198,2.1060665,2.88884
23_44,8.06439,4.4169807,17.744835,1.0767775,1.7953916,0.7201377,1.1254748,3.0402472,1.2934922,5.8201413,4.0281377,26.564148,1.0396652
85_43,42.360676,2.4913173,1.0450226,1.1263645,1.0290543,1.0620747,0.18372728,1.5189886,1.6524267,2.2926178,20.203953,1.0536402,1.5400925
102_46,22.840096,2.347467,0.91020095,1.1089758,1.0590024,1.105984,0.35689518,2.0412936,1.6003866,2.0723457,19.544981,0.86186475,1.2685108
78_30,2.26583,9.013184,2.9714699,0.63884187,0.7604798,4.9615436,3.6597126,1.1947575,0.8815302,6.9818,5.717886,8.633195,1.1263736
91_33,5.107292,3.5209186,1.8458372,0.76647526,0.93104494,2.8376112,0.79842824,1.5516692,0.9005585,11.448957,13.334609,1.1134745,0.56982434
86_24,1.2984309,32.65886,3.0820236,0.60445416,0.7202365,0.61570424,2.2447293,0.88825333,0.47868428,18.369421,2.0568697,0.9233326,0.3927019
74_10,7.980798,2.4705596,1.6377506,1.0690196,2.1133811,1.1611757,0.12461765,1.7259429,45.117043,2.1214905,4.7010326,8.146602,3.1932275
117_47,5.962595,2.567032,1.2970545,1.6190739,1.7570775,1.2318544,0.22586533,1.2743307,2.23433,4.375289,12.04447,1.4843742,0.67969924
37_33,14.670958,3.622279,2.4528513,1.5000343,0.84080803,0.41817573,0.47054106,0.82355976,5.9755077,2.5200346,10.270388,4.639639,1.4588548
80_0,2.8453183,3.8870468,1.3170342,0.8340639,1.3939776,84.3797,0.23652516,1.5573767,0.6624655,5.9444227,2.148954,1.5397121,1.096713
54_37,3.499849,4.610697,5.425267,1.2021983,1.2281888,0.6895979,1.3282474,0.9889578,1.8245733,5.276332,5.93277,5.61841,1.4444926
65_22,2.658699,8.715016,27.961903,0.81321025,1.2510737,0.7266909,3.2358055,0.9696032,1.2568245,10.08664,4.7316084,1.7676475,0.7804214
83_49,6.6502466,3.0008411,3.7491412,1.0688697,1.4856133,2.7455325,0.59635514,1.084757,0.86823595,4.6169415,23.038382,0.91885185,0.6820894
92_23,1.4817727,56.620743,4.794114,0.6327021,0.6650046,0.5075722,3.0671606,0.72481924,0.59627575,16.455748,2.3465605,1.0366747,0.38839376
120_52,7.3981113,1.7500117,0.8567458,10.114502,1.2343495,0.7678691,0.06767965,1.2651483,1.9948546,1.529594,15.338245,0.9353253,1.8291029
31_51,2.1168144,7.007612,20.156197,0.87244,1.0379199,1.0432491,3.5261912,1.3801658,2.2447557,6.9969444,3.1716487,17.26892,1.6274083
47_35,5.9281373,3.0370207,4.896394,1.5503981,0.90302515,0.6619081,1.3175876,1.4104972,4.980983,3.6376045,35.47414,1.5976515,0.73214334
68_25,1.5594203,70.32276,2.8351579,0.5820639,0.6597316,0.5231421,2.6984892,0.8484831,0.55479,18.392422,1.7926834,0.8955725,0.3475798
62_38,11.4556675,3.1281674,1.426387,0.8965626,0.7806773,3.3000278,0.84425604,1.8719366,1.5796887,2.49128,29.938215,1.3878154,0.8868909
64_24,1.6682258,27.515675,5.08568,0.63591623,0.7003346,0.57937336,2.7735484,0.7093376,0.74997264,19.23491,2.1934767,0.98362046,0.53340185
95_63,2.2074451,4.0410542,0.98859894,1.4606702,90.19022,0.9279553,0.17076173,133.65416,1.3958637,2.0690627,4.0302835,0.70577586,1.95551
22_44,8.415432,2.8582797,4.3840094,1.2571051,1.202841,0.7128407,0.30663714,1.9313477,6.962831,2.361403,8.797991,12.595904,1.8998151
54_23,4.3086996,4.2011433,2.8108692,0.6961185,0.60352904,5.649782,1.0990353,1.8566883,0.5948771,6.195122,6.535525,4.939439,0.7266809
53_35,1.9697121,21.817785,5.0345345,0.70698625,0.65217245,0.5976317,2.7101743,0.78512853,0.6311163,26.777267,2.3206995,1.0451937,0.5928952
89_16,1.5441902,26.640474,3.8617868,0.63872033,0.7416927,0.6680645,2.7508917,0.7116305,0.57034796,13.689794,2.5490456,1.6574795,0.4607983
108_36,2.5476887,7.04984,4.9176216,0.7800864,0.9769488,1.8051105,2.3785472,0.7439218,0.6423153,32.2982,4.9895883,0.91589165,0.66771907
109_48,6.650129,4.357841,1.2260468,1.3331581,0.8907136,0.81008714,0.63409567,0.7528926,1.8800349,5.2052784,7.2468796,2.0338209,0.70832086
70_35,3.18282,5.124118,4.785261,0.81484705,0.83251345,1.3514471,8.692684,0.8757324,1.8392602,4.7931986,11.158186,4.174407,1.1516764
67_35,2.3201947,6.886178,16.867294,0.7135831,0.98028314,1.3172805,3.2466063,1.442394,1.1613188,15.030587,5.674005,1.614246,0.6231307
82_19,1.7004364,22.612555,28.783167,0.7306763,0.93395185,0.51754206,2.365235,0.84406316,0.938193,77.629036,1.8207406,0.99112487,0.80133843
79_38,3.4979692,5.1951246,2.184825,0.7281256,0.66816366,5.9064837,2.910122,2.68558,0.9824281,6.7740173,13.894316,0.684019,0.6797639
121_49,3.7961621,1.9753647,1.211291,6.022195,3.123775,1.7326312,0.08221132,1.1479542,1.1848263,1.8100305,6.8450694,1.1146165,6.220479
90_61,3.0987039,3.3771007,1.2935301,1.2409546,7.782936,63.67177,0.521902,5.1265974,1.0358522,3.86156,4.063817,0.5862466,3.6441734
100_48,49.71496,2.3527756,0.82973385,1.0097063,1.1006241,1.2496078,0.28854233,1.9734077,1.4502497,1.7493632,17.149216,0.8394892,1.6448576
115_50,2.5787144,7.84343,2.5634885,0.99682903,0.7284413,0.7853342,3.1817,0.8166659,1.3251036,8.905048,3.3397074,0.81591964,0.8463852
116_39,3.2226443,2.6398096,0.7690499,3.132588,31.320278,1.6048114,0.14243263,1.3639009,3.40137,1.4705713,3.7688122,0.9049033,4.244581
73_30,1.4803035,41.61182,1.3386363,0.6877052,0.6786455,0.59150475,2.401099,0.8687017,0.50376135,13.796237,1.8530707,0.74457365,0.35411593
27_60,3.410703,3.456787,1.2327288,1.115445,5.673847,99.96465,0.33195725,6.5787096,0.98032284,4.0036244,3.449653,1.12804,2.367771
7_52,3.1349607,2.4419575,0.92823887,4.2795877,8.088179,0.6215663,0.054277822,172.68765,34.71168,1.7730101,3.645087,1.8894753,5.004292
46_39,1.5967532,45.997993,1.7451013,0.6388594,0.70465034,0.70112,3.0569592,0.8794522,0.69429255,14.454266,2.2366545,1.2786579,0.4618947
85_12,3.2076812,4.628146,5.2137337,0.9819615,1.2237248,1.5094608,0.44430104,2.5171344,2.6466227,3.3374987,6.713875,13.099664,1.8346974
71_50,2.0751913,4.2740993,1.2986404,0.83859336,10.276747,46.13713,0.4020404,34.40221,0.9232677,4.2247252,5.361926,0.6703969,2.0539463
65_37,2.6990266,6.1985655,5.1877656,0.864704,1.0134996,1.5516466,6.77522,0.8659466,0.96835285,23.93369,2.6793513,0.8281138,0.73395836
88_35,7.5726776,2.6945355,1.0843763,1.0712924,1.314589,2.616544,0.4032953,3.1782079,0.95728076,4.2949934,29.546162,0.88264346,0.99049795
120_50,4.328368,1.8538219,0.612141,29.182146,1.424006,1.2786515,0.08324489,1.1486825,2.0282106,1.6542555,4.1395373,0.9661038,4.452246
90_13,15.206998,2.4991863,0.6906705,1.2284578,1.0450162,2.4139328,0.3396917,2.0973883,1.7438494,2.4577172,20.551805,1.2047272,1.3683542
68_21,3.5397162,7.9308977,8.069186,0.8630893,0.7311003,1.0251477,1.1475173,1.0847154,0.77030706,9.532779,3.3212457,1.6949646,0.74519646
119_43,3.770835,3.010879,0.99121445,1.1605018,55.605667,1.5277481,0.10992961,12.71412,1.3574584,2.996064,1.9344308,1.7418296,1.6309144
35_30,3.5740795,4.3622093,33.18535,1.4003987,1.1073012,0.9731426,1.0176048,0.8281558,1.3291091,6.238637,7.3429046,2.7598906,1.4698343
88_5,1.9845718,1.9596777,0.7909465,42.688255,2.6812208,0.6581351,0.26329163,1.3993616,2.4135532,2.6374886,2.967394,0.75626945,2.7848353
74_33,1.5431788,49.46233,1.3744502,0.5925429,0.6231183,0.6015293,2.408546,0.7997118,0.49731243,12.937212,1.936631,0.8267549,0.4090469
79_41,2.6165912,5.03345,12.469973,0.8409436,0.9651964,2.075295,1.734836,1.5834069,1.5820116,4.7452054,5.400592,6.690806,0.9284279
59_17,1.5212833,18.091063,0.95160854,0.5519159,0.63648814,3.1735396,6.132374,0.811317,0.49815986,44.636776,2.6167827,0.6708853,0.62984276
35_49,1.3615282,32.37679,1.7733808,0.60027313,0.6462306,0.67281115,2.617925,0.8797608,0.493791,11.935238,1.7884868,0.84342396,0.3084403
38_51,13.242996,2.7422848,11.0737295,1.6711447,2.0020638,0.5858979,0.08734319,1.5420864,12.637388,3.1473918,3.044557,75.461975,2.300763
28_40,7.736518,2.468878,7.7132177,1.3570256,4.394346,1.0802208,1.5434136,4.088712,2.103003,2.4992163,29.345787,3.4891813,0.79467905
69_42,6.363078,2.9674637,3.14215,1.0096152,1.0706718,2.7283163,2.8046496,1.4780635,7.1455164,2.5271957,8.394939,3.962543,2.7356715
84_13,1.5599616,16.167482,3.5220153,0.71978533,0.76323926,0.8522875,0.74396324,0.56292456,0.7661826,17.534016,2.5728254,1.2787915,0.50749445
99_22,18.705292,2.6810195,2.439128,1.3705125,1.1421902,0.69452953,0.19474043,1.8758444,6.6531987,2.4810772,9.874325,1.8028333,2.773636
31_38,8.303915,2.8854373,3.468145,1.4048198,2.7057576,1.2313092,0.35802925,6.6994314,18.319529,2.3878586,8.298157,6.0966506,3.3795557
94_49,63.221687,2.2642183,0.8344995,1.5964031,1.0524045,0.9216028,0.32857147,1.600574,1.8321126,1.8115742,18.497345,0.882487,2.3165555
105_29,8.405111,1.863826,0.8668659,6.299161,1.4060168,0.8406441,0.22020458,1.2984581,1.1195391,1.9850762,16.05526,0.55914766,2.275837
33_45,1.6158755,44.76501,1.2794684,0.69361204,0.75085676,0.6370389,2.064925,0.85560423,0.60963696,7.336973,1.6008599,1.0425745,0.4372713
111_39,4.286002,4.275494,3.8650198,1.1082965,1.4850401,1.8354805,0.9538417,1.5286851,2.2183654,4.947696,5.637204,1.3849691,1.3976952
27_42,28.677202,3.221232,6.0179443,1.3131273,1.5014874,1.2420038,0.80777246,1.5810028,6.829134,2.1720033,5.026203,26.499304,1.9204708
92_3,2.045961,4.566042,3.230455,0.66252667,3.713723,139.88582,0.25251168,1.6692333,0.74948007,4.1847205,3.530044,1.9644094,2.470576
110_53,14.288429,2.0758996,0.6294471,1.4878182,1.0937508,2.9186864,0.27574137,1.4032335,1.2463135,4.113364,16.60629,1.3047278,1.519238
75_35,1.5572915,28.676876,8.218153,0.6688799,0.74431133,0.59655154,3.4566736,0.87531257,0.61499035,104.006,1.8496821,1.0373472,0.7131961
54_13,4.422587,2.105331,1.406766,5.6207147,4.2864523,0.6519607,0.15074153,1.8059539,2.9832895,5.3105326,5.651806,2.0648239,4826.2954
101_41,1.787976,24.490414,0.9119904,0.6968011,0.7486105,1.093583,3.205729,0.82518274,0.6301843,26.193764,2.3961349,0.6857087,0.55051005
97_50,17.379889,2.4699075,0.97430325,1.1234772,1.0053142,1.0378633,0.1676244,1.2200731,1.5752237,1.7909262,13.879936,0.7656593,1.3290676
62_45,4.9222875,1.9482052,0.79658985,3.6710427,3.0307765,3.3795042,0.38937882,1.5311968,3.058207,1.3032112,15.735416,0.7678239,2.791226
100_29,1.3571433,29.682938,1.4977545,0.6023382,0.5715469,0.6408332,3.0381165,0.7671291,0.4909754,12.791139,2.1681638,0.69020903,0.39830914
24_38,5.8891134,2.3311987,1.4437946,1.8346276,3.5766044,1.2069749,0.38715187,3.270476,1.2145756,1.8654544,9.535877,0.5195014,4.191929
85_23,1.4982333,67.855446,1.5375245,0.59906816,0.6237294,0.52195597,3.0442572,0.74965996,0.6856755,12.732267,2.3588383,1.2008528,0.4836122
113_61,14.607835,2.1368856,0.83208,1.5491824,1.142337,0.9448959,0.13784546,1.2935168,4.8139043,1.1169635,4.5506783,0.95381606,3.3475797
103_30,7.818546,2.871008,0.9629141,1.2682257,1.3965385,1.545718,0.35495332,1.2288115,2.45156,2.8436403,18.436367,1.3602512,1.7518091
90_54,12.100479,2.2676046,1.0198282,1.1951952,1.1738975,1.3281109,0.11612102,1.5713269,1.6741618,2.0965185,27.970608,0.9782704,2.966722
29_57,47.89727,2.0490577,0.98435867,2.0833642,1.3281218,0.7950779,0.11069051,1.6097775,3.186337,1.2439947,12.076679,0.7350147,1.889969
83_54,36.68814,2.012681,0.95299745,2.774507,1.3382254,0.90442604,0.09850994,1.5724986,1.6201241,1.8281701,19.400223,1.2957137,1.4638857
114_58,7.920951,2.644201,2.092631,1.090986,1.4259393,0.9754304,1.5130125,0.8672299,1.5948774,3.4585218,13.675144,1.5654578,1.3509309
98_49,4.181759,3.400998,1.1616312,0.8782023,0.94949275,24.066921,1.797602,1.4215024,0.9630367,4.7044716,18.797445,0.6995485,1.2227647
77_45,1.4872072,33.175625,1.2986896,0.5855687,0.6248564,0.88500875,3.8030577,0.8089791,0.611594,16.502928,2.1969278,0.88037276,0.4561236
7_45,4.246464,1.956071,8.351861,8.703793,29.301441,0.46863848,0.61762583,3.6069202,2.80374,1.8123169,2.9812255,0.98178804,3.377861
85_56,6.4995356,1.9325364,0.98010623,4.240096,2.8052936,1.5615098,0.09437421,1.0857846,1.4118159,2.0329475,7.3764157,0.5271445,3.9056602
103_21,3.1719775,4.000904,1.0688841,0.7467036,2.4599385,81.906425,0.4423951,5.3042283,1.0174563,3.5150325,8.383324,1.7042106,0.7376059
57_21,12.15324,3.1042173,1.232132,0.93166494,1.5724511,2.7548122,0.32327184,1.8004879,1.1665211,5.9895616,8.228376,1.7468714,1.2655615
118_56,1.802624,15.898819,1.382321,0.71325123,0.6563401,0.47830328,3.0630274,0.80524564,0.85960793,19.7873,2.4773886,0.67161775,0.49659204
62_26,2.9269457,7.3422165,3.592016,0.824786,0.8253495,3.3845353,4.0008335,1.0007399,0.87498236,17.426239,5.4514847,1.4007127,1.0454726
96_30,9.33065,2.486145,0.809354,0.9597719,1.1011788,1.2830687,0.22587645,2.0223703,1.3883483,3.53647,20.593628,1.1557361,1.350337
77_21,1.6369677,25.580482,1.9190611,0.6528308,0.71185213,0.5728075,2.0616882,0.8667199,0.76787525,25.000525,2.1760798,1.3813051,0.53947157
34_28,4.49994,3.5267515,1.235533,1.4627995,1.3320456,3.155657,0.6953529,0.9847746,0.92792016,5.680808,5.044356,1.1135161,1.4520266
43_38,6.9272947,3.284381,7.7564383,1.5183654,1.2076654,0.65933716,0.4305251,1.2004312,10.740602,2.7503994,5.5193,6.5707426,1.9506763
109_41,2.2079065,12.630552,1.9060287,0.9027569,0.6749553,0.59800386,1.6684438,0.730848,0.66475207,16.730509,5.6220493,0.8650224,0.5052642
33_38,10.012368,3.1216292,3.5784726,1.0056267,1.3255167,1.7388248,0.6831895,1.9928232,1.5032187,5.239716,8.063693,3.3566597,1.7867312
62_14,4.6216645,3.3691497,1.2650492,0.9903314,1.3603821,17.178566,0.792952,2.4541748,1.1245655,3.3554034,13.623978,1.8994936,1.7738408
118_70,2.2369761,2.9476426,1.3384829,1.2910502,22.012238,15.212776,0.5420368,4.810568,1.8090986,4.7203403,2.20634,0.9244376,1.8895494
82_18,1.6418146,49.986385,2.7874475,0.63891697,0.66808057,0.48768902,2.855349,0.81486595,0.60771096,14.866602,1.9096689,1.0057955,0.3991913
13_56,3.0853448,3.5592291,1.7101531,0.8910774,8.255242,23.736437,0.041864403,195.14291,1.8539189,2.9124863,10.283341,0.90793735,1.7880262
100_31,1.8574882,16.379086,2.0151868,0.650659,0.7549553,2.2131085,3.1853833,0.7382666,0.49662548,17.119,2.279461,0.8421638,0.29494366
68_45,11.737684,2.129341,0.99700505,1.4000217,1.4701256,1.9159642,0.28136858,1.6284733,2.6888661,3.6378498,14.61801,1.536072,2.3484879
24_53,10.240978,2.976035,2.9588351,1.2157407,1.1144783,0.99337316,0.94001913,1.5900786,2.2848291,8.019155,6.7304068,4.559392,1.0228093
75_8,29.330654,2.1318963,1.8171545,1.4452155,1.0815828,0.7167946,0.25087553,1.1729947,2.5324767,2.1292615,14.507673,1.274519,2.2444205
60_27,2.9124427,4.627148,15.40873,1.0503806,1.0235367,1.1423156,2.0151525,0.70925856,1.8665001,3.823801,17.108692,3.6938057,1.2029806
85_39,26.881495,2.1672142,0.6256589,0.93677026,1.1363684,1.333705,0.15352897,1.7266079,1.3421787,2.0075948,25.802734,1.0444918,1.932631
121_50,3.6114485,1.9097607,0.8692819,20.429384,1.6808233,0.7923377,0.085546315,1.4007405,4.173229,1.385377,3.1851122,1.3128402,2.3899314
121_67,2.645227,3.8492355,47.38984,1.0654376,1.9980199,0.9491558,5.16587,2.2421017,14.932326,2.8846846,3.6386452,71.54694,2.6524484
70_19,6.272211,3.0104957,1.927308,0.94416964,0.8723483,3.3568769,1.1594164,2.1025546,1.0868945,3.3983653,61.90359,2.3663206,0.62727755
76_52,4.8573036,1.8431411,0.83555454,8.647493,2.6404843,1.110522,0.12677048,1.7894338,2.970281,1.5942252,11.848103,1.0849705,3.8828142
67_36,1.6796618,16.58404,2.6853957,0.6251215,0.75053906,0.94964874,5.660226,0.7736106,0.6879578,21.668428,2.7951894,0.8833994,0.5836541
118_45,8.0710945,1.7926861,1.0126188,6.9450107,1.5012808,0.7510284,0.07687389,1.0819817,1.6325052,1.577629,6.7677283,0.7392358,2.422433
109_35,8.0256605,2.4968138,1.1005802,2.2626333,1.1253804,0.74939954,0.21694371,1.7831608,1.6163619,2.4441328,14.742745,0.78341544,2.7233
65_13,8.310238,2.6855333,1.2640495,0.8471995,1.4344435,34.023136,0.60852265,2.2817185,1.0783637,2.563032,8.11195,1.1146492,3.2385433
74_9,7.656642,2.3350196,1.4578571,1.2675316,1.2031931,1.3076298,0.12242801,1.3972805,1.652529,2.411991,39.83378,1.656544,1.6520178
41_50,2.9243894,3.9281368,210.44298,1.2137771,1.3482144,0.7993944,0.95428085,0.7700554,4.0496683,5.2354183,2.4281936,12.571477,1.0227166
39_26,12.865549,2.5035927,1.0965345,1.2699902,1.2948599,1.3898517,0.30581385,2.4376252,10.054556,1.5685997,19.5234,5.3007526,0.86853504
90_36,18.817314,2.4502478,1.2833476,1.1018827,1.2495261,1.1873395,0.4584137,2.5025213,1.3105966,3.4522574,26.612848,1.1255065,1.1238612
30_29,7.089896,1.9946802,0.83747816,2.8586192,2.3469586,3.0428326,0.23689307,2.130426,1.5645515,2.3417063,16.14331,0.4646872,2.1989765
57_31,1.8554686,16.261696,1.4211893,0.59809756,0.7210407,0.8334992,3.618809,0.77663696,0.6260503,23.725002,2.6876245,0.8637969,0.50077283
94_35,1.5982802,13.546486,1.5199566,0.6636028,0.8683536,1.1091248,2.988516,0.82088476,0.64645165,46.4631,2.8668873,0.6861899,0.5542681
104_37,1.6708379,44.37753,1.1594492,0.645057,0.7113475,0.6614252,1.972244,0.7032493,0.5514374,14.400242,2.166943,0.86241084,0.45186663
21_49,1.5358182,51.96657,2.6504023,0.60600066,0.65701866,0.59079146,2.890057,0.9268492,0.5209611,14.725502,1.9679883,0.7851955,0.34096748
89_33,10.55395,2.604548,1.1406305,1.1929178,1.0897759,0.9862031,0.42434394,2.6100402,3.3327775,2.9930487,27.316795,2.1716764,1.413578
108_45,5.013579,4.830695,2.183338,1.2275951,1.0473567,0.6150681,1.2127383,0.7968368,1.5217512,10.427191,5.1783514,1.2206142,0.66431075
86_50,14.080437,2.48124,0.7172997,0.9375137,1.0288169,1.1406486,0.4030622,1.9444088,0.7763809,4.1657414,22.375778,0.94378954,1.1043763
94_56,14.837508,2.265014,0.81511813,1.400004,1.4039786,1.0939248,0.1216978,1.2840685,1.1951342,2.971078,399.2855,1.9397707,1.6841801
76_20,1.4829401,26.023079,1.1435878,0.55593014,0.6060192,0.5270378,2.8532732,0.8822904,0.5832107,19.27792,2.0528665,0.6948275,0.37482068
64_32,4.198205,4.575612,6.859107,0.8315514,0.8622428,2.1807473,15.564141,2.1081462,1.2425587,4.5468287,7.4078655,7.8003173,1.0219119
78_53,5.905099,1.7432929,0.67521155,7.512911,3.5697598,1.0121081,0.41387135,1.9104294,2.2384722,1.1583738,6.59115,0.6955651,1.939613
80_31,10.425569,3.513082,1.6315176,0.8227608,1.0493562,5.2494497,2.2459538,6.0989842,1.0665208,4.035941,29.017508,1.3562646,1.122195
40_55,2.885476,2.0936258,1.6631429,10.143109,3.5484357,0.8858871,0.09942379,1.2283887,59.364754,2.1103995,2.8409114,1.6222712,3.664673
89_53,8.754337,2.6096823,1.1304696,0.94846654,1.1716874,1.8531175,0.09576985,1.8135895,1.3047814,3.2015564,13.886125,1.0980635,1.9940444
103_40,1.810151,18.725655,1.2290041,0.6961481,0.8565657,1.8347917,4.7211637,0.8100151,0.59707505,48.146645,2.4560235,0.66347206,0.53804016
12_53,15.091871,2.3963754,0.772524,2.8740897,1.4566607,0.8206376,0.04606888,169.1884,3.397774,2.134822,78.64973,1.0124261,4.5765996
54_44,3.3769622,3.2964768,1.1290729,1.2072568,1.4023325,26.974756,1.2046051,1.6449589,1.0929875,4.1747646,9.341669,0.67437595,1.7772267
94_40,29.632645,2.5590458,0.7728243,1.1358941,0.91871023,1.6653104,1.981334,1.8397533,1.7728531,2.1288116,16.111206,0.9127498,1.7579174
117_58,1.3721218,25.30697,1.2207668,0.64481616,0.60844904,0.511495,2.9062421,0.91569066,0.7153574,16.657166,2.0470903,0.8166479,0.49083304
86_25,2.3683028,8.152927,4.0403714,0.69269717,0.79645646,1.3154593,1.46315,0.92891395,0.496748,27.295933,3.7367973,0.8716673,0.53558546
105_28,9.660632,1.9927045,0.9859729,7.2449007,1.1258664,0.912082,0.097549856,1.1090062,1.8053435,2.2154498,7.7839603,0.8807397,1.4421443
113_54,10.913263,2.5691078,1.670785,1.2979594,1.1350629,0.99911726,0.36819494,1.4943647,3.995738,2.9366505,15.920564,1.702447,2.0063322
19_43,7.694051,1.9260116,1.112521,2.579852,2.9426377,1.1111387,0.26553264,2.9437,7.766847,2.074966,9.602308,2.5362575,3.8112636
65_40,15.465304,2.3962538,2.8672864,1.5866618,1.721961,0.8736031,0.32658023,1.7635585,5.3237524,3.9768567,5.531275,4.4108343,2.325437
35_36,15.420488,2.6737485,17.004244,1.6082044,2.644493,0.67362094,0.35655156,2.4691792,28.444376,3.2087612,3.2494779,26.15938,2.8135371
54_39,20.387678,2.9652948,3.270075,1.3984963,0.9268877,0.9397152,0.78281623,1.2234666,2.7833657,4.0315876,11.517334,2.2962205,1.6777612
38_35,8.885176,3.2825453,1.8654191,1.802701,0.75846875,0.5908185,0.4888083,0.9052739,3.7151022,3.813321,27.75574,4.2860312,1.3385036
13_41,2.657246,2.519485,1.1348231,2.6939907,56.136486,1.3924797,0.4538156,8.026089,3.4677336,4.2750397,2.0488987,6.678055,1.7750052
48_27,3.0100412,3.9867048,10.19486,0.92894876,2.450594,1.3025732,3.8555834,1.4367126,2.1249454,5.06966,4.2902327,16.900684,1.057158
79_15,3.0207853,6.922121,10.482475,0.76772726,0.68228567,0.83879864,2.4624052,1.1844459,0.9213295,6.523067,11.243585,4.592052,0.39774096
10_53,4.0711603,2.3519645,0.8112601,22.288483,2.3361347,0.49251556,0.051673733,166.7429,3.7042067,1.3213663,6.408473,1.1012715,2.5616784
15_55,9.323549,2.6375408,0.7231486,1.7765491,2.2196908,0.9633479,0.10457257,39.25859,1.3764951,1.6853468,8.136642,0.9362497,3.0301332
71_22,2.578985,7.4147396,17.786366,0.86167717,0.67481625,0.9240099,14.124011,0.9310711,1.3096657,7.2843723,9.393507,1.7122552,0.7607024
60_19,10.295741,4.103948,2.4618537,0.9279785,1.0467958,1.6089408,0.97839725,0.79622734,1.5115608,3.6646144,20.07037,1.5150994,1.1969601
116_63,14.509012,2.265011,1.154537,1.5152009,1.2962395,0.9625199,0.13561168,1.2329484,13.822923,1.621368,18.883945,1.5880457,2.9720352
18_53,11.084105,2.5731275,2.7694404,1.1169612,2.0357919,2.479371,0.65956897,8.838523,0.61772734,4.4312916,57.175415,1.4973643,0.71970266
77_2,1.8957995,3.1034384,1.3217047,1.592087,31.048735,19.360422,0.47496316,14.067189,1.4378564,4.028921,1.9343505,0.66515034,1.7759461
