,Shared topic 1,Shared topic 3,Shared topic 6,Shared topic 7,Shared topic 8,Protein private topic 6,RNA private topic 1,RNA private topic 3,RNA private topic 5,RNA private topic 6,RNA private topic 8,RNA private topic 10
33_80,1.575774,20.028801,1.2300974,0.61207783,0.69099295,0.6632888,0.6131586,4.7733307,0.6872593,1.6095905,1.0255328,4.1439576
35_88,2.7993567,5.574411,1.5948961,0.7373508,5.911278,1.0936618,0.89638513,6.935762,0.69646585,115.03637,3.4621162,11.462045
46_35,4.4467015,2.8426888,26.076773,1.726665,1.7075365,1.2869684,3.8121903,3.871589,3.2512445,0.788671,1.1313318,0.7238193
50_86,1.2015475,23.960556,1.1199918,0.7532705,0.6909385,1.0300833,0.42187577,0.9673456,0.40343654,0.7820162,0.575595,1.1614465
48_93,1.3093829,38.377735,1.0649267,0.6536761,0.66811675,0.86547244,0.4092569,0.7801517,0.4237286,0.7732616,0.6401538,0.94825745
38_30,1.4603388,15.725418,1.6635264,1.003999,1.0977188,0.8477793,0.4996036,7.7655544,0.79968953,0.7097118,0.79180896,2.1810482
35_71,2.6599336,4.8995304,1.8011017,1.3053048,16.623053,0.9546912,1.3659292,16.316416,0.87225723,4.709173,2.4510148,13.256284
59_98,8.66329,2.8885427,1.7763734,0.90388125,10.648638,2.0282588,2.7710032,1.6795185,0.8717905,13.9042,16.847317,1.3734967
41_66,2.2692382,6.5196476,1.6116834,6.0861225,3.693578,1.0877893,0.9376645,6.747569,0.6833906,15.558319,2.7804935,10.458704
33_76,2.8692007,5.224863,1.5556087,1.5612797,6.934345,7.8646846,1.5917655,4.935094,0.82816344,124.23779,5.0200543,6.455009
64_29,25.689888,3.2834036,1.4837655,1.0869942,1.6401651,1.2823502,0.7773944,0.9411871,0.64718765,0.8302348,245.72801,1.1771606
44_18,1.675587,17.839777,1.608442,0.76436573,1.4231771,0.67816675,0.79523385,9.151266,0.86677366,2.1710715,1.3858855,1.9637555
58_88,16.614777,3.2124777,2.1208875,0.9867121,3.6024494,1.2856847,0.5047931,2.7651234,1.6994846,2.3751316,8.0760975,1.1635911
53_20,3.4390874,2.8977184,9.652198,4.0280895,0.9968579,1.0662622,4.1511426,10.280897,3.9882236,0.82846063,0.9718318,1.3397882
21_57,2.2398968,4.2691956,2.9417315,11.005102,1.5003787,1.4119047,3.2598794,40.980377,1.3153793,2.7250333,1.0086222,8.501938
53_5,5.0499325,2.4866614,19.602407,1.7399957,0.962076,0.9299364,2.0497215,2.8841062,14.238473,0.55910045,1.0692235,0.6940874
33_37,3.291208,3.0743623,4.1909533,11.405301,1.7580981,0.9616917,4.636118,9.391335,3.3501542,0.98837024,0.99611616,1.5324304
40_36,2.5405445,3.550694,19.975376,2.5875301,1.137084,1.9329683,2.518588,8.230858,2.439513,0.89724845,0.84571815,1.2123203
62_5,1.9839805,33.001293,1.4491924,0.82543755,2.0249934,0.9598106,0.4016808,2.242597,0.5706428,3.4341362,1.3102247,5.4182744
31_77,1.4953711,40.60871,1.2756299,0.67562574,1.2277048,0.76313806,0.536101,0.8145601,0.5151602,1.204514,0.714465,0.9189306
42_15,1.5438793,30.203335,1.4994483,0.7718712,0.75204945,0.8646076,0.5830633,3.5328298,0.6582185,0.9430011,0.76237506,1.6724442
25_68,1.0921521,38.453712,1.1214384,0.7530118,0.6186358,0.70916396,0.3300478,0.52822024,0.37302464,0.6373098,0.560504,0.6870764
18_34,3.830203,2.7804487,17.78704,2.4307373,1.0438896,1.4500009,2.3719437,5.5547657,8.693841,0.5486269,0.8939695,0.74291754
46_77,1.9133012,29.182983,1.737467,1.4560876,1.0438701,0.7395268,0.490627,1.7375112,0.50573355,1.1619718,0.9426916,2.7814007
37_54,2.327104,9.153548,1.7548858,1.3825314,2.8627613,0.97333074,0.77777505,4.9461927,0.82017785,6.590547,2.2247663,474.41736
60_22,14.345376,3.9282758,1.7537458,3.615422,0.8260684,1.5878006,0.8937609,9.753424,3.910003,0.6390148,0.86825377,2.0869184
36_90,3.2191658,4.9374485,1.557368,0.6798655,10.449783,1.035714,1.0086979,4.544551,1.2436094,21.922424,2.4339426,2.8248303
36_80,2.9759893,4.251751,2.1123633,2.0619311,7.147536,0.87711364,0.8662502,18.531889,3.8960516,2.4955862,1.0960765,4.7239437
29_49,1.5995408,8.817879,2.4053197,2.1343737,0.9461404,0.7037014,0.9612735,11.870392,0.75286293,1.4186999,0.79103917,3.1329892
50_112,2.0265923,13.654087,1.781254,0.97045577,0.7177067,12.586745,0.6357446,4.4688396,0.5961119,1.8409928,1.7456684,3.1498754
57_4,5.823186,2.6333237,16.641474,1.5030777,1.1452396,0.89073837,2.7583587,3.4927723,7.439281,0.7808528,1.0025812,0.8998639
41_48,2.0996532,9.699041,1.4780253,1.5359966,2.2424498,0.880992,0.83879983,4.020448,1.0271474,2.5011222,1.7227473,436.72043
17_72,4.0457516,3.9435942,2.4879742,29.434265,1.322362,1.562491,2.1935747,5.5456104,2.8256266,1.5840682,1.4223936,1.594831
48_18,3.3507166,3.7971876,3.5169044,1.3336177,2.8288677,0.81996816,2.6596506,11.799772,1.6851518,1.9576006,1.165352,1.6806461
14_66,8.666548,2.7555144,5.6409836,2.9109128,1.4799528,1.5300338,8.186923,2.2906632,3.7476623,1.5494086,1.5905405,0.8373425
35_21,2.7992148,3.4780092,7.2913713,1.8801384,2.2929955,1.004284,2.812481,9.546851,4.2215343,0.80296123,1.0262762,1.4030452
16_32,7.86469,2.504145,7.606069,1.3209789,0.707391,1.1598347,1.382827,2.7774937,9.787443,0.59317786,1.1012888,0.49302164
28_39,1.512375,11.972738,2.1505725,1.6109384,0.81375664,0.65694344,0.83538795,10.830416,0.8575162,0.9390374,0.69866157,1.7036186
53_14,3.8301387,2.6781802,14.374901,1.8577014,1.2445819,0.70520544,3.48544,4.9134088,6.612564,0.8719958,1.1825643,1.1284735
37_61,3.2405963,4.073141,2.7437599,1.456609,4.5234675,1.1129466,2.6192653,22.704723,1.2410839,52.982296,2.3825119,10.505986
32_42,2.2397184,9.341774,2.0017838,2.0768437,1.5301797,0.82367224,2.3008604,27.42104,2.1590717,5.1766376,1.1407652,6.430253
33_30,2.5333872,4.4153533,5.2538834,2.6447396,1.1923364,0.8325216,2.7986853,10.759455,3.887273,0.73588276,0.87715554,1.5300072
22_74,1.6074636,45.743187,1.3823103,0.6146507,0.8241075,3.811086,0.47317013,2.3648705,0.5226478,0.8077571,0.749255,2.0702667
50_85,1.1292057,32.022682,1.1949155,0.7547639,0.60037017,0.6298498,0.33582926,0.68626094,0.38503423,0.64398783,0.5351424,0.8893827
50_43,2.8720617,3.6374679,4.4045577,4.7148504,2.5433643,1.138282,3.862252,17.631199,2.2252665,1.1353506,1.6559002,2.8927417
12_30,18.681736,6.659747,1.3168297,2.4502997,1.0093272,4.382892,1.0585306,4.155565,1.2129374,10.411873,4.896262,5.6490917
49_91,1.1582608,36.825165,1.1941624,0.73209643,0.64002955,0.947276,0.34171164,0.9428309,0.39796042,0.61903554,0.5952568,0.9504558
40_16,2.2567663,7.674968,2.0642395,5.3983,1.3808854,0.7279834,0.7711772,26.426626,1.25126,1.3271273,1.1864641,7.7095675
13_48,3.1067715,3.2322485,5.750086,13.388641,1.2026901,1.0351665,23.780416,3.4835434,1.8889209,1.3363181,1.1129272,1.5905976
50_20,3.1563253,3.2101846,20.404545,1.9128199,1.2060044,0.84553474,2.1038876,4.8971395,6.1532,0.6390859,0.9335797,0.84348893
34_74,2.7862606,7.3348846,1.813853,0.86011136,2.1689575,0.9821374,1.1046301,10.191809,0.94405586,0.51836544,1.1496888,2.301635
30_69,1.1719886,31.388771,1.3037112,0.88788235,0.7117574,0.76656896,0.42838967,0.8878774,0.43042162,0.8355058,0.6499876,1.0395746
14_63,2.5694394,4.4702954,2.404129,12.566103,1.611738,1.4036746,1.5564009,10.0954895,1.0893004,6.539688,1.3041276,6.0228734
47_26,2.5311005,2.9857738,17.75402,1.8900875,1.1395426,1.0479982,2.2256143,3.1778018,3.830626,0.80740625,1.0842656,0.7685358
40_19,1.2157967,37.577694,1.1509511,0.7489433,0.6975615,0.8596115,0.40235826,0.7773186,0.41184574,0.6619754,0.57070446,0.6746402
27_30,1.2528082,74.083954,1.5691006,0.90323603,0.6558732,0.8075612,0.48780504,1.5087198,0.5221784,0.6562107,0.7199415,1.4564652
58_17,16.473045,2.7063706,3.481217,1.2098749,0.8772893,1.59449,1.139648,1.125072,23.239952,0.56105125,1.1341968,0.4637406
11_41,2.6512027,2.9253483,19.390793,2.365385,0.9299154,0.8188835,3.6709626,5.145336,4.903282,0.8226431,1.2260005,0.9627884
22_49,1.0027719,35.11374,1.3027341,0.7359701,0.48624426,0.64950836,0.32943767,0.8665122,0.396418,0.5991513,0.58708024,1.0236493
35_67,2.0652766,7.675452,1.6828845,1.564079,3.1589487,1.0649005,0.85727775,8.108175,0.6612687,14.848812,2.2836995,24.511414
46_85,1.1081967,44.633205,1.1524533,0.6493864,0.55705214,0.5709157,0.40576863,0.886148,0.44835687,0.6595072,0.56265086,0.9282114
42_44,3.319429,3.0126987,7.6194553,3.568993,2.340804,1.0444473,4.2458186,23.105846,1.661298,1.6567081,1.520276,3.485164
47_18,2.1800568,7.778954,2.393421,1.025752,1.118315,0.78056186,1.673179,22.285297,1.5118461,1.2021116,0.76740026,1.1619216
37_46,3.6727734,2.9788198,5.0201683,11.457867,1.2528355,1.4235338,1.8218377,6.730466,3.167087,1.4802434,1.3756245,1.1171577
32_17,28.989523,4.4787016,1.3609451,1.1028702,1.0919125,3.0735867,1.057635,1.5707185,2.3657007,1.0671449,0.95378137,1.2460876
5_54,15.638638,2.687365,4.34636,1.2196546,0.94731265,1.0018461,4.553978,2.5784469,3.8905098,0.94041574,1.0502652,0.90505224
7_39,31.702078,2.5475657,2.3441586,0.82152545,1.0058615,1.6460211,1.5862508,1.8048999,8.591608,0.7661339,1.061081,0.66713405
53_12,3.693778,3.1691413,9.26878,1.9451611,1.0300332,0.88655406,2.254656,3.5654964,5.0978537,0.6292293,0.92813754,0.65073377
8_44,3.9047585,2.856684,15.814781,1.6446329,1.2988462,0.79368603,3.557242,7.6847277,3.2061286,1.3700829,0.9919068,1.4842254
14_29,18.907381,5.744479,1.479039,0.97162217,1.1734056,9.519698,1.536143,1.7457018,0.68727875,2.6006303,111.366684,1.3036499
23_28,2.8691843,2.90444,14.416553,1.4837505,1.0373914,0.9832135,2.4990332,5.6326847,6.986687,0.91637975,0.8178779,0.9844354
19_34,5.136357,2.8942838,9.655379,2.2374518,0.90427864,1.2349935,1.9989557,7.0215454,4.799873,0.59747076,0.8515742,0.92787015
53_79,51.975815,2.8048327,3.146476,0.91159993,1.6490645,1.2133356,1.2568729,1.6533022,1.013726,1.8385093,1.4250218,0.6203204
67_3,1.6977164,12.750139,1.532074,1.1762463,1.0286161,0.8141738,0.6866576,4.2812138,0.7258215,2.6657481,1.236085,3.5851347
19_60,2.680838,4.8166804,2.0608947,23.961472,1.6186182,1.2220842,2.9821856,11.637239,0.86788505,1.4492522,1.6104574,6.188596
17_29,18.492716,3.1337252,1.7938839,1.3406222,0.96742696,1.1972396,2.7548096,1.9743412,2.1795938,1.0307924,1.737324,0.9385453
13_67,23.708368,2.4438558,2.4818835,0.8799247,1.5676589,1.4864924,2.5368817,4.171397,3.063093,0.96043104,1.1823967,1.0318515
27_57,0.9941039,34.549213,1.3305924,0.87458426,0.5909346,0.7530986,0.37694675,1.2301052,0.42429355,0.71428275,0.77838737,1.8126535
42_77,1.0121406,62.58291,1.2827945,0.7357669,0.44727224,0.6180301,0.43062475,0.78960025,0.43876648,0.67768896,0.57145375,0.81714976
46_99,3.1262047,6.6405296,1.5012404,0.8999762,8.84732,4.9909797,1.0095333,2.5285678,0.8015158,122.1585,4.085305,3.2572577
36_86,3.3123171,4.5815973,2.3068829,0.7980128,3.3467646,0.83186483,8.455177,13.866135,1.3156658,3.1078942,3.9388938,2.8592796
43_40,3.0465236,2.7944236,20.556955,1.872595,1.6512289,1.1162521,3.413717,1.6400149,2.0039508,1.2453642,1.4508418,0.74405646
20_39,1.0133741,36.963207,1.2427703,0.60777545,0.55439985,0.6367738,0.49201688,1.670357,0.51082486,0.7038097,0.6490687,1.2957767
44_17,1.5932401,32.542664,1.9956723,1.0547292,0.941337,0.7131051,0.57611674,4.9373026,0.67149734,0.9084579,0.8189564,1.8826191
62_98,50.933548,2.54856,2.5047684,0.7127638,1.1280949,1.5210334,1.2339501,1.3079054,2.6968837,0.7113874,1.7920296,0.5364459
38_55,2.4089332,6.8135004,1.940988,1.7552702,2.227919,0.654828,0.8337134,7.9628406,0.76600814,3.2411573,1.6889236,86.97739
54_113,3.5000546,4.3429627,2.057534,6.22908,2.5318027,48.446346,17.459023,4.8283,1.5558025,2.1800547,1.3867314,1.4358785
30_49,2.006656,5.260762,3.4219325,2.2371597,4.7756357,0.84697527,0.93091524,18.16919,3.9830155,4.05086,0.9872362,25.291582
55_82,37.32016,3.099344,1.7308531,0.8356414,3.1936364,1.3073086,0.7775742,1.4506485,1.6262116,1.2519298,1.6430653,0.9271234
21_63,1.4865063,37.60308,1.9701118,1.7339598,0.58206946,0.6159931,0.69512594,7.3088923,0.6505849,0.9791742,0.8487062,5.789046
37_91,6.252191,4.1951904,1.5178256,0.8642587,8.297635,1.4302379,1.1053845,1.9077265,0.50035805,10.542412,8.933311,1.5774267
19_52,2.5802279,3.3284583,4.6531696,24.30322,1.6041262,1.2139382,4.1060076,3.8752666,2.4772663,1.0312861,1.0445414,0.83560836
44_51,1.1247413,105.14995,1.4008027,0.68490624,0.47066224,0.6835755,0.42405412,0.913262,0.37828892,0.7670887,0.64882827,0.6789479
15_41,1.3710192,17.618462,2.3924627,1.894793,0.98861355,0.6538619,0.68344694,3.8255022,0.5895224,0.86145836,0.5230646,2.2362807
12_60,3.5591938,3.2857642,3.7115922,9.30299,1.3388263,1.3292305,20.914171,13.129814,2.1084247,1.5137022,1.2076925,2.8928113
61_7,1.8367379,12.984463,1.4434218,0.7347603,1.709001,0.9329003,0.51937777,6.5891323,0.55404603,34.608494,1.9512095,20.826664
45_32,8.705805,2.6781569,11.148304,1.5520852,1.3190522,1.0425706,6.4412127,1.9276588,3.043883,1.1800914,1.7211498,0.8335809
22_77,4.1659756,4.7647886,1.8837111,2.426238,4.7593946,1.326078,3.8319116,2.4083529,1.3981624,2.2154987,1.503317,1.279241
63_9,7.0324016,3.2666752,3.6723795,1.0806485,3.9232817,0.92687416,1.9349889,5.3149166,4.5734563,1.8011451,2.2040513,2.1157467
42_24,1.1634247,59.478523,1.3036693,0.78519416,0.5493509,1.3496141,0.5228135,1.9897721,0.5059821,0.67392445,0.69727707,1.4548903
39_98,31.50428,3.4338632,2.1973066,1.6534332,1.0878512,2.0131416,0.7246722,2.780519,2.3756595,1.5320655,1.0902888,1.170734
19_68,3.3304389,3.3559089,4.067794,8.39402,1.1524255,1.3491787,4.4609704,16.619135,2.8344545,2.1867561,1.4420711,3.1768548
54_30,3.4534838,2.6047564,48.137356,1.6555376,1.3496592,0.8295626,4.0382576,2.2938247,1.519916,1.0591596,1.2512175,1.0740654
25_77,3.0015948,4.237299,2.4254544,16.172445,1.9928789,1.1778976,2.4763858,7.088644,2.0994694,2.0999382,1.3843843,2.1764567
41_101,22.862232,3.108633,1.672198,0.86660486,0.9598175,16.011227,1.7853723,0.9449929,8.114802,0.6062144,1.1885478,0.47180167
11_33,22.506947,2.8906188,2.5206552,1.132392,0.8853476,1.0604193,2.0626776,1.7500478,3.872236,0.62672913,1.2159104,0.67280096
54_14,2.902773,2.993868,20.158768,1.6786426,1.1535513,0.9031662,2.232285,7.9301805,4.7094016,0.75053024,0.9516745,1.1950855
55_20,4.7336082,3.7163405,4.261679,6.0651484,1.2916472,1.3255908,1.4654301,6.0888486,3.619127,0.8857566,1.1226516,1.6505153
30_46,1.6044815,43.37199,1.6540046,1.0179181,0.76613235,0.8597521,0.9935667,5.038512,0.7048654,3.235048,2.3496094,6.536403
50_98,1.4207057,41.320946,1.3548021,0.7956838,0.9104776,1.8085603,0.4575578,1.4498382,0.6002461,1.0119253,0.7917688,0.98950976
13_37,3.4806652,2.7305815,15.153562,2.4622004,1.8057826,0.984732,5.2745905,2.6194303,2.3889108,0.88045055,1.6193213,0.68259734
44_67,6.1920457,3.788835,3.5048869,1.4013214,9.7392645,0.9404345,3.3813846,5.378366,1.2398794,4.1537256,4.746602,1.6181074
24_41,1.3657389,40.817986,1.212461,0.71718323,0.7628491,0.8083711,0.52480876,0.9369044,0.5667874,0.96083665,0.7457051,0.9351913
21_33,2.6587875,3.9836807,14.875345,2.0008514,1.4128599,0.88050485,2.9314706,15.75111,2.3856227,0.96505094,1.0520653,2.3692584
35_87,3.3358216,5.150265,1.8156757,0.87098145,3.5937297,0.79861695,1.7123326,15.913506,0.94567657,3.9908078,1.4549513,4.846519
48_43,2.3192518,4.6571627,2.4169269,2.3967566,4.536434,0.9612747,1.6411184,4.807556,1.0857337,13.544753,2.2937572,5.830045
55_87,4.3386383,3.8289618,2.3884845,0.8714977,153.8864,1.130509,3.4912834,4.342799,2.5286481,3.8426166,1.2629073,1.886389
41_39,2.16994,4.598428,13.395526,4.126255,0.9965025,1.1448784,3.1807768,5.8036985,3.268659,0.7672153,1.1329494,1.1155207
11_32,25.381388,3.3791733,1.6786466,1.124985,0.7800851,1.4056354,0.7210435,3.2239132,2.2078974,0.4420694,0.87190366,0.7586765
31_85,1.4758866,41.922363,1.2755307,0.83745956,0.8958882,0.8059751,0.53198814,0.8024316,0.49574476,0.7931672,0.6736914,0.9831982
58_93,11.931353,2.9124947,3.8931384,1.3683305,5.1227217,1.3894829,22.990993,3.2586663,1.7223728,2.0586407,1.4405655,1.2617809
60_108,125.01212,3.3713183,1.3949717,0.6674347,0.98576534,293.81772,0.92175144,0.68952495,0.5566305,0.8059914,1.2513279,0.6277024
42_9,28.715727,3.917154,1.8254333,1.3569733,0.8764309,2.0519767,0.9314884,3.0758383,1.687043,1.0041158,0.9613662,1.2286631
30_42,4.507916,2.825733,8.957296,1.5389161,2.5510268,0.9242581,8.469054,8.77012,1.95448,2.1611156,1.7531967,1.4415956
30_22,4.1376834,2.7108948,20.867714,1.3853805,1.2748797,0.8208641,3.6595237,6.8789015,3.991227,0.9525289,1.1556218,1.1041646
39_77,3.3188808,4.4603167,2.0842707,1.1622442,12.000061,0.5865693,0.7383743,14.451214,0.5794368,4.027066,1.2448137,3.7868514
27_22,23.135773,3.3093312,3.9375372,1.5566769,0.8466896,1.0661695,1.5732534,1.8401492,8.865958,0.7179866,1.2401133,0.51086986
56_37,6.5883875,2.5154874,27.916676,1.2894766,1.7903236,1.1644975,20.49134,1.635014,1.5895746,1.357947,1.4031905,0.6311552
54_35,3.8889213,2.5958867,13.569254,2.1192365,1.3397688,0.98798287,6.0614586,6.860547,3.669775,0.8372695,1.0426482,0.9784484
5_55,9.924284,2.7150502,3.3616319,2.1984048,1.3164382,1.1941786,2.785688,4.952202,20.188341,1.2272525,1.0910056,1.4558958
49_109,1.7912352,32.165462,1.5087769,1.0812955,1.2113003,7.2326465,0.8847113,10.315633,0.65317744,7.3926654,1.1852142,16.288443
48_91,1.136579,39.119453,1.3111998,0.77744114,0.62487626,0.668994,0.4077189,0.6704365,0.45638987,0.56938595,0.51601666,0.72152174
45_78,1.3105912,30.126709,1.2577195,0.7372556,0.5413673,0.6958027,0.34795249,0.6019858,0.41582417,0.6479261,0.50843126,0.5808705
8_52,3.585619,2.6793408,24.413752,1.3426814,1.4440379,0.90215963,4.36829,3.0041661,0.93915457,0.88240135,1.542885,0.95869
44_16,1.1127741,37.33796,1.3446757,0.7356739,0.578208,0.5951557,0.4094018,0.9181361,0.45470324,0.61097896,0.6044875,0.7924351
42_16,1.260879,26.446566,1.381178,0.89030474,0.7520871,0.7086936,0.69956887,4.056362,0.63700795,0.70524335,0.6540423,1.668819
51_77,21.521954,3.1449933,2.3740935,1.4388027,3.951778,1.383475,1.0367388,1.0688751,0.89271176,2.05845,4.050639,0.6774894
30_41,4.061016,3.46111,3.0893335,2.6869264,3.4726415,1.2805961,3.1710942,9.625891,1.5676506,2.518082,1.5964347,3.7605839
39_86,2.795364,4.352397,1.6332355,1.0116768,22.748156,0.82679737,1.5290592,20.504345,1.2021352,7.6155515,1.454903,24.344927
28_92,28.32682,3.1515214,1.4209163,0.7224492,1.4517516,2.001626,0.9904836,1.6375749,2.1563396,0.84312135,1.4358578,0.4906906
31_92,4.174597,3.550892,2.1642785,4.713195,5.0124345,0.9494718,2.3345873,5.22054,3.5598547,1.162069,1.2918811,1.2610681
39_22,1.146755,77.440865,1.4423845,0.73346066,0.57027787,0.589169,0.4558739,1.1798579,0.47536358,0.62212515,0.649968,1.1475664
55_38,6.3058558,2.6731515,23.616125,1.7442714,2.1059759,1.3123916,11.72854,3.1340575,2.0214338,1.0252305,1.3895663,0.7946922
44_77,1.5436637,28.313046,1.358976,0.68689823,0.80990314,0.80938184,0.53291583,1.8074536,0.50107676,1.2187663,0.8693477,3.3474832
54_99,1.140842,30.99583,1.2219734,0.5472714,0.5345334,1.6862335,0.45788518,0.6877004,0.46783844,0.71751404,0.60968286,0.8789983
41_17,1.1014116,39.426636,1.2164886,0.6067492,0.618732,0.65924454,0.53432065,1.5473776,0.5118253,0.7073828,0.6712321,1.3155429
49_20,2.3749485,5.3940916,7.515685,2.977685,0.8187993,1.006632,2.4618206,7.9527717,5.07501,0.6119218,0.85642743,1.0275553
19_70,4.13101,3.6201348,3.2679,16.43797,0.7320658,1.1197602,2.4480927,3.9295313,2.4905746,1.3526067,1.2857443,2.319452
18_48,1.213587,30.878819,1.2614341,0.8085138,0.88568425,0.6684938,0.4307038,1.3477844,0.45952082,1.3167293,0.68613994,2.4229114
51_99,1.430351,42.582413,1.239305,0.70129085,0.9710908,2.4985435,0.45981607,1.4198483,0.57397145,1.1835626,0.9626335,2.0191936
32_93,13.847978,2.8509164,4.0074654,2.4382253,2.6461434,1.3023852,2.2767591,2.5811558,9.3352785,0.79202116,1.370878,0.7724991
47_23,2.5945148,3.6126251,19.970564,2.1285713,1.0904608,1.0735724,1.4243248,7.5940123,3.4876914,0.6125849,0.81089014,1.0791647
55_42,4.4928045,2.60212,11.144613,2.5417662,1.679767,0.8099479,6.3529305,1.45414,0.7571422,1.953773,5.8482103,2.1640558
20_71,16.6521,3.486813,1.9296992,1.2326437,5.057334,1.8441757,1.7375846,2.0322511,1.8621147,2.901865,4.280887,1.0245762
45_92,2.1699169,11.282647,1.6781535,1.5349194,1.2435048,0.7109676,1.026732,5.0635433,1.049605,2.3736076,1.508326,601.1705
6_36,16.373184,4.086357,1.503263,2.0448155,1.248186,18.590183,1.5377564,5.5421844,1.2405005,1.9284368,3.9456713,3.0787249
36_96,4.085241,3.7978344,4.7952704,0.9975903,2.3450856,1.0124619,1.7485584,21.313854,3.0786884,0.85574967,1.2722698,2.140073
6_42,24.056774,2.435973,3.4216928,0.92690444,0.65645975,1.3485337,2.0402756,5.829196,6.7770424,0.9741758,1.3817247,1.3326119
59_5,1.5401429,39.187325,1.1341392,0.56636477,1.2689973,0.9066217,0.42290193,1.198169,0.4125295,0.6780084,0.5743501,1.1833179
37_20,1.579241,14.621647,1.5620558,1.3410544,1.2437612,0.8466612,0.49079177,2.4368079,0.528872,1.0808545,0.80580056,2.7789037
10_54,3.8823137,2.849227,9.45801,2.9927323,1.9883711,0.9808197,6.172367,7.125944,1.4430579,0.8967319,1.1129043,1.8756232
26_47,1.075104,38.27933,1.3313048,0.9967427,0.5964287,0.6445546,0.39808708,0.75892144,0.42892542,0.58941126,0.5446901,0.91733587
54_27,4.589871,2.5472636,43.893936,1.2571881,1.1395127,1.1190943,3.489085,2.8521204,2.4496102,0.654494,1.1260282,0.64355814
50_102,1.4285328,19.31995,1.2070841,0.7119415,0.8570044,6.313162,0.5526234,2.3877444,0.63014185,0.78641975,0.63115305,1.6865264
43_36,2.2191608,3.4884744,19.635956,2.6374483,1.2303828,1.4016087,1.2599832,6.1376143,1.3166838,0.7043637,0.9684444,1.2923344
20_30,5.7652225,2.972497,25.329088,1.1737432,1.0879633,1.0905654,2.766267,4.448204,6.1971254,0.8830508,1.1649873,0.7787087
12_40,3.0679526,2.7178895,20.173477,1.9801482,1.2367508,0.8641384,3.2227943,4.2395415,2.5607944,1.0780122,1.3859963,0.8366516
19_30,4.1228714,2.7548795,21.87565,1.6829398,1.0831896,1.0380914,2.742229,2.1362429,1.6242241,0.6179944,0.87994325,0.42792037
56_101,3.1920934,4.14412,1.9944931,0.9771081,21.47858,5.0079107,2.1154163,4.4728937,1.0214556,5.8820243,2.309892,3.7419324
30_84,1.6724387,18.730381,1.2409663,0.73502696,1.4734495,0.9710013,0.63394773,2.0281467,0.8380882,2.95974,1.3347951,2.536485
6_40,39.291748,2.510478,1.8057666,0.7112652,1.068139,0.9632327,1.8218256,1.8536053,9.173758,0.6950558,1.3288205,0.59876466
31_89,2.4311936,5.6637187,2.0785484,0.81816673,1.8895757,0.63987786,0.96376145,20.845915,0.86334455,4.5152555,1.3917984,7.20465
25_34,1.1450737,77.31793,1.376961,0.7946805,0.54657334,0.5480396,0.50685877,1.0348588,0.5032666,0.6735039,0.71549094,0.93451256
51_48,3.6012704,4.0236545,2.4698958,21.584246,1.3631105,2.0602052,1.2583797,7.9697776,2.1193404,1.1760888,1.3233165,2.1499536
29_54,1.3304069,46.46963,1.2073922,0.79530007,0.9231062,1.5799167,0.43797538,0.5368739,0.53126353,1.1226635,0.9122639,0.92665666
20_49,1.31974,30.552206,1.3302943,0.7206553,0.6927579,0.779305,0.48952577,0.93301284,0.4140647,0.83480066,0.54981464,1.4178866
35_93,3.8809483,4.870125,1.8505845,0.6099806,3.4098282,1.0245435,1.7996141,23.608887,1.6417886,1.844034,2.207846,3.4669654
