,Shared topic 1,Shared topic 3,Shared topic 6,Shared topic 7,Shared topic 8,Protein private topic 6,RNA private topic 1,RNA private topic 3,RNA private topic 5,RNA private topic 6,RNA private topic 8,RNA private topic 10
67_5,4.2258472,3.800725,3.2779684,1.2145349,4.597988,0.9555435,3.2494173,3.4444451,1.177957,23.596676,1.7686738,4.7958984
50_5,19.689796,3.229216,3.0478415,1.1409872,0.9134723,1.3623996,1.8764673,2.682529,17.897245,0.5659015,0.9991489,0.58721083
19_35,3.6790998,2.9763224,17.483755,2.7525039,0.9563139,1.218357,1.8235943,6.073098,1.9719373,0.62157834,0.7484452,0.86441904
40_23,1.1124763,59.761547,1.4462299,0.82733464,0.52756464,0.5726885,0.4903705,1.3795903,0.5294463,0.6435328,0.7152096,1.1876887
42_92,3.2850158,3.998626,1.6704926,0.8177668,87.062225,1.1313397,1.8193743,4.8965826,1.0189593,21.913506,2.9928994,4.258232
40_82,3.7655556,3.5217702,2.7278576,1.4440981,6.870193,0.7590357,2.0763173,1.5621612,1.9131339,2.2041223,5.452477,0.8600602
34_78,2.1646683,5.367897,2.5009007,11.0797825,1.7630237,0.7872848,2.5629008,9.039399,1.2242495,2.5255156,2.0337787,3.2592025
44_11,10.209488,2.831315,2.807951,1.500812,1.5652313,1.3469481,2.0245442,6.8119144,5.097046,1.2906036,1.0570941,2.069923
59_10,1.7045705,25.13828,1.177535,0.68154323,1.7386714,1.2139012,0.54548556,3.3871608,0.64950114,6.1807156,1.279075,6.1757836
40_71,2.9352584,5.553245,1.7505054,0.71839744,7.717125,0.81721133,0.9726264,6.2208896,0.9746422,28.276316,4.0928245,7.406422
38_14,5.217099,2.9144678,12.604969,1.2840912,1.1740348,0.92569923,1.7234151,3.3625126,11.472747,0.651949,1.127622,0.808729
18_71,5.66374,3.042148,4.648249,3.444337,1.1199383,1.6042836,4.2646604,1.3906581,7.755626,1.4383751,1.3048236,0.62743855
47_51,1.5839574,31.100574,1.9514644,1.8982525,0.96629107,0.64611316,1.2946649,17.019482,0.94691604,1.4244413,0.8109351,13.010786
54_86,7.1475277,2.9508188,2.2634835,1.35609,10.282246,1.3073328,4.672876,1.4785714,10.749568,2.4067395,2.9889023,1.0147457
39_36,1.9109824,3.8738976,8.758323,35.51293,0.9557247,0.9522119,1.8397151,5.701317,3.2370594,0.60992634,0.86790323,1.0168573
37_23,1.0752087,93.09196,1.3893104,0.6873831,0.4764713,0.5769032,0.41435093,1.0062158,0.44500846,0.69246894,0.6172695,0.9135117
27_21,28.379732,4.187595,1.3332347,0.93406844,1.30391,1.8025972,1.0307727,2.5158942,4.447976,0.62155926,0.9287521,0.9677148
9_33,25.53149,3.87783,1.6480322,1.1465724,1.001738,1.7375823,1.1733643,10.658832,7.2342677,0.6312128,0.67556196,1.1193004
15_72,9.22386,2.9089544,2.5178328,1.4673305,2.563652,1.5643648,1.5141413,3.144857,1.6915784,5.0137944,2.798081,2.4860194
60_97,34.334393,2.6203969,6.493151,0.68802965,2.0043745,1.9722197,6.8431354,1.6243567,1.9522767,1.4657695,2.9056427,0.6962267
10_61,6.4082117,2.928989,3.577471,17.853024,0.9893336,1.5686889,3.359436,2.5871859,5.544958,1.1889099,1.6590939,1.0687444
36_16,3.551144,2.9776287,9.575735,2.0585723,1.7424529,1.0201182,2.2347655,3.489676,5.6049566,0.6928671,0.9959191,0.7654415
40_21,1.4787598,20.773518,1.7758613,0.80268085,0.86398435,0.71306866,0.9816223,6.8896804,1.0133307,0.7882187,0.90624416,1.0238311
18_61,2.6588345,3.521325,2.7442055,18.713243,2.0604095,1.3773904,11.86978,11.080736,1.6548222,1.1556331,1.5153395,1.9288663
48_36,13.06474,2.521506,24.117231,1.2847183,1.9054227,1.1891657,2.116613,3.3653827,2.1623535,0.89688927,1.0007852,1.1335708
24_73,2.0320697,10.576036,2.2147841,6.730482,0.7290252,1.9913481,1.5234424,8.276954,1.1518275,1.876865,0.9408218,3.205128
33_88,3.4305,5.3083425,1.9812101,1.2460642,2.5999079,0.90915024,1.0796947,53.149784,1.0017636,1.3634549,1.3322449,7.110023
14_60,3.9546776,3.4811614,2.778605,15.105442,2.236372,1.8866135,3.6041327,5.8001575,2.3445165,0.98313034,1.0064058,1.406607
21_31,3.1920433,3.8898237,14.881408,2.5902395,0.7662333,0.80974585,2.9545727,11.902111,3.6964,0.79897386,0.88138604,1.4387871
54_118,113.57938,3.2547197,1.6333426,0.64889574,0.94665396,530.653,1.0133411,0.83285886,1.7574728,0.43581724,1.3304302,0.32207847
46_48,1.2083755,34.763996,1.3017802,0.86598885,0.7264972,0.80155414,0.4518595,1.0391829,0.508643,0.79594,0.5603448,0.79689574
31_94,13.937122,4.0025425,2.0174441,1.8862152,2.02241,1.169193,1.9271002,6.216799,5.4223046,0.9910274,0.9810522,1.1401451
44_40,3.0425777,2.9295874,12.086768,1.5832363,1.2466223,0.84054756,10.004961,6.147853,2.3004029,1.26787,1.2762253,1.5376008
44_30,3.6427572,3.062059,17.514465,1.1839726,1.8859456,0.7723693,3.6719542,5.4163704,4.788876,0.80212456,1.0482738,0.941256
29_35,2.2059977,5.0398517,5.96043,2.6394837,0.79778916,0.80402803,2.0120769,23.543411,4.0453253,0.75489837,0.7749898,2.7612188
57_81,22.75979,3.1023421,2.4286964,0.7689904,1.2015074,1.1446207,1.6069062,1.600921,1.2762846,5.51006,7.269834,1.2153006
39_48,5.842141,3.6741323,2.825561,48.722935,1.1640098,1.0767367,2.2169542,9.474274,1.1870047,1.3857013,1.2503394,1.4689288
36_30,2.6311107,7.0083127,2.7694898,1.5786697,1.3714409,0.71310925,1.99348,63.24476,2.032234,1.093177,1.0124345,5.7884965
55_31,3.3383532,2.7725449,13.567031,1.4115695,1.71981,0.8667328,19.571024,2.2304049,1.4988025,1.1428404,1.4958415,0.7042849
49_12,1.3896992,29.989948,1.9173055,1.0153081,0.7123866,0.8144934,0.66268903,1.8863175,0.71713847,0.63434565,0.68878835,0.91738784
48_49,1.5460428,38.197308,1.4550033,0.90632254,1.0189493,0.61318725,0.6662625,2.0115337,0.4761261,1.0933162,0.9102081,2.8321753
64_3,4.8240047,4.639919,2.09797,1.222895,4.7621384,0.8652976,1.3368999,6.440963,1.3601048,4.643038,1.3692074,1.4118978
47_47,1.4025372,34.405186,1.3033558,0.79444104,0.95566285,0.66231686,0.47365606,0.82188565,0.51141477,1.1992155,0.6613888,0.9766768
23_44,1.1501415,37.83007,1.36282,0.84899044,0.61723757,0.59099007,0.35412148,0.6544663,0.3811772,0.63769376,0.5438821,0.74779797
7_61,28.2066,2.6879027,2.6038437,1.6145376,0.82153666,1.2142097,3.0989296,1.1622484,1.8946627,0.89232063,2.1341856,0.69398534
24_84,19.666126,2.579844,3.4481068,1.0620193,1.2671726,1.1846938,2.6602309,1.9124653,6.395582,1.1077485,1.5292695,0.7294017
45_89,1.3109448,34.772007,1.3146191,0.84719396,0.7740586,0.74027723,0.41549623,1.1450214,0.3932341,0.90906066,0.5738285,2.3587856
45_82,1.2202327,34.1148,1.2607317,0.67930067,0.5742922,0.63465834,0.49604145,0.7690091,0.51667625,1.1454831,0.7402238,0.7522289
37_33,1.2391651,24.391788,1.5921175,0.9165589,0.64215034,0.62279385,0.4435361,1.5622423,0.5652112,0.56042755,0.64524645,1.6098539
52_107,1.2159829,43.59892,1.3983626,0.80379117,0.6599554,3.9930513,0.45595518,1.1584426,0.481671,0.6149098,0.5533414,0.677271
63_0,27.474049,6.205593,1.2833896,1.0329368,0.688197,5.6211786,0.65623534,5.692976,0.5567066,0.56267947,0.9746582,2.3060036
51_47,3.6300385,3.0591922,6.641077,5.934209,1.6715964,0.88209546,2.209992,3.3810062,5.992801,1.3922979,1.5928429,1.2138768
54_37,3.5061474,2.8397002,39.915375,1.8378434,1.5537349,0.8043491,2.9827998,7.5323086,1.3431312,1.1836039,1.0731962,1.7539345
8_59,8.947748,2.5754519,6.2050085,2.1087394,1.3614184,1.1708593,4.419289,3.7766995,2.559735,1.7090605,1.9580256,1.6820232
50_81,2.543151,6.285175,1.6834435,1.2086912,4.064833,0.92557836,0.80381346,5.429078,1.1851952,5.0221972,2.2204025,3728.6147
9_63,20.526894,2.588301,3.1752849,1.8087037,0.86331594,1.4764951,0.80138695,1.0517309,0.99381614,0.58749086,1.5495521,0.57462597
31_51,1.0894325,38.446198,1.2804425,0.84686786,0.6560991,0.57762104,0.3804697,0.815415,0.36715227,0.629185,0.6324657,0.9144537
47_35,4.0840364,2.832385,15.935528,1.65838,1.5046021,0.81277204,3.015094,3.7254395,2.6462643,0.9367507,1.3459221,0.96008873
64_24,35.493618,2.8238091,1.8620305,1.0804647,1.0483936,17.507057,0.9917772,0.94623625,0.58318436,1.5613538,4.7605696,0.95736164
32_72,1.306797,25.641348,1.4933419,0.9997654,0.7497277,0.6318846,0.46044087,1.4396106,0.60665554,1.925684,0.7668821,1.6411132
22_44,1.0514679,32.674038,1.2915988,0.70434415,0.5956863,0.5458708,0.4713165,1.1914213,0.51236755,0.6885523,0.6173711,0.91794693
56_115,32.357075,4.004175,1.4469928,1.17986,0.7794646,584.2366,0.795457,1.0027118,0.79712063,0.80191505,1.7759844,0.6741198
54_23,2.885725,3.1692102,17.648167,2.4009604,1.4881523,1.0491269,2.402308,4.477461,2.5843863,0.7756809,0.9154412,0.9301207
53_35,5.228674,2.8279781,11.4606085,1.6611454,1.2381028,0.94863075,3.2270877,4.8809667,4.74427,0.82946956,1.1608044,0.8951255
45_81,1.1686276,30.27759,1.2614001,0.72928226,0.5555214,0.63729286,0.4415918,0.5885391,0.44417015,1.0440947,0.7516265,0.70735574
15_71,13.141943,2.7683718,2.832127,1.5698082,0.95786273,1.3496865,1.5259547,1.3490486,3.7855337,1.1020757,1.4940708,0.4819479
30_25,1.9306028,9.849787,6.662364,2.1852899,0.70779675,0.68137854,1.550049,14.896658,4.3167133,0.5937035,0.761459,2.0345829
50_76,15.717292,2.639494,2.9893289,1.3278704,2.8646684,1.5203694,1.7380731,1.5353329,2.3149586,1.2333459,2.8978543,1.1786044
42_80,1.3829861,41.917583,1.3243492,0.84521365,0.847532,0.63978606,0.5258981,0.96353436,0.5146877,1.1848987,0.8522434,1.3044643
35_86,3.6841555,4.342445,2.224997,1.0388751,14.191971,0.7536307,1.5212047,17.635437,1.8969699,1.5625983,2.138825,4.62003
41_91,2.7934704,5.2800965,1.6925614,2.2157047,6.959256,1.753318,0.83468294,6.4255295,1.143116,47.488174,1.7927512,7.6910625
22_72,1.4800152,70.83413,1.1567141,0.76326704,0.59750366,0.87678486,0.4812166,0.91210306,0.45054948,0.6493695,0.64708364,0.948786
50_87,1.3606292,37.810413,1.2319353,0.817212,0.66548014,0.70146173,0.35053363,0.8514625,0.48642913,0.9614358,0.8814132,0.9090828
32_69,2.0340056,12.222804,1.3327935,0.88804924,2.8922896,0.6733332,0.6635614,6.5948763,0.52944803,3.0676863,1.1480731,22.289368
43_72,2.5928133,12.736328,1.6047204,0.74096596,6.961081,0.7138781,0.9611732,4.35535,0.8944077,10.786532,2.9277635,3.6741364
27_62,1.3081985,12.62837,1.5813184,0.94749516,1.0614359,1.2384186,0.72183925,6.4410086,0.5902824,2.5464633,0.9921877,8.014155
59_101,39.156895,2.6970146,3.504681,0.9200987,1.693643,2.2162771,6.436486,1.1990687,4.8652277,1.0261256,1.857682,0.5345407
44_80,1.0800321,44.90622,1.2379711,0.79783696,0.6795145,0.64147645,0.37884468,1.0778463,0.41149944,0.83788705,0.61388427,0.8455187
7_52,4.964545,2.8815002,15.479418,1.6435058,1.1564857,0.733737,3.4877944,5.9850407,2.7111719,0.68484837,1.1032282,0.9296642
27_60,1.1139135,41.51453,1.2992554,0.8071785,0.64920187,0.7980396,0.44979426,0.834278,0.43548113,0.821519,0.59356827,0.86293864
8_62,23.57109,2.4523182,2.566361,1.5709054,0.8579493,1.1555533,1.0956674,1.8672063,1.0321382,1.3195685,2.0936532,0.86687243
46_39,4.45572,2.7007551,21.811117,1.6033542,1.3282752,0.959988,5.365033,2.4531727,3.0230227,1.7762731,1.470572,1.4915663
50_99,1.4586191,44.448166,1.2476058,0.7101909,0.89508057,6.257125,0.45705318,0.951695,0.5088036,1.9081367,1.2496884,2.3199553
34_80,2.915047,5.5282273,1.9239135,1.7754947,5.095282,0.8827299,0.7505877,4.9600677,3.1597474,6.7308125,1.0638933,1.8093729
42_11,2.9179664,4.481214,3.9359837,3.7510862,1.0776627,1.1921506,2.4713545,20.19889,10.184032,0.84034604,0.91885287,1.8995094
35_30,2.58965,4.2603717,7.124442,1.6890554,1.9421794,0.8706706,2.2597563,24.19402,2.4461465,0.98782516,1.0648775,2.5725906
52_97,1.221682,30.38885,1.3077023,0.6952849,0.6178315,1.7817142,0.3923187,0.57065964,0.4231788,0.6953111,0.61260474,0.61440694
42_99,10.579,2.7965662,4.196733,1.9652447,1.9560683,7.525787,1.5965279,2.2255929,1.3297719,4.244405,2.374887,1.382189
28_40,1.2893182,16.688374,1.692726,1.3087717,0.99130726,0.6700272,0.69269115,9.110598,0.5547686,0.7275146,0.6473244,2.065721
31_80,1.659916,54.7528,1.2249786,0.72401726,1.2944412,1.131847,0.5909479,0.7881854,0.6543125,2.2426171,1.3951951,3.0947359
35_49,1.9751382,6.928852,2.1400735,2.6850283,7.6136365,1.0010539,1.53535,14.99457,1.5988922,3.9664547,1.1405219,4.9070315
38_51,1.3311961,45.63095,1.242028,0.7873645,0.76227117,0.9701914,0.4358527,0.77347136,0.43707603,0.78955495,0.8680361,1.1361407
59_17,6.5364323,3.6754615,2.4468079,3.1254625,1.872988,1.0128917,1.2235525,0.9965826,1.4603451,1.5947171,10.98826,0.40632108
24_87,6.0628166,3.526843,1.5800651,0.6972929,17.083658,1.750252,0.8530537,1.5663142,0.6910195,0.6131949,223.8144,0.8035576
18_37,2.0307221,8.723047,2.375226,2.2582004,1.1489205,0.7713805,1.3771956,29.379189,1.496965,1.1572608,0.8957407,2.3480828
27_92,19.9927,3.0541372,1.6183362,1.0411602,1.6086272,3.3222249,2.4808931,1.1914299,0.7003003,1.3642482,75.53989,0.839467
31_38,4.5507765,2.856316,6.0020247,5.1608124,1.6179783,1.1277385,7.9194193,8.519201,1.8564056,0.8503914,1.016164,1.5969545
43_100,14.705233,2.518381,3.8843942,1.7219121,1.5312636,5.338189,3.0936625,2.2241402,4.337435,1.1576988,2.311794,1.1374804
33_45,1.9950098,4.969454,3.0720952,16.267708,0.91431975,0.92523086,1.4098307,20.70073,2.0420783,0.69305694,0.8034509,2.8884995
27_83,3.5113213,3.1713018,6.1365795,3.518485,2.8971922,1.2013676,17.962507,2.3243089,1.6026901,1.9759237,1.404919,1.4042153
27_42,1.6513745,11.6639,1.7555616,1.0200928,1.2528286,0.6684008,0.96737325,16.80457,1.1565171,1.9348131,1.5658493,772.45984
53_88,3.4687538,5.6475396,1.6886855,1.7733641,6.543662,0.9657349,1.1707512,9.733112,1.533044,6.6260386,1.2540485,4.415695
54_13,3.9176316,3.0798461,21.360708,1.6198311,1.0813785,0.89611703,3.1498625,8.210796,3.1562846,0.9781931,1.2749977,1.4547658
20_78,7.6161113,3.0673692,2.8179307,2.4972448,2.9235015,1.3120561,2.3029137,6.2450767,4.4442134,0.8301045,1.5525807,0.71276075
16_72,23.588955,2.5145988,2.4752421,2.060013,0.9555191,1.221474,1.3246746,1.8669993,3.046181,0.9681373,3.3538365,0.6254647
58_95,4.5532827,3.2221265,3.7635057,1.12533,30.83461,2.0072532,1.4392323,3.9842403,0.81129247,1.3895272,4.0085673,2.1315665
24_38,1.099808,35.96153,1.5054369,0.9171041,0.52994186,0.64619243,0.5505564,3.3170745,0.52404946,1.6934202,0.7907209,4.57299
34_64,1.78812,6.3288574,2.5598128,2.2801769,2.4071372,1.05954,1.532,16.596447,1.0252159,2.778351,1.4557331,10.381869
38_63,1.2391638,43.905716,1.3874257,0.92676497,0.64101243,0.54268706,0.58708656,6.0967445,0.6560172,0.86642903,0.8533518,2.4004598
29_57,1.126223,43.497776,1.156841,0.995394,0.69112325,0.9278012,0.5527769,1.1772236,0.4654124,0.9947543,0.70395625,1.168074
56_80,37.89393,3.3958163,2.321238,1.3223965,4.1665015,1.0211798,1.3336983,1.7796037,0.9578909,0.44507593,170.20221,1.1579691
41_96,7.580018,2.7981186,3.6718242,1.5750616,5.040423,2.0322742,2.0595276,3.2316184,1.3968284,1.9460324,1.5612576,1.9525434
7_45,11.1596365,2.5627964,25.431286,1.4456761,1.0965362,0.8170033,2.1550047,2.0761201,2.2407014,0.9460497,1.4053851,0.63497424
62_92,21.437307,3.3517766,1.5774827,1.4841442,1.8115838,1.2915593,1.3198375,2.1679068,0.68345964,2.9768188,62.327984,0.6760716
54_91,2.3282554,12.240566,1.4861045,0.69888866,52.603683,1.6595798,1.2528564,6.088312,0.7471161,37.768295,3.0357032,10.204833
3_56,46.911156,2.3901064,3.4713311,1.2763176,0.91873103,1.1294732,1.9894654,1.1366918,7.8814754,0.6195024,1.0741295,0.48112878
0_56,68.63684,3.0032144,1.3713903,0.71777713,1.0996883,1.4135183,0.66789716,0.78657854,2.588971,0.47521994,8.895629,0.39719513
59_103,9.411608,3.0920753,4.975083,0.87464774,1.7162083,2.255328,39.29783,3.8812046,0.8102043,1.8213581,8.28069,1.6783719
57_21,14.508713,2.6441867,14.181813,1.3776395,1.1160182,1.9409379,1.9558789,2.5785851,15.451115,1.027883,1.4411532,0.900061
12_62,6.9185996,3.012114,3.4240031,11.017708,2.3258963,1.5193148,5.067456,5.306453,2.3147497,1.4518241,1.6708176,1.293993
57_101,5.3431177,2.9188333,3.545191,1.2865741,6.0993714,1.7617695,7.7724767,4.273899,0.9919134,1.5304598,2.4086988,2.599439
27_68,1.1032846,40.88134,1.187242,0.82754385,0.57089543,0.5929844,0.38254395,0.8310105,0.45942295,0.70247966,0.5950661,0.92931384
42_97,4.536929,3.2048347,2.909232,2.0744877,5.185806,2.044164,3.393178,2.6082206,1.619762,1.9729754,2.451252,0.79139084
43_107,20.825058,3.5704496,1.7571607,1.0519638,1.0456928,13.782863,0.8294631,1.9438843,0.7112768,6.019138,338.221,1.2720892
62_26,27.010899,2.2257473,4.2988095,0.99886775,0.8319342,1.4698619,1.4905012,1.3462821,6.8573837,0.6248161,1.1135932,0.50740504
55_96,1.5817599,20.58352,1.6611974,1.0265293,0.920655,1.9199547,1.153729,3.551513,0.6615659,7.400181,2.057168,15.820808
34_28,2.008162,6.9597483,3.4938145,1.5768714,0.9812037,0.82289344,1.063719,5.2955003,1.1865921,0.79539585,0.6056037,0.87594986
26_78,3.79467,3.2522166,3.0894573,10.011716,4.2356887,1.464035,2.4900463,14.917014,1.1541892,1.618647,1.302141,5.877177
33_38,3.180388,3.309041,4.805587,2.2787292,1.5468135,1.0435121,4.392034,6.1895137,1.4344052,1.375486,0.9343027,1.6050038
43_38,3.880242,3.0128992,16.295626,1.8825479,1.8180683,1.401452,4.2970047,1.9668465,2.4963026,0.9993907,1.1169467,0.7466252
23_75,1.3378084,39.526356,1.3545809,0.7101048,0.57520777,0.7142472,0.44777766,0.67539144,0.4522502,0.77195746,0.6759595,0.8376473
13_56,2.1522179,4.7547727,2.395841,10.17363,1.0703967,1.1405318,2.8318317,6.930133,0.9433828,1.1896827,1.3035916,3.3596165
24_53,1.6879004,20.16018,1.2907519,0.8382273,1.2804272,2.0310602,0.64785075,3.312192,0.61160004,79.01946,4.5937614,7.731259
60_27,7.006456,2.544931,7.202898,1.8063796,1.0009227,1.2181814,1.8353566,2.3505,10.12362,0.48923397,1.1097026,0.64899343
33_68,1.5824938,14.282803,1.4017153,0.8808321,0.8256576,0.64580643,1.0035982,24.356628,0.7428652,4.6694193,1.7083423,22.94784
33_61,2.071649,5.041239,3.026422,41.197308,1.0177972,1.1429523,3.961561,8.518776,1.4229833,1.4039,1.4283336,1.4776212
37_88,3.204854,4.4179864,1.7585294,0.8562689,8.003125,1.0482061,1.092764,3.5661094,0.7501329,56.76795,3.99207,3.150498
61_90,78.770905,2.9719849,1.211199,0.8559837,0.83386004,1.1261961,1.2872604,1.7234416,1.6008995,1.1275097,2.287016,0.93736744
44_72,3.7506735,4.0235376,1.6162097,0.9848478,12.362471,0.89931303,0.7349862,3.719067,1.0112373,41.91783,5.4252086,7.4927444
48_88,1.3447456,15.862921,1.1015831,0.75202227,0.99659085,0.76641077,0.54163086,1.3011625,0.528763,1.1216065,0.7044486,1.0880729
21_85,44.422176,2.53307,4.3565235,1.0508032,0.71849716,1.9461098,1.301982,1.9957972,0.67578876,1.6077276,8.794675,0.8968462
41_50,1.0514948,44.845528,1.2547836,0.84060574,0.6172332,0.6277619,0.4091546,0.8396174,0.41054934,0.66697615,0.61058015,0.98347163
11_40,3.0494022,2.8836873,20.407934,2.20836,1.3301984,0.96918464,2.0695791,2.3024194,4.821749,0.7080433,1.0685351,0.64063376
39_26,1.3026841,45.771324,1.4151065,0.7369578,0.7002324,0.5253046,0.49024993,1.5880343,0.4946344,0.63051015,0.7000817,1.2945161
30_29,1.3220737,75.11573,1.546876,0.85621685,0.63449454,0.57027,0.6043963,2.389971,0.55091614,0.7552565,0.717787,1.4904526
57_31,3.1724567,2.6759422,23.71108,2.0876372,1.2021039,0.88271785,4.974896,3.1948428,1.622039,1.6924543,1.8717041,1.3464632
35_22,2.0064652,9.922499,2.3895907,1.2527198,0.9193493,0.89298195,1.0256903,13.538567,1.3674617,1.7206408,1.174022,30.625868
21_49,0.9616257,46.30346,1.2183564,0.58028233,0.45345485,0.66982937,0.40444684,0.76874924,0.41185042,0.6375051,0.5548091,0.94629765
62_95,64.977264,2.3532014,3.1077933,0.7534689,1.6781383,1.1224211,0.87639475,0.79067254,1.9222863,0.81818277,3.5408015,0.39143625
26_87,6.272731,2.6751378,7.7566843,2.4825354,1.6410022,1.5271368,2.4713087,1.5936418,7.9960647,0.91593856,1.2310936,0.7925465
16_64,2.347988,5.8120046,1.7015954,42.78044,2.4601054,1.9752687,1.1983311,14.096582,1.2285887,1.501075,1.050859,7.570453
27_84,12.2266865,2.9003487,3.069159,1.2624655,3.6189327,1.3072846,1.5235965,1.7166746,1.9585974,0.9178607,2.0542119,0.6855579
40_55,1.2256103,40.23566,1.2762339,0.91238487,0.69512326,0.569256,0.3592562,0.9130132,0.42632538,0.69442004,0.6173399,0.9498234
54_44,6.1244564,2.660262,22.447992,1.1802938,1.8642662,1.0195019,5.0512867,1.4532142,1.679677,1.3258168,3.079152,0.7738255
12_53,2.1654196,4.567484,3.5002239,4.0947227,1.5886405,0.82123876,5.324632,59.569267,1.9650605,1.075364,1.108243,7.894659
19_43,0.9849642,48.47334,1.144145,0.6056948,0.50025576,0.6530126,0.4261353,0.8731861,0.44409385,0.59761417,0.65487075,1.1237717
35_36,2.972509,4.7071466,1.4051719,0.947522,39.62954,2.2340746,1.2994453,13.465961,1.1953313,28.479216,1.857978,10.045057
54_39,2.4684386,3.1620512,14.267973,2.8622036,1.2258415,0.949858,6.1261272,8.022262,3.1177864,0.58381253,0.8109393,1.2564486
27_82,4.231792,4.0911865,2.219415,2.3417432,11.423747,1.4132842,2.1290536,4.9021473,1.2782375,4.9856935,3.9062781,2.2063937
39_81,3.6753316,3.1327062,3.1309924,1.0623579,34.28952,0.84422386,2.2542956,5.067523,1.2023493,4.09523,2.6253052,2.5410922
38_35,3.1579583,2.973764,11.799661,2.157908,1.6683382,0.920431,3.8411176,4.910486,2.6830306,0.77028024,1.1171591,0.94799525
13_41,3.9759831,2.8196564,11.230591,1.9988554,2.2518647,0.9608457,3.1671445,2.3477597,5.7119207,0.8535228,1.7060193,0.7160875
48_27,2.693208,2.921206,20.911802,1.9721642,1.2138319,0.9601079,2.3452895,4.307996,3.5997438,0.6954086,0.90249187,0.8631024
10_53,2.6570735,3.5596578,6.1019287,3.0067225,1.2984321,0.91849136,9.103851,4.199381,1.289911,1.6054487,1.4010202,1.6220868
43_92,3.2662642,4.3515587,1.8084282,3.7834816,11.614778,1.405442,1.9381486,4.0237136,1.1966817,11.320548,2.3701053,3.3408644
40_93,3.575787,4.6351976,1.761867,0.92665887,39.574753,1.727288,1.6294967,2.2707357,0.9066916,10.5349865,4.4587812,1.8117808
29_75,2.268286,8.231476,1.9827075,3.3830624,1.617488,1.1287677,1.7445587,34.65119,1.6892314,2.1653771,1.0175358,4.94125
15_55,2.5547328,4.4896173,3.15268,6.0547724,1.5344636,1.2675923,6.395565,22.93563,1.7367158,3.4458635,0.90230757,10.564577
18_53,3.4198408,3.7189493,2.3838923,5.3667936,7.9212623,1.3402776,4.706394,20.935575,2.6352274,4.498028,1.0440658,3.946523
34_61,2.4937124,4.50762,2.40848,25.344425,1.4583206,1.5099804,5.5930157,7.128108,1.7769073,2.123676,1.8048445,1.0071222
37_16,3.6321034,3.1909473,4.02077,1.676002,3.5320995,1.1591707,2.6563172,25.560299,10.735535,0.882503,1.1873219,1.6066858
54_15,3.1323867,2.9597373,21.212126,1.2871901,1.1060567,0.808597,2.5135226,1.5181539,7.329095,0.89070106,1.2195398,0.6098085
6_60,26.037771,2.666646,2.4441285,1.2028006,0.6590224,1.2572222,1.5299613,1.1433536,3.1774135,0.7745155,1.1754574,0.42579234
44_105,11.726823,3.5431197,2.0469675,1.2796764,0.9898617,10.370049,2.0171707,2.6009326,5.998271,0.90503204,1.1896402,0.8032353
49_15,2.662079,5.197298,3.0972867,1.4444239,2.01969,0.76123935,1.282259,24.527668,3.0126631,1.084509,1.047784,1.5777498
23_29,2.754921,3.53554,10.686964,3.1352787,1.1598088,0.82267416,4.0938463,3.357201,5.7162304,0.9574987,1.1568373,0.9628907
52_21,4.6797943,2.7134113,27.846127,1.5512496,1.2078446,0.93308526,4.4804196,3.7179375,3.4195004,0.9067337,0.9407886,0.7280594
50_27,4.098958,3.1432867,12.9402485,2.2717881,1.072264,1.2538642,2.467679,6.251949,3.74941,0.59988856,0.8026245,1.108752
21_83,64.05519,2.8309336,2.6997235,0.89398134,0.9192467,1.2575135,0.86661434,0.9289564,1.3473741,0.79066813,0.9411131,0.5045353
58_25,7.0725813,3.1908588,9.091601,2.586544,0.879011,1.4645895,2.277963,2.6259058,10.033007,0.70502424,1.5875034,1.211151
11_55,2.301643,3.9960785,4.032872,18.835682,1.0796996,1.0537305,5.936185,33.070744,1.7862597,1.3084741,1.3837557,3.4052136
26_49,0.94283587,33.568405,1.212559,0.64402866,0.46033624,0.65263027,0.41519514,0.6322173,0.41194624,0.7027589,0.58104676,0.7341682
47_42,2.2933304,4.3052626,2.7711754,3.4985287,2.7329795,0.69028515,4.622216,11.794361,1.6618596,1.1899993,1.2371565,1.8017962
30_53,1.117905,30.910585,1.2636801,0.8342487,0.6160302,0.6860026,0.37118962,0.93725175,0.39816296,0.798217,0.61405224,1.1170982
28_19,7.987685,6.212037,1.5363383,1.2396932,1.214362,6.244787,0.7248223,2.1361685,0.7991196,4.0656424,200.87914,1.8893092
38_37,2.2769656,3.716063,10.4532585,7.1891394,1.706684,1.0652437,5.158224,2.0250952,2.676253,0.840444,1.4011524,0.6184658
44_50,1.0628295,97.72978,1.4252322,0.6276641,0.4660412,0.64492846,0.44233072,0.79270315,0.42223978,0.66958517,0.6101484,0.529441
43_69,3.7381947,2.9523818,3.8837922,2.9785218,13.952055,1.287777,12.253843,4.2452636,2.8999038,2.2291849,0.9550149,2.561488
34_40,2.7434435,3.1963573,7.4517007,3.062212,1.3263646,0.86585104,3.5398548,7.3456755,3.5050006,0.8965522,1.0692022,1.3934785
15_34,3.8464193,3.2105017,17.478546,2.0056522,0.9855401,1.0725667,3.5472624,9.661281,2.398788,1.1544634,1.0113249,1.6065342
42_49,1.6236929,15.532041,1.4055182,0.76171905,1.2462454,1.1491033,0.5569485,4.494166,0.5402938,3.8909812,1.7625976,10.301298
