,Shared topic 1,Shared topic 3,Shared topic 6,Shared topic 7,Shared topic 8,RNA private topic 1,RNA private topic 3,RNA private topic 5,RNA private topic 6,RNA private topic 8,RNA private topic 10
Paics,2.5495887e-05,-2.0939178,1.0936304,0.09953276,0.17832229,-0.07079811,-0.011642686,0.102989934,-0.12181252,0.59125644,-0.10444136
Srp72,-0.73653924,0.07591312,0.77501225,0.046574537,-0.32546452,-0.05894337,-0.00991182,-0.0059933104,-0.032448918,-0.75882524,0.0017460866
Rest,-0.61676055,-1.5212387,0.940994,0.058999714,0.26674718,0.63444173,-0.07169386,0.00579066,-0.32768407,-0.22940561,0.0030278312
Polr2b,0.4715612,-2.1292512,0.9987575,0.23999749,-0.24638383,0.041071083,-0.0093304375,-0.061497584,-0.033076826,-0.4476685,0.004636541
Ythdc1,-0.35965842,-1.4449742,1.0471015,0.091001764,0.09336571,0.40890825,-0.024833545,-0.13814332,0.04056399,-0.016037544,-0.22922753
Utp3,-0.8230408,0.3065482,-0.09252747,-0.015389371,-0.13059135,-0.07437066,0.005511688,-0.02814734,-0.0025937674,-0.8398706,-0.007935215
Csn2,-3.420168,6.740567,-3.6153936,-1.8219509,-1.6527989,-1.3786021,-0.55736214,-1.501219,-0.9391009,-0.9008116,-0.8494283
Mob1b,-1.2222669,-0.6731696,0.36810732,0.07449692,0.5095988,-0.078034185,0.0012679626,0.05079432,0.022577727,-0.56972,-0.045652308
Dck,0.5974945,-5.7632337,1.4344058,0.60495293,0.7031279,1.024344,-0.032700777,0.42689237,0.3835895,0.5720383,0.030192636
Ankrd17,1.2645918,-1.7209902,0.21594615,-0.07039661,0.2806072,-0.08374543,-0.048250318,0.25451523,0.07337599,0.58981377,-0.09702816
Parm1,-2.711822,3.9441755,-2.5899167,-0.53143054,-0.08409242,-0.76798046,0.09990537,-0.97031885,-0.06784709,-0.78401035,0.13661169
G3bp2,-0.946347,-0.57751447,0.10146682,0.019432925,0.25253487,-0.025261763,-0.0036888584,-0.03915534,0.0012951574,-0.20831826,0.014933948
Uso1,-0.36686203,0.010019511,0.15981275,-0.7941438,0.13621104,0.04165899,-0.005062065,0.16485879,-0.01163685,-0.076273486,-0.1314179
Scarb2,0.114032835,0.6954127,-0.90860087,-0.04011675,-0.028780308,-0.112903446,-0.0014493439,-0.049137745,0.029260281,-1.0198202,0.010294874
Sept11,-0.08902189,0.72562456,-0.010962993,0.033551723,-0.34902936,-0.092614375,-0.0061514853,-0.07829146,-0.03231774,0.72341925,-0.021916855
Ccni,-1.0958498,0.4795738,-0.4792687,0.005380875,0.054970153,0.0075523397,1.1012482e-05,-0.084444635,0.0046889014,-0.19998324,0.01465694
Ccng2,-1.0191133,-1.0759888,0.6485252,0.13487928,0.098559506,0.009031942,-0.0051121884,0.06305227,0.021840116,-0.5986028,-0.07057752
Cnot6l,0.19224468,-0.22011665,0.18530731,-0.028342145,0.007547121,-0.002637665,-0.0006449699,-0.0063518775,-0.0008076495,-0.12048527,-5.7638415e-05
Bmp2k,0.4543641,0.17524025,-0.21234411,-0.57118595,0.060437337,0.08458121,-0.004595751,0.123302095,-0.0050321054,-1.1034547,-0.080284275
Hnrnpd,0.3125888,-0.999028,0.022153333,0.013371345,0.07750308,-0.1028203,-0.0017738945,-0.043424394,0.0030655274,0.5471439,0.003211343
Hnrnpdl,-0.001964867,-0.16479579,0.1197741,-0.030275485,-0.01594214,0.10891976,-0.0026222295,0.026871486,-0.14064898,-0.5740897,-0.011968135
Sec31a,-0.21082097,-0.7417015,0.062243864,0.031860527,-0.041732095,0.004132691,0.00063029426,0.002913215,0.0011452641,0.21641263,-0.00080024987
Sparcl1,-1.5124996,3.734584,-2.7426627,-0.45985794,-1.2050124,-1.0954937,-0.11872229,-1.0427175,-0.2475926,0.44841802,-0.12497942
Aff1,1.0103178,-2.4589715,0.3697759,0.004538463,0.3736008,0.20926891,-0.06762951,0.5759583,0.13573699,0.28560418,-0.8244113
Gbp4,-0.19259672,-0.02198771,-0.09889001,-0.017736683,-0.041924447,-0.026917495,-0.002318617,-0.038181633,0.004701032,-0.007917606,-0.0020918308
Lrrc8c,0.8994905,-0.4136052,-0.019807884,-0.056790352,-0.012992465,-0.026549427,-0.0028697606,0.038112044,-0.0021068745,-0.07887326,0.020876134
Gbp8,0.45007363,0.34215236,0.2737218,-0.9595215,0.027612425,-0.08529252,-0.011718754,0.10964082,0.0035634302,0.24615514,-0.17025027
Zfp644,1.6881235,-3.1633716,0.465408,-0.07347972,0.14952187,0.30715528,-0.17268804,0.2539406,-0.0911448,1.1060488,-0.14657278
Tgfbr3,0.77970624,-1.1583008,-0.28610918,0.15253621,-0.05146652,-0.018192517,-0.006185943,0.040751457,0.013284619,0.3124402,-0.012429571
Pcgf3,1.1724398,-0.90050256,-0.2694385,0.22767013,-0.30833164,0.019693919,0.007260909,-0.045623213,-0.08337812,0.8666011,-0.026078071
Mtf2,0.789001,-2.413694,0.62695605,0.37366343,0.20540476,0.2988401,-0.048631653,0.2838094,0.00920871,-0.3836697,-0.018212272
Atp5k,-1.3171237,-0.36618885,0.8121655,0.43469587,-0.14732128,0.14988452,-0.0044422625,-0.025886932,0.011292603,-1.2318407,-0.07614741
Golga3,-0.021522995,-1.431766,0.5578711,0.04371722,0.078294665,0.043346934,-0.0018028795,0.08766415,-0.024753971,-0.585338,0.0075552166
Chfr,-0.26723972,-1.3034152,0.4297958,0.057999056,0.2635869,0.34240058,-0.018066062,-0.031126855,-0.0070503755,0.31053692,-0.019064628
Fbrsl1,0.34671307,1.0108564,-0.5752461,-0.6445289,-0.30831817,-0.3977225,0.006805783,-0.1622459,-0.07696969,0.57156277,0.036222328
Ttc28,0.22463524,0.710158,-1.0121868,-0.17855701,-0.3810015,-0.2755926,0.0073592635,-0.017340668,0.013545389,-0.49426317,-0.053329214
Ep400,0.58934957,-1.1257004,0.12650526,-0.05778537,0.31203362,-0.071538754,-0.0032081127,-0.04892316,0.009843491,0.54640543,-0.0067375824
Sart3,-0.1819002,0.04704448,-0.21246064,0.05703165,-0.07219647,-0.00020655087,-0.0018247222,0.010633853,-0.004935528,-0.5562377,-0.0023911009
Selplg,1.1055427,-0.22321314,0.44405353,-0.30286846,-0.8259984,-0.23534165,-0.05014196,0.2586496,-0.70594704,0.68004483,-0.18677013
Coro1c,-0.64477646,0.57402205,-0.48023087,0.0339042,-0.14084776,0.004835509,0.0054020723,-0.07297806,0.0017673424,-1.0081576,-0.025487486
Kctd10,-0.2805321,1.2703645,-1.1265645,-0.08360253,-0.19879901,-0.16473542,0.007050965,-0.497077,-0.011334475,0.0066895024,0.1074785
Gltp,-1.0651529,0.99613446,-1.0042763,-0.2801362,0.17528328,-0.2603992,-0.005365944,-0.1489033,0.06279947,0.075092256,0.026973272
Ube3b,-0.2761278,0.90279603,-0.99809176,0.010682452,-0.039155506,0.0039916933,0.0010832194,-0.2460853,0.033065632,-0.8283599,0.0047013843
Git2,0.7512871,-2.0596213,-0.10054998,0.18270689,0.4979314,0.010905647,0.01499424,0.3745035,-0.013714209,-0.8504056,0.11897489
Oasl2,-2.5854602,4.3229504,-2.5373702,-0.8705151,-0.87906104,-1.0826608,0.046720833,-1.0269583,-0.789778,-1.0780684,0.35360917
Ankrd13a,-0.2665956,-0.58158404,0.0040553436,0.053415,0.02270197,-0.0015617575,-0.0012329969,0.012047261,-0.0019856123,-1.0662042,0.0037291686
Pop5,-1.1220351,-0.2662453,-0.096093744,-0.018427338,0.36124948,0.22390151,-0.02216087,-0.49706918,-0.036136102,0.26723602,-0.09626778
Mlec,-0.5561449,1.3658981,-1.1475332,-0.047040943,-0.15125415,-0.25078207,0.0040604593,-0.26219243,-0.026978076,-0.6498214,0.028066603
Sppl3,0.87465686,0.5010589,-1.0423777,-0.5701199,0.23543097,-0.6415564,-0.0010391979,-0.41914022,0.0007649636,0.635809,0.029714428
Srsf9,-1.5399022,0.8383201,0.28141966,-0.30739936,-0.16347504,0.068760514,0.0027736917,-0.25357783,-0.0017925064,-0.537973,-0.021094676
Pxn,0.8741348,-0.9734592,-0.25130883,0.080589645,-0.047352497,-0.02775714,-0.004227391,0.046855118,0.01333517,-0.23783833,-0.0039439145
Cox6a1,-1.2221498,-0.6097242,0.8063163,0.4592512,-0.32257074,0.20927872,0.008189802,-0.015240322,-0.0758186,-1.1703626,-0.13472594
Suds3,-1.2792449,0.44260755,-0.013883237,-0.07463677,-0.010991457,-0.13799416,0.0005835386,-0.06470929,0.013723026,0.16346851,-0.015095094
Taok3,1.3716437,-2.6145499,1.0734308,0.0039292895,-0.17577802,0.53721553,-0.16419351,0.031222187,0.010376276,0.9897621,-0.6139728
Tesc,-3.1952553,5.0181413,-2.9723232,-1.3356078,-1.453624,-1.0443317,0.2628476,-1.2291367,-0.061293542,-1.0175306,0.525999
Med13l,1.1814257,-1.821308,0.06519231,-0.30891016,0.3499353,-0.06538693,-0.011202424,-0.021845093,0.055112418,0.6379605,0.021248106
Tpcn1,0.70086086,-2.5292647,0.25196514,-0.020607257,0.7069502,0.051499166,-0.0071508856,0.15989724,0.060293347,-0.011550787,0.0014312018
Ddx54,-0.834786,-0.7917707,0.32848495,-0.3167306,0.45091587,0.0813179,-0.008524828,0.0038387014,0.05911727,-0.61946064,-0.051819623
Trafd1,-1.859935,3.1523726,-2.0103822,-0.15425517,-0.3396957,-0.7245376,0.10250166,-0.7536078,0.039414335,-1.0234332,-0.04418604
Hectd4,1.81429,-2.8324246,0.40745533,-0.10974582,-0.010622609,0.077238224,-0.054351714,-0.050347336,-0.21341614,1.1090716,-0.066488735
Erp29,-1.6542214,2.4065585,-1.6697772,-0.24865411,0.22508986,-0.08503927,0.0048359903,-0.5685491,0.41219205,-1.1409152,0.03210494
Brap,-0.1037588,-0.25457802,-0.46349734,0.08508223,-0.029808106,-0.0038560221,-0.0015462148,0.042351022,0.004149718,0.40224478,0.005887135
Atxn2,0.88533044,-1.2013159,0.03116323,-0.22908893,0.4265464,-0.0462884,-0.007901447,-0.005802699,0.007667458,0.28962368,0.014379541
Pptc7,1.0018594,-1.1566095,0.4208171,-0.38332346,0.0986465,0.11866076,-0.009419916,-0.06402445,-0.027591959,0.74053526,-0.15133233
Arpc3,-1.6179644,0.42684242,0.4276109,-0.07206236,-0.061582543,0.09806836,5.603966e-05,-0.13615964,-0.08798737,-1.1575111,0.021344742
Atp2a2,0.2275426,0.28188652,-1.078815,0.68244183,-0.20725003,-0.21872722,-0.0031389263,0.06327688,-0.0107626375,0.1861999,-0.018456487
Setd1b,-0.08242804,-0.565875,-0.13007131,0.012350356,0.18653299,-0.038576033,0.00057727215,-0.016248314,0.0040364875,0.39657316,0.0009362324
Mlxip,0.70024884,-1.2764614,0.4522582,0.02079055,-0.17028075,0.033044,0.0007281585,0.056376245,-0.0077950726,-0.094630934,-0.06437597
Rsrc2,0.5120212,-1.9413126,0.7188986,0.11290411,-0.43930274,0.18573701,-0.01255118,-0.07557143,0.033717368,-0.007373075,0.015540734
Mphosph9,1.2268384,-2.9178607,0.5140829,0.43704137,0.12435355,0.16364264,-0.03320846,0.6512103,0.2088617,-0.43078128,-0.21357271
Pitpnm2,1.0932875,-1.9435158,-0.080649674,0.13758345,0.3144582,-0.11334085,-0.04820934,0.12695979,0.055317044,0.84708214,-0.05024464
Kmt5a,0.16424221,-0.46427685,-0.02213496,0.060198948,-0.028779304,-0.029947463,-0.0009219415,0.006024068,-0.00619464,-0.3982838,-0.0005113128
Sbno1,-0.10647309,-0.15737778,0.020508485,-0.0037304566,0.011567692,-0.0075038597,3.2617434e-05,0.0066032796,-0.0027088241,0.041792702,0.000952287
Atp6v0a2,-0.54172194,0.107711494,0.35098365,-0.24333116,-0.024341842,-0.025450293,-0.0041568517,-0.028780706,0.020768223,-1.1850609,0.033452604
Zfp664,-0.53512293,-1.1016576,1.0500622,0.590852,-0.4513195,-0.101520665,-0.02109472,0.0159378,-0.017536627,0.1969753,0.040623415
Ubc,-1.2703578,0.8207134,0.06908264,-0.01237278,-0.019446189,-0.06589595,-0.0055380175,-0.26879698,-0.0412612,0.23151557,-0.021327348
Sfswap,1.1178927,-1.7782531,0.70019877,-0.13526778,0.093971536,-0.46451038,-0.03603287,0.50623494,0.010429247,0.53932005,-0.23223962
Mrps17,-1.0857457,0.6762145,0.1869834,-0.030888248,-0.01888303,0.1333794,-0.009650678,-0.11074985,0.0013283079,-0.6651133,-0.038096435
Chchd2,-1.8762956,1.6344302,-1.1992028,0.056600768,0.016572364,-0.18216695,0.040497474,-0.89626616,0.72990435,-0.90874964,0.09850645
Ncf1,-2.9505935,5.240287,-3.2388086,-1.4544569,-1.1044682,-0.9740866,0.21834078,-1.1751405,-0.32802388,-0.85247487,-0.0029574672
Auts2,-0.16626239,1.7948425,-2.156971,-0.2354484,-0.40404144,-0.98547494,-0.032342516,-0.19978072,0.036013283,-0.32388198,0.65867573
Gtf2i,1.103323,-2.2705867,-0.0069808364,0.02903227,0.20235102,-0.08629135,-0.0030341332,0.1689963,0.018938554,0.503921,0.014136789
Bcl7b,-1.5203726,0.008689627,0.44164467,-0.06186378,0.10098501,-0.13517898,-0.0049818577,-0.03849044,-0.013233691,0.34749195,0.005071559
Eif4h,0.2564966,-0.7582139,0.4250466,0.4913544,-0.22404867,-0.07566093,-0.002058652,0.042206187,-0.0018106311,-0.6361675,-0.18000367
Baz1b,0.16378449,-0.318057,0.0061257035,0.05623033,0.018944064,-0.022914011,-0.0018055983,-0.003856623,-0.0013056598,-0.15787657,-0.003759809
Por,-1.5511917,1.273896,-1.3095553,0.45731154,0.10444544,-0.49360165,0.0033459233,-0.7733965,0.015825987,-0.26832244,0.0816694
Ywhag,-0.5691027,0.9723965,-0.2885793,0.08208842,-0.7031869,-0.10771227,-0.003938516,-0.08185404,-0.021121817,0.4282214,-0.0444725
Mdh2,-1.627082,-0.16974744,0.6535827,-0.010084828,-0.009501802,0.14848413,0.008041952,-0.044393066,-0.015596025,-0.5568416,-0.76672804
Orai2,0.3660596,-0.57273597,0.27916592,-0.016570043,-0.025838913,0.07536299,0.00078898703,-0.0014216612,-0.007180641,-0.44153473,-0.04999579
Fis1,-0.7905234,0.60962117,0.47589296,-0.14172012,-0.13171454,-0.07677856,-0.0018106559,-0.034817494,-0.021951793,-0.39586484,-0.046775777
Srrt,0.89750147,-0.93862104,0.7682458,-0.03571453,-0.25567183,-0.12444538,-0.022578495,0.47995114,0.0051758112,-0.0759673,-0.012044727
Trim56,-1.1892992,-0.001997903,0.20558447,-0.17884003,0.24588704,0.04233695,-0.0031278918,-0.12869169,-0.014517901,-0.3878143,0.0010775645
Lrch4,1.3895435,-1.8679761,0.36820596,0.3696674,-0.61521,0.0016588535,-0.013363267,0.24796972,-0.06596525,0.56986874,-0.31059185
Agfg2,2.0677235,-5.261706,0.716733,-0.23369187,0.52874154,0.35375896,-0.17476006,0.62380373,0.12706079,1.3440909,-0.3780509
Cux1,1.7028189,-3.7880397,0.15242894,-0.05976233,0.6078121,0.08559198,-0.26754448,0.50654227,0.117026724,0.9840532,-0.53332275
Tsc22d4,0.37821835,-1.6035736,0.387314,0.11549396,0.0615747,0.31492487,-0.013632576,0.11545892,0.019788068,0.24547039,0.04990451
Mepce,-1.3824357,-0.25699845,0.3816072,0.08727075,-0.11388958,-0.060786113,0.0035033727,-0.07948919,0.0027432388,-0.63200086,-0.0035155227
Gnb2,-0.031294554,0.18172319,-0.32195875,0.0840192,0.009642851,-0.0017823013,0.00017711584,-0.062788785,-0.0047522984,-0.47580516,-0.024639428
Ppp1r35,-0.73307765,-2.2193952,1.2479088,0.6082685,-0.07317776,0.6700579,0.019833827,0.0753232,-0.048536167,-0.14311129,0.028808597
Lamtor4,-2.5782585,0.60056794,0.24019226,0.21124908,0.13202694,0.17112139,-0.0015649376,-0.19571161,-0.002992281,-1.0259452,-0.05179429
Mcm7,0.096367314,-2.1234677,1.1069485,0.6019013,-0.10222727,-0.059964865,-0.01211912,0.5915728,-0.08964631,-1.1520766,0.092314586
Eif3b,-0.7480561,1.1192774,-0.3668514,0.059269257,-0.11707674,-0.3378247,-0.003676711,-0.11465584,-0.0018693305,-0.07643387,-0.0152654555
Ttyh3,-0.007995635,0.20840365,-0.47243336,-0.18831551,-0.046588853,-0.06675841,-0.0010417536,-0.15227768,0.006693805,0.023858653,0.02331628
Card11,0.13280262,-0.13151151,-0.48098463,-0.13467379,0.08601766,-0.15034552,-0.0015167022,0.01445346,0.018279536,0.11137957,-0.0031252902
Mad1l1,2.345807,-5.356071,0.25579888,0.04853274,0.45811296,0.38536757,-0.94412065,0.4191847,0.7773455,1.1660644,-0.38719338
Foxk1,-0.02622614,2.0966017,-1.6899405,-0.9594939,0.0513658,-0.8887234,0.009698229,-0.6245404,0.24476728,-0.19982089,-0.22267815
Tnrc18,-0.32911575,2.377438,-2.1128821,-0.33444056,-0.4283949,-0.34410846,-0.03189347,-0.2820345,-0.05931356,0.63294303,-0.0023928336
Fscn1,-3.3488584,5.4148693,-3.7156825,-2.0715332,-1.3935494,-1.5103611,-0.14513855,-1.621515,-0.72994417,-1.0821079,-0.86080307
Rac1,0.50632334,-1.5708711,0.94377065,0.076172054,-0.23400478,0.15632693,0.0073489654,0.40345022,-0.060300644,-0.5733915,-0.41360933
Tecpr1,1.1945305,-0.87672,0.10116106,0.0024187798,-0.6174697,0.037496574,-0.0035462782,-0.0014598981,-0.009071058,0.4333379,-0.025151392
Arpc1a,-0.30166286,-0.14880629,0.118342236,0.007840995,-0.05450029,-0.00037266055,0.000637189,-0.0103657665,-0.00061672105,-0.94768673,0.0032508946
Trrap,0.22360542,-0.4241412,-0.10283002,-0.028506707,0.11254829,-0.0006702236,0.00019738183,-0.0012055595,4.1068914e-05,-0.6278845,-0.008102607
Arpc1b,0.37404084,-0.5193441,0.8013396,-0.31071225,-0.64347464,0.03080322,-0.026110431,0.025456313,-0.17786375,0.09672044,-0.22814453
Bud31,-1.4378557,0.39671546,-0.20431463,0.08003219,-0.06127668,0.02069994,0.005917414,-0.05055634,-0.00689834,-0.9298339,0.0017390689
Actb,-0.06316848,0.06654186,-0.75870013,-0.0719312,0.5915169,0.026216308,-0.039556857,-1.079828,0.68826383,0.61261964,0.29139644
Usp12,-0.50701404,-0.004399441,-0.4408572,0.010889732,0.07862922,-0.13098691,0.0020595505,-0.2920562,0.08191616,0.252971,0.024264883
Polr1d,-0.8144834,0.15365428,-0.3292751,-0.017133854,0.1594091,-0.06653753,-0.0005562224,-0.013341732,0.0033123745,0.090775244,-0.0057166107
Pomp,-1.7758505,1.0448118,-0.06247498,0.005411731,-0.1634237,0.06983407,0.013450872,-0.504342,-0.010444341,-0.65640676,0.05535833
Pan3,1.5786867,-3.269957,0.28727475,-0.16687179,0.5125854,0.5422933,-0.21069217,0.32250825,0.2427987,0.94296336,-0.6612924
Hmgb1,0.75450456,-4.5827527,2.1484187,0.739519,-0.4222967,0.68834174,-0.29171997,0.8203544,-0.58111054,-0.0662792,-0.59068775
Uspl1,1.2081707,-3.1135266,0.8675361,-0.38084355,0.006367048,0.17517358,-0.0698061,0.17243123,0.28119034,0.8459418,-0.0028737613
N4bp2l2,0.5391364,-1.5120697,0.9046195,-0.024733124,0.0014006716,0.41865212,-0.004058449,0.3917294,-0.09919601,-0.34800214,0.0040818155
Pds5b,0.5985456,-2.6645424,0.93526816,0.1607548,0.10392372,0.13843723,-0.012399437,0.21729454,0.000965298,0.09273187,0.009406212
Gm42418,0.07225014,-0.36414945,-0.97672045,-0.08752527,0.7099257,-0.12898757,-0.6085706,-1.4434456,0.93111765,1.1494507,0.32056946
Cdk8,-0.037419796,-0.25887996,-1.1837324,-0.18271424,0.70695984,-0.268215,-0.7243296,-1.5819311,0.9424004,1.1380525,0.37276253
C1galt1,0.7114527,-3.8227582,1.1767735,0.5470527,0.62369835,0.8048574,-0.15520045,0.4685892,-0.0776447,0.37817514,-0.25672054
Umad1,1.8630211,-1.978158,0.435642,-0.5876457,-0.12658401,-0.45611215,-0.1241871,0.2582589,0.12536424,0.3406139,-0.09311102
Sem1,-1.6535745,0.3555728,-0.14993161,0.22836685,0.3875573,-0.097750336,0.020447588,-0.5065856,-0.04761788,-0.60535306,-0.047556993
Glcci1,0.9419276,-5.6771545,1.1848769,0.6484016,0.74109274,0.70284647,-0.16102414,0.7769312,0.64634144,0.11131069,-0.16768785
Ndufa4,-1.6836929,-0.4770923,0.4444841,0.2746659,0.2365457,0.4988769,-0.005809695,-0.26039726,-0.12046904,-0.8606448,-0.056213174
Gm45062,1.7299789,-7.323718,1.0934683,0.49617583,0.68320817,0.8958409,-0.31957445,0.6306085,0.522242,0.8398848,-0.74087214
Phf14,1.6318002,-3.0668514,0.53553814,0.05783054,0.40656844,0.31274801,-0.1817609,0.44735,-0.044676933,0.0999482,-0.11256571
2610001J05Rik,-0.1891855,1.028246,-1.0877402,-0.5022603,0.06745028,-0.22043166,-0.0082864035,-0.22080027,-0.004828607,-0.084227376,0.062454097
Tes,-1.6375313,1.8904138,0.081125855,-0.45366842,-0.67129976,-0.44653723,0.019816618,-0.30094376,-0.24717493,-0.9113447,0.026221382
Capza2,-0.99868613,-0.7178346,0.30696368,0.041014735,0.07627775,0.073504895,-0.0025168564,-0.02922722,-0.008620577,-1.2004787,0.0031129704
Ndufa5,-1.7802746,0.91538244,0.3739642,-0.47736254,-0.5753393,-0.10538255,0.032273587,-0.3880989,-0.0071623856,-0.092321925,0.23538838
Arf5,-1.3435607,1.3972956,-0.9496286,-0.365915,0.29561725,-0.15948534,0.03135764,-0.74064,0.089468814,-0.8597138,0.054246012
Impdh1,0.30102122,-3.6635327,1.1997141,0.20054752,0.4647156,0.5375738,-0.09683836,0.19103697,0.111472145,-0.044230673,-0.0404923
Snd1,0.62572896,0.114732295,-0.12963648,-0.0405936,-0.05252256,0.09462461,-0.0017258779,-0.014130857,-0.0054143104,-0.12932298,-0.0034929877
Calu,-0.70864326,1.3534484,-0.48739097,-0.08674754,-0.14476833,0.00741374,0.0002045431,-0.20543274,0.00718446,-0.67217517,0.004375914
Atp6v1f,-1.5462792,0.5885985,-0.23188035,-0.073779054,0.17510654,0.36738023,6.2487554e-05,-0.17479068,0.033359516,-0.7480435,0.002659893
Tnpo3,0.7003796,-1.3262383,-0.2922791,0.06160205,0.09214465,-0.23873967,-0.006085434,-0.009147691,0.0090257535,0.08257388,0.03812257
Ahcyl2,-0.39636546,1.5042852,-1.6242242,-0.5585041,0.09363742,-0.7481749,-0.0038282382,-0.6779202,0.40544128,0.26172975,-0.079308525
Nrf1,1.1154239,-2.234833,-0.21945272,0.16979155,0.6678125,-0.123207115,-0.021170408,0.64498526,-0.024255086,-0.10535785,-0.3084836
Ube2h,0.5834988,-0.22982405,-0.14991546,-0.697608,0.26495898,-0.21814115,0.0045743617,-0.25482902,0.021363249,0.7337793,0.049721494
Lncpint,0.50797874,1.4366893,-2.6265295,0.08924171,-0.5533381,-0.6767115,-0.030639207,-0.12817696,-0.023787994,0.101075046,-0.0065752626
Mkln1,1.343518,-1.702275,0.47816795,-0.016897464,-0.16734417,-0.40670833,-0.019921856,0.16932854,0.07434916,0.62147963,-0.12230375
Chchd3,1.2451026,-2.2192314,0.6246483,0.13355984,-0.16819373,0.08691077,-0.050015993,0.4108388,-0.029503407,0.6252488,-0.343757
Exoc4,1.6587417,-2.7999802,0.19051749,-0.11677338,0.3700387,0.3444678,-0.0678051,0.5700417,-0.0030953577,0.31903526,-0.12428764
Cnot4,1.0297334,-1.6130584,0.61718124,-0.08244503,-0.25571325,0.71128255,-0.012376677,0.26271838,-0.013897576,-0.62857,-0.13214417
1810058I24Rik,-0.8212694,-0.42938453,0.53971595,0.04934239,-0.15153964,-0.012989332,-0.0006687078,-0.03119286,-0.0021056721,-0.27259475,0.006598168
Mtpn,-0.5611591,-1.076385,0.9383993,0.16968648,-0.07098407,0.09263183,-0.006129615,0.21697393,-0.043044094,-1.1227578,-0.027769977
Creb3l2,0.6517303,-0.58565253,-1.1211184,0.15512036,0.10140716,-0.32640973,-0.0015572635,-0.13599427,-0.017894424,0.31329012,-0.03149115
Zc3hav1,-0.4111161,1.0778904,-0.3604606,-0.37553477,0.08249936,-0.09639418,0.006968893,-0.06491494,-0.02200221,-0.27701893,0.0016012434
Ubn2,1.2367809,-0.7766491,0.2328077,-0.31505278,-0.01953775,-0.028514924,-0.0025821645,-0.021915913,-0.006668836,0.83223796,-0.1129496
Luc7l2,1.1553762,-1.4376023,-0.03512831,0.19186214,-0.033299226,-0.22179101,-0.028216697,0.055776082,0.0057356083,0.74191785,0.0882439
Kdm7a,-1.0995007,1.5395314,0.05936902,-0.7813802,0.011401024,-0.2839509,0.010864711,-0.35297802,-0.054029267,-0.16938429,-0.017534465
Mkrn1,-1.3296921,-0.14288402,0.54284155,-0.013476094,-0.088544875,-0.13720815,-0.00052687246,0.029505724,0.004298162,0.19967303,-0.06362633
Trbc1,1.0191061,-4.2098413,0.9753555,0.33574685,-0.07915819,0.7393306,0.0077993907,0.25384912,-0.1057394,0.72416365,-0.7099669
Zyx,-0.2894777,-0.1637887,-0.1421333,0.16196746,-0.44135222,0.03510052,-0.00549443,-0.038843825,-0.0038019523,0.43395185,-0.046992492
Trbc2,0.44792047,-2.5173185,0.20077325,0.2818536,0.52305996,0.47958574,-0.03923834,-0.1627612,0.2591814,0.5734211,0.009264724
Cul1,-0.071647346,0.07313155,-0.16060135,0.022054154,-0.06993964,-0.020894285,0.0012982441,-0.049705938,-0.0017693965,-0.14200372,-0.0020643857
Ezh2,1.3183084,-4.028379,0.8415976,0.1503306,0.5001571,0.26297486,-0.25299865,0.47057083,0.005876738,0.8150976,-0.7199476
Gimap8,-0.90076995,0.4049207,-0.061123237,-0.83119816,0.42803913,-0.11965572,0.0066725304,-0.19607843,-0.0412045,-0.5805033,-0.03549202
Gimap4,-3.0453863,4.083783,-2.1815076,-1.0001451,-1.1642163,-0.52989495,0.26284933,-0.98782116,-0.64514244,-1.1514666,0.1419021
Gimap9,-0.09530854,-1.5775378,1.4743128,-0.03411272,-0.20607054,0.6111529,-0.028310386,0.24127918,-0.09394768,-0.30331835,0.0015437444
Gimap6,-0.7458635,-0.28384465,0.68033075,-0.5355875,0.04092838,0.5992463,-0.01023048,-0.3138452,-0.06789554,-1.3189119,0.032902207
Gimap3,-2.3132772,4.1149635,-2.912763,-1.5641271,-0.9101648,-0.7462726,0.27945378,-1.2769507,-0.07302088,-0.64942884,0.6403981
Tmem176a,-1.7564697,3.6200936,-1.8306912,-0.004105964,-1.6725638,-0.7356292,-0.1616226,-0.5868458,-0.5902445,-0.850494,-0.38812298
Tmem176b,-1.3994063,3.2018805,-1.2057322,-0.09331064,-1.1804292,-0.7653261,-0.15706329,-0.38380098,-0.60914046,-1.1053398,-0.5330559
Tra2a,0.24303967,-0.9040102,0.029281527,0.118020765,0.01651039,-0.15668511,-0.0017392327,-0.0024510494,0.009785258,0.0073260386,0.002662511
Hibadh,1.5103414,-3.571955,0.8810679,0.35101292,0.17648335,0.7493488,-0.30158493,0.5779427,-0.60864437,0.5699721,-0.56399256
Tax1bp1,0.32262754,-1.3919926,1.2657608,0.21893011,-0.36333066,0.7720752,-0.021713676,0.32561797,-0.30133462,-1.0648543,-0.4722891
Znrf2,-0.25503445,0.19487551,-0.49901968,-0.00057061453,0.05670103,-0.010644832,0.00014262859,-0.019727375,-0.009440519,-0.6199402,-0.0061805015
Aqp1,-0.52281326,1.8558527,-2.331879,0.56303203,-1.606079,-0.7316582,0.071365,-0.5650468,-0.2979782,-0.92986906,-0.22529726
Avl9,0.16441923,-1.5330548,0.38089418,0.07743829,0.14163166,-0.26357415,-0.0055200923,0.19512035,0.01850351,0.31112286,0.040635392
