,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 9,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
618,8.792623,1.1059277,0.4465996,3.0656476,5.1295686,0.5299956,0.89842564,0.8622552,0.88844013,0.46017057,0.66015047,7.7033033,5.614051,2.2852533,0.69616103,0.8673756,0.5743035,32.478687,1.2941663,0.4128089,0.9177977,51.79017,0.49275413,1.5588046
619,18.093727,0.75047195,0.42325038,1.8819747,4.0346217,0.5233604,0.82054126,0.9245967,0.9980496,0.51482666,0.4826301,14.795939,4.5961285,1.3477159,0.643903,0.8027873,0.5716119,31.918768,1.2009064,0.42705417,0.9218601,38.43542,0.44662058,1.5661837
620,17.754047,1.0723085,0.43838274,2.4312754,3.7181253,0.5190914,0.8827424,0.9832579,0.98372173,0.5099658,0.77571446,9.808141,5.2288885,1.4829437,0.6924198,0.8427509,0.58834994,24.049168,1.3006744,0.46813843,0.94786054,46.09814,0.48459613,1.5691451
621,14.336344,0.9124218,0.4396962,3.2779021,4.394618,0.47949788,0.9258691,0.8696922,0.8452693,0.4783189,0.77532434,6.948227,5.6560535,1.7678891,0.68335825,0.78454524,0.56784964,14.0737915,1.6145599,0.46487087,1.0633488,49.730995,0.4419695,1.5049593
622,16.09727,1.0072451,0.40408307,2.9540682,3.5041795,0.48318952,0.94277614,0.9840252,0.90647435,0.4821377,0.58828866,6.5002894,6.394369,2.5730247,0.69947404,0.9637466,0.5014984,10.970795,1.8024906,0.46189907,1.0764943,35.245106,0.48132733,1.8389221
623,9.260916,0.79845744,0.449424,3.4827507,6.568898,0.5272018,0.91224694,0.9209671,0.7666373,0.5081115,0.61262447,8.517652,5.4109297,3.7408273,0.6849704,0.92402405,0.5887376,37.38474,1.3291347,0.44204554,0.7376749,23.867353,0.53681475,1.428881
624,13.846932,0.49337947,0.38713175,2.5128336,4.154506,0.48671705,0.8929391,1.1806436,0.9558581,0.4534582,0.9688542,10.610955,3.7438822,1.8862857,0.5891262,0.8220236,0.6530949,25.98787,0.9940518,0.5425612,0.8306651,7.8021936,0.60374475,1.2246543
625,13.074649,0.69515395,0.37181222,2.2521048,4.0400963,0.48764634,0.9066072,1.0537972,0.866357,0.4516362,0.9001872,12.1420555,3.7046795,1.6348345,0.61761093,0.8729251,0.79385453,27.88926,1.1022055,0.48615015,0.8892296,10.200886,0.544814,1.2904215
626,6.4293423,0.47560796,0.35990375,3.043222,3.6456904,0.6517822,0.8510168,1.2203465,1.0932148,0.46204972,1.6412088,12.518873,3.1000721,1.4350011,0.65860784,0.9731101,0.68003094,25.378479,1.2867604,0.53265184,0.67314625,5.7947493,0.5746385,1.411931
627,8.301872,0.6489258,0.44910085,4.542595,3.7559497,0.61130893,1.0067286,1.1203514,0.99283934,0.5196433,3.513162,3.6943164,4.4773006,4.7860694,0.6604902,0.98806435,0.63890934,26.221575,1.3345277,0.5229138,0.6969218,6.3274984,0.5609795,1.4162885
628,5.1019464,1.5569816,0.5607296,3.03786,3.2042284,0.7395742,1.0647035,1.066567,0.6996685,0.72862756,6.998761,1.8584465,7.177334,4.0593944,0.6666036,0.94018644,0.5827648,24.721628,1.4927809,0.5493371,0.8639983,6.8281446,0.5380812,1.2492874
629,4.8337727,0.73376215,0.41350642,3.5839376,3.1943974,0.62421453,0.80063164,1.0911866,1.0558472,0.75382805,4.0483384,5.141911,4.2697163,4.6651945,0.7292441,0.97581655,0.40915418,28.29737,2.2303183,0.5512227,1.3734403,9.334484,0.43947667,1.2291963
630,1.012778,0.52598614,0.71134627,3.4629014,1.4682724,0.7033453,1.1674397,0.9146,0.9743072,1.9579422,2.3229465,4.2634454,5.0866227,6.399728,3.5275772,0.74353856,0.76101327,2.8510206,1.9942045,0.7182427,0.50251615,1.0253515,2.4878712,0.68317246
631,0.80707526,0.46419054,1.0011061,1.8173754,1.5327154,0.7355361,0.8610263,0.83276314,0.7308148,2.0760617,4.2756863,1.1294448,9.795034,4.4246745,3.5834482,0.7614679,0.7117367,2.7758257,2.0680532,0.7064901,0.49905884,1.0256958,2.4217196,0.6924491
632,0.75248456,0.6210177,1.2420115,0.70679677,1.4233906,1.1437073,0.7458106,0.83997035,0.6532945,4.0385036,10.582626,0.9400298,11.91321,0.50894594,2.6489692,0.7036147,1.4565042,3.9940999,1.2399985,0.94306725,0.7290172,1.1228409,1.1066287,0.5599018
633,0.71993595,0.6419639,1.86829,0.49244997,0.9946245,1.092797,0.79102695,0.9983646,0.5275447,6.053193,3.6825411,1.0664165,43.626774,0.44183654,2.6405532,0.8577078,2.0947323,1.3831404,1.2613233,1.5278674,0.95402044,0.902648,0.5213664,0.65637904
634,0.65488845,0.6186645,2.478994,0.5152862,0.68859035,1.0800927,0.9898734,1.6098058,0.52205336,6.147949,2.5051482,0.96062,31.415112,0.43653008,8.437873,1.1346493,3.4241002,0.41829786,1.2998377,3.1915257,0.56067395,0.6374322,0.3915184,0.65531445
635,0.6606617,0.62360513,2.5434105,0.63098395,0.5460995,1.161227,0.8031579,1.5204527,0.5010398,6.1843643,1.2088304,1.0762117,47.87575,0.5060976,2.1457415,0.77249825,3.1615837,0.5346692,0.7418968,4.9872937,0.74085367,0.6621459,0.69548035,0.59949625
636,0.5992173,0.7299473,2.2049994,0.58494514,0.5990766,1.5486677,0.71465015,1.2700815,0.5300751,5.3253293,1.0003088,1.0631924,28.62173,0.46733034,1.9834455,0.7955396,3.6829832,0.39855498,0.6846325,6.1067014,0.7751883,0.66444206,0.62819403,0.6313927
637,0.5792997,0.97915137,3.28797,0.6991177,0.469096,0.9640857,0.8441406,1.3968346,0.60787344,3.8295403,0.7590823,1.3041147,33.04699,0.6366446,6.3023076,0.8149021,3.348353,0.4513535,0.8560295,7.0604362,0.94608146,0.8342997,0.61659527,0.62864125
638,0.56237036,1.2496176,3.8714848,0.57649124,0.5004341,0.8598172,0.9913775,1.1179891,0.59257627,2.1358502,0.713476,1.1787598,19.915682,0.5333325,19.97461,1.3811018,0.9860093,0.5648934,2.122943,2.1256824,1.0427982,0.7394198,0.60197806,1.0531611
639,0.6534221,1.9485567,4.7092614,0.38431227,0.6183673,0.74359405,0.80383164,0.93268365,0.5782131,1.3673754,1.6005279,1.1246803,15.572149,0.51499325,41.06068,2.8305516,0.3754267,0.44510174,17.79685,0.6782028,0.89487886,0.64958006,0.44028926,6.5733566
640,0.6112433,1.1275811,3.528011,0.47546828,0.6007926,0.9384068,0.77706206,0.9904663,0.59075415,1.9417782,1.106281,1.1972501,27.364391,0.55730474,30.43245,1.5938557,0.44779179,0.6052631,2.0835962,2.1291926,1.1776668,0.57729745,0.59440774,1.5534352
641,0.6234984,0.95898485,3.127603,0.5383729,0.58962274,1.0254669,0.8167683,1.2649783,0.5805092,2.1735573,1.2806678,1.2154653,36.50841,0.5410607,27.911297,1.5450251,0.8285868,0.6712528,1.128248,1.1484542,1.0659682,0.63781166,0.67834044,0.9357259
642,0.62939453,1.3269141,2.7068954,0.38512182,0.7148036,0.8480403,1.0053562,1.3466902,0.57879084,2.3783998,2.514927,1.0694954,23.476852,0.4250374,34.99558,1.63268,0.7952646,0.5313764,0.9588198,2.304027,0.9244977,0.533478,0.5926522,0.83378756
643,0.6870295,0.87694967,1.9352694,0.45260704,1.0785899,1.0402796,0.853721,0.98976374,0.5747248,5.1933837,9.105295,1.0092783,16.47123,0.43785557,13.544892,1.0062866,1.6488981,0.50086,0.9439304,2.1000357,1.0269543,0.7057914,0.66915524,0.6166666
644,0.7273308,0.7449759,1.630847,0.49928576,1.3319935,1.0090802,0.7996218,0.8873598,0.539137,6.6551347,9.682175,0.9499122,14.536459,0.41175792,5.0480027,0.9059957,1.0659508,0.6587166,1.2748114,3.9226596,0.9007976,0.67792475,0.9775149,0.6756904
645,0.7108223,0.80370104,1.6031363,0.5815592,0.970174,1.1265082,0.8405692,0.9889999,0.5541936,5.604958,10.696833,0.97545767,19.005814,0.37739208,6.388158,1.2430366,0.55406994,0.5464978,2.1523905,8.972889,0.9231717,0.5760604,0.9759483,0.90984184
646,0.7057328,0.66196054,1.234345,0.5625102,1.409134,1.2017958,0.797777,0.9995601,0.53662306,7.773167,4.161114,0.98876214,19.497545,0.38914806,4.8449416,0.8262122,0.9566144,0.5961327,0.954132,2.8897822,0.6697336,0.56510854,0.8456679,0.51855904
647,0.69885623,0.84516585,1.5353825,0.5366827,1.5149264,1.2889714,0.7896191,0.8329791,0.5327411,7.836071,1.1124028,1.1393759,15.852467,0.5558834,4.1316066,0.8155147,1.1254007,0.7902848,1.0017935,2.6451628,0.6040112,0.5590716,1.1568494,0.5847554
648,0.75508654,0.86935675,0.99561286,0.6840167,1.5116804,0.95635223,0.7292594,0.8918892,0.65573144,5.2865725,5.501766,1.0375369,18.300896,0.44071946,2.549926,0.70574206,0.44765344,0.6733922,1.372343,1.9989293,0.76120204,0.6401597,1.0932943,0.7897795
649,0.86652184,0.8539084,1.7603406,0.54418695,1.1370902,0.9472522,0.5866044,0.6666539,0.696319,3.5707517,0.6844831,1.2102624,24.403944,0.9065096,1.9673,0.5942162,0.3856518,2.3057747,0.96773183,2.817004,0.87958443,0.9554472,1.9741555,0.8682735
650,0.59772754,1.9491222,2.305037,0.44976458,0.64942956,1.0970248,0.8007742,1.0633776,0.60403717,1.5642335,0.78683454,1.1017087,26.08849,0.48846444,6.4552116,0.78227824,0.28390753,0.66090643,1.5414346,4.9606037,1.6969665,1.4882796,0.6694864,2.7519653
651,0.5546734,1.3672295,2.252731,0.4474334,0.6372151,1.1757183,0.9386077,1.5397148,0.5399757,2.2023566,2.003993,1.1214654,28.576183,0.46226382,22.644638,2.0696316,2.001676,0.7248199,1.2648221,1.0359985,0.816009,0.67835915,0.6125915,0.98350644
652,0.5634148,1.2722926,2.1573606,0.4538527,0.67323714,1.110051,0.984555,2.0639112,0.5634443,1.9563777,6.033955,1.16573,27.513042,0.5258017,29.315338,2.5097294,3.247652,0.7430011,1.0285437,0.8804831,0.6688635,0.6099242,0.5955707,0.7675178
653,0.6708734,0.68264335,1.4228947,0.47854012,0.90992,1.9208596,0.8518292,1.4781891,0.5739269,3.6132588,1.993636,1.1326258,26.380451,0.50532204,6.941302,0.8770498,2.4027007,0.5364866,0.85985863,0.71944433,0.8011197,0.7762796,0.82649887,0.54366827
654,0.64045805,0.7583163,1.2176,0.52106386,1.4144688,2.1391938,0.7050265,0.8334207,0.67446166,4.323807,1.8062545,1.1352768,26.610731,0.46148703,1.801673,0.68691397,0.7612717,2.4163356,0.7411356,1.1347233,0.63055265,1.006037,1.9475096,0.5212688
655,0.61092603,0.8148818,1.0627201,0.61738384,1.2207924,2.1969883,0.65993166,0.6827497,0.6873729,4.0847554,0.89291126,1.2108889,26.637772,1.062812,1.6826744,0.6457468,0.5456356,1.8626093,0.8806255,2.8002908,0.710433,0.87450904,4.1366324,0.5568473
656,0.6645653,0.65085924,0.92666596,1.7235315,1.0371728,1.2860862,0.76832545,0.71701825,0.749827,3.6574879,0.68219143,1.4694316,11.464054,5.8237066,2.6402159,0.6017714,0.84410626,1.2978716,0.68275785,3.983437,0.6375057,0.6719135,5.6918893,0.47944728
657,0.7503072,0.5008862,0.68806696,2.2859943,0.9299893,0.7141806,0.85413975,0.8070706,1.5627307,2.9654067,0.6247553,4.626416,5.5733004,6.306385,2.5037255,0.6115616,0.9885864,1.1999288,0.82594496,2.9527793,0.5311047,0.62624097,4.5878067,0.5014453
658,0.84053475,0.50065035,0.5771654,2.0829923,0.69194305,0.585047,0.9335822,0.9803438,4.5769334,1.9914212,0.47330207,14.203459,4.7094307,3.269799,1.9233845,0.5948338,0.82939523,1.5420537,0.845457,2.5350952,0.5450143,0.757312,4.7231836,0.4709115
659,1.0522783,0.8035416,0.52672505,1.3682494,0.62860143,0.54073846,1.0337068,1.0073743,12.74705,0.83384323,0.55974364,8.846557,3.4153395,1.7686958,1.8988675,0.5914561,0.99620956,1.6342313,0.6960006,2.0242276,0.50146633,0.68856025,3.751927,0.4555136
660,1.1219372,0.6371105,0.43631607,1.4830079,0.49254483,0.43366814,1.3683558,1.4326537,14.013405,0.6428422,0.44886622,18.288692,2.7918267,1.9864874,1.2399311,0.5659466,0.5663598,1.4050964,0.8887716,1.6414167,0.6984548,1.0022897,1.9999092,0.4905273
661,1.0411372,0.7352694,0.43252864,1.4653674,0.5720242,0.44717735,1.0237261,0.8741577,12.484914,0.5852831,0.6076974,14.129355,2.8034134,1.6141603,1.0816648,0.53568786,0.38119382,1.2351757,1.089235,1.6278446,0.97350377,1.2333462,1.2426022,0.539658
662,1.3058298,0.71436644,0.4493508,1.1516166,0.5354179,0.4193583,1.7258098,1.2455581,14.838838,0.47114688,0.519203,14.026761,2.5411096,1.6855117,2.9954116,0.84661585,0.36017603,0.55626655,1.0843258,3.123741,1.4132537,1.4758998,0.7581172,1.0408884
663,1.119444,0.5398133,0.4678653,0.95068103,0.3636183,0.36651295,1.5238223,1.5492854,12.413679,0.41733527,0.5997697,28.613483,2.715845,2.3414855,8.949406,1.4131652,1.7421131,0.41543844,0.994292,1.3292503,0.60340416,0.75441647,0.49800718,0.93842643
664,1.2774618,0.50295967,0.43776065,0.8775048,0.468993,0.33442485,1.402123,1.5730921,10.80838,0.35635707,0.46776488,39.54618,2.3825016,2.284352,8.091086,1.634388,1.189075,0.4108132,0.9726214,1.2633522,0.5750126,0.65952873,0.52430993,0.9090432
665,67.27022,0.76233935,0.5006793,4.755312,0.6573288,0.55991817,1.3377818,1.0299056,1.5365652,0.54239666,0.41821337,11.1195755,3.0176191,1.5132701,0.68652725,0.82908183,0.44509485,1.4970587,2.0312426,1.2295678,1.0763031,2.0598803,0.7067711,1.132413
666,51.628506,0.72352916,0.46335405,4.9460607,0.8725477,0.6217358,1.1102072,0.99401486,1.2169247,0.56742007,0.536957,5.155418,3.6517692,0.8463689,0.5698903,0.6480368,0.52339137,4.0039964,1.0436524,1.2121781,0.97886693,2.2898457,0.84027916,0.7446833
667,30.211578,0.55767906,0.46506953,6.8688145,1.1777489,0.7889923,0.84095514,0.910622,1.2636917,0.61925244,0.83734244,6.1797867,4.141684,1.1097546,0.30241325,0.49795368,0.32676655,3.1238115,0.755529,0.906662,0.7721612,11.111567,0.58207417,0.63855034
668,14.974405,0.83452433,0.5168717,7.457143,1.6881056,0.80750084,0.712965,0.8440347,0.8790144,0.5606849,0.69540036,5.294077,6.9706125,1.2102363,0.3027041,0.50505984,0.2821542,2.9067538,0.78084606,0.88917434,0.8356575,12.858918,0.5718807,0.6505856
669,17.76795,0.7425854,0.51497686,9.072336,2.0458152,0.93293226,0.7161507,0.8344301,0.7880659,0.64825964,0.7051781,3.6066608,11.097353,1.3012978,0.28575784,0.48609868,0.27940187,2.7339103,0.7891415,0.77883637,0.824853,27.845745,0.5487144,0.7053114
670,9.309019,0.9360526,0.53937626,9.005192,3.1689665,0.7907259,0.8281518,0.87332964,0.7607414,0.5755358,0.55997163,2.4858289,13.967415,2.9636168,0.2806437,0.4901799,0.2673966,3.3813462,0.80394566,0.73954093,0.7842862,38.139767,0.5552464,0.7180785
671,5.162382,0.9242909,0.5538498,6.583391,4.7576,0.79891205,0.73147035,0.8408359,0.7325691,0.601058,0.67803264,1.9532833,30.647339,7.3715215,0.42198288,0.54297006,0.39933363,2.9176111,0.9651003,0.6356544,1.135448,38.111855,0.564256,0.857807
672,5.0922446,1.1072621,0.65254235,5.2954206,5.5803795,0.7134019,0.68942285,0.7714725,0.6834461,0.6120798,1.1323609,1.6886215,36.329517,7.3000875,0.5383256,0.80595577,0.38123158,3.9302597,1.1646136,0.5591333,1.4040531,44.991486,0.6887807,1.1745524
673,4.6881514,1.0180967,0.5851461,3.953114,8.167231,0.6801543,0.6568847,0.6903621,0.6570128,0.5815163,1.3391712,1.6699018,28.366516,6.5753345,0.63477266,0.829397,0.4808329,9.495557,1.0394304,0.59165746,1.0505316,84.912704,0.7873014,0.8817544
674,4.804678,0.60759383,0.5000366,3.7738113,9.291411,0.54801923,0.8172162,0.8821455,0.69206905,0.51816237,1.2450104,2.0025654,20.425709,5.6316643,0.6874691,0.889461,0.56423545,9.343402,1.0923113,0.4894302,1.0804585,83.60395,0.6523369,1.1261752
675,4.9702783,1.0577323,0.53958285,4.143149,6.5587807,0.57517594,0.79835916,0.8477231,0.6880291,0.5258256,0.43112618,2.439891,14.164701,5.6466684,0.5739639,0.7046967,0.5111742,20.746296,0.8955145,0.49265745,1.1029844,34.20122,0.59601873,1.018069
676,4.040308,1.3907824,0.6203464,6.034048,8.245014,0.74791884,0.7122054,0.6184058,0.5910132,0.51980746,0.620914,1.9623306,28.108587,7.6801744,0.48483065,0.5897024,0.56038743,13.213525,0.6291291,0.4968911,1.5848861,55.27075,0.53113705,0.92655927
677,4.2883644,1.410424,0.70352936,3.9662268,10.288646,0.7482043,0.6664182,0.659765,0.6075654,0.58008724,0.80959266,1.812597,31.802639,7.878982,0.46676165,0.8187919,0.4190248,4.093995,1.5381124,0.6590595,2.227434,95.579506,0.7633156,1.2381433
678,3.5960026,1.6070913,0.7151351,3.932033,8.99371,0.7481141,0.70353144,0.6569311,0.5968127,0.5678741,1.3705453,1.6145151,26.560568,6.7235093,0.46676168,0.8187919,0.4190247,4.093995,1.5381125,0.65905946,2.227434,95.579506,0.7633156,1.2381433
679,5.098972,1.0454302,0.58128655,3.8639197,6.465213,0.61625755,0.80020124,0.82100695,0.7383234,0.54361165,0.7976485,2.8167615,11.366078,4.884666,0.63005054,0.8087086,0.5005109,16.578625,1.3226768,0.473527,1.002885,46.173225,0.49642026,1.5363003
680,4.513392,0.9638858,0.58941436,4.401579,6.147312,0.568046,0.8305677,0.7726075,0.78525084,0.57140315,0.9685075,2.3854249,9.945449,4.3431954,0.629258,0.6919605,0.92936236,10.5234585,1.0808893,0.4218653,0.9796654,23.694233,0.42434025,1.4775431
681,6.5551357,1.2181052,0.5222026,4.1297984,4.548009,0.50702274,0.8457291,0.85869503,0.8952501,0.5940001,0.70605594,3.7001672,8.206993,3.584545,0.604314,0.70777535,0.6121774,13.442389,1.3561786,0.48728928,1.0613252,36.300003,0.5040359,1.4776478
682,9.222034,1.1039772,0.50619435,3.4729853,5.9486585,0.5323529,0.8209081,0.8344382,0.74012434,0.5606753,0.7459298,4.182263,7.093449,3.780753,0.59907955,0.71274257,0.56729215,11.96116,1.4037412,0.5407926,0.9391356,18.87496,0.51455414,1.3677319
683,7.460057,1.027973,0.5466664,4.0239058,7.173477,0.5669298,0.800058,0.77893394,0.7245554,0.57875305,0.85282177,3.4225473,6.2885804,4.1659946,0.6764944,0.88970435,0.53069973,19.256166,1.4616485,0.42576113,1.077258,76.45676,0.5322958,1.5834788
684,5.6859503,0.7163938,0.4815843,3.7900288,7.3163323,0.57039917,0.8817202,0.9333568,0.7599143,0.54504895,0.72859806,4.8140087,5.882456,4.9512734,0.66307175,0.91691756,0.5592179,34.470417,1.2869349,0.4335093,0.7437043,23.318726,0.52198863,1.519661
685,7.2147427,0.79331875,0.4533227,4.593755,6.538378,0.53251433,0.86422205,0.86394644,0.79459417,0.5300323,0.7775985,4.68077,6.523898,3.324432,0.6141253,0.8496917,0.5239325,28.71933,1.264062,0.4690846,0.76252186,10.767157,0.55330366,1.3068126
686,8.076153,0.49784207,0.41106415,3.218481,5.362961,0.54934216,0.90550125,1.0491934,0.8712361,0.54528904,0.93574685,8.22637,4.480345,2.4096437,0.5533342,0.7638939,0.57191837,24.053677,0.97838736,0.49395332,0.82511735,9.548635,0.5915332,1.1340457
687,4.902673,0.4617399,0.40642035,3.1450708,3.4461896,0.67135864,0.9294415,1.4336401,1.4258409,0.53892946,1.0936285,9.32921,3.6640987,1.8772278,0.599138,0.8483473,0.6059009,22.078588,1.1628951,0.5020829,0.73280466,6.969828,0.6005239,1.239567
688,4.8163,0.4449375,0.3441131,2.5425282,2.8883605,0.6377102,0.85887,1.405719,1.7616351,0.46308634,1.4459333,12.10548,3.0485964,1.3692173,0.67760104,0.91086733,0.89577985,21.340868,1.1206989,0.5502101,0.75631577,5.309204,0.58058983,1.3257884
689,5.192266,0.5040473,0.34965473,2.2413597,2.4610114,0.7079535,0.8172126,1.3702574,1.811485,0.5131275,3.1821885,14.954563,2.9006681,1.7828141,0.6948919,0.9098367,0.9019138,22.631859,1.1204702,0.55774957,0.72611934,5.1743493,0.5782112,1.3101335
690,4.7058954,0.47492304,0.34799057,2.6534405,2.245769,0.7648957,0.76481354,1.5244545,1.7616067,0.5419395,2.928874,14.697424,3.117612,1.8400484,0.71109414,0.8430087,0.9073049,26.049501,1.118432,0.5672018,0.68444246,5.0454206,0.54120165,1.0490164
691,4.15708,0.6098579,0.37402737,4.67786,2.4491227,0.6346297,0.8828469,1.3191631,1.5877042,0.5119249,1.7583177,11.7406225,3.9431913,2.4911559,0.8874539,0.93512833,0.7895961,22.208971,1.653362,0.6336349,1.4198467,5.9874167,0.4988272,1.3144606
692,1.5714366,0.7503698,0.43661854,3.7989204,0.68031085,0.41720998,1.0282818,2.0542068,4.7867656,0.41100234,0.343948,21.337915,3.2303286,1.7103698,1.2654128,0.8729524,2.7105863,14.359634,0.96195966,0.8148788,1.5064298,2.7341511,0.62701124,1.5006956
693,0.98966193,0.51929367,0.71501565,3.2161436,1.1787856,0.7048947,1.2403516,0.8872933,1.1186204,1.8186235,2.6103477,4.810625,5.077625,6.281926,3.6902063,0.88343215,0.99084455,2.5248609,1.1504744,0.7161651,0.51078767,0.7324521,1.3920379,0.4306956
694,0.8248724,0.8285024,1.2650263,1.115438,1.082024,0.7546861,0.8482478,0.8346683,0.71038055,2.39635,3.5397503,1.0464854,14.41019,3.1830747,3.501369,0.904115,0.5567343,2.7222679,3.3728986,0.75496304,0.5145843,1.1482519,2.6021216,0.7473004
695,0.94802845,0.49261415,1.3140914,0.6911495,1.3972054,1.6564926,0.77987766,1.1761028,0.5962118,4.574445,8.207716,1.0173074,29.652325,0.46782017,2.525013,0.7225093,1.1922956,3.9504933,1.1346707,0.88839465,0.69065046,0.9890122,1.2193419,0.48560402
696,0.8569156,0.60530514,1.4507873,0.46992093,1.8556604,1.5142109,0.66245806,0.7872889,0.5362592,6.2119675,8.793008,0.91030306,15.95129,0.36750484,2.0297537,0.6898721,1.5906602,3.8472006,1.0295496,1.114073,0.8606605,1.0958588,0.7836373,0.51956826
697,0.82478774,0.52165216,1.6482735,0.609488,0.9770098,1.3658237,0.7671968,1.2056425,0.6017392,5.7091618,3.360048,0.9396745,27.54657,0.43997604,1.8725821,0.87332314,2.0776,1.1079761,1.1787093,1.5190372,0.9122133,1.0601488,0.47082973,0.7142208
698,0.6591003,0.6627881,2.2236872,0.58688885,0.5534759,1.117223,0.81854904,1.462533,0.5846104,4.3880134,1.6455371,1.1508323,65.85266,0.5738702,5.860023,1.302767,4.260979,0.3600056,1.1900008,8.098297,0.59025073,0.58956575,0.47694868,0.66095537
699,0.7095483,0.67387056,2.2753398,0.6202558,0.67385685,1.3215982,0.72327363,1.2276533,0.5481051,5.038082,0.9329952,1.1539599,33.245567,0.53505427,2.190852,0.79759073,3.7900586,0.3908844,0.6949209,6.0832086,0.7183494,0.6366496,0.6336172,0.6218002
700,0.5650957,0.5554548,2.8926098,0.5866798,0.5109432,1.1991805,0.7104405,1.5449724,0.5814929,3.6502256,0.9170204,1.3676796,61.454243,0.65758044,3.855014,0.91789687,5.0587263,0.42125502,0.63431954,9.210807,0.593434,0.5498374,0.74850196,0.4945485
701,0.5640205,1.2029254,3.0580456,0.66290027,0.5425755,1.0096296,0.8300659,1.2155826,0.59864414,2.9661634,0.7675154,1.3369378,39.65724,0.67193586,5.8109894,0.70278996,5.082001,0.38363284,0.55437684,9.186313,0.7380991,0.61935896,0.6879027,0.51150435
702,0.57071954,2.3019595,3.567937,0.46541575,0.615381,0.9178922,0.87214214,0.83975506,0.5405251,1.6986837,1.2296064,1.0771968,13.720906,0.46426874,35.75116,2.1060493,0.29990757,0.43909657,14.422289,0.9065588,1.0745183,0.5911015,0.45246744,8.112161
703,0.6016871,2.114592,4.529566,0.36625713,0.62563765,0.71348566,0.8250572,0.9355805,0.57143694,1.2995698,1.8533981,1.1260579,14.831516,0.4892291,53.24997,2.8660128,0.46988428,0.5283045,11.414531,0.44137707,0.81630355,0.6080895,0.43397683,5.1617947
