,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 9,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
3445,0.6919309,1.0256412,1.0744237,0.5490651,1.7260565,1.6866641,0.6156491,0.70136184,0.619122,6.2380166,0.98417175,1.2278342,40.08229,0.6432867,0.68345636,0.65958107,0.9593254,1.9805697,0.81757444,0.85694396,0.771269,0.9987021,6.270915,0.66106045
3446,0.7363279,0.84461766,1.3137606,0.58697325,1.4490515,1.6896522,0.6879432,0.7257479,0.61812556,7.1333017,0.79935104,1.1824868,38.159645,0.57055837,0.80772763,0.72592115,1.4129049,1.4985111,0.7614583,1.0334253,0.7283393,0.7426092,6.3109717,0.67910093
3447,0.7723635,0.77453744,1.3469727,0.47175908,1.672415,1.6210909,0.6879804,0.76322955,0.5333104,8.452378,13.9087,0.947407,19.179523,0.36655825,0.8842194,0.8795111,1.6553618,1.3791447,0.76689875,1.1870673,0.5041132,0.72368777,5.046343,0.68787324
3448,0.815488,0.7429474,1.1260407,0.5365289,2.4762795,1.1478305,0.72059816,0.68783146,0.56703055,7.391408,9.190306,0.91933614,14.886436,0.39608285,0.69413126,0.71027124,0.56285715,1.9712685,1.0613563,1.1087438,0.6469103,1.0789413,7.928644,0.6893382
3449,0.84499073,0.681424,0.9318644,0.41848284,2.665481,1.0876808,0.66182244,0.689384,0.5408946,7.838254,19.615232,0.9949369,14.508812,0.45537356,0.543339,0.7380767,0.25004208,2.7960176,1.9334446,1.5414324,0.9654774,2.377895,10.973411,1.0301725
3450,0.832024,0.88203895,1.2105365,0.42958438,2.3032503,1.3111408,0.71650565,0.7005588,0.49948776,8.984116,12.154961,0.89479744,13.919659,0.3519974,0.66807616,0.68863136,0.65648013,1.8080157,0.9579146,1.0967034,0.7438456,0.9953104,7.540676,0.7123162
3451,0.7554674,0.7236177,1.3173075,0.6130559,1.2001146,1.1086812,0.83214545,1.0418417,0.5022166,11.407064,12.723744,0.87651193,13.738221,0.34446982,0.9119717,1.0676633,1.7478931,0.9850611,0.9043249,0.6385426,0.6095635,1.1413332,0.94354564,0.70531887
3452,0.7678126,0.8076546,1.278825,0.5861554,1.073714,1.4607942,0.81066525,1.1653082,0.5099686,9.611181,12.633448,0.9440497,13.508929,0.40150908,1.0093287,1.0505595,2.1755013,0.8797266,0.77777636,0.8416994,0.5690905,0.93242174,1.1801928,0.61648315
3453,0.8035639,0.804802,1.2320769,0.595286,1.2702205,1.3303189,0.80798024,0.915286,0.5377158,10.926866,4.305493,0.9356557,13.841118,0.3801359,0.9158936,1.0372233,1.8710299,1.0043116,0.8161214,0.787789,0.5467516,1.0412374,1.0936719,0.62933844
3454,0.8205315,0.7831385,1.2904816,0.47780436,1.7385092,1.2619083,0.812276,0.7818319,0.49798065,10.107206,3.932378,0.9444848,19.722506,0.40646663,0.9882286,0.8700258,2.1658728,2.2707734,0.8272525,0.8344147,0.6186728,1.3442098,1.0552404,0.57791793
3455,0.79709923,0.7466595,1.2798605,0.48807383,1.4891198,1.5428207,0.77186716,0.7802617,0.52781355,11.423086,4.141976,0.8647742,14.426822,0.32690066,0.5995048,0.99988645,0.686247,1.758738,0.8730556,1.158522,0.722685,2.1676636,1.3471644,0.74073666
3456,0.7862101,0.8343116,1.2839284,0.4339921,2.1022568,1.51197,0.7292436,0.6941401,0.51060414,9.544367,5.444226,0.87645864,13.509718,0.3217189,0.5001649,0.8158147,0.428305,1.4348199,0.8133034,1.398637,0.7451073,1.5823537,3.007083,0.75038666
3457,0.8610989,0.9674378,1.094317,0.5129001,2.0830173,1.5910387,0.70813596,0.72434366,0.51076806,9.499176,4.5715566,0.9331275,17.988335,0.35568595,0.46055147,0.77869445,0.35405904,1.3725196,0.9442368,1.4997485,1.0953012,1.4963677,4.6582603,0.8244163
3458,0.8767859,0.9724448,1.071665,0.53407395,2.0516577,1.6528869,0.70178056,0.7326665,0.5101804,9.264786,5.057072,0.9297075,18.506256,0.37680006,0.47985435,0.75974303,0.39057124,1.4692702,0.90383476,1.4514722,1.0478526,1.3018516,5.473855,0.78661865
3459,0.8670198,1.0501521,0.93594396,0.5154904,2.2532415,1.5087253,0.7680049,0.73529935,0.5037184,10.9731045,10.571281,0.88894284,14.191911,0.33361584,0.48564526,0.86258495,0.43223298,1.7386044,0.9722656,0.8132004,1.2694144,1.5899885,4.09123,0.8844188
3460,0.90242285,0.90254366,0.9927209,0.5838904,1.737061,1.3839288,0.7888796,0.7986239,0.5512032,8.954694,11.033755,0.95418084,13.8302965,0.38462234,0.5319899,0.85576314,0.5511727,1.5850714,0.9087328,0.71601576,1.5403076,1.4485086,3.5403712,0.8998757
3461,0.8541431,0.85748374,1.1322182,0.67969024,1.5001876,1.3800397,0.7353105,0.83370197,0.59242535,8.395109,1.4904615,1.0208577,16.220917,0.63574725,0.6246944,0.82210815,0.67126745,1.6379634,0.92090976,0.85903454,1.458583,1.1444064,3.5716555,0.82099545
3462,0.8135689,0.957646,1.0958755,0.7629228,1.2753556,1.4526861,0.7523303,0.76354635,0.6108985,7.6173124,0.9072714,1.137945,26.732914,0.77320796,0.62043816,0.90017897,0.6075473,1.5915537,1.0089331,0.8440443,1.9517261,1.2803077,3.9482343,0.83986115
3463,0.9056108,0.8518547,1.0896449,0.8311268,1.5608277,1.21158,0.78552675,0.77420497,0.604679,7.860592,0.92737067,1.1238594,26.737322,0.6444749,0.625963,0.8968985,0.5840945,1.848779,1.0506206,0.8057244,2.6531901,1.4133898,4.064654,0.890112
3464,0.95797133,0.76850796,1.0742283,0.8878146,1.6284084,1.181083,0.7589561,0.83212423,0.5602367,7.8452854,1.530096,0.9914264,15.571572,0.57269657,0.6474713,0.8113615,0.6460792,1.4909812,0.9978975,0.9423224,1.6359122,1.1168725,4.7031507,0.8119691
3465,0.9024383,1.0354707,0.9727833,0.6463262,1.1601042,1.7382019,0.73060626,0.61665857,0.7751965,5.964703,2.0465798,1.0686564,24.339638,0.42975935,0.61057985,0.68877906,0.45020732,1.2645379,1.0442262,1.0706887,1.8534122,1.0480669,6.556451,0.8052085
3466,0.79506695,1.1894269,0.9219401,0.6921976,1.3853941,1.55322,0.7596425,0.65990245,0.66479826,5.72462,0.86817026,1.424469,69.01526,0.8149042,0.59417576,0.7886248,0.41735575,1.1915767,1.374518,1.5783871,2.2706485,1.1020085,8.56898,0.9730627
3467,0.82227427,1.606004,0.9189862,0.623057,1.7645323,1.1752377,0.5737103,0.5255802,0.59979606,4.9185934,0.83347356,1.2946124,41.44597,0.5927671,0.57972175,0.9063468,0.323681,1.0591667,2.3260517,3.6338098,3.8161452,1.374876,14.768532,1.3173931
3468,0.7814255,1.3436099,1.0397627,0.60809517,1.8400023,1.3199949,0.6426941,0.5742662,0.5888343,6.624437,0.7374323,1.2024314,44.58507,0.48599896,0.6968051,0.63924295,0.65093166,1.3594439,0.82624215,1.1872663,0.89677334,0.79090035,7.9476404,0.6643363
3469,0.9245752,0.6000869,0.8244322,1.0998478,1.4148093,0.9833102,0.80449075,0.90638435,0.7131088,6.4939337,0.8941019,1.1282091,22.161968,1.0616199,0.7375873,0.83155274,0.8955155,2.705118,0.977205,0.9403668,0.56196576,1.0214641,6.72653,0.64769876
3470,0.93293345,0.5736886,0.83576393,1.2295036,1.442295,0.87004435,0.84413195,1.0148244,0.66087383,7.3246627,0.9286524,1.2493631,12.643159,3.094728,0.68449163,0.762403,0.6174072,2.4546685,1.03507,1.1538255,0.573198,1.1183606,8.408767,0.6432614
3471,0.8384143,0.6715486,0.8388191,1.4408245,2.181007,0.925451,0.8739768,0.8357712,0.6504383,7.4252505,1.679872,1.0825381,9.510763,2.8353357,0.76595587,0.81978583,0.91935843,1.3720125,0.78454113,1.7110097,0.45803,0.7574912,9.346024,0.5766609
3472,0.8889092,0.7271394,0.7608118,1.3729215,1.6289039,0.8845546,0.77784526,0.69827783,0.9650619,4.1918693,1.4121032,1.616229,8.151253,7.408948,0.69206023,0.7478322,0.6070501,1.0248421,0.8207754,2.5083773,0.6428461,0.7174005,9.646559,0.6929104
3473,0.8916067,0.6023499,0.7972218,1.972148,1.077083,1.0683547,0.87996453,0.84093595,0.8588085,6.284622,0.7496798,1.7605138,12.433418,9.88029,0.80533874,0.88101965,0.81094855,0.7824796,0.7284286,2.2433984,0.54439825,0.65158165,5.792677,0.6547425
3474,0.8567232,0.5375935,0.6201414,3.4729004,0.9607135,0.7111738,1.0492723,0.9704421,0.9985838,5.5793676,2.2529027,2.2718883,6.064198,7.2595587,1.1487784,0.89568204,1.8774948,0.7395382,0.6348498,2.5853338,0.42129287,0.44490707,6.8360567,0.5729745
3475,0.72538275,0.6317968,0.6431926,2.129753,0.7394613,0.68495536,1.1415544,1.2857713,1.0658892,5.344901,2.5598638,2.6455913,5.40147,7.3226876,1.4660469,0.94567466,2.3657625,0.48266658,0.63186884,3.1014853,0.5189139,0.3868314,4.9092793,0.5402459
3476,0.7596128,0.56614864,0.6131779,3.3931906,0.48447144,0.66118395,1.2585157,1.5530069,1.774052,3.6323152,0.64180386,11.194831,4.9821005,4.2184114,1.5883137,1.0180489,3.4771333,0.42765832,0.5332115,3.4667041,0.4537922,0.39923954,4.1218386,0.4682039
3477,0.9452508,0.52260953,0.5591358,1.348939,0.5625923,0.5529614,1.1451366,2.1893406,2.8934357,3.4566274,0.962637,14.438526,4.5589113,3.444677,1.5062808,0.9570104,3.419027,0.5934305,0.5925851,2.2177413,0.47845316,0.47565663,2.985802,0.49765405
3478,0.8212859,0.527946,0.47547132,2.107792,0.5107924,0.49246848,1.5887089,2.4693527,8.43414,1.1291513,0.6336435,7.2237024,3.6287231,1.64835,1.723247,1.0497582,3.972889,0.48028028,0.5794714,2.6899192,0.4532408,0.42341122,2.4751463,0.49961445
3479,1.2908716,0.55838954,0.45184523,1.7032877,0.6090438,0.4804508,1.3423108,5.041632,17.068567,0.79738176,0.92831737,3.1843224,2.9431126,1.4719353,1.3255743,0.79944444,3.382644,0.63162804,0.4943469,1.2150973,0.4602517,0.45848054,2.6442418,0.5004619
3480,1.7447658,0.5405797,0.46130902,1.7012331,0.60822666,0.41163272,1.8026505,9.247388,27.432024,0.64736605,1.0015279,2.9547377,2.8715973,1.4078214,1.4488962,0.7239652,3.3201172,0.7158227,0.479756,1.3183712,0.4891314,0.4293265,3.662434,0.51455176
3481,1.6590846,0.85931593,0.47292423,12.311437,0.49555668,0.40781814,1.0814621,55.45683,1.1658922,0.32659978,0.4627029,19.855417,2.5335407,1.4227779,1.0845016,1.435277,11.432365,2.3271282,1.6720407,0.63392156,1.81503,4.628182,0.57704735,2.7845924
3482,2.7378006,0.6109593,0.41932642,9.701325,0.4458217,0.33703634,1.2081454,24.02054,1.6826992,0.2768377,0.51767683,25.38172,2.7514064,1.7015415,0.67548954,1.0334857,6.7713895,15.954639,1.1234156,0.41443545,2.5867732,20.558155,0.4424949,2.1020422
3483,2.5077367,0.41917077,0.39772242,5.077059,0.97566307,0.69698054,0.9459796,1.6790841,2.9785702,0.4637308,2.3843534,12.954407,2.942913,1.7945484,0.5851487,0.75470734,3.7204733,9.94502,0.64796793,0.5389046,1.4458698,2.4856796,0.66519374,0.9669678
3484,1.5913504,0.37805223,0.3719225,4.4376025,1.0633314,0.78678936,0.8807862,1.8363016,3.4217722,0.44214225,2.584317,16.923357,3.042082,1.6135087,0.6102935,0.7991803,3.6322954,9.538122,0.6985639,0.5425457,1.5358865,2.2712045,0.6513336,1.02686
3485,2.4146156,0.4050299,0.4438578,4.1456766,0.6941327,0.93464905,1.2296171,5.431038,2.7814527,0.38248885,0.85881704,16.911337,3.446554,1.3339627,0.68933314,0.878161,4.343803,6.9943943,0.851474,0.6450602,1.3030758,1.5197239,0.7339551,0.9348063
3486,1.3715262,0.5214028,0.5354625,9.567577,0.8175293,1.6999085,0.8988154,1.9944079,1.543046,0.75808835,0.4554872,8.981092,4.731883,1.920369,0.5698172,0.67951906,2.724733,4.842914,0.5993229,0.7278852,0.96131057,1.132419,1.0630312,0.68917525
3487,1.5457795,0.727292,0.738971,12.078261,1.3155394,5.2411423,0.8845601,1.0512077,0.8376899,0.86555934,1.3767262,2.2251248,5.7746882,5.9702096,0.4453423,0.5691147,1.0268923,2.906658,0.5020197,0.7717536,0.6893846,1.104553,1.2675138,0.5783103
3488,1.2341746,0.7319029,0.8553635,7.399375,1.1095126,7.547436,0.7167027,0.8477591,0.7560471,0.94038534,1.2365271,1.3248895,8.945971,3.8281143,0.4401481,0.5027619,0.6318444,3.4045732,0.5334462,0.9931782,0.6624599,1.0777923,1.7932564,0.5320157
3489,1.1249924,0.9712903,1.151196,2.1262865,0.9874296,9.535833,0.92017305,1.1416032,0.6712911,0.98109055,0.96076715,1.097005,22.960167,0.48818684,0.5680029,0.98012805,2.5534735,1.1810025,0.59240794,0.76041305,0.5046709,1.0022379,0.7321535,0.7610499
3490,1.1067142,1.0023088,1.2945507,1.2942681,0.7456099,9.719215,1.0460399,1.3850423,0.59592867,0.955156,1.1236402,0.9874849,19.086649,0.44695625,0.65326315,0.9630484,2.9376345,1.2267072,0.6779273,0.719481,0.61801827,1.1642315,0.63053143,0.800328
3491,0.86114585,0.7557466,1.4035575,0.75065327,0.67141795,8.2967,0.9457969,1.7287822,0.50749844,1.1094956,2.7989826,0.89403045,15.88823,0.33722624,0.774754,0.7841897,3.6747684,1.9683143,0.7311488,0.79234654,0.7086594,1.0718664,0.7679597,0.7183945
3492,0.78456223,0.5871889,1.2228653,0.8346541,0.68238974,6.6253805,0.83323884,1.4752964,0.62034917,1.9806591,2.9763005,1.0141524,19.167255,0.4202566,0.7609502,0.7060736,3.0128787,1.3788766,0.5780892,1.5448575,0.54488736,0.7094289,1.205774,0.5887767
3493,0.8880043,0.66732204,1.1140461,1.0314207,0.7164785,7.1573725,0.88075614,1.7147487,0.60266984,1.364278,1.5040231,1.1190708,25.130562,0.5275609,0.7494926,0.71675533,2.9588258,2.2141469,0.617281,1.0113003,0.61722183,0.87201834,1.0731785,0.6556467
3494,0.78922856,1.059062,1.4233812,0.6734973,1.2353647,9.937365,0.96946216,0.8758497,0.56074184,1.108029,1.1147043,1.1519392,14.539341,0.6253453,0.53346723,0.7376784,1.2199459,1.3081487,0.59868497,0.97634447,0.6783529,0.85363984,0.95569557,0.7070246
3495,0.9276755,1.4357297,1.2264563,0.734094,1.6557732,12.087334,0.72468066,0.7935959,0.5517591,0.8029562,2.9796274,1.0926373,13.5091715,0.53611594,0.39832562,0.8265166,0.34244892,1.9840732,1.0185593,0.7819096,0.64033973,1.8037965,0.9074261,1.0002126
3496,0.84193814,1.5060556,1.0878596,0.6673414,2.0401149,10.82181,0.84933275,0.7262602,0.53052,0.8772593,2.066646,1.018745,18.14833,0.42034635,0.47320718,0.76674515,0.3405151,1.403626,1.1053958,0.4762625,1.35747,2.0148823,0.539747,1.4351127
3497,0.7823292,1.8831978,1.5612657,0.5126886,1.4114404,6.8910637,0.82862246,0.6975614,0.55911994,0.86116993,0.7730284,1.3521326,37.910984,0.5531385,0.43667588,0.63768286,0.559839,2.0726128,1.0234458,0.41064152,2.2532094,1.7995512,0.48209706,1.0997152
3498,0.79772174,9.839806,1.4383559,0.8059124,0.8276316,2.6050973,0.7768501,1.0230122,0.61497796,0.8216276,1.2695715,1.3291723,49.276413,0.6666778,0.7132628,1.2313936,5.7922153,0.9432356,1.1330539,0.5967715,17.361391,1.4420279,0.5011566,0.7835354
3499,0.93375444,17.201307,1.3138157,1.0523946,0.68444496,2.1297736,0.8697953,1.1679325,0.5894886,0.64043385,3.0079017,1.539408,65.200325,0.64785266,0.7050364,1.384298,6.48686,0.821501,1.2049544,0.65455896,13.317013,1.4272772,0.5500064,0.7456828
3500,0.95664567,81.69403,1.1989827,0.56767887,0.80262697,1.0763036,1.0331359,0.8665601,0.7254679,0.7989223,0.69669086,1.3653958,13.911303,0.5892247,0.83388245,0.9203589,1.0679196,1.0285214,1.3881872,0.7891899,1.6072752,1.6921788,0.718548,0.52238345
3501,1.0669155,217.63287,1.2413669,0.7405193,0.8266894,0.7197466,1.3581225,1.045022,0.8667072,0.79375386,0.85586023,1.3309693,7.4205027,0.59570926,0.74017924,1.1535133,1.0702016,0.886309,1.4304955,0.72181934,1.3742064,1.2798698,0.7311387,0.6122568
3502,1.0387628,194.53166,1.2344413,0.7016523,0.83654106,0.78339064,1.1919641,1.031251,0.8435495,0.8662987,0.75373894,1.2842474,7.4151607,0.6033557,0.9965306,1.0710819,0.83890903,0.95557123,1.3489232,0.8343205,1.1871551,1.4540714,0.676073,1.326175
3503,1.0260086,186.90488,1.2397714,0.72895825,0.8117126,0.73245144,1.212388,1.0452547,0.8572328,0.82812726,0.7548829,1.2709014,7.741073,0.5975955,0.6633525,1.5012318,0.795268,0.74827385,1.1665499,0.8634451,0.94062304,0.86492705,0.78342694,7.9846187
3504,0.9720311,126.34722,1.3180864,0.62627316,0.8357806,0.80662906,1.0815578,0.9872518,0.7894001,0.88621897,0.71369547,1.2426368,19.453735,0.57381934,0.84661174,1.2105787,0.77022606,0.90305215,1.077014,0.8706514,0.8570573,0.87283826,0.8053804,15.435883
3505,0.921406,53.87731,1.6043572,0.6243168,0.70755637,0.86559916,0.96777964,0.95501226,0.70342016,0.80189437,0.7438285,1.4640718,45.697334,0.77096826,0.91327864,1.5598512,0.57493186,0.7863513,1.4675401,0.6601298,0.73781294,0.8794665,0.6027598,36.43804
3506,0.6779172,9.90051,2.1193354,0.43239477,0.6034993,1.5550716,0.79007876,0.8273894,0.5267887,0.6757808,0.8501404,1.0005702,25.873837,0.4720909,1.0755206,1.685603,0.82188606,0.86421657,1.3325019,0.8611961,0.85061264,0.9193264,0.78913707,275.42917
3507,0.6950486,7.0923853,2.1341438,0.45967066,0.58979917,1.7415717,0.7462057,0.7861729,0.5476832,0.679628,0.72212166,1.0908659,24.221508,0.48442358,0.8631556,1.1532004,0.47536358,0.85235167,2.3122792,0.7772492,2.2104435,1.5068655,0.48489136,50.643246
3508,0.7687572,9.016952,2.4619586,0.49744868,0.739239,1.532983,0.76617146,0.7718954,0.6141003,0.75676405,0.6924649,1.1142373,23.635014,0.57988095,0.85553366,1.0588902,0.63382614,0.27746925,0.98938125,0.63943946,16.790586,0.74054486,0.36163595,5.856245
3509,0.70597696,5.8100767,2.4494922,0.50897825,0.78160274,2.5211997,0.6144446,0.6649745,0.5768342,0.9598679,0.76039594,1.2033463,29.142315,0.5932127,1.3779157,1.0245656,1.3466147,0.55517066,0.7272954,0.75655496,17.23433,0.68907624,0.6178736,1.0230627
3510,0.7826892,2.3818645,2.5158236,0.5108493,1.0385804,1.967844,0.6750072,0.8475758,0.60526645,1.042594,1.1294619,1.1315736,27.206896,0.49632433,1.3468238,0.94398665,1.3900486,0.6828686,1.0131924,0.656181,17.182438,0.796192,0.5502238,1.1175714
3511,0.6756724,1.2534835,2.17749,0.5222006,0.77679753,4.7317963,0.5990133,0.75907195,0.57529795,1.3031728,0.7859288,1.1479754,26.58918,0.52357745,0.75257224,0.7157327,0.7652052,0.75082743,1.043436,1.4119115,11.21505,0.86286575,0.95332384,0.86477506
3512,0.7316284,1.1027186,1.6649038,0.50946623,1.2840146,6.0395255,0.5590017,0.6746588,0.56633836,1.3144474,0.8819358,1.1579784,25.10772,0.48144913,0.62617165,0.49948856,1.3744653,2.4596293,0.66821164,1.355038,5.753081,0.6811562,1.4212008,0.71676236
3513,0.6547219,0.8195063,1.5766597,0.5145515,1.4249098,5.2330923,0.5872268,0.7131753,0.6064123,1.4110005,0.821224,1.1398201,21.01377,0.48613113,0.5550124,0.46424624,0.8405841,2.7938185,0.6410635,1.3933591,2.7849708,0.7656603,2.7058032,0.62317944
3514,0.7458848,0.7262585,1.7931148,0.4913121,1.1716735,2.6123548,0.6462032,0.74486554,0.6883131,2.8468053,2.313849,1.3230454,40.03473,0.5404832,0.58994675,0.47962973,0.715927,4.882819,0.72949207,1.1620239,1.8509037,0.91914475,7.3697505,0.6479059
3515,0.69304013,0.72739565,1.332872,0.611935,1.5109228,1.649023,0.6117321,0.68888414,0.81035197,3.4796362,1.0676196,1.2944077,42.77301,0.66412103,0.5911031,0.5739565,0.5462584,1.8663363,0.8985694,1.373536,1.9148824,0.9142567,7.6506844,0.7890495
3516,0.7068015,0.73670316,0.9568037,0.71157074,1.9832821,1.5901252,0.6719674,0.67908823,0.70572174,5.373004,1.052018,1.2405963,39.13087,0.63418055,0.72392493,0.6649357,1.0003338,1.9145062,0.8491992,0.8849665,0.76029545,0.9301802,6.5221896,0.6634793
3517,0.7048232,0.830392,1.1674538,0.5416387,1.6951894,1.9759734,0.65051264,0.7214985,0.58968544,7.1097584,1.2102972,0.95750153,20.68277,0.43177167,0.8452434,0.8379406,1.9658885,1.6857822,0.8066392,0.86062324,0.74633044,0.79357034,5.156212,0.76329213
3518,0.74515676,0.89420164,1.1922405,0.5415897,1.5652678,1.3683953,0.6217072,0.7719985,0.48999843,9.371745,6.845585,0.8780707,18.208473,0.32127944,0.8733575,0.8616539,1.6400923,1.2105235,0.7594595,1.1957567,0.6517735,0.6646747,5.163716,0.74150056
3519,0.80945724,0.8207207,1.1670328,0.41150737,2.4764605,1.4103007,0.71802276,0.6663726,0.5171003,8.743239,7.566828,0.8553928,15.614211,0.33307168,0.73023677,0.63991004,0.70092493,1.6874255,0.93150234,1.1219943,0.6832907,0.98589796,6.685537,0.68534935
3520,0.8850652,0.70824236,0.8540654,0.6906407,3.0754104,1.0805244,0.65504813,0.5808351,0.7176473,5.369967,11.719459,1.027257,10.5121565,0.90629494,0.5251074,0.7421399,0.2328082,3.513456,2.2146125,1.6645789,1.0826399,3.1814966,12.729164,1.1353747
3521,0.7838985,1.3314576,0.8742138,0.59747696,2.6759784,1.2564871,0.61062247,0.52948606,0.5901425,5.613661,10.343099,1.0076971,13.643763,0.7616077,0.60285616,0.88471144,0.28513652,1.2434127,2.9539795,3.5526507,4.9737887,2.0110786,15.185029,1.612474
3522,0.7601597,0.6939472,1.1958997,0.6130538,1.1650548,1.4168717,0.8352716,1.0983208,0.5277929,9.048779,11.712344,0.9098111,16.324564,0.37281463,0.86775964,0.8428671,1.3208822,1.4539493,0.94124717,0.83084846,0.6219266,0.9748774,3.3678067,0.7216857
3523,0.847888,0.83277327,1.3487432,0.5970508,0.88053095,1.2138131,0.9399084,1.4012724,0.5150164,9.789774,6.381474,0.94185895,12.810831,0.43567514,1.0300299,1.0537271,2.2713437,0.9420487,0.81651163,0.91347915,0.57248574,1.0527713,1.0410451,0.56808865
3524,0.78794366,0.79721415,1.2562269,0.58753055,1.0818375,1.3917294,0.7531421,1.0369434,0.51274145,10.083515,10.008014,0.9023244,13.925072,0.3692675,0.8396309,1.0158467,1.7625257,1.4840289,0.86420304,0.7784807,0.58092904,1.4646873,1.0025033,0.5823185
3525,0.8307851,0.83011436,1.1836686,0.5970637,1.2679667,1.5298085,0.760713,0.86567724,0.5351777,9.851021,2.8492315,0.86910665,14.716337,0.31555465,0.91671675,0.7608169,1.7030323,2.4565864,0.7781857,1.0933863,0.5809094,1.2045716,2.0451474,0.5742941
3526,0.8218631,0.75418997,1.1424919,0.57080996,1.6869378,1.6482531,0.7227993,0.77208006,0.5524452,10.338951,3.2702878,0.94042444,20.885899,0.37287706,0.59219027,0.91643703,0.7663798,2.9928658,0.94786704,0.91342634,0.76062715,2.4995253,1.7284116,0.7792629
3527,0.79412514,0.9007071,1.2010455,0.42439938,2.8661015,1.3034835,0.74231267,0.62296724,0.53498167,9.278248,12.208395,0.88353205,15.416243,0.29835203,0.47360733,0.9367139,0.4989962,2.4255934,0.915946,0.7728724,1.0158466,1.8502884,4.4825506,0.8837467
3528,0.889492,1.0392032,0.8824309,0.49317366,1.933819,1.7325177,0.72918653,0.7490132,0.5334184,11.32597,11.9071865,0.987097,15.190969,0.3596427,0.43970382,0.8435785,0.3902007,1.7838151,0.9119361,0.75809914,1.254807,1.9362687,3.738716,0.91360825
3529,0.82731956,1.1177647,0.8853112,0.4871946,2.5801287,1.631709,0.73276293,0.6931064,0.534811,10.874442,6.822911,0.9488909,14.041685,0.36441648,0.458065,0.8267355,0.36365137,1.5838392,0.92073846,0.94506335,1.099824,1.7575488,4.228923,0.85827494
3530,0.8317373,1.0116892,1.1860697,0.45212835,1.805583,1.9333041,0.7515675,0.7535708,0.48030362,8.458837,9.299658,0.8825977,13.940281,0.3718635,0.50208795,0.8127175,0.37280545,1.431492,1.0933709,1.4153166,1.7933736,1.2427037,6.265117,0.9617571
3531,0.8951495,1.0141468,1.0314381,0.5051935,1.8969882,1.518714,0.74748623,0.74845266,0.50666696,10.284236,6.8079915,0.8591294,14.990091,0.33170372,0.5110988,0.9267717,0.525146,1.616438,0.95572364,0.66771346,1.5746261,1.5229332,3.5457454,0.9304106
3532,0.85822904,0.958647,1.0254503,0.5590644,1.517206,1.5977435,0.76087976,0.83881724,0.51548564,9.187196,7.263821,0.9161477,14.535144,0.36122784,0.56488293,0.90312964,0.56911737,1.647358,0.9784972,0.7312137,2.1326666,1.4737628,3.559289,0.9056307
3533,0.92239946,0.7068312,1.0118107,1.1055281,1.463403,1.1710906,0.786464,0.930526,0.6460403,7.2229013,1.020408,1.1261294,16.248262,1.1310447,0.589801,0.8343991,0.49581507,1.3738238,0.9581781,1.0645406,1.972002,1.276102,4.382878,0.8467314
3534,0.9179164,0.6778059,1.0042887,1.3528469,1.6862135,1.1255796,0.75742173,0.8308839,0.6449659,6.609726,1.4770727,0.9960295,14.264661,0.9052916,0.64226,0.77169055,0.5963576,1.7059647,0.9662311,1.0165966,1.4776354,1.0722278,5.161701,0.8000842
3535,0.9087197,0.5650623,0.91218144,1.0292915,1.4450953,0.9299713,0.85170937,1.0379417,0.6446623,7.5286007,1.1452347,1.0420232,18.670027,0.98475575,0.79033405,0.8460817,1.1640102,2.5721898,1.0435011,0.67835987,0.8215145,0.94898224,3.5392911,0.7027174
3536,0.9259635,0.60876024,0.931121,1.0773058,1.3454573,0.9932543,0.83382523,1.0101119,0.60946435,7.668851,1.1987176,1.1009748,19.104599,0.8978261,0.82582295,0.80106443,1.4954547,3.2112117,0.91897535,0.7480075,0.6659916,0.9128501,4.4206843,0.6601058
3537,0.91023445,1.052584,1.1238755,0.8555002,1.4534093,1.2181973,0.79478985,0.76933175,0.56100893,6.547272,2.9638553,0.98608637,16.216112,0.38975126,0.6772008,0.67075497,0.49961144,1.3986921,1.1597894,1.1559783,1.5120397,0.93368787,6.7740583,0.8246661
3538,0.8900597,0.98393834,0.8175385,1.0660465,1.6172174,1.1342093,0.7399199,0.5297235,0.6563213,6.7777424,0.72362244,1.3548025,24.633797,1.4767957,0.62341934,0.65373737,0.5116684,1.5502735,1.0584296,1.3279755,1.5558323,0.89581865,7.0634522,0.85820436
3539,0.9417515,0.84486496,0.87994087,1.4591668,1.5829456,0.9172635,0.76342416,0.8050926,0.7252165,4.19256,0.72373235,1.2705243,13.159538,3.0718865,0.7241677,0.6475382,0.7578099,1.4668741,0.79904854,1.1926252,0.5741622,0.80955994,7.252725,0.62504
3540,0.8707427,0.7453311,0.7040963,1.8343375,1.4688699,0.93955874,0.7135735,0.75171113,0.8701083,5.015973,0.64876366,1.394078,10.909555,5.403834,0.75417995,0.7982901,0.8057062,3.2639737,1.0115566,0.887655,0.68435925,1.013986,6.6219707,0.7248672
