,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Metabolin private topic 2,Metabolin private topic 3,Metabolin private topic 4,Metabolin private topic 6,Metabolin private topic 9,Metabolin private topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
2558,0.6880818,1.417552,1.0233017,0.8497796,1.9928554,0.62758917,1.5316716,0.55263263,0.7102139,1.5892732,3.654162,5.042438,0.6153648,0.7666214,1.8677689,0.91289574,0.9354533,0.8453789,2.535071,1.4109035,0.73906523,0.8386121,2.6959436,210.7434,1.9912392
2559,0.86119056,1.7395868,0.9051927,0.76100624,1.946229,0.48854542,2.0345438,0.5064719,0.81279874,1.9255033,4.973135,12.891743,0.9473069,0.67043287,1.5009556,3.9310749,0.80940837,0.8456671,2.768978,1.4978039,0.7121746,0.798969,2.6905372,301.13126,2.252888
2560,0.71224,2.5140922,0.9333238,0.6989651,1.8597294,0.5920063,2.000558,0.610477,0.9446589,1.9240398,2.4363503,9.597295,0.6300369,0.9473713,2.7405076,0.87531936,0.664561,0.84323955,2.802899,1.6969533,0.6787656,0.74950445,2.6891909,309.35956,2.5349305
2561,0.65713304,3.279492,0.89252496,0.5259106,1.8852026,0.63261724,2.152895,0.90673935,1.2188486,1.5902748,1.9805341,11.569374,0.6621787,1.1280743,2.0204406,0.5250581,0.6523689,0.7695609,2.244669,1.6238737,0.6045318,0.65870947,2.0519605,100.399155,2.9142048
2563,0.34108695,7.6603622,1.0176036,0.50750124,0.89741564,1.6682702,1.1643431,3.4047394,0.897417,0.8921083,2.154571,1.3254164,0.69273347,1.1702993,5.1600227,0.6240591,13.208457,3.9692154,0.7247831,0.9205562,0.8188655,0.5306825,1.1560744,1.663312,1.0542704
2564,0.39328718,12.982254,0.6751066,0.4585755,0.63618016,1.7676297,2.0224972,1.168398,0.9726994,1.9012544,2.2576942,1.4027944,0.7493569,1.2205034,2.8622067,0.48743808,0.90269506,0.6298252,1.354328,1.8280067,0.594852,0.7114482,2.37019,69.06383,1.3438951
2565,0.42060906,34.882214,0.6110682,0.56791216,0.76635945,1.8867252,2.2827458,0.6406127,1.0899966,1.1436304,2.472219,1.2388271,0.905066,1.314267,1.8909124,0.526439,0.74885243,0.57218635,1.2678326,1.9703618,0.5716242,0.61750615,1.4297665,23.347637,1.4457426
2566,0.49893138,10.708699,0.7783175,0.7534871,1.9524543,6.832247,0.9912351,0.83076733,0.7285862,0.83919024,2.312693,1.8692708,0.7075345,0.91830844,3.3747663,0.51685387,11.413962,2.0695932,0.9006692,1.1319078,0.644126,0.4672118,1.1165273,2.1701899,1.0305839
2567,0.5652509,12.1499815,1.1145239,0.62729454,1.0204115,7.37778,1.0277847,0.75428927,0.83414155,0.9367895,2.5392966,1.6139601,0.7184121,0.99913067,2.682485,0.48081747,10.027182,1.3439616,0.9539757,1.1363302,0.5825689,0.5764696,0.9669099,2.446098,1.0833807
2568,0.670053,4.7563286,0.9462364,0.6586927,3.587217,3.7695787,0.7613489,1.3336179,0.69990474,0.8343656,2.7573652,1.6781157,1.2449775,1.4432286,1.2221143,0.4877433,13.041477,5.8547764,0.5932761,0.86202925,0.7665059,0.4830324,1.1205468,0.83595437,1.0718082
2569,0.53636336,6.9382257,0.82716286,0.6009954,4.2688546,4.9904346,0.91110957,0.8755317,0.70255774,0.8711491,2.699097,1.6264774,0.99106634,1.2255287,1.4669243,0.39970753,10.70853,5.003132,0.683098,0.8621422,0.7961468,0.4901227,1.1359861,1.0004201,1.0697383
2570,0.51129186,7.6102924,0.89039713,0.59325385,1.9719739,4.4984417,0.8789077,1.2426356,0.70566374,1.0408173,2.805031,1.5079279,0.45914832,0.9177971,2.8691058,0.61471796,4.9872413,1.1902912,1.2190187,1.0883158,0.629388,0.45649362,1.4363903,1.7893888,1.229356
2571,0.7396912,3.4651728,0.8255402,0.65278554,3.4838624,2.6409647,0.80064535,1.6886883,0.7485466,0.88805866,2.7212589,1.6219773,0.54753864,0.91836137,2.0090418,0.49020332,11.334398,3.0519226,0.8846549,0.8753704,0.74071425,0.58334196,1.2095433,0.89244956,1.042387
2572,0.6426142,1.5223515,1.0087429,0.71195155,6.152128,2.6325068,0.7218357,2.1634164,0.6495461,0.83480227,3.119605,2.606111,0.491139,0.85784256,4.3562236,0.6271966,4.851034,3.104462,0.7168011,0.80984086,0.74009824,0.5353668,0.84914595,0.8192832,0.89402324
2573,0.7226733,4.916804,0.6340244,0.9527437,5.2599297,2.2762437,0.7057388,0.83312654,0.7084452,0.8679327,3.0674677,3.237358,0.64414185,0.88891923,5.8954067,0.74336976,3.5785544,4.557592,0.7792158,0.7826261,1.1353375,0.57949734,1.2810208,0.7046036,1.1268661
2574,1.0809097,1.5886581,0.93563426,1.1652441,6.217601,2.3532147,0.71883225,0.9106928,0.693915,0.91255766,4.576474,2.5341601,1.1093236,0.70743215,10.442922,2.2592373,2.626001,3.9654722,0.58975685,0.7782597,0.6796225,0.5925058,0.7893148,0.57154596,0.8810788
2575,0.72758406,2.4863665,0.9355345,1.383376,5.9432335,1.4943408,0.83664346,0.6681013,0.6793773,0.73602736,3.6278322,1.8931258,1.0994965,0.66976106,3.8899555,1.2398952,3.8945518,3.6931653,0.7205335,0.9222892,0.9355613,0.6873957,0.691207,0.95917314,0.8453032
2576,1.7715325,0.54989433,1.0561169,2.273661,4.97818,0.9418144,0.59686315,0.58464026,0.69680655,0.63710654,6.749071,14.018118,1.063217,0.59958327,1.058743,1.0784013,3.6262133,3.0878837,0.52298933,0.7645921,1.8349903,1.5580609,0.71928877,0.5125195,0.61500496
2577,2.18357,0.46289825,0.9606352,2.7139053,6.3467684,0.8293396,0.5461031,0.3733139,0.6626787,0.5745274,9.240747,16.201603,1.0108122,0.5433754,0.70944595,1.1242893,2.8108962,1.4400705,0.67186284,0.8636289,0.6297007,1.3115327,0.659236,0.5722086,0.7399073
2578,1.4647266,0.6766348,1.1050472,3.5415192,5.274041,0.69520444,0.6481955,0.32246435,0.6957965,0.5227634,11.495611,5.5104218,1.3752707,0.56098264,0.671105,2.1073418,6.6985245,3.0288568,0.5932747,1.0085796,0.67702943,0.51449674,0.99653834,0.8557986,0.8727731
2579,1.5324874,0.89281374,1.1721512,3.0957577,5.8789845,0.6718284,0.5933058,0.40851256,0.6509565,0.5001046,5.6633463,6.254647,0.97865087,0.62136436,0.9140413,6.821069,6.8299093,2.6973433,0.5672737,0.97431535,0.6476291,0.55281276,0.919512,0.87089795,0.7963656
2580,3.1578379,1.111538,0.83942413,2.5894403,3.4136724,0.59598064,0.7080249,0.31469488,0.7011242,0.6178795,7.420818,5.772681,1.0197595,0.58528155,0.71187973,9.015887,12.904784,1.8206304,0.77597284,1.1350677,0.5549194,0.50921696,1.0627329,1.4585307,0.93867666
2581,6.5617456,1.4516792,0.4807201,1.794343,0.532971,0.46397918,1.4547676,0.31080967,1.0032132,0.58770835,11.462675,8.767107,0.96030134,0.58148694,0.71173733,10.283774,17.38518,0.4005432,1.2062031,6.9752274,0.45288137,0.6538401,0.8745297,14.588846,1.2010881
2582,6.9296055,1.4759648,0.55793625,1.6213815,0.96623206,0.5029928,1.3927182,0.32247955,0.91644,0.555939,8.574395,2.864844,0.8673066,0.5900962,0.6633698,15.772075,19.539553,0.35656878,1.1985372,8.682902,0.43996876,0.6417327,0.831982,16.80666,1.2451872
2583,7.0446343,1.5695921,0.49190927,2.3298295,0.6825191,0.39749047,1.6358458,0.23708224,1.2963791,0.4435989,20.477482,0.99627626,1.0125959,0.57701194,0.56605893,15.128876,23.75842,0.39824322,2.2094872,14.193974,0.5697387,0.6353408,1.1395606,16.900303,1.5936308
2584,5.189558,1.2972558,0.64119285,4.343588,0.906075,0.50204057,0.77331215,0.20218998,0.76772785,0.46476382,36.250626,0.6964644,0.8692418,0.5945976,0.48153073,8.887031,19.191574,1.9864755,1.1591684,1.5662209,0.6170221,0.43870103,2.2526042,2.6228442,1.6853769
2585,8.013014,1.0572197,0.9877615,4.187436,0.8082298,0.7086146,0.58245695,0.255961,0.6515722,0.5294361,62.57368,0.78284115,0.90763676,0.7055894,0.41738018,1.6743585,27.797289,7.6342673,0.8387084,1.5739764,1.204957,0.4644105,1.7783989,2.3405595,1.4567012
2586,7.0589757,0.97419024,0.5688447,4.0004864,0.5869511,0.53874075,0.8401297,0.22570509,0.8774237,0.56582,49.716236,0.7681805,0.79367167,0.6049111,0.36328796,1.7424197,13.617654,0.92590106,0.99544036,2.0956352,0.5570114,0.7015949,1.119483,3.7469265,1.0944376
2587,11.396326,0.77307624,0.6745957,5.465947,0.4254204,0.44814914,0.83658165,0.31787294,1.0019044,0.5882862,42.19582,0.85425436,0.6193735,0.45751125,0.36082497,0.9113098,8.616922,0.41352504,0.8715749,1.9264381,0.6879269,1.5911157,0.6113337,3.8298833,0.87158126
2588,2.059669,0.60306275,0.89175904,10.899683,0.6965214,0.58919287,0.56250256,0.27937216,0.7808595,0.5228078,23.427921,0.73625743,0.68658346,0.4763175,0.34300596,1.1513923,2.516273,0.9026512,0.44776374,0.65243673,0.8001211,0.9922912,0.6321459,0.6096185,0.6093134
2589,1.9016021,0.5748609,1.6777961,9.653318,0.67880744,0.5702888,0.5874023,0.299895,0.74520826,0.5789207,28.834854,0.65659785,0.606351,0.46885642,0.29737613,0.98675287,1.559003,1.3162565,0.42905223,0.66025865,0.80442256,0.79612607,0.6714353,0.545901,0.6262268
2590,2.122171,0.5672494,1.8617728,9.471022,0.6374066,0.5211842,0.5949323,0.2997094,0.7897521,0.5730164,28.257158,0.6057868,0.59048426,0.46944606,0.27948728,1.1323426,1.701945,1.7847304,0.46227595,0.6979517,0.9786997,0.8299912,0.7236846,0.55759263,0.67250186
2591,1.9683421,0.61264575,1.6028918,9.182257,0.6801642,0.55245197,0.6081972,0.2835915,0.7654193,0.5415442,27.26133,0.71108556,0.720758,0.48584038,0.3251757,1.3737493,1.7359186,2.1159472,0.48795304,0.7330575,0.88105905,0.7132839,0.7798791,0.5997234,0.72641534
2592,1.3353426,0.6186892,1.4682069,4.7893004,2.3573914,0.963278,0.54703385,0.39312834,0.65257275,0.5723698,8.973117,3.482387,0.6776341,0.4479609,0.57464445,1.6295205,1.5278991,2.4911628,0.499825,0.7359469,0.93519014,0.69222796,0.8076353,0.6019494,0.7647022
2593,1.1650271,0.54400945,1.5922406,2.8222451,4.874705,0.8010293,0.5016396,0.90486985,0.60468805,0.57310075,8.593533,3.5800757,0.6782002,0.58004516,3.045459,5.690124,1.751964,1.6520365,0.4823519,0.70158875,0.97314155,0.9376799,0.7156657,0.56366163,0.6712073
2594,1.0299169,0.5913719,1.1506596,2.3762093,2.271615,1.5403988,0.52771735,1.7818754,0.599833,0.6061013,7.5955195,2.2476263,0.6288681,0.6567169,6.0375404,4.668481,1.9127691,1.7651519,0.45026827,0.680963,2.700498,1.1986594,0.722661,0.51240253,0.70410675
2595,0.84362113,0.79577386,0.8987386,2.1368616,1.9412239,2.772636,0.80292124,1.076218,0.68742144,0.8138238,4.2055225,1.3735874,0.7152382,0.80345577,8.59162,1.2112665,4.0373464,2.3321004,0.6206506,0.7623455,2.2748322,0.94827634,0.7783912,0.6294646,0.8691958
2596,1.0845655,0.54374933,1.0646465,2.4718995,2.08511,2.2728739,0.613466,1.4594873,0.72081816,0.6137191,4.027608,1.0728335,0.87558514,0.7860337,6.493873,0.97505933,3.243961,1.8386568,0.47579786,0.7305658,2.5525618,1.0408406,0.6561367,0.61263883,0.7285366
2597,0.7654021,0.83338565,0.64910126,1.9996929,1.0919324,4.4512815,0.7642217,1.9934479,0.7556193,0.933695,3.982472,1.0609435,0.7671265,0.80107343,6.7248645,0.97395337,1.6208818,0.9279977,0.6100177,1.1243268,5.378237,2.4147375,0.6685259,0.87939566,0.985427
2598,1.2028867,0.899076,0.5848366,1.3594043,0.76213676,6.1833377,0.98821187,1.8302277,0.89473855,1.0681211,3.4041553,0.803653,1.1335943,0.98669714,3.0672383,0.99245554,0.79826885,0.5427422,1.0062231,1.5594045,1.4218589,2.5547678,0.87393034,1.0084902,1.5313513
2599,1.1290481,0.91882664,0.9907714,0.9544344,0.7789241,9.220496,1.0268693,2.3385422,0.87233937,0.9676143,3.1739979,0.96843743,1.05326,1.0333983,1.583736,1.0180725,0.9985096,0.6935225,0.801076,1.26372,2.0780375,2.6579804,0.79494715,0.89340293,1.1238893
2600,1.2538953,0.8151831,0.788515,1.009742,0.8818445,4.2063804,0.9202292,4.2038517,0.91139317,0.8253621,2.9635103,0.99609226,0.9291894,0.9122486,1.1799835,0.63873315,1.3539305,0.85756314,0.5106476,0.90555686,3.3387833,3.0558887,0.65428466,0.6199288,0.8426112
2601,2.4369788,0.6164412,1.1385341,1.0739799,0.8847849,2.3961282,0.7355976,6.2047296,0.8282492,0.6515051,3.645142,0.7405975,1.062963,1.1342063,1.0799916,0.81695384,1.4107689,0.7499582,0.50918895,0.7804316,3.1370893,4.3200808,0.6671032,0.5344708,0.75224376
2602,2.5482576,0.6286395,1.1697772,1.1210392,0.79235625,2.2710629,0.7824731,5.1726613,0.8071289,0.67130315,4.2799654,0.483482,1.4460586,1.5146263,0.75174594,0.9982659,1.4855905,0.79354167,0.55509293,0.8199736,2.6900458,4.1554437,0.69039744,0.59761715,0.7498586
2603,1.8130207,0.80606365,0.8694469,1.601608,0.98672795,2.6191745,0.7034135,4.6345057,0.8471634,0.669443,3.4180727,0.73387986,0.97361636,1.2345363,0.90424126,0.71060956,1.5538522,0.6822208,0.6828009,0.9355681,2.040651,4.472749,0.6845864,0.7421778,0.8265738
2604,1.4489176,1.0653621,1.1655209,0.7204936,0.6242087,4.434745,0.99316955,5.4165483,0.92161715,0.6443638,2.3302317,0.9441746,0.6041075,1.0184797,1.1717298,0.63107646,0.8048597,0.5089362,0.99797535,1.0117847,0.63264215,4.0110207,0.66288924,0.9727725,0.8832729
2605,0.9867374,0.78914773,1.4058596,0.69518423,0.9686096,7.4042726,0.7665398,5.658578,0.82421446,0.5855044,2.4021928,0.98923874,0.81533855,1.2579491,0.95699334,0.5274102,1.1884205,0.73162234,0.53624207,0.8182398,0.52914226,1.6297567,0.65125364,0.6827587,0.6967951
2606,1.0803487,0.6608583,1.269273,0.8235097,1.115943,5.891507,0.77896243,5.6193867,0.79649293,0.53702927,2.4655988,0.839125,0.7794799,1.0813792,1.15293,0.6602536,1.4955622,0.8539771,0.44781014,0.78063124,1.0336698,1.1174014,0.7013647,0.5848752,0.6609439
2607,0.89845216,0.7326902,1.553527,0.89887285,1.933555,1.9126909,0.6808185,4.976845,0.7210008,0.5667227,2.096121,1.9001856,0.59389806,0.9346525,2.096382,0.5083285,1.4958234,0.8705298,0.44151103,0.746145,2.373753,1.2705137,0.6543557,0.55628,0.6144804
2608,0.6879972,0.9588131,1.4632435,1.1153414,1.4788929,1.7541122,0.68359876,4.3147893,0.6460985,0.6242269,2.4921558,0.8413005,0.5332772,1.0116482,0.9438806,1.1521245,1.13212,1.2930088,0.48612738,0.73770005,2.3326006,1.7172949,0.69600624,0.50987345,0.6648801
2609,0.6499418,0.8548728,1.8960071,1.2148511,2.2332964,2.2488992,0.6096015,2.3988795,0.678651,0.59792686,2.7722845,0.7224111,0.80356574,1.1060048,1.637402,0.837524,1.2779176,1.6181897,0.47247753,0.7339262,1.9864874,1.2746487,0.70179754,0.5357176,0.6539155
2610,0.7416096,0.8509382,1.8460977,1.4137218,2.1409345,1.8633873,0.607834,1.9045093,0.6958443,0.57159835,2.8485115,0.71808875,0.7986024,1.265038,1.7876368,0.92239517,1.3761721,2.034774,0.46549398,0.6927908,1.3926183,0.9129943,0.72391725,0.5552675,0.6566326
2611,1.177438,0.73278904,2.2096121,2.4066114,2.2408118,1.018163,0.61593556,0.68224376,0.68287086,0.6016661,3.9841473,0.66949743,2.0646327,0.7819798,4.806616,5.8859572,2.3352585,3.3947127,0.5534542,0.7638233,1.1102833,0.522406,0.94901466,0.67478234,0.84162295
2612,0.7461673,0.6480271,2.1527755,5.290904,3.057307,0.6743686,0.5143665,0.4178969,0.6254288,0.5678706,7.3653083,1.2741944,1.2970781,0.54606193,0.70670736,5.313254,1.7504386,1.8155961,0.5347954,0.7005135,0.8347866,0.56388104,0.8440717,0.7916026,0.75579214
2613,0.9705257,0.71262914,1.6988356,6.676421,2.59777,0.64420366,0.5083274,0.3743062,0.62614524,0.55169666,8.413755,1.1619595,0.85334253,0.5314967,0.60039127,6.3122177,2.0033548,1.5620567,0.53285027,0.7385357,0.7425808,0.67358243,0.8269921,0.81958735,0.74029535
2614,0.70664454,0.5970466,1.5625672,6.5322685,3.7521186,0.57202065,0.49907285,0.30945915,0.5568925,0.593061,10.913695,1.3844984,0.59766424,0.4479485,0.39753422,3.3592808,1.4395639,1.4686555,0.54457206,0.69687086,0.7038244,0.5516377,0.8475853,0.8387658,0.743762
2615,0.76458776,0.5759616,1.5720372,6.0348554,3.9574027,0.5486033,0.513737,0.28887624,0.5704175,0.61076117,19.45433,1.7848586,0.52371186,0.41639146,0.36843807,1.653976,1.1034276,1.2525356,0.51393276,0.69431406,0.8309308,0.6860923,0.7901453,0.72431564,0.6785198
2616,0.69152254,0.5673044,1.7940953,5.411175,4.1053314,0.61938554,0.48108602,0.31314582,0.5333781,0.60731584,12.033165,4.3956475,0.57608485,0.45450473,0.5263536,3.4014251,1.3261105,1.3928022,0.5290423,0.71867865,0.8133955,0.65646964,0.8316163,0.7717656,0.72197115
2617,0.71341753,0.56618595,2.160347,2.9165678,4.850948,0.70316184,0.49088532,0.56424737,0.54437315,0.63780403,6.1793003,8.367342,0.69945633,0.59514964,1.4771088,3.2703583,1.387162,1.0970393,0.47017452,0.6592946,1.0947182,0.94713604,0.7343415,0.6813558,0.62906694
2618,1.0799844,0.6667803,2.1004968,2.167477,4.233281,0.8515395,0.53015375,0.77053636,0.6071207,0.62861353,4.6251936,8.575263,0.84479624,0.6720245,1.7858155,2.7216513,1.3227223,0.84780186,0.4522199,0.65267605,1.1859579,1.1410842,0.6971596,0.68299216,0.58548874
2619,0.86930275,0.80774105,2.284119,1.5364271,4.25443,0.77101994,0.5678361,1.9761783,0.6212082,0.64190906,3.343666,4.915735,0.63786286,0.84467995,2.071096,0.94729125,1.352978,0.8365815,0.4489897,0.63440704,1.2622558,1.1236602,0.70171666,0.72477525,0.57799274
2620,0.9639067,0.7577616,2.222307,2.0104964,3.5486789,0.7115068,0.57668424,1.4242778,0.58723783,0.65946215,4.7740054,5.0503044,0.69121486,0.66483897,1.8629967,1.5911939,2.0952213,0.7197149,0.51316565,0.6831105,1.2307475,1.3940147,0.6926986,1.1727948,0.56853646
2621,1.1007236,1.422932,0.9771208,1.6423464,3.0245628,0.48432267,1.0293372,0.38418865,0.75081366,0.9708518,5.372738,6.1833353,0.79287136,0.6207074,1.8000184,2.0648925,5.3441553,0.5768983,0.7606983,0.9279456,0.73603547,0.9217986,0.69130754,21.58215,0.6943045
2622,0.69554174,3.4982367,0.947003,0.9234108,2.3531733,0.59293664,1.3706653,0.4842162,0.8118018,1.0244193,3.8939252,6.036474,0.58837134,0.7347236,1.7778324,1.1458557,1.3733137,0.8242957,2.0218883,1.256183,0.76878947,0.87076616,2.2140338,118.36338,1.4975101
2623,0.8243068,2.2439303,0.8421729,0.6624521,1.6667567,0.48845184,2.5565424,0.5255146,0.89011323,2.1495237,3.5299578,6.8368845,0.76927245,0.88059753,1.9306172,1.1381792,0.69597495,0.84513456,2.7248764,1.6722724,0.68395746,0.751217,2.6049767,293.2047,2.468899
2624,0.5779191,3.341944,0.91112834,0.52607286,1.6358656,0.6788089,2.3043752,1.0678661,1.1486977,1.6727002,2.0070868,9.785777,0.6040167,1.0585953,1.8520921,0.5583656,0.5577771,0.83961034,2.3096468,2.2679474,0.58814234,0.67250246,2.5167534,141.35251,2.5676904
2626,0.2955993,30.089989,0.95486027,0.5649501,1.0972003,2.7573156,1.391176,1.4497931,1.0270387,0.9241303,2.158576,1.0121874,0.7795223,1.2231153,3.4656065,0.65169,0.91595596,1.3266189,1.3944162,2.451506,0.44750354,0.45833728,2.2624035,1.3117545,1.6006608
2627,0.35075346,31.221992,0.7232594,0.56553316,1.1805606,3.2303207,1.573915,1.0323074,0.9504472,1.08467,2.4047964,1.4435631,0.85148567,1.2575127,2.969868,0.5133952,1.1101909,0.8916336,1.2792004,1.5490593,0.4441826,0.4071713,2.4138453,1.6008779,1.2588154
2628,0.35757014,38.359585,0.76870966,0.55763507,1.8847195,4.169029,1.3731089,0.8306203,0.89437556,1.3175963,2.368529,2.4394116,0.6327837,0.9110065,5.7335973,0.46126667,0.82902694,0.59134555,1.2636287,1.8702929,0.46252438,0.47585425,1.4775786,1.2057202,1.3806306
2629,0.45032004,34.06743,0.7809004,0.72943914,1.3147185,3.2556298,1.0935847,0.9182427,0.876104,0.95559764,2.3740885,2.052221,0.48868307,0.8101199,13.336042,0.55530137,3.8754914,0.8848597,1.1832345,1.218592,0.5748369,0.54583806,1.0988144,1.4513994,1.3530153
2630,0.48719406,6.168491,0.9342109,0.624468,2.6433396,6.292775,0.83951604,0.98005146,0.7487446,0.7795539,2.702116,1.7584732,0.55131286,0.92897516,1.9134314,0.4948476,9.994321,3.1411686,0.7763782,0.9330188,0.6668727,0.5121043,1.0427592,0.723902,1.1921729
2631,0.44971338,6.8757153,0.94549495,0.65790105,2.8204653,8.454102,0.84649247,0.832721,0.74028337,0.6989135,2.6833937,1.3569824,0.54759914,0.9665273,1.5092427,0.5130467,8.928878,5.3377213,0.66504157,0.8888984,0.783832,0.49506584,1.0707135,0.7453243,1.1248862
2632,0.47494787,4.625805,0.6954716,0.630811,4.213763,3.2865753,0.8459297,1.7407161,0.625618,0.8143774,2.5791962,1.1329554,0.6122915,1.0312085,1.0223669,0.5847817,10.469355,4.974633,0.76084656,0.91122854,0.7313215,0.6300003,1.0990564,0.61292577,1.1263722
2633,0.56925124,2.6305606,0.8299575,0.66702545,5.556183,2.9100165,0.7783973,1.7223316,0.6832229,0.741269,2.5183036,1.4555244,0.5870254,1.0644475,1.2941291,0.4749534,10.651307,3.2133708,0.74154747,0.92083776,0.66872936,0.55229557,1.1582115,0.9102179,1.0835149
2634,0.7105565,2.068896,0.91093457,0.86817455,4.737705,2.2064917,0.7674623,1.4986765,0.6931996,0.7602865,3.044713,2.0630932,0.5810914,0.9318785,2.6681838,0.5597809,6.929206,2.7948275,0.6920153,0.8068796,0.72682124,0.5599448,0.95245075,1.0207831,0.8585715
2635,0.7558621,1.8037941,0.89266455,0.9398889,6.5128384,2.1132205,0.7575159,1.0306184,0.7114276,0.7246546,3.149856,3.5754752,0.7950739,0.9147415,4.302637,0.572168,4.4122562,3.1922963,0.7079016,0.82431006,0.62952065,0.53277236,0.8835007,0.78584,0.9446993
2636,0.9190887,2.0165648,0.871673,1.0233735,7.9856567,2.723395,0.69364655,0.9698062,0.6991445,0.75422597,3.3700705,6.9454026,0.7302226,0.84985495,6.9917946,0.8555613,3.7961402,3.3689313,0.56701744,0.75914705,0.64325845,0.548252,0.7927219,0.6179599,0.7995143
2637,0.9370355,1.5843542,1.0284219,1.1276009,7.1098013,3.6045918,0.6945403,1.1219318,0.6722492,0.8217641,3.0660486,4.793502,0.7850448,0.8489586,7.0485845,0.71196693,2.017299,2.869655,0.6216908,0.7524561,0.7363819,0.6551101,0.75932205,0.59244275,0.8001882
2638,1.5450546,0.8627771,0.8514904,1.1980977,5.968341,1.4340091,0.7127775,1.292187,0.69267476,0.6390774,2.7664695,5.968715,1.1697239,0.91371673,8.10432,1.0464239,3.020943,2.0527303,0.7688632,0.9161493,0.7519498,1.4962528,0.7006389,0.6202731,0.82530314
2639,1.3893925,0.81455404,0.9674666,1.4769657,6.3019605,1.0809314,0.7311785,0.57926,0.6928297,0.8521736,4.0001507,10.178951,0.909004,0.7955447,5.136649,1.45116,3.149621,1.4413145,0.73013216,0.97544354,0.56235754,1.8368906,0.6635839,0.5821978,0.7912125
2640,1.7207069,0.7328799,1.3606594,2.6763906,4.5939775,0.6943816,0.49811754,0.46327364,0.64049006,0.58692,6.246941,8.013949,1.6867375,0.6835773,0.91041374,1.1072878,3.7759845,1.2387415,0.7018799,0.9806033,0.489283,1.591461,0.6708511,0.55912405,0.78252333
2641,2.4609218,0.73507905,1.4070389,1.7466981,4.2855744,0.7710819,0.64800984,0.32687432,0.79561377,0.5271857,11.63686,0.9398261,3.0751164,0.74076575,1.1695321,7.4350557,5.5370083,2.250828,0.53908044,0.8792572,0.75891674,0.65410125,0.8410005,0.73729634,0.75237787
2642,3.0668232,0.8171848,1.3460469,2.2586787,3.1561894,0.6608532,0.65031517,0.4220228,0.73129755,0.48569024,10.400101,1.458168,1.3225147,0.6579092,0.71812946,6.451581,8.843888,3.021909,0.5594002,0.8894015,0.94433004,0.59811366,0.89864165,0.92148745,0.76502186
2643,5.890408,1.1749696,0.77624893,2.5631104,1.5660615,0.5173469,0.7262342,0.20309931,0.75047255,0.58637726,8.87639,2.9467678,0.7917128,0.51156163,0.59524775,7.570513,13.223093,1.0380436,1.0561401,2.1827652,0.5076715,0.57137805,1.0860444,4.0697,1.0664135
2644,5.914774,2.1369185,0.6469157,1.0368536,1.4152024,0.50020206,1.6982524,0.3517093,0.9876903,0.55915594,5.3620987,6.1879787,0.915936,0.7076799,1.0812815,19.311647,16.599045,0.3901205,1.1747407,6.948631,0.42094964,0.6834559,0.8643744,15.887774,1.1645827
2645,11.982414,1.4706044,0.59667253,1.1898174,0.71694267,0.42548513,1.4829859,0.34850615,1.1287847,0.51686555,5.892479,2.411745,1.0747329,0.7242365,1.063088,16.743196,22.48028,0.43266833,1.2156305,7.565125,0.45249262,0.6150676,0.89051664,15.488957,1.2426378
2646,10.194934,1.4856648,0.63350016,2.363661,0.68103456,0.46500865,1.1689394,0.25059146,1.1949568,0.49415618,25.941172,0.699994,0.9930599,0.62746525,0.57242346,14.882081,24.208918,0.7492521,1.6275586,7.1296287,0.59990394,0.57911396,1.1675301,9.557267,1.4142987
2647,6.986379,0.8717061,1.0604401,4.396987,0.9471711,0.6671397,0.57902884,0.32940358,0.696686,0.4480689,35.689816,0.68281317,0.8305507,0.5979904,0.43247613,3.4678228,17.466265,10.958469,0.7677588,1.338417,1.3121786,0.39851183,1.5869462,1.5715272,1.3213129
2648,8.21917,0.99171853,0.9863311,4.491452,0.68856263,0.5961939,0.62821096,0.29830304,0.77807415,0.40180486,52.85461,0.6762272,0.7485536,0.5912053,0.38680565,2.4613893,18.05589,9.097635,0.8657982,1.3756322,1.2651458,0.4144959,1.7849029,2.0409737,1.430466
2649,3.726866,0.5986155,1.0905111,7.3840485,0.45651975,0.6018991,0.6013947,0.25003275,0.6787102,0.46761626,37.91944,0.73652744,0.6217981,0.4608491,0.35341358,1.0159738,11.204635,5.425256,0.7134321,1.0573015,1.21637,0.5097749,1.2396622,1.373159,1.08348
2650,2.3181202,0.6388,1.177763,10.831565,0.8564777,0.60291064,0.6276392,0.29230946,0.7427325,0.55325407,27.790771,0.8900829,0.69728154,0.48117435,0.37095892,1.4064723,2.0346353,1.1304181,0.45058823,0.68470114,0.81227875,0.97286254,0.672611,0.61727244,0.6084504
2651,1.6703818,0.6277473,1.1275162,10.563215,0.7812096,0.65349805,0.61233395,0.28719285,0.69290483,0.54716223,53.715023,0.8977883,0.68340915,0.48430353,0.3669128,0.9573033,1.4804672,1.4212006,0.4340583,0.66763115,0.9646411,0.9212612,0.67302287,0.53582823,0.61861134
