,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
CEBPB,0.6561747,-0.36778495,-0.10112816,0.054578986,-2.027219,-0.19890445,-2.8619363,1.3801411,0.74236494,-0.121312626,-1.754877,-2.499656,-1.2052842,-2.476128,1.3257697,1.5661349,0.72698647,-2.7998614,0.09787595
RTF2,-0.13992067,0.14843698,0.10810817,0.30918533,0.24181078,-0.0077582113,0.50047857,-0.041674405,-2.5201697,-2.408582,0.40313348,0.70768017,-1.4115537,0.82188857,0.41746214,-0.37762788,-2.6350017,-2.3375456,-0.43682435
PCK1,-2.9801493,1.1392692,-0.055392977,0.29148793,0.86989224,-0.13687624,-0.15168686,-1.9315964,-3.1729362,0.75099546,1.0553936,0.4785116,0.18777841,0.27488887,0.041876286,-3.2720912,0.30787534,0.25591195,-0.30963722
PMEPA1,0.2661311,-2.2512822,0.028022239,0.17487782,-0.018582035,-0.0873813,-1.6201253,0.47103548,-1.5412251,1.33632,-0.2372765,-2.0383794,1.2438241,-2.406242,0.5974374,0.20848216,-2.1888323,-0.034183167,-0.8669365
CTSZ,0.7078953,-0.6364036,-0.66093534,-0.37578014,-0.8351354,-0.26447442,-0.1585048,0.66249603,-0.20803824,1.0883869,-1.827253,0.1788549,0.91172975,0.6188382,-0.9127002,0.99678636,-1.3297724,-0.7216954,1.1151198
PSMA7,0.100763865,0.059653215,-0.44772202,0.00035016675,0.13466795,-0.01228514,0.3616797,-0.024107607,-2.0247335,0.08864862,0.17586699,0.3670937,-0.4276683,-0.13115656,-0.02591661,0.23967135,-1.264324,-0.8245537,-0.98143893
LAMA5,0.39357406,-0.094453044,0.16712636,-0.030577311,0.4552015,-0.6618564,-0.47733858,0.22943272,-0.023423757,-0.23829886,0.17480135,-0.117090575,-0.42925274,0.50550336,0.33640772,0.5839861,-1.1720765,-1.6059456,-2.5469656
PPDPF,0.011289604,0.27384105,-0.26919454,-0.02462423,0.06438577,0.17329347,-1.0330483,-0.38752818,0.7891477,-0.29673886,0.2812496,0.15414524,0.1329863,0.12564708,0.2653604,-0.36089396,-1.7943043,0.43661857,-0.06660681
LIME1,-2.6407285,0.19957776,1.1577777,0.7654994,1.2359533,-0.31693545,0.2625309,-1.3281045,-1.2454014,-2.6978548,1.6868345,-1.1781354,-2.5048854,0.89748234,-1.7338506,-1.4835192,-2.3595455,0.10777656,-2.4005444
SLC2A4RG,-0.88415575,0.43106204,0.48293442,0.3575634,0.47400665,-0.43161485,0.7210548,0.048925493,-0.41134825,-2.3894367,0.9191942,-0.06334664,-2.3652794,-0.20844135,-1.0293592,0.10489464,-1.2626562,0.6535115,-2.8553357
TPD52L2,0.4727943,-2.2922359,0.5683826,0.48594385,0.6710946,0.12801339,-2.9185417,0.63208294,0.14170481,-2.633538,0.58316743,-1.3003799,-2.5291271,-2.2052243,0.69628304,1.0587856,-2.6200027,-1.468852,0.15710011
SOX18,0.24546991,0.5636662,-0.7336167,0.038295597,-0.023304882,-1.7168188,1.3319993,0.05705044,-0.26876968,-0.38026616,0.5389175,-1.9675213,-2.400484,0.21874559,-0.12305838,0.4561553,0.2854854,0.8093763,-0.020466588
ATP5PF,-0.025075544,0.53658324,-0.15021907,-0.06389241,-0.0071862987,0.12775911,-0.13631868,-0.27563247,-0.31275207,0.8101584,0.114899516,-0.31455836,0.39876235,-1.7149205,-0.34027877,0.09603207,1.3751594,-0.2899999,-0.062529296
APP,-0.2101085,0.52613544,-0.5019945,-1.0050408,-0.80227745,-0.45082685,1.1660479,-0.9003644,0.053593226,1.0099345,-1.4091634,0.0033427535,0.34642312,0.7136612,-1.5327564,-0.51124054,1.0110236,0.79274976,0.2714701
ADAMTS1,0.24880971,-1.473609,-1.1196041,-0.6850636,-0.08333908,-2.0510821,-0.04108446,0.7064237,-0.9518644,1.6690235,-0.59332645,-2.2290952,0.759058,-0.14527172,0.20257932,0.85625064,0.90742683,-2.4528701,0.53418225
CCT8,-0.45729485,-1.3319811,0.061020818,0.13966645,0.32655016,0.41839218,-0.31052566,0.45509166,-2.7964733,0.50818413,-0.18880737,-0.60261863,-0.33534828,-2.654297,0.49953294,0.1425361,-1.3867272,-2.830567,1.0749745
SOD1,-0.067245886,0.62738055,-0.10807031,-0.17009315,-0.1409475,0.019140048,0.009469763,-0.37639046,0.5354953,0.78753936,0.07580818,-0.29432365,0.4496184,-0.36769727,-0.48334602,-0.039063565,0.4757471,0.6875824,0.91592824
IFNAR1,-0.44414502,0.35168716,0.06326018,0.5165836,-0.03811045,0.26038012,-2.938819,0.56221765,-1.8351382,-0.27854064,-0.3987728,-0.13720673,0.18180856,-2.4964669,0.588698,0.6574527,0.11062655,-1.036383,-0.55350405
IFNGR2,-0.30783528,-2.698273,0.75613284,0.45208406,0.35773012,0.25721908,-2.035506,0.93142533,0.5924365,-1.3437794,-1.8554422,0.33815083,-1.63756,0.4571851,0.9849566,1.0496799,-0.87747514,-2.7882087,-2.4727492
SON,0.08568115,0.29704195,-0.07108352,-0.025058094,0.30141222,-0.14778386,-1.099854,0.2781477,-1.3977292,0.34282848,0.397115,-0.8642187,0.0128275165,-2.861696,0.12461233,0.5679877,-0.75068796,0.37002805,0.49500787
ATP5PO,-0.021446835,0.3310447,-0.26854014,-0.057990476,0.031434923,0.16705967,0.03854756,-0.1914012,-0.83549637,0.45871463,-0.053240605,0.07076749,-2.2360125,-1.4508595,0.108843476,0.040698975,0.9771041,0.22032394,0.9351423
CBR1,0.38312727,0.48658398,0.8501708,0.6307363,0.574658,0.67241836,-2.7903244,-0.5808321,-2.7043138,-2.7015278,0.9484119,-0.32514378,-0.6672647,-2.4105437,0.5499668,0.20102271,-0.0140915895,-1.9395814,-0.44120723
KCNJ15,-2.645433,-0.11375938,1.2397206,0.89228386,1.5407298,-0.029412312,-0.349,-1.0782788,-1.9750028,-2.7710588,1.4207225,0.008444373,-2.438605,-2.111955,-0.99832636,-1.6209307,-1.8077921,-1.8956287,-2.3413231
ETS2,-0.85959697,0.22540605,-0.43831173,-0.43021992,-0.2173682,-0.032526866,1.0792022,0.067035496,-0.1653951,0.8351673,-0.67768216,0.24609147,0.6207477,0.77996993,0.13978925,-0.5087632,-0.35171092,0.36778733,0.76138663
HMGN1,-0.26068735,-0.52189106,0.1046096,-0.0511105,0.39928696,0.42763177,-2.8001013,-0.03729321,-1.8704768,0.9291432,-0.26243287,0.084089085,0.12323466,-1.975762,0.36829627,-0.021791905,0.6697942,0.43174282,0.3605119
PDXK,0.00973289,-2.592793,0.34132424,0.13777491,0.80182487,-0.6691512,-1.3615568,0.77045536,-0.8641959,-0.15672816,-0.3266162,-0.13152105,-0.47720054,-0.05557781,-0.4763253,0.965792,-0.9717394,-1.9464393,-0.21838535
CSTB,-0.10665875,0.12356189,-0.5883232,-0.70822376,-0.69960123,-0.016613567,1.1649275,-0.43310142,0.46667913,0.8212655,-0.42884102,-0.027779436,0.675474,0.45875624,-0.8892351,0.15126064,-0.50208265,-0.06441919,0.7485666
AGPAT3,-1.1146326,-0.5614659,0.78058934,0.05383107,0.6444845,0.5623777,0.65686345,-0.43841577,-1.4445045,-1.6341505,0.44936576,0.72208875,-0.6528307,0.9396462,-0.47485542,-2.435243,-2.5837665,-0.73323905,-0.19355118
PFKL,-0.003383286,0.2809511,-0.22075449,-0.39205104,-0.36341122,-0.32080272,1.1633297,-0.53805745,0.36288893,0.65142095,0.0142436605,-1.7702065,0.36315158,0.8115153,-0.44043657,-0.19526732,0.15241815,1.232097,0.03634606
SUMO3,-0.009433771,-0.081430286,0.15988596,0.0053857816,0.020958647,0.1486404,-0.61506563,-0.05123113,0.13388947,-1.0268087,-0.04601579,-0.1472778,-0.7806558,0.41342214,0.68991405,-0.4889414,-2.4699097,-2.2215843,-0.17233397
PTTG1IP,-0.016390728,0.26756543,-0.035686437,-0.6833695,-1.1726847,-0.17187689,1.1137433,-0.77428126,0.4637529,0.88164496,-0.93151,-0.54063934,0.89109206,0.88592005,-0.607717,-0.28054452,0.093309246,0.6744959,-0.37242815
ITGB2,0.9704288,-2.6034782,0.57261807,0.1742985,-1.4147726,-0.59876215,0.5592508,0.9783937,-0.7904333,-0.01156256,-0.7110257,-2.4150302,0.72430325,1.7070377,0.5319708,1.3507861,-2.6137857,-1.8422917,-2.5800285
COL18A1,0.19047982,0.03966385,-0.71963656,-0.8140314,-1.3816336,-1.0559521,0.80040807,-0.23669997,1.1611004,0.96108025,-0.51187605,-2.1104207,0.53196996,0.90723515,-1.0883831,0.38686973,0.29575965,0.25052196,0.60773546
COL6A1,0.61025006,-0.857434,-0.10722868,-0.38496557,-0.067841195,-1.5981612,-1.1685979,0.44478476,1.4591929,0.2482747,0.4586786,0.47455293,0.010557458,-2.2207618,-0.78981173,1.0915129,-2.3595276,0.232002,-1.7372494
COL6A2,0.5632884,0.18781582,-0.22537665,-0.43134144,-1.0568209,-0.9097386,0.6476453,0.28672814,0.9746095,-0.13617091,0.18734163,-2.532531,0.3047042,1.3038338,-0.94457585,0.8493037,-1.2046864,-0.085196696,0.03796964
FTCD,-2.88617,0.8873262,-0.32955864,-0.023457317,0.32209766,-0.23980263,1.4662415,-1.5288868,0.88344455,-2.1219292,0.584446,-0.22504826,-2.3671265,0.12391311,-0.13742739,-2.6783705,0.51351726,1.0934929,-0.7217552
PRMT2,-0.13750602,0.13446997,0.15929198,0.36475232,0.5432168,0.48344788,-1.9264944,-0.0559076,-2.7067254,-0.85569924,0.65797406,0.39309734,-2.7461352,-0.66462326,0.07030343,0.39426216,0.80312544,-0.55963546,-0.67223525
ADA2,1.1037139,-3.1415167,-0.4862366,0.98400694,-1.831062,-1.790642,-2.6075861,1.8636631,-0.20451175,-1.6842248,-2.1940706,-2.2354388,-0.7812959,-2.104413,0.8797179,2.4710298,-0.44065353,-2.1229448,-2.2772357
ATP6V1E1,0.07422319,-1.130367,0.031369414,0.04917342,0.31055546,0.14247932,-0.058519784,-0.5247429,0.8898719,-2.4596994,0.6186634,0.22561704,-1.7738475,-0.7937237,-0.26201874,0.014721326,0.92086214,-1.8518683,-1.5222076
DGCR9,-2.623246,0.48368704,0.45783603,0.2603889,0.5574883,0.08553186,1.4251913,-1.5759058,-1.2509725,-3.0130966,0.92302406,-0.71838194,-1.3186488,-1.8680418,-0.6208656,-2.1349626,0.71926755,0.4369215,-0.24394915
DGCR2,-0.2831751,-2.4483669,0.8527612,0.81549966,1.1675638,0.43725976,-2.6203973,-0.09775856,0.44697085,-2.8574553,1.263053,-0.8499628,-2.2331154,-2.1209755,0.6866486,-0.9688226,-1.350864,-2.1100996,-2.5830898
SLC25A1,-0.07556912,-0.35821608,0.63833165,0.593311,0.67992973,-0.06600313,-0.21107908,-0.58647573,-0.727898,-0.42033052,0.77609193,0.23367947,-0.5271415,-0.9014882,0.2753838,-0.6129228,-2.5986788,-0.22876306,-0.7785593
MRPL40,-1.6252557,0.09972412,0.9426162,0.88821447,1.3173956,-0.20336124,-2.6753738,0.138721,-1.8456455,-2.865224,1.1059397,0.19325389,-2.2234418,-2.1038694,0.9627356,-0.8779485,-2.1883523,-1.9635328,-2.325254
CLDN5,0.85873216,-0.08659014,-3.5730884,0.31950486,0.44359154,-3.1250257,0.23539665,0.13696451,1.6528733,-1.2307326,-0.92894846,-2.323417,-0.07174798,0.706325,0.915819,0.80176073,-1.5128769,0.90511346,-0.3362099
COMT,0.32619262,-2.4234433,0.32728058,0.39751783,-0.15388559,0.08969466,-2.921836,0.3702741,-0.64906585,0.5916236,0.1586884,-0.40044606,0.35309473,-2.2677448,-0.7638097,0.77855235,-0.33457455,-0.038383998,-0.31250295
DGCR6L,-0.98798186,-0.7145447,0.36503604,0.7126201,0.8115446,-0.052501358,-2.1699746,0.41146988,0.43018112,-2.7931745,0.8558597,-0.26633146,-2.711366,-2.6291778,-0.61183965,0.62106746,0.57975084,0.8432819,-2.5940588
UBE2L3,-0.4740807,-0.0044943644,0.084394865,0.053172864,0.06691759,0.06898054,-3.1062808,0.18576826,0.7180312,-0.7519652,0.07368282,0.1360923,-1.0715458,-1.0227562,-0.04309082,0.5967514,0.06223279,-0.009267947,-3.0629492
MAPK1,-0.34775293,0.22566,0.4660171,0.14672841,0.2318619,0.342575,-0.21663387,-0.35184115,-1.9038053,0.04212567,-0.6855979,0.57939065,-0.15335834,-0.37008113,0.5489575,-0.55983704,-0.45346847,-2.816413,0.32182574
IGLC2,0.29586124,1.5020708,-3.1434848,0.99983764,-0.6684562,-2.5560994,2.2875748,-2.6957698,-2.4881854,-1.1075311,1.1322066,-2.6124017,1.9601402,1.2756882,-1.6874717,-1.2040228,-2.31848,-1.6612303,-1.891324
IGLC3,0.89742976,0.68693423,-2.7935286,1.798737,0.5894815,-2.0596008,-2.1565087,-0.6938997,-1.0412414,-1.0508294,-1.310205,-2.1194582,-0.846115,-1.7360663,1.2006192,2.0010307,-1.6917002,-1.9762973,-1.9012445
CHCHD10,-0.23080052,0.28752935,-0.9316081,-0.7160129,-1.0795583,-0.29548022,1.5750241,-1.193999,0.79609585,-0.019281814,-0.9017623,0.09726238,0.19723144,1.165752,-1.2302951,-0.72970957,0.31800684,0.76488423,0.29945815
DDT,0.0852026,0.3166385,-0.37656796,-0.12235407,-0.067925714,-0.12145213,1.0890515,-0.5099144,0.68012446,-0.09115294,0.43546587,-0.7210565,0.5403677,-0.019795997,0.46022204,-0.53963464,-0.2937055,0.6312795,-0.78477436
GUCD1,-0.23000664,0.23873633,0.45702544,0.47639775,0.69517195,0.45428208,-2.9940655,-0.37432143,-0.105810516,-1.9265596,0.795078,0.7685371,0.19167994,-2.5228326,0.313923,-0.49423218,-0.46182895,-2.6182282,-1.4432651
SNRPD3,-0.64166844,-0.55661225,0.7122762,0.7354279,0.87354237,0.20906717,-1.5217426,0.2577176,-0.5587006,-2.920009,0.107124425,0.92762595,-2.6817446,-1.6467786,0.5072099,-0.020350374,-1.7410586,-0.053006813,-2.0606546
XBP1,-1.0671715,-0.5043692,0.1698355,0.41219828,0.31772542,-0.0375463,-2.5923204,0.27575415,0.46530002,-0.76817435,0.1710873,-0.089285664,-1.2811582,-2.5376375,0.3322227,-0.34323493,-1.4334714,0.0757289,0.7773164
EWSR1,-0.58586687,-0.07141426,0.4863619,0.46771976,0.6702379,-0.33037525,-1.5875177,0.4152822,-2.6820219,0.29957014,0.85083324,-1.0517448,-1.2653557,0.0100408355,0.19252726,0.15378144,-1.4104953,-1.1224246,-0.15260582
UQCR10,0.38991708,0.38226327,-0.12073678,-0.12326742,0.22192201,0.12477477,-0.8504843,-0.3907296,-0.03846365,0.25720555,0.43445832,0.42397234,0.35980248,-2.6172392,0.049427785,0.4065955,0.8074825,-0.47974524,-2.7423093
MTFP1,-0.76138693,-0.9204726,0.3890902,0.7305742,0.7694291,0.64292336,-0.49054688,0.11100787,-0.26329073,-2.7501144,1.1624427,1.1431396,-1.8990439,-2.3990722,0.19596668,0.14644827,-2.3551114,-0.26387766,-1.5523925
GAL3ST1,-3.209173,0.5325019,0.72022927,-0.076748215,0.15889227,0.29939222,0.7782452,-2.759656,0.8616441,-1.0604156,0.8224308,-1.2113578,-0.9482413,0.25056463,-1.5393856,-3.371418,0.33972746,0.58930814,-1.8515316
TCN2,-0.5702068,0.5303121,0.18656307,-0.08574667,-0.2256276,0.11213458,0.99446434,-0.023178361,-1.2769389,-0.671202,0.35900065,-1.8455545,0.1012174,0.9484107,0.08347287,-0.35001218,-1.6930838,0.9040361,-0.4773258
SMTN,0.42470443,-2.2681465,0.5421933,0.8896233,0.9904392,-2.9149566,-2.6984246,1.251071,-0.6409708,-2.6447465,0.30382314,-1.6084408,-2.5287387,-2.1124659,0.11228126,1.3171947,-2.2823362,-1.2984698,-1.3784919
SELENOM,0.28613767,0.04388876,-0.6019622,-0.5432718,-0.75095874,-0.18928753,1.1878936,-0.6071302,0.9147578,0.30723333,-0.22422597,-1.4143345,0.5687678,1.1380119,-0.57937694,-0.059484113,-0.11977937,0.90301067,0.49531034
YWHAH,0.16405867,0.012439005,-0.14629537,-0.17187242,0.16294959,-0.28087285,0.26268226,-0.03156131,0.18302123,0.76607925,0.08348968,-1.1908852,-0.52492326,0.2753556,-0.76827115,0.46370035,1.1185647,-0.08013065,0.542385
FBXO7,-0.9039219,0.05881419,0.031744182,0.1959317,0.36867747,0.45879808,-0.2138925,-0.15859896,-0.70697546,-1.0025413,-0.8904176,1.1374775,-1.0464754,-1.6596626,-0.42265308,-0.76611376,-1.3499466,0.88498515,0.542083
HMOX1,0.05746318,0.46617782,-0.18673739,-0.68862474,-0.65734255,-0.020052196,0.49666628,-0.851256,0.24136113,1.0414468,-0.83436924,-0.079822354,0.9581609,0.58588463,-1.5939422,-0.28742203,0.30269188,0.13440828,0.9268544
TXN2,0.15461683,-1.0066245,0.47287098,0.7129446,0.73530954,0.48548472,-2.8042755,-0.307198,-1.8547286,-0.027830066,1.0095962,0.91125387,-0.65129715,-2.5924006,0.09015514,0.50219536,-1.1573871,0.11168002,-2.4313748
EIF3D,0.22110821,-0.30349827,-0.36555895,0.14968485,0.23571523,0.14402562,-0.72442305,0.15347905,0.29639876,-0.2839853,0.45426565,0.57642305,-0.4729712,-2.4869876,0.49811387,0.59714675,-2.2180734,-1.362234,-0.4124645
LGALS2,-1.7513083,0.89489084,-0.14175923,-0.0056796167,0.21567322,-0.081337795,1.1844443,-1.9209366,0.30548227,-0.30511475,0.511278,0.23230352,-1.0832093,-0.45467472,-0.8196757,-2.8628242,0.74013036,1.0098193,-0.26851684
LGALS1,-0.17761643,-0.43798625,-1.8237377,-2.2662942,-2.9954877,-1.303422,1.6941977,-2.1332135,1.5414444,0.63839644,-2.2038338,-1.1795272,0.58312845,1.3342714,-2.50578,-0.51684225,0.18300647,0.36118716,0.7797885
TRIOBP,-0.020975495,0.8248978,-0.08763686,0.42078033,0.19150609,-0.32191464,-2.795255,0.25491485,0.25108373,-2.4014893,-0.09615571,0.706189,-2.4385304,-1.4307433,-0.31453726,0.40537107,0.35800117,0.15993619,-0.31689116
EIF3L,0.004974086,-0.3125479,-0.14673635,0.51697063,0.45925707,0.39234605,-0.5136175,0.56491053,-2.7149994,-0.31843713,-1.0615339,1.062754,-0.20389159,-1.6623758,0.7519126,0.3274324,-0.28859225,-1.1180075,-0.55149746
POLR2F,0.089282334,-0.9631149,0.09461496,0.03378798,0.58705264,-0.7093121,0.8515783,0.018100534,0.34290397,-2.2098703,0.6000871,-0.23228201,0.12616181,-1.4472132,-0.012366333,0.04150378,-2.090792,0.1299309,-2.0527906
CSNK1E,0.070385404,-0.30433562,0.6585595,0.22550978,0.74110496,0.18993326,-2.9177544,0.786907,-1.6034037,0.054186642,-0.059573103,-0.12751456,-2.5578785,-2.3757522,1.2692841,0.38599813,-2.2798448,-2.8181086,-2.3647182
DDX17,-0.057346396,0.47965464,-0.42749932,-0.7910306,-0.6659169,-0.15060778,1.1448133,-1.0935352,0.39040166,1.020697,-0.37539014,0.1036734,0.5229336,0.72422796,-1.2012316,-0.6676817,-0.3692275,0.569288,0.80496824
SUN2,-0.43121,0.016283251,0.10117185,0.26383215,0.5274083,-0.20026729,0.72729796,0.44803438,-1.1006634,-2.9705439,1.1268541,-1.4139253,-1.2834074,-0.44909853,0.2725738,0.14749609,-1.5264293,-0.05217022,-2.915807
ATF4,0.39539626,0.4322329,-0.21191685,-0.03232606,0.0904187,0.21336512,-2.6229932,-0.13515191,-1.3052747,0.59402466,0.24271363,0.10325554,0.43636066,-2.0247848,0.153832,0.1350969,-0.40709308,0.550723,0.5038752
ST13,-0.20026775,0.22091545,-0.5006288,-0.48282844,-0.51306736,0.013895986,0.86388457,-1.1696644,-1.2804736,1.205134,-0.61577314,-0.3001774,0.8471115,0.7650623,-0.8184726,-1.363923,0.7227405,0.37514815,0.9254481
RBX1,0.05356395,0.33318147,0.0058726813,-0.29694694,-0.17381567,-0.07074022,0.24684528,0.048383545,0.20570323,0.47519723,0.063349366,0.26269078,0.17583296,-0.18423352,0.17111167,0.28172097,-1.9550385,-1.1063424,0.2524723
ACO2,-0.51417476,0.24542154,0.36555693,-0.017763471,0.046629146,0.23642482,0.9271704,-0.13235453,-2.47757,-0.7012011,-0.12369949,0.4422131,-0.64784634,0.1975344,-0.20832565,-0.11874443,-0.008037666,0.20137109,-2.2364168
PMM1,-0.78485113,-2.3263829,0.1613332,0.90042305,1.2197285,0.5286029,-0.06887383,-0.83082366,-0.8117242,-2.3260348,1.3736515,0.4916164,-2.7680876,-2.3145323,-0.14253984,-1.4958246,-1.4224601,-0.5558386,0.18981901
XRCC6,0.18772021,0.51735973,-0.31336063,-0.06679757,-0.09544387,-0.19394784,0.0733084,-0.10599336,0.1806686,0.71098024,0.2195053,-0.6676416,-0.2143153,1.2764859,-0.12724347,0.01276628,0.44609615,0.22750078,0.12154902
SNU13,0.079930626,-0.2512088,0.07044857,0.13724336,0.32274368,0.30595717,-2.0200036,0.10971302,-0.53311974,-0.89028776,-0.30706182,-0.07614991,-2.162595,0.7120745,0.58037305,0.013688247,0.2642939,-1.4841212,0.2032231
SMDT1,-0.024726678,-0.8497737,-0.043812014,0.4180129,0.8665935,0.59533364,0.25459284,-0.29458115,-3.0548537,-0.7333287,0.47662306,1.0769341,-2.0109408,0.40082106,0.15666184,-0.59306955,-0.4541936,-0.8559582,0.29196802
NDUFA6,-0.13084799,-0.19050674,0.2846945,0.4197871,0.07877978,-0.04644232,0.2682034,0.591064,-2.1406283,-2.5285008,0.2837875,0.16241702,-1.5029434,0.48326892,0.6832582,0.45142487,-2.705243,-0.3131678,-2.183705
CYB5R3,0.24995337,0.55634797,-0.32582092,-0.328293,-0.5247572,-0.31490263,0.54350805,-0.5389018,0.69043076,0.5232202,-0.044830747,-1.3261453,0.076393984,0.82380545,-0.5638926,-0.029960293,0.27081296,0.6293621,0.19832642
TSPO,0.3454995,-0.098229,-0.4953525,-0.20958285,-0.64311045,-0.13938077,0.64494103,-0.011911073,1.2592554,-0.11597075,0.053189475,-0.35417154,-0.40883082,0.66516685,-0.2054647,0.58358526,-0.30145857,0.7550487,-0.8162457
TTC38,-1.4932746,0.45665514,1.1015012,0.6657029,1.2376832,-0.5667559,-2.5997307,-0.17422608,-1.3879498,-2.7255204,1.4291002,-0.62927115,-2.5684748,-2.4044714,-0.1858807,-1.3632572,-1.7868357,-1.5684404,-0.05123623
GRAMD4,-0.3213407,-2.4821887,1.4563687,-0.000105173254,0.88972956,0.6120348,-2.6738694,0.653743,-2.6806664,-1.1394928,-0.4157337,-0.24945565,-1.8570919,-2.2323525,1.4383332,-0.43958265,-2.1439533,-2.4287596,-1.9748267
PIM3,0.33673263,-0.18719329,-0.61010945,0.40182453,0.5048209,0.14006732,-2.6604927,0.18538146,-2.6962209,0.5984278,0.05295894,-0.5430831,-0.5427009,0.6239394,0.78624064,0.31061488,-0.3867025,-1.255047,-0.8123668
PLXNB2,-0.06485536,0.49985203,-0.45514578,-0.6006514,-0.62466085,-0.34092742,1.1116999,-0.7621958,0.8022926,0.65535396,-0.24398944,-1.427263,0.19534735,0.6387188,-0.86417156,-0.22152016,-0.11283346,1.2784438,-0.04570166
LMF2,-0.754741,-0.31626576,0.7279003,0.51008046,0.6283834,-0.97172916,-0.28762105,0.2097414,-0.28117257,-0.40103102,0.5598587,0.6438817,-2.3968153,-1.1000319,-0.3617679,-0.36182147,-2.2043095,0.81766206,-2.345694
ODF3B,-0.20905401,-0.18491845,-0.9047582,0.23598033,0.5248092,0.18755676,-0.47201878,0.24688666,-2.103755,-0.24061158,0.4291186,0.06846754,-2.1992145,-0.9763466,0.34258863,0.24406062,0.6293915,-0.38360062,0.13053131
SHANK3,-0.49596068,-2.447913,0.30621913,0.6650514,1.1109861,-0.5360251,-0.1476634,1.1479472,-2.294428,-2.5020287,1.075314,-1.1307086,-2.3862216,-2.5046725,0.783587,0.7658175,-2.4736228,-0.7852825,-2.5625062
SLC25A6,-0.3138877,0.0960865,-1.2129577,-1.1413935,-1.6884007,-0.55976254,1.4899083,-1.5574079,1.0851316,0.92440504,-1.2638165,-1.807824,0.6110278,0.888826,-1.4425013,-1.036865,0.7445853,0.682293,0.7346213
CD99,0.496393,0.014972333,-0.32106715,-0.47963452,-0.35251433,-0.33718005,0.6508952,-0.27567852,-0.26510164,1.1789322,0.023130164,-0.59043604,0.52069104,-0.34644386,-0.58074534,0.54276496,0.4274628,0.054123867,0.7977318
CLTRN,-1.9939629,-0.2122551,1.3542341,0.2756132,0.8603547,0.5515667,0.09815503,-2.805848,-2.833565,-1.5294747,0.6285949,0.90529215,0.037619717,-2.4539313,-1.2392949,-3.0788507,1.033123,-0.7006676,-1.1769495
PHKA2,-1.8103714,0.33124855,1.0800476,0.7572998,0.63811123,0.7926878,-2.3073173,0.360659,-2.5519776,-2.3826008,0.81601024,-1.2382375,-0.90497494,-2.2084427,0.34737006,-1.1490048,-2.1032748,0.67943484,-2.2321422
EIF1AX,-0.2901404,-1.8962561,0.07515301,0.07285022,0.33121186,0.14577794,0.4946604,-0.25234106,-2.9370956,0.677055,0.55059993,0.7441818,-1.1657209,-1.4884735,0.102955915,-0.22818184,-0.39883032,-2.6768045,0.7531347
PRDX4,0.20476808,-3.010172,0.1935483,0.04928922,-0.12891957,0.068517186,0.16938773,0.19434085,-1.738453,0.3039312,0.034611475,0.3488897,0.2568773,-2.881202,-0.56292784,0.43250725,0.12977582,-0.32593498,0.32751125
SAT1,0.09378376,-0.31665906,-0.80256546,-1.2991838,-1.7432317,-0.546498,1.3304257,-0.743953,0.28270924,1.3620816,-2.3409545,-1.866876,0.8642371,0.5250516,-1.5282016,0.06815598,0.83707935,0.25753465,1.0994732
EIF2S3,-0.37815905,-0.16138689,-0.19709992,0.09765444,-0.2538143,0.29309174,-2.7609508,0.10070928,1.1830662,0.34715897,-0.55271584,0.98112684,0.43947074,-1.0150892,0.12425667,0.029998321,-1.516903,-1.070979,0.5982431
TMEM47,-1.7898004,-0.32107624,0.37562257,0.5765639,1.1819916,-0.6140833,-2.4406788,0.86944544,-1.5641173,-1.1702912,0.12909454,0.28335744,-1.1183707,-2.4948797,-0.44796953,0.30330187,-1.7314252,0.3394635,0.24131593
