,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
NUDC,-0.7209671,0.1263634,-0.11927955,0.45783243,0.628431,0.3653962,0.3191737,-0.24360658,-1.8132982,0.094966836,0.5794362,0.80111617,-2.7425122,-2.615184,0.4507663,-0.25675565,-2.4993656,0.5642543,-1.0222646
FCN3,-0.74177635,-2.9227855,0.20138349,1.1723756,-0.09385843,-2.9175076,-2.2586343,1.5713574,-2.5019639,0.6535736,-1.7418228,-2.0573616,-0.91200477,-1.9634855,1.5981214,1.5889051,-1.8153795,1.0664823,-1.9637543
WASF2,0.44814727,0.8105532,-0.9639907,-0.20845288,-0.4046804,0.13259108,-0.7289336,-0.11424697,0.8690631,-0.28775305,-0.82752013,0.3377365,-1.1084777,0.45281145,0.16727173,0.39511323,0.4976402,0.8175889,-0.49626184
ATP5IF1,-0.2301882,0.59284705,-0.70998085,0.0149071915,0.1852586,0.12488075,-0.5193033,-0.5455009,-0.36260837,0.9219544,0.3518288,0.24921627,0.71663797,0.4970673,0.041538186,-0.88923407,-0.70750123,-0.143602,0.14525315
LAPTM5,0.67953146,-1.3947526,-1.5080115,-0.5183681,-1.9994174,-0.7942219,0.7285216,0.41784137,1.2919003,1.0789496,-1.5174845,-2.3963826,0.994728,0.75763506,-0.32381478,1.0175431,-2.160943,0.04855813,0.9740901
SERINC2,0.24626382,0.5293836,-0.5557037,-0.23192114,-0.06975731,-0.060327586,0.222311,0.024537187,0.6164603,0.22068958,0.3030186,0.47939643,-2.3370035,1.0130843,-0.42451432,0.20000586,1.1746415,0.2906142,-1.9795446
TINAGL1,-0.25219053,0.19838029,-0.41263717,0.2170707,0.37720606,-2.0605824,-0.25991037,0.22623345,1.2780806,-1.048037,0.6738464,-1.501354,-0.6146665,-1.1272557,-0.41151285,0.12601627,-2.60932,1.0052934,-0.09232903
PTP4A2,0.122713976,-0.0942403,-0.37872127,0.39392272,0.02229294,-0.18054871,-1.7369361,0.3577992,-1.7160493,0.83377,0.07133611,0.66031635,0.8099976,-2.6857069,0.44713485,0.3267717,-0.61600554,-0.13232478,-2.3387039
KHDRBS1,-0.4095398,0.30023673,-0.36557227,-0.02392851,-0.065427646,0.24822766,-0.14034621,0.11677309,-0.25030833,0.7268691,-0.6182635,0.88284993,0.7011354,-0.07619847,-1.1278219,0.36891937,0.46597105,-1.5448233,0.38020912
EIF3I,0.37177038,0.32125905,-0.6411637,0.06426812,0.16064267,-0.2541762,-0.23013802,-0.0076045147,-0.5311722,-0.25331953,-0.085301995,0.18042186,-0.07767204,-0.48665008,0.2629023,0.30728003,0.043647405,-0.2992554,-2.1687467
MARCKSL1,0.5823137,0.18565984,-0.08024356,0.68255055,0.90649694,-2.502359,-2.6835854,0.9961697,0.21767326,-3.030395,0.21471937,-1.1385268,-2.4643104,-2.1131842,0.96063447,1.3564892,-2.3156397,-1.3046917,-2.4375494
RBBP4,0.19923477,-1.693842,-0.28304085,0.46560082,1.0143858,-0.51358694,-1.7603468,0.4728951,-1.5437311,0.20482418,-0.2523774,0.6153702,-2.377022,-2.5161324,0.20654637,0.44006562,-2.3876472,-0.7718317,0.7910874
AK2,-0.3484123,0.16580828,-0.56823575,0.000106377265,0.17261522,-0.06210562,-0.14302681,0.22019398,-0.4099926,0.18570827,-0.13035873,0.469663,0.10841952,0.66133255,0.23914833,0.11833118,-2.0529652,-0.423513,-0.41124967
PHC2,0.21349974,0.048536833,-0.4143264,0.2267085,0.35727763,-0.9531811,-2.5128891,0.55116796,0.18095936,0.43178946,0.70133656,-0.81110513,-2.5399096,-0.15037964,0.5785539,0.72691023,0.160722,-2.0468993,-0.70746905
GJA4,0.07737246,0.4323825,-0.88544863,0.15748459,-0.118396044,-2.733925,0.7251276,0.29045993,-0.50130045,0.5870336,0.3662731,-2.4201868,-0.6668229,-1.9226156,0.3031569,0.4633063,0.00011301399,0.90614235,-0.40278453
TMEM35B,-1.634046,0.29342946,0.05006916,1.0676485,0.8477345,-0.15655552,-2.0600584,0.7917642,-2.4674342,-0.98464555,-0.9549778,1.418544,-2.210536,-0.9163205,1.1510228,-0.773865,0.02505539,-2.4054973,0.2002103
SFPQ,0.008561746,-0.28395548,-0.11698459,0.016399985,0.13449475,0.10948647,0.8294065,-0.002744352,-0.7160159,-0.6896043,-0.43800953,0.12802413,-0.5332814,-1.2703184,0.00462058,0.2928956,0.41643533,0.7044031,-0.10750542
PSMB2,0.299449,-0.73866934,-0.021920852,0.71441543,0.85818624,-0.6649844,-2.2359722,0.97690654,-2.6667092,-1.2382349,-0.50559443,0.68146974,-0.40540507,-0.7343058,0.12440851,0.8155011,0.5982059,-0.5612872,-2.5283122
EVA1B,0.81707525,-0.24059743,-0.6063981,0.22154045,0.4382249,-0.4271102,-0.4160491,0.73815787,0.32418102,-2.713107,0.24219261,-1.7179323,-1.6220378,0.9888971,0.4833244,1.005231,-2.3536608,0.20405129,-2.5549502
NDUFS5,0.05352227,0.4900023,-0.31525147,-0.25749338,-0.24376523,0.08307234,-0.03862552,-0.80920804,0.36819124,1.0143963,0.085427254,0.44039148,-0.012527337,-0.6757959,-0.7370652,-0.3281434,-0.25950933,-0.47920406,1.3549025
PABPC4,0.25971854,-2.6360774,0.06339919,0.3112979,-0.30762556,0.6736026,-0.08234735,0.6301098,-0.50053066,-0.08112398,-1.52392,0.9790668,-2.4895492,-2.702968,0.9121934,0.9000171,-2.385326,-2.49597,-0.016095927
HEYL,-2.4850862,-1.8454281,1.2649368,0.7417526,0.060482573,-2.552976,-2.0150979,1.8054385,-1.9333286,-1.9385533,-2.0464942,-1.2517354,-2.036242,-1.7410911,0.9667713,1.0435166,-0.80474097,0.1617153,-1.8341463
CAP1,-0.0047181165,0.18933013,-0.18164404,-0.33937046,-0.6423388,-0.55559224,0.5504781,0.14958577,0.42521688,0.9673068,-0.74079275,-0.7683814,0.44335,1.1005467,-0.8199439,0.33029515,0.48829117,0.16194333,0.69765306
PPT1,-0.08026474,-1.7433907,-0.12930506,0.07523819,-0.19652393,-0.05818782,-0.36860844,0.43218377,1.1805739,0.065645866,-1.3188066,0.52938527,0.60492384,-0.21845399,0.29825926,0.4130259,-2.3619423,-2.2900422,0.8099544
CITED4,-0.9542548,0.110990606,0.8734698,0.71961004,0.56613666,0.37085167,-2.54818,0.9267489,-2.642294,-2.7083733,1.125631,0.3600755,-2.5391705,-2.2189653,0.4956655,0.7665531,-0.7955639,-2.4780927,-2.144246
PPCS,-0.19291832,-0.044360545,0.92909116,0.6800126,0.8439205,0.2832702,-0.95150656,-0.9822518,-1.4219084,-2.637533,0.5198742,0.5394789,-2.356581,0.22251238,0.25944498,-0.9073818,-2.2988255,-1.4978335,-0.8929684
YBX1,0.30114678,0.1860245,-0.62720406,-0.5919026,-0.7143432,-0.25478908,0.86704165,-0.6017839,-0.5440875,1.2192636,-1.8638309,-0.024906348,0.9882186,0.71480125,-1.1485614,-0.1739964,0.78140396,0.54406613,0.9152115
SLC2A1,0.12559943,0.5097496,-0.2164953,-0.7332432,-0.94440955,0.047543555,0.35128233,-0.45688033,0.8921719,0.7656516,-1.3959492,0.27704415,0.11370043,0.45780098,-0.50359523,0.014645648,-0.6531214,0.642507,0.95324844
HYI,-1.7337933,-2.8057559,0.47598666,0.85623044,1.029441,0.4980687,0.88680804,-0.16186869,-2.694228,-2.7653098,0.96376824,0.6008713,-0.30171904,-1.4520515,0.18128644,-1.9427722,0.1660776,0.08505245,-2.4317524
PTPRF,-0.15997024,-1.9973623,0.42671794,-0.046178628,0.22621213,0.41775322,-0.06944918,0.3843913,-1.7249434,0.5897796,-0.07281198,0.8585742,-2.5114956,-0.08670084,0.8942052,0.3519976,-1.8652276,-1.0181937,-0.10492641
ATP6V0B,0.21208048,-0.19783166,-0.4162159,-0.100417495,-0.43673906,-0.6921171,1.2621058,0.122929946,0.7415933,0.2043281,0.5012166,-1.8923986,0.7373561,-1.3665631,-0.03609456,0.6909137,-2.2911992,0.5849519,-0.43319467
ERI3,-0.75625545,-1.2295439,0.64004993,0.9887216,1.1133901,0.5780373,0.20045191,-0.42992392,-2.524085,-2.9273777,1.1826844,1.2459896,-1.6268123,-2.3707674,0.6410743,-0.5205907,-2.300901,-0.42396185,-2.2227533
UROD,-0.8171056,-0.38804764,0.3195523,0.3740801,-0.0009876539,-0.24326378,0.69686943,0.38403356,-2.2744055,-1.1244249,0.14122933,-1.1875895,0.22754174,0.36825868,0.32323217,0.13536878,-0.082436405,0.119935974,-2.2048426
PRDX1,0.31470224,0.16872607,-0.39991948,-0.14670332,-0.21826135,-0.004110202,0.26215795,0.0065767197,0.16022128,0.41749492,0.16565658,-0.07227504,-0.19128492,0.6663806,0.0100661125,0.51132834,-0.43834743,0.12786826,-0.49858275
AKR1A1,-0.48204297,0.5701853,0.12780705,0.111246414,-0.14599173,-0.027585743,0.288762,-0.08177402,-0.7718527,-0.16997199,0.52509236,-0.13541916,-3.1417353,0.45519963,0.13027476,0.28067547,-2.7753303,0.49617836,-1.9561385
TSPAN1,-0.8588395,0.7924997,-0.7127234,-0.79429895,-0.07034615,-0.22495635,1.328775,-1.5856136,0.31258935,0.5744873,-0.061937235,0.40503633,0.3859684,0.2580303,-2.3613,-2.0485742,0.07272754,1.1013024,0.5389575
LRRC41,-0.71043944,0.71005857,-0.0032879415,-0.13569322,0.4016991,-0.12430254,0.89734244,-0.18317883,-1.022619,-0.59534395,0.3070996,0.24697594,-0.9785184,0.6086676,-0.23661529,-1.2233063,-0.8123125,0.5324832,0.6260006
UQCRH,0.55176294,-0.38668346,-0.14703047,0.05957158,-0.09474385,0.4383588,0.14296705,-0.29870182,-1.4739282,0.6664635,-0.30661544,0.59840024,0.328808,0.21256492,0.46861854,0.410735,-2.1335871,-0.2743594,-2.156789
PDZK1IP1,-0.49089622,0.26233515,-1.0137281,-0.77805203,-0.9304175,-0.6533762,1.6246481,-1.7488927,0.6242012,0.5266215,-0.5906719,-0.12166075,0.359863,1.1539619,-1.9320285,-1.5080783,0.65118665,0.73431486,0.14511238
CMPK1,0.10340083,-1.6809306,0.458515,0.26794216,0.43582177,0.44490257,-0.7169497,0.20463985,-1.5875969,-0.10392363,-0.71599364,1.4220849,-0.7213042,-2.650305,-0.68951935,-0.012911017,-0.3948718,0.27454263,-1.3917204
TRABD2B,-0.48595253,0.36190015,1.3481585,0.78823864,0.5012162,-0.16828525,-2.652531,-0.48650157,-0.18756798,-2.572439,0.5321499,0.25442684,-2.3078024,-2.081047,0.19702095,-0.91328126,-1.4265348,-2.2690036,0.24743813
RNF11,-0.042050544,0.0146252215,0.203455,0.07290123,0.3452085,-0.20323804,-2.1148129,-0.02546739,-0.786343,-0.03125914,-1.3105443,0.06382677,-1.8701032,-2.7382004,-0.18025073,0.67632145,0.4620909,0.46200985,-1.9516705
ECHDC2,-1.8769788,0.24280041,0.4302557,0.43698674,0.5296011,0.1971665,0.115457766,0.24745177,-1.4381577,-1.4990022,0.48278046,0.55933726,-2.259079,0.36746866,0.5093721,-1.8205024,0.82784724,-2.340781,-2.3663566
SCP2,-1.0109785,0.019460168,0.1836241,0.11856801,0.24317203,-0.03863145,-0.30948862,-0.04610334,-1.6063181,0.4112558,-0.4237271,0.6104708,0.7597012,-0.39271098,0.11773232,-0.1375899,-1.7417159,-1.5260237,-1.3044629
CZIB,0.23528485,-1.4588307,0.75564575,0.68343925,1.0613172,-0.019959575,-1.9091251,-1.7702302,0.4627192,-2.1457977,0.76892257,-0.3280121,-0.80571955,-2.2521915,0.9189224,-1.042289,-2.3122923,0.045355923,-2.2890925
TMEM59,-0.3141041,0.42954707,-0.39387813,-0.66908073,-0.5075583,-0.1657101,0.83605754,-0.8839498,0.57433206,0.8232783,-0.6809443,-0.76812375,0.5272886,0.47844657,-1.1142492,-0.82978326,0.91948307,0.708434,0.7207329
MRPL37,-0.31813756,-0.41805828,0.69099337,0.9310327,0.92122567,0.52601045,-0.41162357,0.28514224,-2.752912,-2.9613242,0.6533239,0.0439451,-2.2150612,-2.2045739,0.68424445,0.50220966,-2.308313,-2.565158,-2.3067703
PLPP3,-0.13250512,0.31915858,-0.47364855,-0.80795926,-0.1983744,-0.35656485,1.0215956,-0.47204834,-0.0942263,1.2011117,-0.40212673,-0.52011293,0.41574392,0.056089763,-0.79168636,-0.218969,0.45898497,0.12332862,0.78599954
JUN,-0.5689325,0.5081274,-0.8256567,-1.2195578,-0.66174483,-0.67132646,1.0244663,-1.558624,0.39020848,1.2278596,-1.0469785,-0.34802008,0.5358098,1.1390818,-2.5242598,-2.184426,1.1167192,0.61918765,0.7918323
CYP2J2,-1.2451677,0.9880854,0.47223762,0.10151184,0.4963659,0.5460981,-0.9607769,-2.1483457,-1.0280619,-0.21287951,0.7360491,0.6939285,-1.263181,-2.4261918,-0.002355453,-2.3976989,-0.2893021,0.082297236,-0.6194934
NFIA,-1.3494666,0.23263417,0.16526811,0.11591046,-0.22614723,0.15406778,0.115303285,-0.18757224,0.63590336,-0.5896629,-0.31151512,-1.414507,0.63377595,-0.8539029,-0.3704463,-0.3572381,-0.16390166,1.1636895,0.05609621
PGM1,-0.12790783,-1.8436375,1.1557481,1.1004459,1.2614686,0.21392679,-1.4163411,-0.1483499,-2.504477,-2.8086538,0.46162668,-0.62642676,-2.2128832,-1.8372635,0.9940422,-0.64520496,-1.9367665,-2.3677042,-1.5647117
JAK1,-0.7806059,-0.19936536,-0.31957775,-0.074971385,0.27734843,0.05626657,0.29977334,-0.079465725,0.17571467,0.6608816,0.1363407,0.3852161,0.2045544,-1.412834,0.44611585,-0.278549,-0.29648015,0.18817039,-2.7119877
AK4,-0.3083965,-0.2368458,0.4358503,-0.073663734,0.14621156,0.38978198,0.21166945,-1.1304257,-0.11268146,-0.041171055,-0.04191738,0.32154506,-0.74357337,-0.5013177,0.43076968,-1.0067528,0.6120201,-0.42369926,0.3030315
LEPROT,0.054237437,0.25413388,-0.17027554,-0.08868883,0.2970634,-0.020334994,-2.2872846,-0.07202809,-1.5331777,0.8464607,-0.7638223,-0.37971643,-0.9329849,-2.3064547,0.31335902,0.2617261,0.78174216,-0.5174731,0.30725524
SERBP1,0.25306827,0.2395644,-0.08129218,-0.12842822,-0.33551943,0.23676768,0.21148908,-0.36082244,-0.99354565,1.2452108,0.21925479,0.4855356,0.3537382,-1.7478595,0.25775108,0.35858756,-1.2463034,-2.6441147,0.4867777
GADD45A,-2.0312424,-2.4919817,0.45561373,0.57474387,1.847545,0.152086,-2.4567385,0.56619215,-2.6845412,-2.7955015,0.055531863,1.6576337,-2.1069722,-2.1545224,1.2920359,-1.4555594,-2.138354,-2.203302,-2.2014863
GNG12,-0.18597502,-0.3391683,0.4506225,0.16265951,0.67710316,0.6231876,-0.8448076,0.050718307,-2.8912227,-0.6538372,-0.6131849,1.1107922,0.59867185,-0.6387174,0.9875025,-0.61757934,-1.8852197,-2.6563056,-0.4252057
SRSF11,0.22953346,-0.0035833244,-0.115022436,-0.30620506,0.26456037,0.10340261,-1.0952083,-0.22867031,0.46706602,0.8862584,-0.43247372,0.46708512,-0.9936179,-0.05541101,0.3842048,-0.44493294,1.0223651,-2.9693205,0.6512602
CRYZ,-2.6253371,0.29463446,0.74866277,0.29403925,0.56158364,0.5151681,-2.439262,-1.1851549,-0.17314957,0.2020183,-0.090910636,1.270829,0.13683432,-0.24196339,-0.32218957,-2.198115,-1.0119928,0.06552523,-1.5240738
ACADM,-2.1332028,0.49561808,0.5567957,0.33065984,0.3739112,0.47234604,-2.8512404,-1.9853512,0.42434072,0.17276748,-0.5484289,0.8763444,-2.2390733,-2.3006637,-1.8602905,-1.555513,0.77975756,0.41121262,-1.6776793
RABGGTB,-0.22339514,-2.5291994,0.21631114,0.4175741,0.7163945,0.74152684,-0.40109038,0.27204713,-0.39320832,-1.5041784,0.005670621,0.72639066,0.29813838,-2.548511,0.41097283,-0.81508946,-0.18210173,-0.78443104,-2.4953883
GIPC2,-2.841995,0.4323026,1.1607054,0.5414823,1.2477804,0.3677861,-2.7024503,-1.2924111,-1.9255861,0.13478255,0.67604095,0.5425118,0.6675189,-2.2352748,-0.91759604,-1.7262107,-1.9004099,-2.5506845,-2.3676074
ADGRL4,0.4666618,-0.38300735,0.06827702,0.08259806,-0.02667713,-0.63620436,-0.42833096,0.7089557,-2.6776195,1.092818,-1.8233745,-0.80029726,-0.09768309,-2.45523,0.9075653,0.96238065,-0.51225686,-2.6958423,-0.52537614
GNG5,0.17618157,0.20392424,0.0026371677,-0.23819788,-0.017081117,0.14420044,-1.6692634,-0.075428404,0.46132055,0.59204036,-0.44071147,0.96850634,-0.45222825,-0.95114774,-0.009139894,0.5345289,-0.86075354,-3.015775,0.65682346
DDAH1,-1.3373375,0.14936878,0.81621933,0.46655846,0.38928452,0.45118392,0.83778405,-1.0517086,-2.1054673,-1.1904091,-0.3275161,1.0317096,-2.0901444,-2.2723074,0.08842292,-1.2904493,0.14663643,-0.14084522,-2.6353106
CCN1,-0.22377759,-0.018140702,-0.33855125,-0.26779997,0.09865351,0.6301009,-0.6307564,0.37111977,-0.124625884,0.89433354,-0.6845759,1.0983812,-1.25866,-1.8135256,0.51561326,0.42140037,-2.1378124,-1.140784,0.9697116
SH3GLB1,-0.0003014977,-1.4496868,0.061155092,-0.16958688,0.1499435,0.20114245,0.18264998,0.34144425,0.43472287,-0.13042843,-1.0319101,0.48876214,-0.2582232,-0.24470834,0.87562513,-0.027586605,-2.4884734,-3.0175169,-2.464847
SELENOF,-0.38802695,-1.3034935,0.31365827,0.32322723,0.48567614,0.23785566,-2.9992115,0.5349929,0.19278264,-0.0301486,-0.37641335,0.5088657,0.16288486,-1.0743697,0.5128506,0.679767,-0.9809146,-2.8579805,-0.8791489
GBP3,-2.2085495,-1.3024347,1.2366441,0.47340837,1.1176273,0.5201715,-2.12459,-0.18380295,-2.4766119,-0.5344628,0.8427487,0.30143616,-1.1174303,-2.233945,-0.34679314,-1.4659109,-2.1187446,-1.885641,0.8640301
TMED5,-1.0748552,0.3502516,0.86432177,0.26529005,0.5197465,-0.008471037,-2.9536288,-0.027761606,-2.9759114,0.6790107,0.254957,0.46410826,0.5319126,-2.567464,0.33484212,-0.50244343,-2.3097024,-1.3474392,0.6566699
CNN3,-0.19145371,0.27337945,-0.5664025,-0.42313528,-0.2873065,-0.38081038,0.6832992,-0.5121513,0.5692934,1.1843331,-0.41770515,-0.88832617,0.91640747,-2.318574,0.09979171,-0.47972324,0.5882111,0.767335,-0.38669598
SARS,0.006281702,0.40157995,-0.5327696,0.124611095,0.4381741,0.29602882,0.2498343,0.13861917,-1.5787499,-2.401411,0.13080595,0.48521718,-2.8123677,0.31345934,0.61573976,-0.15881114,-2.2336373,0.15042885,0.07927366
AHCYL1,-0.15037706,-1.3786011,0.051674105,0.18597291,0.41573358,0.5636895,-0.6214035,0.08656491,-2.5460632,0.7280269,-0.7511716,0.52891386,-0.8065579,-0.28751218,0.4865068,0.35364217,-1.0531291,-0.6876408,0.47486952
SLC16A4,-2.2265623,0.70244855,0.9543457,0.16002385,0.69355816,0.83021444,-2.9091465,-1.0588071,-2.7168374,-0.006101131,0.52531946,0.70917875,-1.351856,-2.4859977,-0.9042862,-1.6914005,-0.6112323,-0.06253309,0.50837123
LAMTOR5,-0.2335775,0.6968691,-0.018658066,-0.14274347,0.052207015,0.34911454,-0.14157712,-0.6631329,0.45926964,0.05146258,0.002900336,0.7982254,0.06506066,-2.3049383,0.06755336,-0.88274276,-1.2324501,0.5187741,0.42449632
ATP5PB,-0.29879948,-0.95222616,0.4360383,0.21534747,0.45511362,0.35681048,-2.5230696,0.2963584,-2.8194892,0.6342853,0.08096204,0.71109897,-0.05769215,-1.374808,0.077031896,0.45778316,-2.6908646,-0.40097842,-0.54457414
RAP1A,0.1814567,-1.5371118,0.67191637,0.5564606,0.6891447,-0.36633754,-2.9474633,0.83494914,-0.70114374,-0.09201066,-0.45805365,1.1726453,-1.3870418,-2.4200597,1.0942141,-0.17062506,-1.6697085,-2.5806015,0.36949843
CAPZA1,-0.7467194,-0.2199539,0.38884526,0.37096995,-0.8201972,-0.011558607,-3.1194067,0.6890884,0.3078197,0.30463737,-1.6213989,-0.81806475,-0.20149943,-2.7258127,0.70232755,0.721194,0.5157032,-2.8119154,0.16080992
RHOC,0.2534131,0.24453428,-0.9443256,-0.6333736,-0.9653047,-0.8874082,1.4255232,-0.47057706,1.0514727,0.04475806,0.10614767,-1.8974835,0.072779804,0.3907914,-0.69005257,0.5526327,0.31683278,0.11390051,-0.021041825
CSDE1,-0.05161392,0.39187622,-0.556302,-0.46105364,-0.6069907,-0.06749398,0.9334856,-0.9268591,-0.014858495,1.0691563,-0.4696871,-1.0180274,0.5874266,-1.7813907,-0.541957,-0.41492018,1.2489599,0.6286512,0.712608
ATP1A1,0.23548925,0.7353722,-0.05742912,-0.18199025,-0.0937957,-0.02902251,-1.2938286,0.025423128,-0.2043612,0.8043759,-0.06015384,0.5528939,0.02474313,-2.4379604,0.06664379,0.47613886,-2.5230556,0.60052276,0.6068209
PDZK1,-2.7723262,0.5109739,0.3385006,0.12815893,0.5862427,0.13382809,0.023112155,-0.8211031,-0.06597008,-0.109915316,0.76885873,0.37699714,-2.7931876,0.37262842,-0.9163538,-1.2045928,0.6986458,-1.3023447,-2.9938939
RBM8A,0.13960578,-1.1099608,-0.06471622,0.27447456,0.24680436,-0.2736909,-2.7326353,0.43204856,0.13556439,0.45086047,0.67432714,-0.39818218,0.17376119,-0.45934084,0.5498566,0.25107786,-0.93785816,-2.1819885,-0.7503921
MTMR11,-2.7564611,-0.8304819,0.94375455,0.9819057,1.3718354,-0.124304175,-2.5589619,0.03152542,-2.4616578,0.07167025,0.9314824,0.34437037,-2.344603,-2.216324,-1.0155679,-1.447006,-2.2318602,0.319731,-2.2327626
APH1A,-0.23111995,-0.23002627,0.022827957,0.5183976,0.53309286,0.14062294,-2.6277807,0.68846613,-2.0710351,0.0540282,0.85868454,-0.30005607,-2.1899376,-2.6421556,0.5656979,0.1804314,-1.3607707,-0.012637884,-1.9811156
MRPS21,0.27767745,-0.20932613,-0.009791764,0.07253273,0.48640463,0.032589998,-1.3002678,-0.057173494,0.8230648,-2.674041,0.7024686,-1.9476769,-1.0015887,-2.5532007,0.38397318,0.39718124,-0.04807643,-0.43125042,-0.39679837
MCL1,0.5378504,0.3896989,-0.79569316,-0.7154928,-0.45782012,-0.060815673,-0.13083103,0.090538576,-0.20404133,1.2261772,-1.0621165,0.55913174,-0.35030988,0.47558644,-0.3949313,0.760145,0.5081423,-0.3581152,0.52420175
ENSA,0.051311556,-0.63440126,-0.10555408,0.073781416,0.3811087,-0.21764229,0.99969923,0.05517213,-0.8651285,-2.1243162,0.85621864,-0.13407359,-0.35567477,-1.1401639,0.032297343,0.37331605,0.29467213,-0.81277573,-2.4232314
CTSS,0.5541321,-2.6730552,-0.70088595,-0.2975668,-0.8838515,-0.2370852,0.67063963,0.87875193,-0.2741061,1.0489669,-2.9068074,0.37211615,0.44355738,0.96885306,0.4236229,1.1154184,0.54844296,-3.0224876,-0.2532975
CERS2,-0.57477576,0.17588638,-0.021931324,-0.40876645,-0.18864967,0.00014973835,0.6824089,-0.4486882,1.0767741,0.26049587,0.14618716,-1.2632042,0.6151084,0.5305486,0.185951,-0.8331287,-1.0084903,0.71906865,0.44200042
PSMD4,-0.03263846,-0.5924871,-0.22394934,0.5102004,0.4555519,0.33163273,-1.9843891,0.34257194,0.326119,-0.1442031,0.8590691,-0.83603495,-1.335368,0.6707853,0.65472335,0.53633046,-2.5340717,-2.0247376,-2.7995205
PSMB4,0.39447454,0.3976447,-0.32711416,-0.38671756,-0.32671648,0.0061925543,0.70190436,-0.5858282,-1.548738,0.7448028,-0.55347925,0.37277013,0.4801027,0.9517709,-1.1199727,0.30191374,0.9374445,-0.33345824,-0.22174914
RORC,-2.5352874,-0.753313,0.22563832,0.9583473,1.2549016,0.5664382,-2.7731035,-0.25873116,-2.3268583,0.47963902,0.8392691,-0.03195539,-1.4569107,-2.4216008,0.53685087,-2.0890734,0.37098643,0.37300888,-0.340327
S100A10,-0.40796033,-0.16780812,-0.92005545,-1.6620426,-2.036873,-0.7553451,1.5566908,-2.367393,1.1961898,1.0255694,-2.1428683,-2.1918132,0.6413796,1.03764,-2.3760061,-1.9090832,1.1947697,0.40501493,0.88412297
S100A11,-0.03792274,-0.17344663,-1.0616262,-1.8993623,-2.576922,-0.8540289,1.5218825,-1.6647005,1.3710048,0.7207821,-2.203013,-0.90179056,0.5998601,1.3445435,-2.4033687,-0.46097776,0.62485284,0.16135453,0.7855066
S100A9,2.6741433,-2.1615903,-2.7869956,-1.9423012,-2.3639784,-2.6310694,-1.4430324,0.5704574,-0.44103068,0.5733982,-2.0252993,-1.9460131,1.5316298,-1.4889731,-0.8245545,3.008678,-1.5276426,-0.6990482,0.87456113
S100A4,0.4762325,0.18393253,-0.80167884,0.14716545,-1.8000879,-0.83745897,-2.0410476,0.58926183,1.3814718,0.16429566,-1.6138426,-1.7797434,0.11686503,0.54703695,-0.081821665,1.0458596,-0.46154606,0.881376,0.6622722
S100A16,0.3947163,-0.8753279,0.09810703,0.26627734,0.1239136,-0.4364488,0.304222,0.032343462,-2.221605,0.20495915,0.22308691,-0.08640872,-0.8954394,-2.321208,0.104213536,0.85554165,-0.13136105,-2.5613015,-0.24403647
S100A13,-0.07517088,0.17889698,-0.8431118,-0.19673623,-0.11815598,0.15821081,0.6238386,-0.44618985,0.7403159,0.4942784,-0.13287827,-0.79936,-0.7047805,0.8972124,-0.28287634,-0.026450165,0.24354985,0.7059538,0.6179989
ILF2,0.44338757,-3.1331458,0.7167645,0.9263096,0.045124557,0.66713285,-2.2233787,0.75020576,0.22759615,-2.3974843,-0.58934355,-1.15743,-2.5124738,0.15594491,-0.119231,1.2716142,-2.3600354,-2.502951,-2.355646
SLC39A1,0.03072757,0.17521524,-0.17886135,-0.01675214,0.49345848,-0.30066124,-0.043213736,0.42261934,-0.83810335,0.44397014,0.8506457,-1.82342,-0.28698176,-1.6637188,0.82275176,0.24966477,0.10609331,-0.020672882,-2.9839275
JTB,0.108218,-0.3387225,-0.17331026,0.05850164,0.44108853,-0.058901582,-0.97616404,-0.027272632,-1.1710268,0.19811928,0.19045354,0.22085708,-0.8053469,-0.43681508,0.33508173,-0.19930491,0.7384549,-0.74218994,0.11079984
RAB13,0.29877463,-0.2457128,-0.30036876,-0.05211157,0.06855256,-0.5360808,-0.4559343,0.2034135,0.92375195,0.40841237,0.12923644,0.3127979,-0.42346328,-2.6569545,0.26137343,0.47353247,0.20941553,0.012553327,-0.7507532
TPM3,0.058307845,0.21840303,-0.57683635,-0.24110784,-0.21535586,-0.19258262,-0.2125721,0.10202354,0.18597169,1.1728003,-0.26492742,-1.299499,0.95318484,-0.39687383,-0.4122898,0.3759209,0.014321731,0.6255242,1.0922565
C1orf43,-0.29876062,0.29308927,0.02794207,0.06489213,0.31405726,0.45692244,-2.9101398,0.08036125,-2.690145,0.37789065,0.15796116,0.45322412,-0.16972959,-2.766228,0.23111871,0.4720159,0.5385063,-0.89974946,-2.4172945
ADAR,-0.27888197,-1.1737028,0.30598462,0.05287724,0.3087507,-0.04831623,0.16219252,0.09634435,-1.3864846,0.50961024,-0.7050292,0.10460366,-2.3853166,-0.05269929,0.2259031,-0.24623908,0.9371344,-0.7865011,0.71046734
