,Shared topic 1,Shared topic 3,Shared topic 8,Shared topic 9,RNA private topic 1,RNA private topic 3,RNA private topic 4,RNA private topic 6,RNA private topic 7,Protein private topic 2,Protein private topic 4
98_36,2.431656,50.005074,0.5563905,0.53846973,2.4100137,1.5648193,0.65194213,0.5545796,0.6413375,4.048167,1.7424446
74_11,10.306419,3.082368,1.5630537,2.4051275,0.9119948,19.894182,1.8819598,23.892359,1.0203964,12.86215,1.302674
57_39,46.030506,3.4040613,1.6990571,1.6242673,1.0336004,7.352902,1.2478741,1.7335337,3.3098795,5.7550974,0.7380597
91_12,12.757841,3.009488,0.9280484,1.7944778,0.8797411,23.046219,1.3304894,2.3507257,1.6115444,3.1578908,1.3333594
69_29,6.4618883,4.2654476,0.7691773,6.528775,1.488594,10.099191,1.9309765,2.7874925,4.3887887,5.615352,1.2482436
71_43,27.269405,2.6004844,1.2494481,1.8303801,0.7125415,19.245537,1.8447058,3.7581074,1.1287233,5.9694304,0.83091736
53_39,3.0652876,13.698189,0.62348896,2.114107,1.5051819,4.4427004,3.1742125,1.0039219,0.63274884,4.6088247,2.005091
58_23,3.667728,6.066289,1.2464387,10.866552,1.6725633,7.055292,1.1494228,2.3684595,1.1756682,7.454479,1.2580335
125_69,85.4889,2.1394095,1.2876074,0.5454508,0.55002993,3.670176,0.8352358,0.7630014,0.6724098,7.7978153,1.2129451
115_38,17.499393,2.9752386,0.95171225,0.8261801,0.6660692,33.38025,1.1659907,2.5675216,0.95398587,4.047141,0.7216464
86_40,19.923819,3.0507894,1.1032927,1.2202923,1.1175317,64.680855,1.5559613,1.3098267,1.3434577,11.365534,0.84508055
56_21,6.8010626,3.4511867,1.1232444,11.823435,1.0463432,9.792643,1.6749973,2.3295364,1.6279936,10.056243,1.2776549
123_63,10.727211,2.708832,1.2157457,1.7691281,0.7241712,18.732254,1.1781632,2.6328645,0.9212392,3.061049,1.0713433
89_59,5.595325,4.6738014,13.011824,0.8829404,1.7821175,2.8220017,6781.915,0.8822427,0.726849,77.84121,1.2983516
37_27,14.776377,3.3470626,1.3075051,0.7413679,0.5251465,15.784174,1.1856521,1.1330664,0.9577187,2.6504261,0.9108911
125_65,15.2236595,2.5912738,9.782626,0.4397835,1.3332599,3.8682866,1.251388,0.7955607,4.4247484,4.423631,0.9714049
70_43,14.118518,3.0524719,1.5673678,2.062584,0.9478699,24.062233,2.2847881,1.3460279,3.2366555,7.92795,0.9827411
93_13,14.773102,2.7933683,0.9525085,2.6065655,1.1531868,12.174065,2.1269898,1.8505799,1.5296841,5.3408117,0.62242734
26_55,54.767635,2.3774967,2.134822,0.57282335,0.5867984,4.939732,0.99149966,0.75050604,0.73559827,7.5816917,0.58233273
36_52,16.473862,2.4102945,1.8499018,0.81237113,0.7498483,14.829868,2.4466133,10.310473,1.0058775,8.421894,1.2718645
67_13,10.584408,3.8362565,1.0703213,12.984417,1.029221,7.8793674,2.4119449,9.454268,1.4558554,7.0868526,0.93841374
105_22,16.138481,2.2426188,4.7559414,1.2699287,0.4990041,10.338811,1.2209291,1.4055027,0.661283,5.20299,0.683173
101_59,20.796469,2.287136,3.1419005,0.71073115,0.58809716,7.617342,0.94951665,1.1691957,0.5799443,5.6935997,1.1987463
17_43,2.5208137,56.44562,0.5133989,0.61177456,2.5483534,2.0693297,0.63402116,0.65834224,0.59083813,3.5334835,4.085114
86_33,10.086864,3.5874906,0.98474777,4.297275,1.0203725,17.42816,1.2661694,52.67403,1.1041566,21.552368,1.390122
74_0,4.4196343,4.457939,163.00226,1.2239403,1.0391501,8.668622,2.9763203,1.0719328,2.7065482,24.1263,1.5409079
63_31,2.5682166,67.52905,0.56321687,0.63633734,3.2731962,1.4721857,0.6246071,0.37478784,0.7927302,2.2874923,3.797053
51_39,2.3051212,25.007,0.5275205,0.53442,2.6967,1.7653936,0.6885404,0.5035681,1.0597847,3.5065727,3.9114363
44_36,18.71921,4.3486023,1.7997468,1.064359,1.4079792,7.861454,2.0560267,1.0153639,16.911009,6.1270275,0.6270567
34_49,7.646969,3.7593517,2.921795,2.9072354,0.8505091,19.50586,1.7408284,1.7481068,2.599457,8.953558,1.6598848
116_46,2.5830445,74.88594,0.5661711,0.48760033,2.4847865,1.5675119,0.70406324,0.4387053,0.66993403,2.0711737,4.108303
54_28,2.9905806,43.036156,0.70972943,1.0137758,6.653781,1.8057872,1.7306075,0.5140212,14.601065,3.729449,1.4445454
84_31,12.740055,3.0351236,1.3712134,12.232174,0.95338655,18.424385,1.1872538,1.7724018,1.5844071,23.855764,0.98430467
44_45,2.310422,36.13605,0.55234617,0.54679924,5.012613,1.7201388,0.7920579,0.49395192,0.75187236,5.127218,2.3311484
28_44,2.5368328,52.649208,0.56743157,0.60019195,2.2658267,2.0126395,0.64952284,0.5730739,0.83207655,2.2525678,4.5229616
93_35,13.071323,4.334517,0.9179115,2.3869505,0.84594727,18.71364,1.4811606,6.2907267,1.0902987,14.765288,1.0021946
73_35,2.5694323,39.33965,0.6301513,0.6146734,2.7441864,1.709234,0.7368206,0.5085386,0.81743085,2.2250557,3.217609
57_37,9.8330765,4.8705215,1.2760242,1.2310506,1.5349742,7.1536117,0.9132117,0.85249996,6.89947,3.4003773,0.533596
118_49,2.8087587,62.730644,0.6914979,0.5824095,1.7600816,2.600725,0.82661575,0.70606506,0.6601015,2.6569314,1.3288547
69_19,5.4915743,4.0203047,0.8349972,25.635471,1.0118217,9.721231,1.5222551,11.350493,1.1570739,12.861251,1.191084
77_41,2.2390432,51.26864,0.4900462,0.5715209,1.7656006,1.9034468,0.67396206,0.55267155,0.7913895,2.219737,4.9826717
100_16,15.480892,2.912602,1.3654113,1.5284629,0.80401886,24.255114,1.1634308,3.1615171,1.0185554,5.3501277,0.8991215
95_61,5.28769,3.7086346,11.220705,1.6963587,2.00902,2.5563393,320.7937,1.0941694,1.9704472,101.04745,1.3117799
98_41,26.51015,2.8967116,1.1460896,0.8819843,0.7059452,22.739386,1.7075776,3.602647,0.88037413,4.935892,0.66875434
98_25,2.5505712,69.7799,0.54493105,0.53393435,1.979734,1.5882474,0.6116605,0.4290613,0.7214098,2.893928,2.9999228
77_8,11.620073,3.1560402,1.2224606,1.719959,1.2971934,4.8279467,1.8406507,21.419832,0.72311795,6.6178718,0.7875786
26_38,14.979959,2.6404366,3.903089,0.9324173,0.55492914,17.936222,2.5212638,2.0449455,1.0072663,3.4875112,1.4168296
49_25,3.830344,7.4918036,0.705849,3.3913832,1.6056033,3.8896813,2.5336998,2.1804345,2.179401,4.9130845,1.1211723
110_27,3.7848158,7.1035957,2.6240196,3.1801114,1.8587971,5.0187283,10.122259,12.319998,1.1568192,27.203192,1.9165897
81_15,5.324369,4.4454865,0.99858713,16.918596,1.2061033,16.47716,1.9104563,3.7444425,1.5350823,6.69118,1.5329031
95_50,26.439236,2.7225184,1.0635486,0.9370143,0.75558037,21.035892,1.572961,4.183137,0.93717,3.0560856,0.7144047
119_70,5.5608253,4.367998,19.804842,1.4378629,0.9180767,8.620192,1.5928965,3.7884011,0.84472024,25.83921,1.8670467
100_37,2.5680203,67.71702,0.51914114,0.5176177,2.2522125,2.2794042,0.6989674,0.5588964,1.0253123,2.1329868,3.0801818
111_51,17.779848,2.8837643,1.0001099,0.7576074,0.7650746,27.821484,1.0329576,1.6036131,1.1209689,3.9321084,0.5596157
21_41,16.773882,2.8036075,1.5079489,0.9736014,0.66725177,16.987366,1.3494481,1.8660716,0.9496,7.776576,1.7943494
78_16,4.848998,4.258614,1.1095011,7.1230392,0.9739867,9.303924,1.2918406,2.0021603,1.1594244,12.800703,0.94823354
116_50,3.14228,7.7635274,1.3021516,5.521548,4.7517085,3.8047438,1.0621951,0.6268096,4.145795,9.401444,1.0838109
57_22,8.761494,3.674008,1.0573653,3.815511,0.9681392,17.837072,1.1947801,4.606028,1.297232,7.7917438,0.79447126
79_14,6.340909,4.125661,1.0343928,15.769804,1.0237451,5.856308,1.5252979,1.381659,3.8788412,8.457722,0.58767575
72_29,2.904743,15.763889,0.7008044,0.82950675,72.60118,2.0552862,1.2693844,0.6529165,2.672286,3.7598257,1.9672513
93_34,11.26736,3.699984,0.91742337,2.0688818,0.9622225,25.560371,1.4589055,4.825874,1.205921,14.345448,1.1375813
54_20,3.3281145,8.117809,0.8250495,7.1630316,3.15302,4.290484,1.519753,1.1982011,2.6480386,7.1654797,1.3090197
95_11,12.840342,3.3051198,0.8967205,1.3690035,0.76624024,36.921314,1.1739999,9.9524765,1.5016361,5.7973647,0.9664032
87_17,2.4549322,44.508495,0.5490924,0.6122163,7.266437,1.5004723,0.6476928,0.43369082,0.6306973,2.333205,2.3734734
74_31,2.4308105,39.33088,0.5188964,0.86617416,2.6760316,2.237754,0.61967355,0.6731551,0.88210374,1.9308169,1.6235641
41_34,9.254159,6.10526,1.3216519,1.7445459,1.9300429,3.5841234,0.75634205,1.4331468,13.698449,3.4736686,0.61511177
67_31,4.1840887,5.865208,0.97100365,19.467344,2.2864597,3.7158368,2.084174,1.7491224,1.8086811,12.592092,0.9070778
41_31,8.477334,5.9531574,1.1750188,1.8117629,1.7969728,3.9868975,1.552199,1.12045,9.055487,2.7093573,0.6570064
49_24,6.056511,3.436113,1.2309945,8.61115,1.2935746,11.071087,0.894575,1.8996418,2.393818,10.462916,1.1584197
68_42,37.915905,2.929459,1.6213923,0.96159124,1.8572901,5.36566,1.4463868,1.3148355,20.403793,17.276474,1.181346
70_3,6.7874184,2.6062434,52.77372,1.078891,0.59558225,3.5526843,1.9197373,0.6363404,0.6738556,21.115185,1.0150698
101_51,22.875015,2.702514,1.1357911,0.8845516,0.7095858,24.980637,1.2262602,5.7070026,0.89851314,8.568805,0.93458414
84_44,45.196568,3.5085604,1.1754589,1.6639037,0.8907623,12.607535,1.8653709,2.3385575,3.3792999,7.564801,0.75372505
118_40,49.46724,2.1664414,2.485981,0.5424431,0.5017817,7.1578784,1.1676722,1.2556664,0.8000946,9.102718,1.0553677
120_51,6.661013,5.003218,0.8143201,1.6690522,1.0869509,14.499136,1.0930424,2.577746,1.152553,3.48635,0.7316779
55_21,4.7254686,3.8713694,1.0034938,13.018087,1.2169583,5.0909004,1.7000831,1.0985487,3.3060553,8.8357935,1.256655
99_52,36.633163,2.4258366,1.1024858,0.9249162,0.51868,16.397732,1.1577404,1.520707,1.0963829,5.2647142,0.60446775
64_26,6.7166834,4.8653846,0.7477719,3.587747,4.035061,3.2247124,0.80487585,1.5179026,15.03447,5.631072,0.67876214
86_30,6.8446445,3.499975,0.86820346,3.1935868,1.0650189,23.078823,1.0597682,13.161003,1.6787694,5.994794,0.7864195
83_44,5.235782,4.690923,1.2103424,6.91718,1.2304536,11.4874935,3.0714207,2.5105922,19.392502,4.7796307,0.82448995
50_37,2.7097979,22.225117,0.66158587,0.54733807,4.7119412,1.8607117,0.65120137,0.45774207,0.748048,3.908183,2.4872594
104_28,2.56909,20.890106,0.52804327,0.77758396,1.0761566,7.7411833,0.8238178,1.6397073,0.76037085,3.4562237,2.3759325
27_33,4.110895,4.88804,24.505737,1.2626421,4.452229,3.357458,31.804317,2.1046765,1.9250652,81.05415,1.5644895
99_32,4.0730634,12.062038,0.6474625,1.1374732,1.4601651,7.282325,0.86333674,1.0490278,0.8079545,4.018805,1.9132324
57_34,2.6774116,32.3349,0.5291603,0.6518117,4.891913,1.6751555,0.6482559,0.49853012,0.83564454,2.423448,4.895541
75_2,14.809374,2.1241796,8.232169,0.7555274,0.48408335,12.734483,1.38669,1.5928856,0.7677419,5.432704,1.0958583
13_46,3.2147708,23.054718,0.8165211,1.2060404,1.1190159,5.558483,0.88477725,1.7629012,0.5865537,3.8686619,1.936411
71_38,2.345547,35.537437,0.6114892,0.5686502,3.8448038,1.3507543,0.7037631,0.38451836,0.6449799,4.724447,2.0148432
121_53,7.351516,4.05763,1.3180764,2.3858004,1.6366812,6.6145835,3.0945249,0.92156094,7.9633546,10.553316,0.69259536
110_43,3.4751778,12.723631,0.8973435,0.5201842,2.231782,2.554097,1.4148496,0.6181432,0.972875,3.118797,1.6374798
55_41,24.827627,3.171092,11.192979,1.2357979,0.97982764,4.720676,1.0221727,0.4454733,2.0165327,22.881361,1.5588722
96_14,16.592934,2.9667006,0.9631506,1.5929971,0.74879754,21.680332,2.2073581,17.446281,0.955033,4.000135,0.6521163
105_31,4.1470695,35.78411,0.67723227,1.0607573,0.9859069,10.898193,1.011144,2.5105445,0.79578006,2.1409557,2.2190611
28_33,3.9481592,4.9982476,44.06728,0.91486764,1.1304427,5.2041216,11.574328,2.2162094,0.7060359,96.926384,1.3429432
27_44,2.4654698,50.72635,0.5696809,0.62890756,2.8440979,1.6618445,0.6238396,0.4536457,0.78420925,3.286597,4.362594
33_34,16.663979,2.3312213,6.7577667,0.6322718,0.65898204,8.87125,1.2224144,0.9503256,0.96767026,4.922655,0.6157372
93_21,3.1588178,10.810742,0.8678161,0.92220175,21.045101,3.3112934,1.9572855,0.82370424,66.94723,20.80254,1.0937368
17_49,12.613495,4.037832,2.1093168,1.0635844,0.7325616,16.851475,1.4897264,3.2290156,1.027648,11.202584,0.6443662
117_37,24.101025,2.9575481,3.6854916,1.0761832,0.99201995,5.5851707,8.088622,1.1491319,0.95084196,17.119513,1.2340181
68_16,9.321459,3.5473607,1.201977,4.711106,0.93431205,22.033752,1.507179,1.0198022,1.6799097,11.995545,1.279885
78_37,2.7634184,48.94039,0.46069676,0.56125647,2.5579557,1.4822834,0.5927662,0.5278792,0.5925198,1.9207026,4.118028
117_64,34.3532,2.5860462,0.9471707,0.76887184,0.685811,23.846212,1.8509527,1.6641614,1.7656001,4.2548046,0.56911445
82_26,7.5851955,3.8100142,1.1592277,2.4371896,1.1530465,11.648355,1.6843151,1.3328015,6.3425374,15.273873,0.725586
27_49,3.6170044,15.59044,0.6016524,3.2154927,2.1642506,5.248914,0.9193682,1.2462363,2.9993045,6.33749,0.8935064
90_25,2.5165472,29.914658,0.47517943,0.65649474,3.4502275,1.732114,0.59623945,0.69474465,1.0333788,2.016783,1.6023513
24_42,11.121726,3.8637633,1.689039,3.7881713,0.9512737,11.873712,1.8732699,9.742262,3.1643858,7.456827,0.75491196
118_39,15.455143,2.3453505,4.159051,0.74528,0.6857458,7.689196,3.554599,2.5442674,0.87172055,10.537033,0.8482241
87_7,28.044594,2.6951487,1.0355194,0.69321203,0.5917824,19.311298,1.8527968,1.6425301,1.0569211,4.1236115,0.859922
56_26,2.792142,27.903728,0.74187285,0.9819419,1.703648,4.2881784,1.2396153,1.101832,1.037031,3.5181246,2.14592
17_44,2.5750947,82.0402,0.56045854,0.60384995,2.8701506,2.3231936,0.86398935,0.63115823,1.1021993,3.9650774,4.0795465
92_15,3.5023642,31.399054,0.7741015,0.9873159,1.9880714,2.4314728,1.0095531,0.6930285,1.0918926,2.7799673,1.0627699
86_16,2.5465703,24.267006,0.5298053,1.0145147,6.4283156,1.6503576,0.66177636,0.5098373,0.789292,2.4395661,1.9766906
65_28,4.850559,7.0998964,1.0695883,1.8069959,1.700549,7.272949,1.1982305,0.8385946,4.714692,4.059336,0.83740795
25_49,3.9640894,7.334359,1.1298981,2.1979766,4.1449933,3.769584,1.92183,0.5791178,7.528531,5.886262,0.64109
102_26,2.6741548,75.52834,0.57436574,0.56037474,1.8309926,2.136152,0.7643872,0.6440348,0.75717205,2.4373782,2.1550589
88_29,15.862966,3.0750723,0.99335945,2.030408,0.7028792,25.599009,1.727485,1.2180433,1.4577366,5.440821,0.5346185
98_23,2.478366,49.970306,0.49875677,0.5861008,3.7656312,1.9873406,0.8025825,0.55330336,0.7653114,2.5502715,1.8756684
23_43,4.258964,9.9154625,0.7823357,1.424931,1.4491458,3.3225403,1.127132,1.0318106,1.1088184,4.7402143,2.6939483
97_30,6.8956003,4.004569,1.2682458,8.208797,0.992556,20.01292,1.9986683,3.493655,1.4861938,12.138544,0.6657432
75_1,10.935398,2.6649914,14.881085,0.96369135,0.6571623,7.376172,2.005579,2.8079445,0.5435421,24.038803,1.5393847
120_69,53.89136,2.138699,2.7583973,0.96852434,0.5428358,7.1934147,1.371107,0.95318955,0.69465864,4.586568,1.2308258
78_7,12.975124,3.2815218,0.97805834,1.2674011,0.7650226,24.785135,1.1939421,4.7280736,1.1810316,5.582071,0.7400491
110_41,5.4891467,21.63467,0.85818446,0.7587575,1.2517309,8.515007,0.95770067,1.0665641,1.0995023,2.765398,0.6375248
87_27,5.456863,5.5062857,0.601045,3.5258915,0.9654924,19.701052,0.65575135,2.6944652,1.3043046,4.2522936,0.7121538
106_48,18.071362,2.471169,1.1908209,0.6991693,0.624777,43.298454,1.4496844,2.8095567,1.0626637,4.23996,0.5670634
95_48,20.66346,2.8234134,1.1138904,0.9013154,0.76253664,27.92266,1.4662509,1.6569431,0.99236035,5.1447816,0.60272276
114_63,43.31405,2.015792,2.4764402,0.60859764,0.5064301,6.5988445,1.1994926,1.090062,0.7022221,5.9113655,0.76744866
66_34,2.7242365,43.565426,0.57813436,0.5919472,1.8640556,1.8032982,0.7998303,0.5629011,0.769057,4.221179,1.8003597
89_15,2.1349719,23.888725,0.46143174,0.5815259,7.477358,1.907012,0.8924398,0.51717854,0.94584346,4.413806,2.1094613
86_52,11.418779,2.7352552,1.6129289,0.86644053,0.772636,16.95041,2.7659316,11.713255,1.0210165,4.285774,0.9696535
117_50,2.5436122,36.991016,0.62179476,0.63664144,2.1159937,2.8066666,0.6703221,0.5162287,0.80789596,2.7040086,4.376874
66_25,2.684942,35.532455,0.6845545,0.75886464,7.012145,2.6897929,1.6729916,0.5956597,0.839013,4.4545503,1.5863248
10_47,16.283932,2.489458,2.9518173,0.83486736,0.5110951,10.662302,1.4165031,1.7148718,0.88899344,9.11839,0.64219934
31_28,22.325485,2.8244126,4.126672,1.0334821,0.62041867,5.805948,0.97032744,1.1340466,0.6447272,3.089188,1.4203845
68_37,3.0790472,25.829933,0.7230679,1.4295852,1.6070638,2.2459083,1.3403722,0.6859176,1.1854752,2.3952928,3.4026158
72_43,21.58166,2.708398,1.8417115,1.1629964,1.884406,13.975383,1.2614478,1.4622335,2.4848442,4.3504725,0.72106886
97_33,2.6180315,43.104008,0.6069487,0.9384773,2.5619264,2.4477067,1.2880538,0.7757989,0.78963995,2.5941744,1.8686618
86_7,25.476402,3.000011,1.0324757,0.8799349,0.7433359,21.170757,1.6184584,2.7014244,1.0011201,4.2484727,0.8425325
53_34,4.4941177,9.384494,0.85759115,0.72877,3.210237,6.617274,1.3540223,0.5622771,13.81931,2.8032482,0.8088387
54_42,9.737706,3.3621726,31.715645,1.2754261,0.8787033,4.153639,2.1655977,0.5270268,5.156998,9.779056,1.1917403
73_45,10.347645,3.1112828,1.9879441,1.6984069,0.55542064,21.99204,1.4617065,2.1136904,1.1527038,9.812872,1.1752127
92_9,20.784605,2.457224,1.228369,1.0954517,0.59568095,29.994217,2.3263297,3.7764857,1.3268099,5.130405,0.7396176
70_10,32.93134,4.1626663,0.9823934,2.2592561,0.7726617,13.69145,1.3874186,6.7749553,0.98978394,15.6263,0.74668676
87_45,11.177063,3.2262077,1.2714281,1.1533597,0.9086193,14.979244,1.5069199,23.432207,1.2465621,6.8881445,0.658279
44_43,2.5269341,30.852667,0.5465503,0.5795702,10.143956,1.9244164,0.67597705,0.40320122,0.91864204,5.033993,38.68312
95_45,15.349322,4.4168935,0.9822434,1.4413211,0.98403513,24.911055,1.4810519,16.02815,0.8373266,14.874718,0.7899941
77_6,15.495092,3.0028644,1.260987,1.5349573,0.9436743,12.593623,1.8135912,12.145132,0.8224247,6.572235,0.72748244
83_27,3.8868625,13.881896,0.62933,2.149064,1.9322301,4.7071652,0.5321773,0.6208178,1.4675962,4.464534,0.7124891
84_21,2.2867486,54.591267,0.5556315,0.55148363,2.2195995,2.2872033,0.6976249,0.67971855,0.8275519,4.2281485,1.7942123
107_38,3.298164,61.904655,0.66636086,0.54759187,2.1184652,2.2747698,0.85305554,0.54526925,0.9292059,2.3700395,3.3881133
53_32,4.9730163,6.196875,1.1360493,1.1673589,3.7083597,3.0916777,1.0921305,0.7744354,9.629064,3.7286425,0.83712286
34_52,37.949314,2.7490351,1.5973649,0.48474425,0.9745332,13.300494,1.286795,1.2332203,2.3039436,7.2578263,0.6666013
91_36,10.643557,3.2217631,0.99762845,2.4639015,0.7436666,21.965086,1.4430927,8.143153,0.8317936,5.1959558,0.80782807
89_39,11.425062,5.4080734,1.0916613,2.516301,0.84525937,29.975271,1.1085511,11.383231,0.49648815,13.320126,0.99756503
29_42,2.3048522,32.238136,0.67068696,0.91155434,3.5102117,1.5666149,0.7053216,0.39716044,0.85352033,7.468665,1.1302079
68_23,2.410047,44.295998,0.5545131,0.5949844,4.4453425,1.6756706,0.5396426,0.51331294,0.8055148,3.9064963,2.4845452
80_24,2.8120677,46.578773,0.62702703,0.837197,3.7590694,1.6109278,0.66311973,0.46945557,0.8316072,3.4456687,1.2640845
96_19,8.278206,4.085995,0.9855263,2.6813736,1.0335013,24.070326,1.7646563,11.176159,0.83140856,7.1718645,0.68836826
116_56,6.6858435,3.8306453,1.3360989,7.925193,2.6381228,5.1628046,1.507642,0.8440189,2.8187337,5.3553677,0.68435055
70_37,2.4768608,51.427826,0.54806024,0.56239617,3.2646332,1.5826224,0.795416,0.48537856,0.8519218,4.1203527,1.8326367
69_28,2.8514562,28.956768,0.62697536,2.153115,3.8364546,2.4706028,1.0460259,0.9024627,1.6027722,2.306105,1.9078178
38_41,2.549457,58.88413,0.5662787,0.55660594,3.2365963,2.6626024,0.80580163,0.6577661,1.2304763,6.8041115,121.93897
111_35,10.907711,2.762632,1.0854783,1.536229,0.89112693,32.52398,1.4215988,2.5594559,1.2548591,9.197753,0.68273324
101_15,20.04949,2.5997486,4.201886,0.6629043,0.9780106,29.692877,12.330478,3.2775831,1.4986883,5.6978707,0.6821047
73_47,4.369158,3.8272798,12.315494,1.9434752,0.73985136,7.8852444,49.697426,2.9962566,1.8946747,10.457029,0.99615604
62_36,2.2827353,46.378036,0.55802125,0.50539213,3.6528172,1.9904869,0.66079,0.6214836,0.91215503,4.7263856,2.015382
102_40,2.6244326,62.145195,0.6082322,0.56519026,1.1719005,2.791588,0.77059156,0.99112105,0.579247,1.9657446,3.64293
101_19,27.94165,2.8435612,0.9354123,1.4058988,1.0088296,14.416698,1.013717,2.1384683,1.4932882,4.009958,0.8048114
82_34,32.54834,3.4474225,1.1558142,1.4830201,0.883403,8.414314,1.3051493,0.65566903,3.9219587,7.8344398,0.736939
67_11,15.271214,2.709091,1.1816356,2.8041363,0.97751623,10.820431,2.32336,1.280142,2.143072,3.542299,1.7437772
46_25,6.504453,4.37352,1.802656,3.5109916,1.5528009,16.38971,1.5328398,1.8399266,3.9015038,6.2772393,1.0505005
117_67,38.75005,2.4793081,1.8333794,0.8692383,0.5972933,6.242569,1.0993273,1.3709165,0.7573714,22.889286,1.9097102
66_22,3.5493832,8.496134,0.6171199,2.961295,1.1338407,7.3223658,0.84298635,2.2038963,1.4270209,3.8187141,1.6953737
119_44,30.47823,2.2184763,1.5834479,0.5880332,0.70773745,6.734753,0.93160486,0.77405614,1.4310774,3.786011,0.5362395
83_33,28.752865,3.048498,1.077931,1.2877799,0.8994747,35.376896,1.9849979,2.9453564,1.5183681,10.418318,0.63695353
74_24,2.3605957,55.95201,0.5073995,0.55637515,3.480705,1.6911622,0.7208724,0.44915447,0.8165206,2.361461,4.5197725
36_37,7.9786253,3.60112,2.4843264,2.3202584,1.0940176,6.828477,2.9356031,3.2046773,2.1167526,12.676431,0.8202494
105_20,4.822736,5.272936,2.811336,6.3895874,5.1837626,3.280891,15.500284,2.6001341,1.4719517,32.82679,1.3996975
69_5,13.226687,2.0342042,26.151962,0.69036543,0.8035336,3.7093227,1.972369,0.46144035,1.8230212,4.9201303,1.1591032
92_32,9.347677,3.850881,1.0879618,1.1289842,1.1216457,32.02265,2.808274,1.713173,2.8360825,5.5677404,0.6160852
78_6,17.741455,2.449645,2.0236244,0.8284959,0.8384549,15.448387,1.9776218,27.20563,0.8457745,5.748003,0.70328516
45_17,48.003056,1.8342631,1.5655942,0.6882236,0.5694821,7.161098,1.1284524,0.74742097,0.9247878,4.234794,0.9748715
88_11,11.633817,3.43409,1.0894055,19.408724,1.0432433,9.857397,8.868617,2.4484289,2.170606,8.328008,0.7475256
31_33,15.515118,2.6421428,3.7893305,1.1876206,0.509564,9.575878,1.0786698,1.0828794,1.1225991,5.5052567,1.9586498
73_33,12.308031,6.17191,0.87877345,2.6436663,2.1888926,7.821371,1.887289,1.8036819,3.3333995,4.58774,0.7486571
50_38,2.3316517,28.535442,0.5364697,0.6187308,4.717889,1.61871,0.623634,0.49278095,0.81359905,3.2861698,11.005316
37_41,2.6973424,66.20005,0.57422197,0.6851189,2.5422359,1.9271939,0.6074506,0.4659337,0.9627529,8.343113,177.80296
31_49,5.723875,5.7236013,1.0271007,4.097887,2.833969,4.6078973,1.6061667,0.7199122,14.568038,6.410429,2.8256106
104_56,24.261602,2.480504,2.734199,0.7356931,0.57368016,14.438475,1.1033353,1.8490297,0.69855595,22.966667,1.481095
92_42,22.392345,4.070906,1.0543078,1.6608132,0.8188631,12.019572,1.2717158,5.5435534,0.9515176,14.701764,0.85618323
62_37,2.9570272,20.490343,0.7447461,0.6425692,2.7212157,4.1602354,1.0608588,0.61093384,1.4940263,4.780533,1.9633892
92_45,44.88884,2.7249436,1.0223706,0.79022527,0.711398,18.969143,1.2989326,2.6397543,0.97331023,7.9930468,0.59114367
83_34,31.26627,3.618531,0.99991846,0.97476,0.86845183,13.918365,1.2932588,1.7400473,1.424464,6.425427,0.7018138
100_26,2.6059031,63.21105,0.56815284,0.52761334,2.3188825,1.8398012,0.6940692,0.54900444,0.7625925,2.483451,1.9112136
66_13,9.464264,3.5267818,1.9567885,5.3709645,0.8776594,23.826752,2.967248,26.438576,1.748799,8.147857,1.1650732
59_34,2.481949,45.19202,0.5853166,0.6663915,4.2540464,1.8123621,0.65401137,0.5078782,0.9875891,1.890631,6.159475
113_39,4.605598,10.913636,0.817383,1.1995765,0.97648394,28.0224,1.2223457,3.3182538,0.9074039,3.143465,1.578227
8_48,57.57676,2.8367863,4.405778,0.4918059,0.52628714,3.520029,0.9411012,0.7078948,0.62810475,35.023285,0.6823023
74_28,2.7012355,17.043266,0.7278369,0.6296559,247.97728,2.3994288,2.1960692,0.76376885,8.680366,2.9677105,2.0431716
67_14,9.094603,3.608262,0.85031754,5.2280664,0.8330156,19.731676,1.006747,5.1207075,1.558356,17.281246,1.048653
74_43,8.917174,3.729571,1.8192744,2.076447,0.6758429,22.73379,1.8624295,2.861243,0.9238183,6.989871,1.650107
51_25,3.5403123,7.541659,0.7844997,13.48981,1.8964856,5.2864,2.3229475,1.4740641,17.995213,16.912075,2.0133245
13_43,4.6151075,8.3329935,1.8160849,2.1313202,2.0101628,5.437332,1.3027009,1.0531757,1.4243269,4.2436576,1.8762158
73_37,2.5129962,36.94764,0.52079594,0.5169164,2.9515233,1.420783,0.8107583,0.5011215,0.48964146,2.8949995,3.0096838
21_51,19.716858,2.5799975,1.5047698,1.048432,0.663455,23.714684,1.3685877,2.1286435,1.2152778,5.275447,0.7936893
71_27,2.7382147,17.704617,0.5662432,0.5389459,205.33205,2.0222127,1.5060772,0.7656752,1.4550427,4.1528306,1.9958398
97_36,5.1137958,10.206442,0.74811137,0.8376993,1.8420179,6.47353,1.1235373,1.3095908,0.9536699,3.064136,0.9743067
102_17,15.308056,2.4301157,2.172774,0.89961386,0.7768503,36.414585,2.1371884,1.6022102,1.5239083,4.9426165,0.8556502
70_17,5.207717,4.4968114,0.86866295,24.616072,0.82857704,18.648914,2.1077929,1.9477193,1.9314262,7.284522,1.1122733
