,Shared topic 1,Shared topic 3,Shared topic 8,Shared topic 9,RNA private topic 1,RNA private topic 3,RNA private topic 4,RNA private topic 6,RNA private topic 7,Protein private topic 2,Protein private topic 4
105_29,11.515482,4.683696,0.9660147,1.311832,0.71339464,35.27053,1.214525,2.4864345,1.0605673,8.946381,0.6102653
33_45,2.5757031,70.29611,0.51278406,0.6912843,12.040438,1.5225078,1.0091794,0.41889915,1.1371293,22.87556,3420.1567
111_39,2.459457,60.57187,0.5488539,0.49528578,2.1159055,1.50718,0.6486635,0.45201558,0.5707637,2.8295581,4.179751
27_42,2.8581076,13.553608,0.86113155,3.9817755,2.1806722,3.6415706,2.6965632,0.5271364,13.632778,20.80254,1.0937368
110_53,22.311287,2.8386464,1.4345992,1.1165485,0.649224,28.735737,1.3209746,2.7866106,0.7602581,7.0457706,0.9301065
75_35,2.5204716,34.14588,0.58691704,0.7396218,11.068582,1.8023565,1.0837371,0.5916906,1.5278231,2.717221,4.1507716
101_41,4.3525095,7.04687,1.2467743,1.9877821,1.7107265,10.696341,1.4343373,3.5577478,0.71544486,4.66,1.1832476
97_50,34.343956,2.6062357,1.1133218,0.7817404,0.6364456,31.433708,1.1047107,2.1165078,1.0375594,4.6906013,0.5191191
100_29,9.418293,5.6036215,0.99168265,1.1179695,0.80610746,24.503723,1.2562611,4.5711613,0.86906934,6.5436134,0.62200445
24_38,14.851391,2.9578505,7.344945,0.9177088,0.5773168,4.4232883,1.0422668,1.9900728,0.7227523,6.336174,1.2190803
85_23,3.033617,14.238689,0.4918046,1.201015,1.7705375,3.8398633,1.1026659,0.9645443,0.92216915,3.3298378,2.0948017
113_61,17.665321,2.341205,3.3636296,0.64295554,0.5984683,5.68065,1.6086591,0.8222248,1.4797626,4.570261,0.547382
103_30,2.964917,66.17874,0.71308625,0.6682146,1.6243272,2.2711627,0.730495,0.6775038,0.7171222,3.472995,1.2741082
90_54,45.494247,2.4291368,1.4950252,0.7703067,0.6233138,16.537106,1.2230709,1.1377534,0.9143556,2.6533606,1.006456
83_54,17.071281,2.3586555,45.633263,0.4724763,0.62759644,3.809087,1.7290612,0.48928583,1.8862907,40.033768,1.0602624
114_58,9.89626,2.7813344,1.752634,1.1647044,0.917999,28.271618,1.2514184,3.9413228,0.9591455,4.296443,0.61830294
98_49,29.638851,3.264209,0.916471,1.0674899,0.75059724,22.298252,1.0567997,4.009658,0.8463818,2.9278512,1.2891254
7_45,4.579115,8.883308,2.3775096,0.95331633,1.2432977,6.7823377,1.0141655,1.2062263,0.39431474,4.4492035,1.6344272
77_45,5.7266264,4.976028,0.94568694,5.3430586,1.0909027,26.542511,1.3092793,9.238241,0.96219754,22.924826,1.5628281
85_56,4.7765512,5.178037,2.5747354,58.350586,1.8247275,4.180713,2.5849102,3.0054684,2.0072126,15.857616,0.97432137
118_56,2.4289114,28.794634,0.5377326,0.6848875,1.96932,2.1157813,0.72202176,0.54666674,1.2987348,2.607956,1.9446896
57_21,6.6616163,4.5892673,0.86487025,4.1256905,1.4251978,8.636023,0.9963394,3.7242992,0.9870223,4.958637,0.8998152
103_21,14.790272,2.5848548,0.95996094,0.9448564,0.6180136,25.916943,2.220139,2.2597723,0.94925034,5.176801,0.58058393
62_26,3.8769526,12.737672,0.59853715,1.016846,3.1715703,3.4373512,1.0199214,0.59009945,3.5440361,2.4625337,1.078495
77_21,2.3122492,54.33434,0.54800004,0.54305863,2.4360259,1.5295966,0.6805454,0.44472957,0.7599424,2.6035786,2.2141948
34_28,16.129646,2.5957556,2.6472983,1.2192985,0.5503453,26.082577,0.94150245,0.72606814,0.9923656,4.782365,1.708382
109_41,6.13748,27.707983,0.8893184,0.62216544,1.1431018,9.117061,0.86093813,1.0974492,1.1253657,2.4808533,0.8189843
33_38,22.598522,3.1133733,1.6101041,0.7527727,1.5874361,6.7704234,3.5988424,1.2688035,8.39534,10.771063,0.89542097
43_38,2.8861732,14.925709,0.6360004,1.1208506,1.7732213,3.9428806,1.4877762,1.2568924,1.6251585,4.605092,2.845898
120_44,52.482944,2.2023766,4.110679,0.799322,0.5440682,3.8077686,0.89306873,0.6987088,0.66097766,5.101745,0.48206857
96_30,8.514589,4.3735323,0.891327,2.5488548,0.688227,27.27521,1.3979752,5.634549,1.3755232,12.074331,0.8938201
118_70,4.989828,4.929637,5.714964,2.817835,2.804763,7.010854,326.98917,1.7299321,6.765849,8.162355,1.51164
82_18,2.7292395,52.14824,0.61121,0.6070073,2.1571085,1.7300541,0.6360639,0.4817012,0.75971043,2.189513,2.189403
62_14,13.472303,3.236665,1.1705424,2.5941372,0.80158836,6.871866,4.7999177,19.261011,0.8604489,15.380896,1.0268905
117_39,39.35672,2.2852511,1.3211825,0.6758537,0.5595088,7.641465,1.0380646,1.2314246,0.69433784,4.875999,0.7340816
123_52,66.05119,2.2337763,1.2680428,0.5845882,0.61489755,6.1893997,1.2176064,0.97855717,0.66740555,4.6390433,0.67077035
100_31,9.429427,4.116543,0.9497606,1.1077871,0.7532343,19.35191,1.0660414,1.9570792,1.0232942,8.765167,0.5544822
24_53,29.034323,2.615199,1.5889024,0.67129934,0.68304867,7.9196806,1.0342273,1.3854157,1.0519111,4.3958807,0.5824868
75_8,14.289434,3.2854795,1.1979,2.1629343,0.91364735,19.278849,1.8762305,3.4062257,1.4138527,4.9261703,0.7661289
60_27,2.1230998,30.540428,0.432993,0.4755345,6.26364,1.2119446,0.5718032,0.37404683,0.739457,3.844604,2.3833573
85_39,19.050024,2.8177252,1.7131598,1.077241,0.75732803,26.145966,2.456832,2.5199654,1.2757509,5.7381935,0.739968
121_50,12.548461,2.5717478,0.97343963,1.0888988,0.7784599,15.954531,1.3981204,2.5596368,1.0200179,2.682443,1.1761389
121_67,4.040746,4.860367,1.0975434,2.5101485,5.3949876,3.3241136,2.015004,0.9444245,4.306053,3.499765,1.0792575
70_19,5.923367,3.9711034,0.9756612,28.639137,0.8213763,10.727602,3.34625,10.440656,1.1553663,10.852128,0.77580655
118_45,9.108964,3.6729965,1.2196534,2.6033082,0.9765863,11.530405,2.2919936,1.1105359,2.0940053,8.065355,0.70531416
67_36,2.6028512,30.843155,0.5947956,0.67467225,1.7495881,2.337172,0.8317639,0.7906913,0.93115044,4.434647,1.85372
109_35,2.7880754,16.35318,0.58205616,1.0030792,2.1985369,3.4879918,0.7167368,0.8956975,1.208944,8.272293,1.082943
65_13,24.59876,2.976666,1.2715636,2.1219642,0.7415667,14.322068,2.4501705,9.788503,1.1789141,12.3029995,0.9408037
74_9,7.875003,4.1212406,0.9473136,3.3747082,1.3565098,12.049551,1.6414094,16.055414,1.1953197,7.0786443,0.81432676
41_50,18.465519,2.5283191,1.5115256,0.93156916,0.85671425,5.1803417,1.2781765,1.9838732,1.8519055,3.3073177,0.91391903
11_40,9.624105,4.157882,4.742095,2.3519182,2.8247972,4.284628,36.97259,2.089654,1.8626066,96.04773,1.3524138
39_26,8.023269,5.06591,1.274929,1.9308106,1.8868523,7.2563443,1.4517041,1.8852268,1.5530761,2.3607469,0.8186511
90_36,14.092344,2.9027548,1.2287158,1.8273084,0.7190216,25.173487,1.378586,2.5214732,1.3287361,5.3678803,0.6955685
30_29,10.757058,3.0240526,4.4436193,1.0563682,0.9561229,3.2547626,3.1956878,0.89898974,2.0947266,2.6509328,1.0434525
94_35,10.021614,3.663993,0.9186382,2.1244564,0.7153045,23.592472,1.4966464,2.0275748,0.91074944,5.140382,0.6800943
57_31,2.7948723,12.675413,0.6978697,1.0396616,141.3548,1.937206,1.6242694,0.72439337,2.4124322,2.595862,1.8595784
104_37,2.7171743,84.86771,0.59267044,0.5519105,2.0594459,1.7165626,0.7205958,0.3891682,0.59603333,1.9567281,4.437805
21_49,6.131255,4.067747,1.3672888,1.6575087,8.232176,2.9406486,4.160488,0.7772709,790.90826,7.261528,0.6976012
89_33,33.34684,3.3163178,0.936695,1.5792236,0.777993,16.949055,1.2844496,2.9338555,1.4449426,18.160982,0.9045954
108_45,2.4040835,40.255554,0.6640031,0.6859302,2.7427733,1.8092175,0.75774264,0.48559502,0.7742649,3.6846342,2.8299098
86_50,16.139244,2.9253697,1.4720143,1.0099151,0.8933402,14.032847,1.2645897,14.551431,1.0976627,21.942102,1.0509704
94_56,17.83686,2.3690915,1.1272388,0.9480716,0.64887446,17.97782,1.6821836,2.6722257,0.95237297,3.4866283,0.9837905
76_20,2.8204505,21.816048,0.5327444,0.96745217,1.3605117,3.0900078,0.8405342,1.0809537,1.7763548,6.7682695,1.1294689
64_32,2.461898,34.55751,0.4967673,0.5656152,3.07218,2.313821,0.6851222,0.86011434,0.7319103,2.8859859,4.1152997
80_31,3.5663247,11.868638,0.8057773,3.846834,2.2485552,3.900413,1.020004,0.9917613,1.2343087,2.643912,1.6714752
89_53,29.65961,2.6344886,0.8789539,0.97304296,0.6669882,18.655676,1.1257652,1.0894225,1.1315446,3.4624872,0.72775596
103_40,2.6462622,59.053093,0.5913815,0.6240889,2.1188788,1.6503146,0.5947974,0.52613056,0.5817067,2.6562228,2.4420786
121_72,4.525999,4.782517,5.926515,1.6927054,1.0163902,3.038123,1.9786171,1.1122104,0.9785583,37.57248,2.0004776
86_25,7.4283314,3.8815598,0.946896,25.877863,1.4673989,7.463736,0.99253976,1.5837106,5.342174,11.495565,0.7252935
113_54,25.506989,2.665545,0.9359315,0.8916803,0.60004973,21.51294,1.3234332,2.1667593,0.90595067,3.9352045,0.62709093
94_40,22.593966,2.8189867,1.2015917,0.9014586,0.7177584,19.395512,1.4878812,4.6555476,1.0228292,11.219207,0.5680407
117_58,2.4584475,56.48744,0.6013237,0.5742948,2.1649559,3.0300055,0.74408233,0.8746829,0.56269515,3.1619859,1.6298122
105_28,6.529726,4.5307603,0.77459097,3.0694442,0.91864854,41.17569,1.1634336,3.81572,0.96326685,4.1216063,2.0069034
99_8,6.24133,4.0514565,2.488174,16.286987,1.4439787,5.123703,3.007207,2.211702,1.0229067,7.9728765,0.94638944
19_43,2.6085715,60.093666,0.6211603,0.6453625,1.645108,2.0602703,0.69953525,0.65414506,0.603309,2.4434443,1.9710076
65_40,7.338271,3.7298987,2.067259,5.1400123,1.2668762,8.838336,25.028059,1.6810566,15.874529,18.282364,1.0579906
35_36,7.090317,2.8671207,3.2638583,12.851448,1.5162127,6.897333,2.4811907,2.2002766,2.4808545,12.032625,0.87859607
54_39,3.2899752,10.598106,0.794864,5.3916154,1.2020334,13.389088,2.3752396,2.8181808,5.0413394,9.228864,1.1759014
38_35,7.2275896,3.7714076,2.0067363,4.145998,2.367878,3.324237,19.228312,1.2749834,27.121082,16.408182,0.8418899
