,Shared topic 1,Shared topic 3,Shared topic 8,Shared topic 9,RNA private topic 1,RNA private topic 3,RNA private topic 4,RNA private topic 6,RNA private topic 7
Atp5j2,-0.61276,0.20767751,-0.16871062,-0.038887706,0.08988609,-0.030030072,-1.4931781,0.106163375,-0.16539878
Actb,-0.2777006,0.22155595,-0.010227477,0.28565788,0.6715417,-1.4125391,0.5124611,-0.20508197,0.85494655
Usp12,0.040174633,-0.013932452,-0.13467702,-0.014908838,-0.05725353,-0.028507592,-0.05710279,-0.08022884,0.9387079
Polr1d,-0.17437074,0.93725276,-0.11917135,-0.7370502,0.022012308,-0.091659784,-0.21814342,-0.17525692,-0.5004645
Pomp,-0.89096344,1.0559955,-1.0067403,0.17255403,-0.27365077,-0.1086884,-0.615002,-0.0009801186,-0.28329483
Pan3,1.4702393,-3.5425572,0.8362741,-0.18939178,-0.54665846,0.36467534,0.54844964,0.047897525,0.52136046
Gm42791,2.7063575,-5.3585567,1.0384779,-0.7146523,-0.7441738,0.10903645,1.1054744,0.25224364,0.4718713
Uspl1,2.3316834,-2.741081,0.25327268,-0.51021975,-1.2966942,0.5846462,-0.39366847,-0.07087968,0.1791757
Pds5b,1.261452,-3.3322606,0.24925457,0.07183855,-0.84929276,0.4784039,0.51057315,0.19365826,0.13901678
Gm42418,-0.5332306,-0.34648412,0.15756153,0.30622387,0.60922945,-2.0066266,0.8837071,-0.2965861,0.93697035
Cdk8,-0.68453085,-0.32203716,0.12264886,0.30299,0.7049432,-2.2782662,0.84282404,-0.35722396,1.0039946
C1galt1,2.122795,-4.8375454,0.5001562,0.2125336,-1.4386184,1.8149483,0.3019048,0.49495676,-0.5195219
Umad1,1.2688594,-0.8514096,0.51870775,-1.3688582,-0.03719122,0.06271367,0.5961703,-0.1287359,-0.24953791
Sem1,-0.7248321,0.5876888,-1.4591433,0.4587639,-0.030443842,-0.10113087,-2.0946894,0.31059325,-0.008177092
Ndufa4,-1.0640926,0.54512644,-0.9103444,0.12820733,-0.11158146,-0.13346268,-1.2553184,0.7015615,-0.8079934
Gm45062,2.8420262,-7.544812,0.7901961,0.3651945,-2.0011768,2.2986672,0.30237627,0.42150226,0.6507747
Phf14,1.6217384,-3.0137367,0.6655311,-0.32726347,-0.8482971,0.46984434,0.91036886,-0.07246326,-0.524603
Bmt2,0.18062842,-0.14432487,-0.838378,0.034196343,-0.077039845,-0.030438881,-0.68236184,-0.0025519542,-0.14341535
Tes,-1.3240643,2.585721,-0.8228149,-0.7326988,0.60455024,-0.7205718,-1.1981395,-0.83773404,-0.33214873
Capza2,-0.051891953,-0.40732104,-0.5000257,0.13036971,-0.06968049,0.007242104,-0.6886702,0.045436256,-0.20615551
Lsm8,1.7761815,-1.8909805,-0.7279207,-0.53283775,-1.0349082,1.0895319,-0.7219723,0.55309427,-0.9460222
Ndufa5,-0.66813564,0.59913707,-0.41722012,0.023331149,-0.40133896,-0.051421367,-0.71389747,-0.02237574,0.061264474
Wasl,1.076572,-2.458431,0.29189748,0.017589778,-0.8507858,0.113813385,0.10889631,0.39964962,-0.058032244
Snd1,0.30903316,-0.38959676,0.555267,-0.07654806,0.1430393,-0.057030827,0.71124196,0.009725382,-0.104029514
Impdh1,1.5548413,-3.7532516,0.05570136,0.26383033,-1.3300791,0.9030914,0.1528943,0.19896135,0.041259974
Calu,-1.9668019,1.3879077,-0.08351357,0.38049394,0.37753254,-0.5100897,-0.086800136,-0.08228193,0.551132
Tnpo3,0.7982668,-2.229681,0.48271358,0.10718118,-0.4185772,-0.010508368,-0.012714796,-0.008792394,0.34166744
Ahcyl2,-0.7860733,2.1525505,0.23930843,-1.4163536,0.45230886,-0.51684153,-0.95275694,-0.541666,-0.33888438
Nrf1,0.36282027,-2.6791418,0.5974456,0.49023017,-0.1985418,0.19871324,0.10556711,0.029139297,-0.055077054
Copg2,0.73266035,-1.3290677,-0.049406134,-0.08393353,-0.18782397,0.026231477,0.50717497,0.018351616,-0.48371387
Lncpint,-1.1044213,0.9671873,-0.03744694,-0.006626132,0.599058,-0.04292884,-0.09300895,0.0005178194,-0.109333366
Mkln1,1.0551344,-1.5448836,0.6825353,-0.37775922,-0.36923084,-0.004269082,0.74029195,0.080790825,-0.43570963
Chchd3,1.6080388,-2.854136,0.5512853,-0.16035703,-0.7811814,0.19928285,0.38209677,-0.018061062,0.35395864
Bpgm,0.49594733,-0.38340107,0.12744126,-1.0937877,-0.9209548,0.099323586,-0.15401244,-0.0134978965,-0.27903235
Exoc4,1.492263,-3.2529926,0.80815023,-0.31356812,-0.8964577,0.24863671,0.3716062,0.10696821,-0.18445952
Cnot4,1.6892657,-1.7066987,0.51842713,-0.6739183,-0.34381744,-0.041532416,-0.26774365,-0.08430504,0.4715934
Mtpn,0.6940104,-0.87025166,-0.4974896,-0.022991545,-0.43815875,-0.053453468,-0.5084882,0.018346734,-0.13184872
Creb3l2,-0.4792592,-0.095238894,0.12532996,0.018296007,0.019949224,-0.009397968,-0.3656817,0.008762691,0.028390469
Trim24,1.0753313,-2.8016338,0.54119074,0.3498815,-0.9341721,0.09415916,0.024137195,0.15845561,-0.20007916
Ubn2,0.5130037,-1.4004445,0.74106735,-0.096493155,-0.2744048,0.12842134,0.34868488,-0.023487926,-0.87718964
Kdm7a,-0.3710079,0.714828,-0.6295048,-0.07299316,0.043517016,-0.05156342,-0.3631111,-0.03929801,0.12278901
Luc7l2,0.8098595,-1.0919886,0.32041356,-0.41951212,-0.09809101,0.2083972,-0.025084851,0.062096193,-1.1936091
Mkrn1,0.32080713,0.34902117,-1.1403778,-0.3815654,-0.21065055,0.08329725,-1.0362159,-0.07851737,-0.24927884
Braf,1.2861079,-1.9072855,0.43725005,-0.58096737,0.029121099,0.15933892,-0.30267885,0.10668803,0.0127698975
Trbc1,1.6575332,-4.3655167,0.31615004,0.29417983,-1.0004065,1.2410547,-0.04732106,0.69199556,-0.52514505
Casp2,1.4018221,-2.7271378,-0.2964665,0.21672414,-0.6670505,0.4012064,0.38634047,0.27470663,-0.22319797
Zyx,0.08103791,0.11695917,-0.844389,0.02288068,-0.11787003,-0.0016171213,-0.009451985,-0.0018782894,-0.1977146
Cul1,-0.584072,0.4571646,0.6038048,-0.23124981,0.0498571,-0.087208204,0.25809264,-0.020435052,-0.40277937
Ezh2,2.0138302,-3.4763563,0.32988775,-0.15861744,-0.5160776,1.0842091,-0.047343224,0.27038452,-1.055985
Gimap8,0.16573268,0.071640216,-0.26324034,0.0041104523,-0.19976139,0.009750465,-0.7334982,-0.032529492,-0.04060244
Gimap4,-5.122328,4.8282247,-1.6539496,-0.8628141,0.97008485,-3.9903934,-1.1169621,-1.3069348,-0.050035276
Gimap3,-5.498263,4.952833,-1.6139867,-1.3019419,0.77613914,-3.477373,-1.0938857,-1.2516388,-0.32053152
Gimap6,-0.098858565,0.40362853,-0.43365616,-0.15934166,-0.15946421,0.028134529,-0.42668685,-0.017566504,-0.1616005
Tmem176b,-3.9138114,3.1056185,-0.40455124,-0.17531146,-0.019571858,-2.843225,0.4190571,0.34010556,-1.0299823
Tra2a,0.23875162,-1.0277593,0.37812006,0.010636915,0.17594515,-0.012467254,0.18770628,-0.017068107,0.006823873
Skap2,-1.9479738,1.3606887,-0.15295415,-0.0134165585,0.38639876,-0.13770114,-0.050774086,-0.0038082006,0.1156166
Hibadh,1.5488509,-3.9691086,0.62846786,-0.046689194,-0.6512457,0.50504243,0.74477303,0.05381527,0.2920376
Tax1bp1,1.3525774,-1.2946026,0.28263223,-0.7100479,-0.2912362,0.21394509,-0.2991024,0.10481068,-0.3467283
Znrf2,-0.1631304,-0.2597936,-0.33337644,0.048577234,-0.10316914,-0.006344425,-0.09114063,-0.018398745,0.052028008
Gars,0.44683632,-0.15407929,-0.05914468,-0.3737757,-0.13345082,-0.01148827,0.030384418,0.003075124,-0.11472656
Aqp1,-4.6585484,2.692729,-0.5247249,0.52380186,0.7093518,-2.1798072,0.36769393,0.12331065,-0.29220703
Kbtbd2,1.3990309,-1.825768,-0.67583674,-0.06634337,-0.7903804,-0.017355286,-0.755941,0.33999,0.3625226
Avl9,1.4699345,-2.5543864,-0.08584715,0.22151615,-0.48016468,-0.0718091,-0.23116748,0.25470218,0.05648076
Vopp1,-3.9542677,3.7078962,-1.362446,-0.16618009,0.6882585,-2.0513737,-0.35580942,-0.50423294,-0.10043706
Herc3,0.902515,-1.1411254,0.49579725,-0.29120138,0.009112064,0.40851,-0.26085758,-0.09681375,-0.92196715
Smarcad1,0.5590615,-0.5858366,-0.0054252096,-0.067039125,0.27443135,-0.011858104,-0.35706604,-0.03314252,0.030808464
Gng12,-0.35194612,0.42649037,-0.2376437,-0.0541027,0.254791,-0.01028513,-0.5646202,0.0035735152,-0.2536728
Igkc,-2.7394974,0.12216996,0.823438,0.6139076,0.14434995,-0.86510384,0.84790295,-0.5915816,0.8031264
Eif2ak3,0.55356777,-2.2924364,0.5674631,0.21536663,-0.650482,0.107568234,-0.57542497,0.004187541,0.4407483
Cd8b1,1.7698923,-4.9554286,0.25028658,0.6128106,-1.0984076,1.7476609,0.21290408,0.16344312,0.330646
Cd8a,1.9354036,-5.703303,0.38110182,0.4374277,-1.5922226,1.3617518,0.34512648,0.5191695,0.33159956
Rmnd5a,2.3182187,-5.8725595,0.13186763,0.47772738,-1.386092,2.0656936,-0.55172193,0.40757367,0.45153448
Chmp3,0.16844863,-0.6516253,0.32330832,-0.16558757,-0.022770151,-0.028210627,0.7231957,0.009568635,0.04411594
Kdm3a,1.3417604,-2.2697377,-0.10766483,0.30310598,-0.92129755,0.75284946,-1.1058072,0.08053059,-0.6651121
Immt,0.7090769,-1.1515913,0.4757668,-0.22284548,-0.39847437,-0.05058791,0.3390082,0.01450074,0.032301918
Vamp8,-2.54458,2.6583385,-1.4731423,0.24262463,0.8334424,-1.7108686,-0.96573925,0.021471059,0.029088585
Mat2a,0.027497107,-0.09981555,0.11797949,0.0008879087,-0.07375634,0.0005358403,0.057139684,-0.0003853482,0.002781022
Tgoln1,-0.24100637,0.09997457,-0.268673,-0.0375925,0.57923853,-0.019239724,-0.8863612,0.009074785,-0.11937511
Kcmf1,-0.8126865,0.97007614,0.4954699,-0.22910267,0.17138745,-0.113123,0.13980673,-0.15390617,-0.302664
Reg3g,-6.647169,6.344284,-1.5555753,-1.6227098,1.5567857,-4.699111,-1.0081366,-1.2446401,-0.9526262
Pole4,0.18281102,0.16556251,-1.4830248,-0.13881192,0.09974201,0.029187351,-1.2014081,-0.003386979,-0.61188847
Mogs,-1.9570014,1.7144687,-0.9936546,0.7316933,0.23364133,-0.7877836,-0.3566351,-0.020690419,-0.18696126
Mob1a,-0.17719162,-0.2138097,-0.6607534,-0.25325283,-0.0941123,0.023263015,-0.14068225,0.010574138,-0.5811468
Dguok,-0.09424746,-1.5081974,0.607543,0.057343304,0.0135202035,-0.015552248,0.004850977,0.018824458,-0.009338688
Tet3,-0.1110359,0.44254494,-0.039765593,-0.014187434,0.08957016,-0.018891625,0.21902028,-0.0031616795,-0.025489176
Tex261,-0.8552744,0.9020605,-0.587179,0.092051506,0.1725135,-0.07417241,-0.48623896,-0.0335962,0.44211444
Zfp638,1.0795575,-2.672285,0.5443491,-0.014947664,-1.2644008,0.08313249,-0.26644924,0.11455144,-0.11438917
Exoc6b,1.4124304,-2.4713998,1.0258616,-0.84912634,-0.589462,-0.19745243,0.22770607,-0.071113765,0.60875994
Dusp11,1.1654806,-1.0664778,-0.8075453,-0.08721393,-0.6712305,0.10250277,-0.79813,0.011036206,-0.10010359
Cct7,-1.3574803,1.0569491,-0.5151134,0.4527286,0.28673586,-1.4977788,0.0888663,0.123681925,0.41219014
Tia1,1.2223439,-2.561461,0.56363916,-0.07200779,-1.004666,0.22938044,-0.41581267,0.043410953,0.2578568
Pcbp1,0.46186817,-1.2017055,-0.90477496,0.18158671,-1.530671,0.6330431,-1.4140391,0.11117635,-1.43946
Snrnp27,1.0643295,-1.4336483,-0.19514546,-0.2823815,-0.70026284,0.39884776,-0.46845475,0.61007756,-0.77507144
Anxa4,-4.6355495,4.141017,-0.24418014,-0.23534231,0.675471,-2.9216602,-0.77555496,-1.0611957,-0.10730561
Gmcl1,0.37782997,0.602777,-0.014505974,-1.0880028,-0.47587422,0.06656386,-0.9530187,-0.09920962,-0.14188555
Gfpt1,-1.0860913,1.7556868,-0.12315939,-0.35511848,0.47897118,-0.20263413,-0.182151,0.0041108895,-0.28023013
Aak1,0.2398366,-0.12359212,0.4280966,-0.109142065,-0.10412567,-0.053577468,0.27383223,-0.108926095,0.04007986
Arhgap25,0.52262896,-1.3972164,0.66835576,-0.2461398,-0.5142626,-0.18874744,-0.04046011,-0.30581146,0.8440885
Cnbp,-0.38852233,0.11056029,-0.045041166,0.0017275615,-0.5669294,-0.04183359,0.35554966,0.010224318,0.017135743
Rab7,0.097398385,-0.70560426,-0.12600504,-0.0045741987,-0.32364908,0.0028845067,-0.3952775,0.0033924184,0.022177648
Sec61a1,-0.45773667,0.0636377,-0.38880515,0.08161423,-0.42657378,-0.00015670806,-0.44640982,-0.013723431,-0.19925293
Eefsec,1.778814,-4.0100384,1.0096537,0.08110651,-0.8529882,0.55500436,0.7823804,0.08404219,-0.6902322
Mcm2,0.57611096,-1.476782,-0.7097245,0.020443166,-0.086651534,0.087704055,-1.2982891,0.3849148,0.43539256
Nup210,-1.4522519,0.9252661,0.21129979,0.12871301,0.26038972,-0.80066615,-0.22064216,-0.29946694,0.6986188
Tmem43,-0.9293009,0.7112764,-0.84958863,0.2057563,0.3131356,-0.010700811,-1.013196,0.027571995,-0.20694546
Lsm3,0.1053977,-1.2126031,-0.31696248,0.031507846,-0.7957339,0.094726145,-0.9528827,0.022368219,-0.18685186
Slc6a6,-0.5637305,1.7199631,-0.8101236,-0.23853804,-0.48876876,-0.5390686,0.19584244,-0.15065314,-0.4414116
Nr2c2,1.2498299,-2.521358,0.56364024,-0.2227184,-1.0885209,0.41907775,0.37590238,-0.41490754,0.41161513
Tmf1,1.0747757,-1.0470757,-0.81193656,-0.0076515344,-0.09649143,0.028808344,-0.92545205,-0.031602643,-0.04148019
Eif4e3,1.8291906,-3.287057,-0.55114174,0.17253044,-0.69992393,1.4041525,-0.50077975,0.38255224,-0.88535994
Gm20696,1.6975131,-2.8713663,0.93076503,-0.44466516,-0.37273145,0.0120058535,-0.4209773,0.17315562,0.101670146
Arl8b,-0.18817762,0.25832778,0.3482072,-0.036612604,-0.12967296,-0.017829094,-0.1859748,-0.052288756,0.021937918
Itpr1,1.6952264,-3.869691,0.88476306,0.08126113,-1.0374151,0.25663257,0.5208484,0.53603655,-0.20162056
Foxp1,0.43301368,-1.0019429,0.6219036,0.010717058,0.09006274,-0.33164418,0.6040344,-0.5383662,0.17067337
Setd5,1.4070756,-1.896236,0.22754115,-0.12122042,-0.25599444,0.06508629,-0.41709167,0.033144344,-0.07095402
Emc3,-0.09136011,0.033473343,-0.6681337,-0.03916776,0.3496933,-0.07543856,-0.6953078,-0.012065567,0.59059227
Vhl,-2.7316718,2.6292481,-0.90351725,0.2655144,0.76448923,-1.3691105,-1.0511523,-0.30935675,0.24519213
Brk1,-0.5674104,0.42271686,-0.47317234,0.11966171,-0.04686494,0.0012634457,-1.0437855,-0.028095556,-0.0047942162
Sec13,0.96597695,-1.6935694,0.39857858,-0.29508606,-0.86074096,0.060848996,0.71981037,-0.06412297,-0.87090003
Arpc4,-1.0061574,1.5682762,-0.6700556,-0.03919025,0.8294939,-0.98049784,-0.35512012,-0.70125383,0.36503845
Vgll4,0.11065447,-0.4893939,0.53092074,0.08204494,0.2146051,-0.029466007,-0.77558297,-0.15069823,0.1418219
Raf1,0.44364125,-0.84938496,0.27042872,-0.020694239,-0.15143518,0.1635498,-0.48689783,-0.014060186,-0.09160793
Tmcc1,1.6995051,-1.9582573,0.32586527,-0.29512006,-0.29676288,-0.072652884,-0.72263557,-0.07127831,0.41058496
Zfp422,1.6534004,-2.3411732,-0.109213434,-0.2579569,-1.1147041,0.83969826,-1.0458664,0.1756333,-0.60932297
Hnrnpf,0.5621532,-1.0603762,-0.41116422,-0.0074576084,-0.9433104,0.010613448,0.05807597,0.016182467,0.013709834
Cxcl12,1.0133253,-5.613442,0.61593,0.86712766,-1.1094626,1.0956309,1.0672207,0.93885386,-0.11685793
Adipor2,0.0037439466,0.13405606,-0.06184379,-0.027681107,-0.19705813,-0.012507703,-0.15640216,-0.003369244,-0.021700952
Il17ra,0.9553799,-1.9525452,0.27890754,0.24334724,-0.4524415,0.36516002,-1.0899931,-0.15518382,-0.20371345
Kdm5a,1.2464532,-2.0805461,0.13529673,0.0032345124,-0.77557224,0.4273349,-0.93154085,-0.37367463,0.049895916
Atp6v1e1,-0.6692888,0.72254527,-0.44961116,0.123526156,-0.07357611,-0.0047770776,-0.44032454,-0.01782433,-0.63546795
Mical3,-0.6289818,1.1136752,-0.36105925,0.0439743,0.22851798,-0.13904198,0.04379673,-0.048344094,0.014372669
M6pr,-0.94757587,1.4655558,-0.10050899,-0.28043258,-0.5173816,-0.15920985,-0.5261381,-0.06315541,-0.4819479
Foxj2,-1.6272655,1.9949796,-1.1817106,0.34176567,0.4254232,-0.40082842,-0.9523505,-0.010692587,0.056335345
Ptpn6,-1.3305159,1.6676948,-0.96509695,0.115525156,0.07045498,-0.17569128,-0.8451608,-0.05673165,-0.18607499
Emg1,0.13150685,-0.4979301,-0.8172333,0.42109954,0.18792722,-0.0873388,-0.8505486,-0.015513914,0.4987157
Grcc10,-2.1067386,2.3591728,-1.5285655,0.10531457,0.5051027,-0.7187942,-0.89328694,-0.058714528,0.03117911
Ptms,-0.7679736,0.19195998,-0.154581,0.41989973,0.4846244,-0.08709192,-0.16611183,0.0011589704,-0.022620037
Ing4,-0.17688063,0.18373485,-0.18278393,0.11512212,-0.07968362,-0.0654076,0.26328108,-0.014342207,-0.20599663
Cd4,1.7675474,-3.7621033,0.3265429,0.07636086,-0.78555244,0.85848117,0.02741971,0.17584425,0.3120983
Ncapd2,1.2441204,-3.3723278,0.41764686,0.5690025,-0.8717627,0.17865455,0.53396153,0.6182499,-1.0239736
Chd4,-0.020174958,0.1830027,0.11296023,-0.022911575,-0.018044813,-0.028051738,0.35734597,-0.06504585,0.15286404
Vamp1,2.0938914,-3.38802,0.8268031,-0.44095644,-0.51839024,0.011804145,-0.20886023,-0.21647094,0.7993583
Ccnd2,-6.703664,5.3678885,-1.4794948,-1.557566,1.2663931,-5.276577,-1.0422454,-1.2665496,-0.090762325
Fkbp4,-0.658241,-0.75663495,-0.38263744,0.6563836,-0.6274741,0.034216408,-0.79436016,0.37157163,0.14294717
Cd69,-2.7252479,3.155286,-1.5942557,-0.16931294,0.45047477,-0.8470517,-0.90301085,-0.21206701,-0.31441057
Lrp6,-0.112329766,-0.8509238,0.36974096,0.2563314,-0.36434916,-0.031256046,0.4237616,0.018419815,-0.16831829
Etv6,-0.36680955,0.48327607,0.6907857,-0.27352947,-0.03344025,-0.52547485,0.68130136,-0.32176012,0.16159093
Ddx47,-0.09378019,-0.44182974,-0.9247239,0.19041677,0.20112224,-0.08078551,-0.997069,0.03438877,0.07718438
Lockd,1.4319566,-3.7801569,0.74200565,0.18247394,-0.2503194,0.3086574,0.6406065,0.2724949,-0.41541696
Cdkn1b,1.1533977,-2.692474,-0.18338618,0.35737655,-1.0060611,0.55969083,-0.93455553,0.04864139,-0.25534898
Wbp11,1.3407782,-2.1712642,-0.35470843,-0.047973808,-0.7416017,0.7396214,-0.91097933,-0.042950004,0.050590698
Mgp,-6.919863,4.9591565,-0.054792184,-1.1647302,1.0828186,-4.394538,0.83518195,-0.8948877,-1.0857592
Atf7ip,0.88130796,-0.87864965,0.4743835,-0.16566256,-0.14857985,-0.01001854,0.3450461,-0.058575235,-0.148595
Dera,0.06893968,-0.2506371,-0.22183502,-0.000305986,-0.26661232,-0.010345729,-0.75447154,-9.488763e-05,0.085930064
Strap,-0.8973647,0.38407874,-0.23582383,0.21792483,-0.22810082,-0.011028351,-0.87310255,0.020164035,-1.0787089
Plekha5,-1.2434435,1.1226015,0.33922505,0.010622768,0.4452729,-0.40193298,-0.9138744,-0.17354815,-0.19226606
Aebp2,-0.076723754,1.0704095,-0.27294514,-0.5357711,0.1054689,-0.06293422,-0.60271466,-0.025815649,-0.061404362
Cmas,0.42143476,-0.15669048,-0.31511274,-0.10971183,-0.121025644,0.03187313,-0.952581,-0.013538143,-0.07909754
Ldhb,1.7732186,-3.3167257,-0.5248141,0.23377867,-0.99119747,1.8128285,-0.6751418,0.6427359,-1.020026
C2cd5,0.92701024,-1.0380883,0.22664806,-0.30165675,-0.13483822,-0.010726223,-0.6367006,0.04931985,-0.25964057
St8sia1,0.9920963,-1.1814533,0.09582216,-0.27813157,-0.05675293,-0.0033797473,-0.093476534,-0.08030756,0.7532807
Etnk1,0.7659266,-1.7498801,-0.047472835,0.21219791,-0.7740452,0.14490935,-0.14680947,-0.119287044,0.5277854
Lrmp,0.57238793,-2.0892382,0.72595626,-0.07615724,-0.9831452,0.198668,0.82214296,0.14050135,-0.57023185
Kras,0.3984925,-0.6389003,-0.001117672,-0.047675807,0.20013756,-0.00830077,-0.27541742,-0.0013911849,-0.06995582
Fgfr1op2,1.3572708,-2.4389772,-0.3971779,0.466927,-0.7487991,0.5607995,-0.7774608,0.4115518,-0.93312484
2810474O19Rik,0.87405306,-1.6014638,-0.18663871,0.06259238,-0.29851252,0.23265369,-0.99717736,0.023147708,-0.75068676
Ndufa3,-0.924684,0.9874741,-0.22471651,-0.17697406,-0.27148846,-0.035098135,-0.30317488,0.04170274,-0.16111179
Cnot3,0.4523971,-0.8751805,-0.1516835,0.013567597,-0.13118063,0.03208092,-0.041130245,0.00068013795,-0.55819315
Ppp1r12c,-0.50248104,1.2771229,-0.13449916,-0.369933,0.33135626,-0.13741842,-0.7056836,-0.017335216,-0.05314919
Itpr2,1.2386013,-3.285265,0.864075,0.056781773,-0.109472476,0.1638324,0.762045,-0.10990822,0.59501004
Epn1,-0.9468353,0.9285427,0.038729947,0.18405445,0.25000253,-0.08169875,-0.42541066,-0.091820374,-0.04414678
U2af2,0.18801457,-0.5429627,-0.010554374,0.025803667,-0.34309256,-0.020116013,-0.92955536,-0.00030824455,-0.13039514
Trim28,0.2079991,-1.6178695,-0.46253726,0.5049684,-0.7433805,0.20466855,-0.3329395,0.16489397,-0.3461244
Selenow,-1.0084805,2.078382,-1.6309474,-0.3252766,0.056683753,-0.16251579,-1.114892,-0.018825805,-0.7365142
Nop53,-0.11438838,-0.101797864,-0.23119333,-0.040616274,-0.039553896,-0.016228257,-0.7766296,-0.0025891517,-0.28119898
Napa,-0.1446701,-0.26974458,-0.7746883,0.05476456,-0.20176782,0.01272006,-0.64495367,-0.004121423,-0.03948472
Bicra,0.06781682,-0.6417447,0.46938002,0.09523512,0.2570732,-0.14800382,0.49079585,-0.05827679,0.41656706
Bbc3,-0.77213657,1.6635604,-1.2809504,-0.22133178,0.21559566,-0.14407334,-0.8807079,-0.163805,0.32691798
Sae1,-1.1777096,1.3446803,-0.080344506,-0.070234515,0.60098875,-0.22627485,-0.11440378,-0.24265413,0.73582137
Zc3h4,0.39859423,-0.3819935,0.3672064,-0.6513719,0.41632548,-0.048034213,0.93069255,-0.34095746,0.69723654
Tmem160,-1.4737451,1.0549864,-0.6905937,-0.0006638128,0.028696278,-0.017681502,-0.16194254,-0.17501858,-0.058948435
Arhgap35,0.69110674,-0.63040817,0.42176595,-0.042420935,0.23749667,-0.08542882,-0.5390125,-0.035067398,0.4426864
Slc1a5,0.7904886,-1.3448797,0.29532334,-0.06813994,-0.1396019,-0.100384474,0.63775957,-0.02105001,-0.22899045
Ap2s1,-0.9940624,1.1100163,-0.6359411,0.19654663,0.049794443,-0.2904294,-0.071921706,-0.27494612,0.52540207
Strn4,-0.6750344,0.5272808,-0.20711824,0.061821166,-0.05795679,-0.030189654,-0.10063935,0.00370486,0.049398705
Prkd2,1.279106,-1.3668323,-0.15535893,-0.11515271,-0.68318594,0.38223964,-0.32087922,-0.06098639,-0.120113395
Vasp,-1.873456,2.702274,-0.75173986,-0.15058374,0.89088637,-0.9653972,-1.2013865,-0.2391521,-0.8279628
Relb,-5.7076235,5.1737833,-1.1167164,-1.2879606,1.6662489,-3.528074,-1.1634094,-1.1458263,-0.2970405
Clptm1,-0.93310547,1.5451312,0.12820703,-0.00020422727,-0.004876868,-0.44550726,0.6898857,-0.582813,-0.39559466
Kcnn4,-1.1633645,1.6067057,0.43404454,-0.42737138,0.45931274,-1.6978352,0.6194859,-0.44025663,0.07176592
Rabac1,-0.49026865,-0.23318452,-0.102260195,-0.053871345,-0.61925024,0.12339303,-1.1837842,0.23256229,-1.0109254
Gsk3a,0.43370903,-1.2400968,0.17152177,-0.18246,-0.03764768,-0.056003306,0.60648805,-0.033476945,-0.06483446
Arhgef1,-0.4710682,0.7502888,0.07028994,-0.023379246,0.40030086,-0.21424247,0.05696112,-0.04890703,0.34082374
Apoe,-1.8098549,0.16171136,-0.25457352,0.8436565,-0.86608994,-0.43104663,-0.1223686,0.23365176,0.27395824
Hnrnpul1,0.6548542,-1.0028327,-0.20800951,0.015316732,-0.2450233,-0.013700145,-0.18558183,0.007937471,0.085288875
Axl,-1.2787005,-0.08079001,0.17261921,0.6470942,-0.636844,-0.24017762,0.36044207,-0.08648083,0.7754938
Pld3,-1.4340628,1.3043921,-0.97780544,0.5552329,0.20219775,-0.40366033,0.058311637,-0.49291024,0.7042044
Psmc4,1.0123149,-1.9749842,0.0061824364,0.06008692,-0.981608,-0.102853104,0.7783957,0.50979125,-0.89310664
Plekhg2,0.35870546,-0.37424833,-0.22565521,0.017204009,-0.8620606,-0.10508416,0.18291152,-0.08916788,0.8055612
Fcgbp,-7.779705,6.818891,-1.8350372,-1.7648795,2.134426,-6.606757,-1.3792759,-1.6005286,-1.3545367
Zfp36,-1.0168195,1.5287063,-1.1385312,-0.10569005,0.76895595,-0.15654083,-0.2597394,-0.04713482,0.30777654
Paf1,-1.2879833,1.0785761,-0.05263838,-0.009471117,-0.39861953,-0.06701101,-0.11835034,0.02301454,-0.1748027
Rinl,-0.38213307,0.18257216,0.36265922,-0.15321018,-0.28064787,0.06549359,-0.7352013,-0.06313547,-0.16962877
Eif3k,-1.1387998,0.8154472,-0.3366977,0.18438524,0.125867,-0.08226374,-0.8244286,-0.07532162,-0.013575704
Actn4,-0.77272034,1.1972485,0.21050888,-0.06356101,0.71538293,-0.7257692,0.09287672,-0.07966894,0.3050814
Psmd8,-0.34090722,0.67298067,-0.5577514,-0.054791104,0.4924523,-0.0689988,-0.6745435,-0.045567013,0.2811212
Sipa1l3,0.29689455,-0.117082596,0.44974956,-0.14743905,0.15115424,-0.17640004,-0.3415995,-0.13422613,0.66682523
Capns1,-2.2229013,1.9207962,-0.62306273,0.44469127,0.85608727,-1.4989765,-0.6142967,-0.22930576,0.10517571
Hcst,-2.1587324,2.5702987,-0.97818214,-0.08910393,0.5846216,-0.9725107,-0.18455648,-0.6109254,-0.25169873
Kmt2b,1.0426097,-1.7224579,0.1396294,-0.106251016,-0.009451053,0.05155693,0.2807041,0.07301698,-0.23901477
Tmem147,0.12832272,1.4453452,-0.84342927,-0.8888968,-0.3757548,-0.09720321,-0.6631327,-0.017301373,-0.8195973
Cox6b1,-0.1047827,-0.64675325,-0.6792809,0.18964723,-0.6536354,0.18167269,-0.632746,0.40276808,-1.055771
Fxyd5,-2.92968,3.362627,-0.46640366,-0.17143378,0.4156676,-1.725039,-0.2646434,-0.31957626,-0.9706955
Uba2,0.32964927,-1.4567254,-0.86553097,0.27613342,-0.5809485,-0.04002349,-0.2079101,0.14698523,-0.060922425
