,Shared topic 1,Shared topic 3,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 10
TRAPPC1,0.17537194,-0.18677267,-0.06901883,-0.022499962,0.38411665,-0.6391711,-0.11286056,0.46075177,-0.29016274,-2.0681748,-0.6386825,-0.03641256,0.86716515,0.2489508,-0.95364046,0.539267
VAMP2,-1.1053987,0.025354229,0.5918075,-0.04470225,0.61374,-1.270035,-0.44749594,-0.70442665,0.373306,-2.6635513,-2.0264592,-0.6009765,1.0873833,0.28891623,0.047795244,0.27285245
SNHG29,-0.626299,-0.23799911,-0.135852,-0.14006446,-0.34622818,1.0587705,1.1336612,0.5160688,0.68690556,1.1483175,0.9783551,0.36868018,-1.2296941,-0.64865005,-0.28584602,-0.87649655
LRRC75A,2.9175014,-3.9896226,1.1157564,-0.3287742,-0.10094497,-2.8267827,-2.7263973,-2.3694558,-2.476258,-2.3844163,-2.3040614,1.1198423,-2.312056,1.7527589,-2.5225844,1.3835199
MPRIP,-1.1724948,0.47389638,0.2006941,-0.098598465,0.44708467,0.09434512,0.40254435,-1.8018547,1.1148607,-3.21178,-2.9500663,-2.305701,1.2240359,-0.8973442,0.44877908,0.5815751
RASD1,-2.5688314,0.32728165,0.4008142,-0.66373515,0.84527457,0.7311248,-1.1744854,0.639674,-1.0363247,-0.15649556,-0.83838964,-2.128578,1.1374052,-2.0404289,0.6388982,0.56907225
SREBF1,0.83145237,-1.059937,0.8941409,0.33896646,-0.03241658,-1.0261395,-3.0047443,-2.4850335,-2.7922404,-2.2014818,-2.6264594,0.36005515,0.35529536,0.6040363,0.6569981,1.1800939
ALKBH5,0.7109044,-1.2190568,0.57151204,-0.39051998,0.6991507,-1.0724368,-0.12931298,-0.9395845,0.050922938,-2.5661116,-2.7210696,0.71079737,0.7236098,0.6850454,-0.6181644,0.56310385
SHMT1,3.2256804,-2.7555842,0.8601327,-0.35823035,-0.8438199,-2.3897862,-2.2497702,-2.297842,-3.0640507,-1.4301635,-2.678434,0.6741025,-2.5189698,2.7305439,-2.401918,0.9255298
SLC47A1,2.4050217,-2.621767,0.7447092,0.74853915,-3.084757,-2.854029,-2.2517529,-1.2130288,-3.2703426,0.3692486,-1.4670522,1.1405617,-3.2571998,2.162952,-0.10957442,-0.6996725
ALDH3A2,3.0746279,-3.274855,1.1012874,-0.077814,-3.222105,-2.717109,-2.3674629,-2.6990614,-2.0990794,-0.44434994,-2.4437656,0.6028428,-2.057081,3.0705886,-1.8609746,0.2839221
USP22,-0.120785564,0.40808827,0.26382828,-1.0049361,0.5503729,0.050323404,-3.036476,0.109188624,-3.1843328,-0.6913648,-3.04177,-1.0731525,1.2782477,0.6429224,-0.65020597,0.8355853
WSB1,-0.08479591,0.022336023,-0.065494075,-0.5432865,0.62206787,-0.13547775,0.17068298,0.06809908,-0.45590186,0.30946252,-0.8989886,0.1579707,0.6166521,-0.7542285,0.31574202,0.5070414
KSR1,0.23364717,-2.4370928,1.347779,-0.023110481,0.19985516,-0.9280157,-2.6760745,-1.9569513,-2.9219766,-2.7537737,-2.4942205,-0.27909377,-1.6663853,2.2543464,0.8815376,1.0115432
ALDOC,1.7183211,-0.8952688,0.24917005,0.013298185,-0.35811678,-0.23149015,-2.4152002,-0.58556736,-2.9704728,-1.1044656,-1.3451682,0.7420293,-0.61972904,0.9929737,-2.024979,1.1586558
RAB34,-1.551128,-0.058205247,0.08084792,-0.26377022,0.4623467,0.67761284,0.5883528,0.59581584,0.8356223,-2.1412914,-2.2817454,-2.659658,1.0674804,-1.1943285,-1.1863129,0.80315644
FLOT2,-0.4262722,0.42148066,-0.059304506,-0.012061476,-0.2869016,0.5409982,0.058349602,0.8274207,-0.40115798,-0.8667134,-1.029747,-0.956902,0.48596007,-0.19705634,0.6747127,0.34458172
ZNF207,-0.37841612,0.19947864,0.39435887,-0.12558633,0.5146999,-1.0146239,-1.1204157,-0.37273112,-1.9773357,-1.71068,-2.1869466,0.33127454,0.8770222,0.37861237,0.49085456,0.5226659
CCL2,-0.99874336,-0.52311146,-0.5139824,-0.15872602,0.55850095,0.86136883,0.75580615,-0.49462032,0.19596758,0.9863187,0.6260726,-0.0030668552,0.8762736,-0.9590092,-0.64349216,-0.04870641
CCL5,-4.2638006,0.6809697,-0.8035757,-0.44009224,1.0678821,1.2115691,-1.3502305,1.3716066,-3.0291367,-2.5102966,0.73754936,-2.5421479,1.5392523,-1.8550344,-1.2601821,0.5766678
CCL14,-11.366885,1.853874,1.0279338,-3.2405643,1.7089334,0.87268263,-1.1671674,-0.82365906,-2.43752,-2.057077,-2.5783327,-3.0964434,2.35342,-2.4364638,1.2674621,-0.646023
CCL4,-3.736841,-1.2464858,1.0134486,-2.8667645,1.6389036,-2.2212281,-2.083374,-2.12178,-1.4458389,-2.3930511,-1.9745841,-1.8519679,2.395389,0.309394,0.49703792,0.94400615
CCL4L2,-8.118893,0.49826616,1.4892132,-0.46038827,1.4823898,-2.1646965,-1.2565086,-1.6907924,-2.1876278,-2.446574,-2.1826437,-2.1256623,2.6450205,-0.7917439,0.17977813,0.20637093
HNF1B,3.5297105,-4.253458,0.886332,0.089149244,-2.9765763,-2.694,-2.7033753,-2.1290905,-2.8989327,-1.4229816,-2.5553381,1.1490464,-2.7540777,2.4878554,-0.77128655,0.33949947
MLLT6,-2.934696,-0.124196924,0.7357339,-0.030649217,0.715201,0.81105775,-1.2567205,-1.6128545,-2.1784794,-2.0031354,0.45991826,-1.2186849,0.79433507,0.29106015,-0.3883595,0.8589226
CISD3,0.7774557,-0.6709754,0.62475514,-0.53963155,0.5740937,-2.7389023,-2.4001603,-1.9607649,-0.8199812,-1.956708,-1.5080197,-2.9925797,0.5972533,1.7331821,-2.0130372,1.5386884
PSMB3,-0.42843622,0.39827007,-0.5888739,-0.16931565,0.17451775,0.63270086,0.1378767,0.45480114,0.39235076,0.43942565,0.38732708,-0.52242965,0.83278304,-0.8269926,-0.09029758,0.0075740903
LASP1,-0.06535449,0.0250661,-0.07303474,-0.19919129,0.26914668,-0.100797065,0.44358492,0.32664725,0.7817761,-2.4556258,-0.050999075,-0.7662414,0.7293117,-0.40130094,-0.09368679,0.22284631
ERBB2,2.659089,-1.9951193,0.08084632,-0.16796766,-2.4083273,-0.73441243,-0.29319724,-2.2944355,-0.5982798,-1.9582303,0.26612166,-0.69409585,-0.6447939,2.0422058,0.4656073,0.28220448
MIEN1,0.8640164,-1.0109359,0.0044519673,0.3003186,0.47338876,-2.4381404,-0.5947434,0.09953819,-1.0263152,-2.6941018,-2.8619561,-0.14850394,0.9588366,0.69669485,-2.3618338,0.90572155
KRT10,0.9308701,-2.6376247,0.6880769,0.012431782,0.6368635,-2.8422687,-1.2525172,-2.6675668,-0.2820458,-1.4467167,-0.8290431,-0.76864547,0.6698814,1.3449986,-0.051038418,0.87856585
KRT19,-4.0593834,0.37842643,-2.1762319,-0.8254034,1.3576651,1.0613676,0.10297106,0.72002935,-0.0094325375,-1.6421506,-2.4757447,-2.7751825,1.0016096,-0.90197647,-2.0164263,1.3653829
EIF1,-1.2175313,-0.8331342,-0.43927225,-0.2986832,-0.33743313,1.1023815,1.2878407,0.16887133,0.98777133,0.8201289,1.3574965,0.17541082,-0.99270225,-1.3866509,-0.41438422,-1.8297853
JUP,-0.47820407,0.14043273,0.09203957,0.009519295,0.35817003,0.34512746,-1.5443231,0.1812775,-3.3036833,-0.66710395,0.90766567,-0.09509415,0.5145342,-0.6780047,0.6382914,-0.36423042
ACLY,0.6944405,-0.19672137,0.08416123,-0.018214962,-0.36188242,-3.0525458,0.32573375,0.0714836,0.3689285,-2.6102808,0.38845935,0.52843475,-1.8146219,0.33005837,0.45459357,0.37829462
RAB5C,-1.4048109,0.07651358,-0.22410756,-0.118564285,0.35952893,0.4843735,0.7181596,0.61804616,0.057108372,0.3577212,0.6784561,-0.4261666,0.8474128,-1.0227444,-0.076900855,-0.430875
CAVIN1,-4.475503,-0.2887433,-1.1842426,-0.9429526,-0.2115724,1.3545347,1.602859,0.5678776,1.6168964,0.32056242,1.5520601,-2.9404607,-0.9300719,-4.2032986,-0.17498104,-2.470941
RAMP2,-2.8793626,-0.43872574,-0.5875391,-0.26215824,0.023495879,1.2680337,1.2108281,0.41108805,0.4061075,0.84578145,1.7037953,-0.5236352,-0.30458155,-2.7086365,0.053627707,-2.202023
VPS25,0.31911978,-0.26356,0.4339858,0.32460862,-0.55762,-1.1613677,-1.2124497,-1.4648074,-2.9451,-0.45509157,-0.5983871,-0.5025155,0.46482435,0.30889654,0.16216497,1.225474
COA3,2.0636816,-0.7398558,0.3976078,0.17135198,-0.90379274,-1.4680123,-2.085784,-2.1993523,-3.0200076,0.22527914,-1.1352484,0.6673486,0.21405174,1.2405632,-1.534294,1.0113001
LINC00671,2.045669,-4.6346416,-1.7159914,-3.1374779,-3.0025764,-1.7255429,-2.5201612,-2.3874056,-2.4076092,-2.1180117,-2.1958463,0.38347712,-2.4862697,3.5797641,-2.4903412,-2.4677398
IFI35,-0.15745501,-0.62759835,0.011675174,0.013006753,0.22670507,-0.45876208,-1.484444,0.88860816,-0.21633418,-2.620069,-0.17283711,-3.07058,0.58485866,1.1922116,-2.3585217,0.5624765
VAT1,-0.10201819,0.054494046,-0.36340535,-0.02272021,0.006095679,0.51321083,0.020357309,0.75865215,-0.21179621,-0.41251373,0.5882363,0.44290185,0.66257876,-0.43604803,-0.31129864,-0.5489949
NBR1,1.1097949,0.14424501,0.6207716,-0.28461915,-0.070137665,-2.069639,-1.3994192,-1.4780362,-0.35208103,-2.3086164,-2.5955453,-0.31001562,0.48152497,1.7141701,0.38592312,-0.0049210084
DUSP3,1.7594405,-1.6058291,0.4777134,-0.87406373,0.073302686,-0.9254476,-0.71310383,-0.8458743,-0.5899205,-2.2025416,0.23244566,0.6828253,-1.0735916,1.1242083,0.43738875,0.6398989
SLC25A39,0.5529326,-0.78522027,-0.5816135,0.011779951,0.10466931,0.40439358,-3.0149052,0.28324106,-2.9340491,-1.899966,-0.52536863,-0.9011617,0.20621043,0.53564876,-0.30564052,0.9705665
GRN,-1.8972833,-0.5720281,-1.2125155,-0.1441375,-0.279281,1.378163,1.2678578,0.589903,0.86758703,1.0526303,1.5158707,-0.24570478,-0.64672494,-3.2314086,-0.4787333,-1.7765006
NPEPPS,1.2803326,-0.4430906,0.59684247,-0.35358378,-0.8210235,-2.4601808,-0.39585176,-0.98805773,-0.662123,-2.6008005,0.04046678,-0.095156655,0.0707865,1.4593854,0.088629834,0.6965218
KPNB1,0.73783827,0.36799505,0.40884382,-2.0390677,0.21525672,-2.361647,-1.9425229,-1.8652887,-1.3472675,-0.71451265,-1.1457015,0.42089567,0.64931905,0.1491562,-0.67558646,1.0715547
CDK5RAP3,-0.08502048,-0.59814525,0.3546455,-0.19284856,0.3189307,-0.12227655,-2.3095288,-1.2872895,-3.0185332,0.35531646,-2.6734948,-2.0631402,-0.3134836,1.0236933,0.6114258,1.3045188
NFE2L1,0.07585868,-0.48434183,-0.060168386,0.08026678,-0.029298246,0.22200455,-0.5745347,-0.35978505,-1.0783871,0.17186442,-0.56772244,0.32324845,0.047111962,0.029726036,0.21054265,0.2599745
CALCOCO2,1.0995542,-0.79904205,0.7285839,-1.071067,0.120028004,0.048221014,-1.2076646,-1.8386176,-0.3094424,-2.0924025,-2.333081,0.23116657,0.75378466,1.2386668,-2.140778,0.81214774
ATP5MC1,0.31243348,0.0050753467,-0.28337678,-0.09582503,-0.41027135,-0.040074103,0.20949265,0.54736745,-0.47651637,-1.2854366,0.44876832,-1.5770769,-0.6370193,0.4828385,0.0025399444,0.54006016
UBE2Z,-0.055470727,-0.0987622,0.11479504,-0.031309966,0.57079864,0.07752518,-0.7770846,-1.8926845,-0.20163919,-2.608529,-1.444254,0.21091467,0.8619775,-0.03484104,0.31762308,0.46125406
PHB,0.20506614,-0.11821231,-0.10467263,0.0016042109,-0.072700255,-0.5585743,-0.42887124,0.56443,-2.0015957,-0.42810106,-0.5115274,0.06811948,0.03736719,-0.02218619,-1.0957389,0.77915967
ITGA3,-0.7789792,-0.3845362,-0.69951546,0.075125344,-0.40462932,0.81210506,1.0240645,0.5800933,0.8370312,0.5162048,1.1465197,0.32993892,-1.6010829,-1.9458172,0.2762288,-0.79508793
COL1A1,-5.315064,-1.0310167,-3.5075974,-1.3103772,0.257276,1.4848901,1.6628461,0.46469167,1.5274482,1.2165463,1.7300844,-2.0045943,-0.46205837,-7.1399107,-3.3988047,-2.4364555
MRPL27,0.99226654,-0.66355354,0.30415967,0.06643948,0.014851588,-1.8651227,-2.819437,-0.74520695,-0.8182454,0.09972593,-2.8298757,-0.509288,0.25514144,0.84178823,-1.5606657,0.9479575
ABCC3,1.1871346,-2.955708,0.8034176,0.3651165,-0.48787898,-0.19589198,-3.0937362,-0.45293948,-2.97498,-2.602933,-2.5036345,-0.15705444,-2.273021,1.9474845,0.11992338,1.3543905
LUC7L3,0.7403642,-0.5128446,0.33879274,0.23873718,-0.39751402,-0.32764214,-2.3029163,-0.2660878,-3.2397873,-2.8217208,-2.2926981,-0.034102883,0.896147,0.4458186,0.797308,0.4394485
SPAG9,0.45432043,-0.25445354,0.85284996,-1.5414709,-0.011799964,-0.070744425,-0.51523167,-2.1495438,-1.8002914,-0.5470524,-2.7867875,-0.012132374,0.6217676,1.103571,0.104166366,0.64228094
SUPT4H1,1.6097307,-1.5482802,0.63294154,-0.9505252,0.57754207,-2.6687276,-2.2003758,-0.4772873,-0.909861,-2.4778264,-2.6627085,-0.62588054,0.4915531,1.9555024,-1.0905716,0.80700004
CLTC,-0.23419575,0.42532355,-0.085702755,-0.051210243,0.13311197,-0.64461756,0.18144822,-0.09118116,0.5530078,-0.8713449,-1.1422011,-0.21770704,1.0406826,-0.5279256,0.30047724,0.06846991
VMP1,-1.3151234,-0.5752444,-0.5103061,-0.09046298,-0.09574946,0.77902585,1.2733675,0.15836942,1.1262132,0.64151025,0.9755423,0.3534537,-0.4799321,-1.821022,0.12625155,-1.8109828
ACE,-7.9866743,0.099825665,1.5349022,0.75358295,1.0702198,-1.4158031,-2.755414,-2.2147412,-2.8781412,-2.854991,-2.6135805,-3.0559523,1.3695455,-0.6680479,1.6176574,-0.1562891
PSMC5,-0.21161751,0.3052627,-0.35978863,-0.2978666,0.02818819,0.389278,0.51847965,0.5754456,0.7059767,0.8004774,-2.852307,-1.5409167,0.35431117,-0.14099737,-0.9135912,0.27869472
SNHG25,0.8492106,0.30899367,0.8290483,0.19794655,-1.3938543,-2.3377113,-2.890789,-1.6996809,-3.0893397,-2.6794088,-2.8219476,0.19344088,0.5321775,1.3494936,0.512493,0.8256835
PRKAR1A,-1.1296743,0.28223062,-0.24581362,-0.27611306,0.35799843,0.32855326,0.76314515,0.15250185,0.6656455,0.45865932,-0.73227024,0.32792875,0.9224301,-1.379138,0.1713535,-0.67810506
KCNJ16,4.3244247,-5.6527824,0.9499838,-0.6528003,-3.545047,-2.8381922,-2.7221289,-2.8082323,-2.7486856,-1.8120308,-2.4869878,1.5809757,-2.8253105,2.7425902,-0.96751696,0.4300037
GPRC5C,-0.6814076,-0.19005522,-0.18827024,0.29550698,-0.022622963,0.70230377,0.07684186,0.73991454,-1.0493352,-0.22087145,-0.52991384,-0.56211615,0.18686284,-0.69201267,0.30880284,0.54074574
SLC9A3R1,0.4082939,-0.13077381,-0.10577461,0.03032708,-0.93765074,-0.33457726,-0.15522559,0.6191906,-0.8466949,-0.71437514,0.17306261,0.5259074,-1.5349373,0.24319154,0.09971588,-0.13108021
ATP5PD,0.46058723,-0.2523988,-0.048903473,0.014684537,-0.42584896,0.13605492,-0.5803,-0.36472327,-1.3828357,0.2124913,-1.8472868,0.7052552,0.36225924,0.17231816,-0.16200836,0.20060706
NT5C,0.50166583,-1.1106124,0.08807687,0.13839492,-0.10249988,-0.95355594,-2.2214084,0.29913136,-1.604451,0.5242711,-1.707739,-0.49584016,0.02776116,0.14932933,-1.9227415,1.0139762
SUMO2,-0.423509,-0.02982194,-0.09969395,-0.03924065,0.07325389,0.7549457,0.70470756,0.73562586,0.0864572,0.6825949,0.50204474,0.08773926,0.5243019,-0.74993974,0.19138429,-0.7672225
MRPS7,1.0224285,0.01965785,0.6888316,-0.35037848,-0.028445298,-0.1509788,-3.0564268,-1.776658,-2.9935932,-2.7082741,-0.92933965,-1.8162133,0.61320144,1.2854631,-1.169919,1.3194772
MYO15B,1.0800922,-1.138034,0.77263623,0.59879124,-1.1038382,0.18510757,-3.0747738,0.055130675,-3.1792548,-2.6662495,-1.3744067,-0.40419465,-1.0396655,1.7196242,0.8653627,0.515428
H3F3B,-1.7629864,-0.56668377,-0.52638614,-0.27626413,-0.11847255,0.8899663,1.3597859,0.13080211,0.93667346,0.989672,1.0816759,-0.0960065,-0.24798226,-1.6478941,-0.14073305,-1.7398657
WBP2,-0.21839619,0.050167806,-0.017595036,0.2827559,-0.0015211161,-0.0064647533,-1.9680612,-0.02936521,-1.3941928,-0.6216509,-0.50039953,0.49214312,0.8577149,-0.15885063,-0.15017109,0.28304785
EXOC7,-0.18166496,-2.5404472,0.64203364,-0.03767594,0.3556902,0.19032624,-0.16870436,-0.46994367,-3.117466,-0.75872624,0.8573275,-2.390368,0.49924472,1.0899457,-0.5263105,0.38468534
CYGB,-6.1605077,0.81117237,0.8293466,0.14218368,0.7947229,0.24503227,-0.8659618,-0.2281445,-1.1448591,0.52135926,-0.73393834,-2.1687238,1.2544817,-1.7400571,1.2731984,-0.57556325
SNHG16,1.1791153,-0.35900265,0.83372104,0.05231651,0.05700786,-1.8074309,-2.7970169,-1.7941669,-3.1202772,-1.2487788,-2.8621438,0.81179714,0.15968674,1.0036509,0.32979006,0.81168574
SRSF2,-0.117049456,-0.09451939,0.08671326,-0.4347931,0.72941107,0.48671383,-0.9218397,-0.16910256,-0.1339044,-0.21595608,-3.1388445,0.37889743,0.9894548,-0.09687932,0.39931267,0.28584725
SEC14L1,-1.69394,0.43900454,0.27713457,0.124681085,0.36601615,-0.18371144,-0.8749776,-0.06773964,-3.371396,0.35833052,0.1294307,-0.8198724,0.6366044,-0.5617236,1.0535839,-0.4127345
SEPTIN9,-1.0737246,0.52704453,-0.31304526,-0.024866005,0.47157556,0.21794383,-0.36133358,0.807196,-0.34616676,0.025254626,-0.09689552,-2.3670752,0.9636691,-1.0369754,-0.050349623,0.5813543
SYNGR2,-1.4381338,0.15285598,-0.27689058,0.1594449,-0.12804009,0.54458183,0.18091162,0.7005565,-0.22194359,-0.19308466,0.45609322,6.836751e-05,0.6514256,-1.0941083,0.08618277,-0.07128713
TIMP2,-2.5210834,-0.43170625,-0.90171826,-0.28063896,0.17922044,0.91608554,1.3299077,0.34062442,1.4501339,0.19461244,0.86929363,-1.0889661,0.23893555,-2.7804341,0.008016921,-1.0919805
GAA,-1.2210498,0.15709484,-0.21824265,0.057080664,-0.08902605,0.7792673,-0.30379894,0.8061548,-1.1277424,0.025386788,-1.1749778,-1.8003536,0.7931265,-1.3413925,0.27926913,0.75353426
RNF213,0.21914622,-0.4461441,-0.046564,-0.038473938,-0.088339575,0.3994371,-0.8617006,0.5005867,-2.8251684,-0.008936749,-1.1108416,-0.11723483,0.37067887,0.09837228,-0.9820642,0.6160807
NDUFAF8,0.1539227,0.077058166,0.13521484,-0.14288662,-0.20231253,-0.48272172,0.23059022,0.12707056,0.2214026,-2.5510857,0.12524003,-0.008253877,0.6750718,0.31124246,-0.23250067,0.28392053
SLC38A10,-0.08714134,-0.025356686,-0.17236683,0.016216487,-0.10731018,0.76802033,-0.012939375,-0.18817039,-0.6151453,-0.025621183,0.66599685,-0.21140671,0.33058348,-0.50986755,0.23702498,0.43286023
MCRIP1,-1.4389876,-0.057332695,-0.7449859,0.04260736,0.20725045,0.7947164,-0.041900247,0.7210502,-0.62077856,-1.1059964,1.0079092,0.0064664185,0.5134929,-0.6619919,-1.6040224,0.35713893
ARHGDIA,-1.5096958,-0.32522088,-0.8281771,-0.3402698,0.19394349,1.2728672,0.93109775,0.68969387,0.39136553,1.0105587,1.1669505,-0.15256393,-0.0751135,-2.1771016,-0.21167171,-1.4846573
ANAPC11,-0.42007262,-0.19711095,-0.4414213,0.0781396,0.06768765,0.67615265,-0.3621827,0.5550506,-2.5768278,0.70422035,0.16390522,0.01917359,0.64577335,-0.6390214,-1.2363063,0.5459535
SLC16A3,0.15004973,0.12908205,-0.7040392,0.15410678,-0.20011377,-1.0079267,-0.09856779,-0.5568334,-0.82661086,-0.47462177,-0.27579597,-0.39120007,0.42422962,-0.6129203,0.7073949,0.408639
ENOSF1,2.979856,-5.953396,-0.17689788,-0.3389437,-0.45152727,-1.5613847,-2.6838458,-2.411797,-2.6264372,-2.1923606,-2.2198904,0.22630538,-2.5583038,3.2046947,-2.2494428,0.20565428
MYL12A,-1.2988608,-0.21192467,-0.40223607,-0.15851243,0.033038545,0.69941324,1.3475893,0.15672018,1.2745459,0.7404151,0.3389063,0.26640674,0.2269625,-1.4365404,-0.019991085,-1.2739753
MYL12B,-0.547247,-0.18625139,-0.23836134,-0.07090781,0.12646863,0.5346772,1.126787,0.07413972,0.93012667,0.710576,0.5253779,0.27500182,0.15584652,-0.68710935,0.15134114,-0.7394081
PTPRM,0.6643062,-0.5128765,0.24141093,-0.4637771,0.4417764,-0.23670723,-1.0744554,-2.4380782,-0.10287891,-0.95791173,-2.6767948,0.6318903,0.046379153,0.602849,0.85354984,-0.031990003
NDUFV2,0.19112316,-0.6081458,-0.0058173044,0.039986547,0.0081016645,-0.1504171,0.004339259,-0.44335067,0.15017617,-0.13267015,-0.29742232,0.57683784,0.06830787,-0.027164996,-0.09429598,0.23879376
VAPA,0.12798749,0.122502804,-0.03619792,-0.023847515,-0.18614848,-0.18506879,-0.6579933,0.06253428,-0.26534495,-2.395767,-1.1158794,0.61952573,0.59806925,-0.455611,0.32604834,0.43627614
IMPA2,2.7364533,-2.8325646,1.0330743,0.263596,-3.3771093,-2.7112365,-1.6814498,-2.5681913,-2.9917035,-2.5587142,-2.720217,0.8817469,-1.9130133,2.7506151,-2.3649013,0.8157267
PSMG2,1.5138335,-1.9521649,0.81551605,-0.14965244,0.24390458,-3.0616584,-0.51387477,-2.9369435,-0.624258,0.41978392,-2.7714038,0.20567092,0.63953716,1.389538,-1.3937144,0.56688863
CDH2,2.9622478,-4.823398,1.3880557,-1.7545258,-2.8428986,-2.4676766,-2.1166272,-2.6043282,0.12343988,-2.4068627,-2.3810315,1.4101291,-2.467498,2.3956182,-0.24127483,-0.7748316
DSG2,3.0393445,-4.9768715,0.893911,0.34077436,-2.3782358,-2.6572292,-2.6011713,-2.472858,-2.8917942,0.30510032,-2.6422002,1.0413454,-2.6031318,1.9832839,-0.657387,0.80500877
MAPRE2,0.33555627,-0.14913994,0.7714383,0.1332756,-0.79203516,-0.8225479,-1.9461409,-1.3520031,-1.2370932,-1.5586377,-1.9204652,-2.0029066,0.8376965,1.6418059,0.18256804,0.21894248
ATP5F1A,0.23450217,0.002736736,-0.20147511,-0.0740563,-0.051141065,0.031275027,0.59227943,0.5407494,0.11903607,0.44155067,-1.8443868,0.3417198,0.48035726,-0.36445624,0.03602809,-0.28464144
IER3IP1,1.518002,-1.302201,0.8198506,-0.9444057,0.26593426,-2.7941897,0.07584754,-2.599896,-0.17497957,-2.2001245,-2.640139,0.57066363,0.4145722,1.336264,-1.6269095,1.295192
C18orf32,1.4844153,-0.12204313,0.6321703,-0.7579275,-0.2043208,-1.6634309,-2.1378963,-0.5607197,-0.6667732,-0.84148216,-2.8640118,0.34330353,0.94222206,1.5158474,-0.26602376,0.33953223
ACAA2,2.7568562,-3.2146697,0.79199725,0.09629884,-1.0481846,-2.1521084,-2.9727633,-2.3351774,-2.9330356,-2.4182281,-2.5386953,1.3213391,-1.7425759,2.0639129,-0.031218925,0.5803832
MBD2,1.9482572,-1.6341527,0.5969075,-0.5558652,0.17620774,-2.884691,-0.7092922,-2.5300162,-2.7369435,-0.9250352,-2.5992687,-0.16195193,0.9205685,1.3926265,0.16127332,0.84076923
TCF4,-3.1086898,0.60709643,-0.17125553,-0.71486694,0.34206596,0.9039503,0.7702673,0.32528797,0.17055808,-0.6600939,0.7650041,-1.6575941,0.87380826,-1.9148649,0.9686238,-0.7334712
TXNL1,2.5499449,-2.0651972,0.75422513,-1.1330419,0.275087,-2.9942935,-2.4809713,-2.8302374,-1.5280583,-2.3850696,-1.8495404,-0.43120232,0.32536715,2.0568542,0.020213751,1.0994043
NEDD4L,3.1314766,-5.41585,1.0526029,-0.7347765,-1.5193822,-2.473317,-2.5968218,-1.3650849,-2.6523278,-1.9684104,-2.4024906,0.9730147,-2.5994506,3.0450037,-1.6069242,-0.43663225
SEC11C,1.3714409,-0.053753704,0.71866107,0.016506227,-0.111025006,-3.2422688,-3.142424,-2.3486195,-2.9245644,-2.4595158,-2.6748068,0.39932594,0.33540022,1.2295656,-1.106261,1.4135767
LMAN1,0.4371005,-0.083593294,0.11737242,-0.025730852,-0.44956338,-1.535021,0.18222971,0.2362409,0.0626029,-3.0431778,-1.3990884,0.62419945,0.19360247,-0.05842206,0.39454672,0.3117313
VPS4B,1.9681084,-2.7069762,0.89366364,-0.027635366,-0.6146821,-1.6386503,-2.6552157,-3.0656538,-2.2518144,-3.0093758,-2.6735778,0.3618586,0.7821865,1.6988328,0.62117255,0.5348546
TXNL4A,0.5373338,0.03855695,0.03343799,-0.23565875,0.16591583,-2.8680212,-1.1208094,0.26571676,-2.1229258,0.24292581,-2.6346142,-0.3798205,0.6710748,0.7891135,-2.275216,0.6617092
BSG,-1.3751657,-0.8220669,-1.001438,-0.25300622,-0.5618609,1.1766833,1.3094621,0.27788618,0.93013173,0.87662894,1.3945135,0.018126687,-1.4974345,-1.8879473,-0.48340037,-2.143303
FSTL3,-2.32788,-0.20756964,-0.4030538,-0.09499755,0.03973479,0.7603379,1.202949,0.56484324,1.41884,-0.029695878,0.74885005,-2.7303362,-0.1181863,-1.6954956,-0.039682,0.20485252
PTBP1,-0.22501513,0.2099697,-0.020491887,-0.08921559,0.14194748,-0.47871244,0.694332,0.45986938,0.24843502,0.2894896,-2.5533044,-0.5293398,0.66906154,-0.21779019,0.5333713,0.14803593
CFD,-5.338445,0.500721,-0.4116445,0.47814402,0.61954075,0.5888899,-0.975102,1.0831587,-1.3775318,0.67779535,-0.2403809,-2.7368355,1.2099892,-3.9561718,-2.544446,1.3119041
KISS1R,2.4084084,-5.055428,1.6828302,-0.09726773,-3.4692385,-2.8338535,-2.6997912,-2.6475472,-2.685701,-2.5422366,-2.0507448,0.087573625,-2.7697139,3.5272803,0.29533923,-0.8923248
TMEM259,-0.9604856,-0.35403785,-0.09020231,-0.097106986,0.3994122,0.69865227,-0.24308378,0.28700447,-1.1598046,0.20989646,-2.3273036,-1.6892886,0.4904488,-0.4689339,0.74252295,0.5630796
POLR2E,-0.69233096,0.274171,-0.31065232,0.034947988,0.19380029,0.52620053,-1.0164114,1.0385789,-1.3200952,-0.4375734,-1.3005744,-0.47574052,0.74835265,-0.0759464,-0.8073059,0.565011
ATP5F1D,-0.8482092,-0.72121423,-0.54652643,-0.108286895,-0.45016447,1.3748841,0.81583947,0.64604986,0.34303576,0.630244,1.5131557,0.08120654,-0.85898066,-0.9653276,-0.7639103,-0.8512215
MIDN,-0.5365539,0.47348526,0.168536,-0.1230026,0.5130607,-1.8968074,0.44780076,-1.9294481,-0.09236748,0.30789486,-0.30027604,0.07024533,0.9596739,-0.5561674,0.68650675,0.4627762
