,Shared topic 1,Shared topic 3,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 10
FAM174C,-0.57044864,-0.87131274,0.39951435,0.07984217,0.30463824,-0.13545768,-2.1533165,-0.07989816,-3.2400336,-2.9394224,0.79865783,-2.6090908,-0.19091226,0.12060246,-0.6199723,1.1874456
NDUFS7,-0.09013484,-0.6460286,-0.4436401,0.09753414,-0.07718028,0.5940122,-0.5370175,0.6893688,-3.323729,0.49112538,0.5444184,-0.57617235,0.14276016,-0.46249703,-1.1772494,0.43355545
GAMT,1.9100428,-2.6461027,-0.089667596,0.5124782,-0.853,-2.0239036,-2.1899166,-0.03481711,-1.0375497,-0.0637348,-1.406941,0.5640903,-1.0275117,1.507154,-2.891091,0.6147655
UQCR11,-1.2451147,-0.51139486,-0.8306774,-0.25384095,-0.36929744,1.118934,1.2903123,0.4028668,0.81628686,0.8321799,1.6942284,-0.010370303,-0.83855706,-1.7318852,-0.65694404,-1.8693404
ABHD17A,-1.1821322,0.07843819,-0.49478546,0.18589176,0.37029377,0.3366782,0.36135453,0.8821651,0.23654664,-0.07414612,-1.5300014,-0.6341378,0.82976377,-0.75706905,-0.10043161,0.24341506
OAZ1,-1.7251754,-0.3732133,-0.8032314,-0.24276748,-0.10437788,1.3419231,1.1309065,0.5334832,0.8705187,1.0258238,1.339574,-0.16416246,-0.20224369,-2.0636594,-0.4839873,-1.2669802
LSM7,-0.38377464,0.22817081,-0.1688248,0.002582042,0.05131034,0.6352071,-1.1791446,0.6046955,-1.4504153,-0.93779355,0.63855034,-1.8964761,0.87813634,-0.47420672,-0.08484774,0.5867019
TIMM13,-0.054786965,-0.27330583,-0.11737874,0.17835914,-0.1481383,0.64518464,-0.67279804,-0.16074213,-0.8135627,0.07569886,-1.3189826,-0.22081232,0.45218852,-0.16103691,-0.15930808,0.76260567
GADD45B,-1.7335846,-0.0811997,-0.14779094,-0.41515863,0.32866627,0.93764186,0.97156817,0.6524261,0.87170154,-0.943741,0.23377822,-0.11999778,0.86658514,-0.84617984,-0.25162247,-0.3888469
TLE5,-1.5220869,-0.13748121,-0.76332825,-0.097089306,-0.13401945,1.1850777,1.1433128,0.61312366,0.78997326,0.77080286,1.2724125,-0.177804,-0.05029048,-1.8588461,-0.22931208,-1.1497688
SMIM24,2.428966,-3.217336,0.32538572,0.5531357,-3.9202197,-1.9260948,-1.7281709,-0.6272367,-1.9903128,-0.004773125,-2.678299,1.4421306,-3.186798,2.7054243,-1.9357489,-2.8551707
HMG20B,-0.5907374,-0.16985185,-0.013329103,0.09058174,0.029047387,-0.11442651,-0.75135225,0.4667648,0.4712856,-0.47326112,-2.7246614,-2.734154,0.14353965,0.44196877,-0.7472487,0.6758772
MRPL54,-0.049484573,0.14771594,-0.0024555363,0.027849652,-0.38551545,-0.52810663,-0.07156241,0.59659857,-0.39926404,-1.0739446,-0.017349198,-0.15119253,0.2958603,0.049836908,-0.36670873,0.40746412
MAP2K2,-0.71537316,-0.03843884,-0.30686805,0.04317917,0.38964722,0.5711356,-0.688033,0.2804066,-0.016487429,2.1270134e-05,0.31687793,-1.486106,0.78553826,-0.70379746,-0.6824168,0.9018162
STAP2,3.2279053,-3.080059,0.71515715,0.19525778,-3.4985733,-2.7041094,-2.5197992,-2.344405,-2.7492652,-0.8841771,-0.475087,-1.7239604,-2.7089803,2.7225957,-0.39562574,0.3432568
SH3GL1,0.0995682,-0.1287533,-0.024794286,0.034332108,0.047565293,-0.071198076,-2.0363688,0.83166695,-1.7868352,-0.41190028,-1.2558963,-1.2413435,0.8030766,0.12936985,-1.0114236,0.62875086
UBXN6,-0.30848745,0.07289807,-0.13815914,0.10426578,-0.25126627,0.350954,0.26870832,0.6116264,-1.8024566,0.4930356,0.83094597,0.09896898,0.26353124,-0.5633287,-0.3043537,0.23204954
MYDGF,-1.0189592,0.23092112,-0.5026062,0.08471308,0.1953705,0.58779943,-0.4929046,0.65514845,-0.591269,0.33122098,0.3927444,-0.71264094,0.5421208,-0.861532,-0.32669476,0.1858621
SAFB2,2.3171525,-1.383678,0.37152666,0.21503687,-0.15749456,-2.7284937,-2.2371163,-1.6913095,-1.8470039,-2.0025642,-2.231717,-1.5811584,-0.4504443,1.8127168,-2.4606087,1.5645049
SAFB,0.77422225,-0.55151296,0.8095114,-0.17726633,0.48746538,-2.3508885,-3.1283376,-1.7568581,-2.8556476,-2.2679663,-2.524906,-1.6204437,0.54054004,1.5160252,0.63462234,1.2192315
MICOS13,-0.36969793,-0.016116329,-0.5893959,-0.18709868,-0.08210433,0.978077,0.7029298,0.7323727,0.769163,0.70624,0.94332737,-0.13143185,0.13243377,-0.8426733,-0.7288622,-0.2607445
LONP1,1.1067259,-1.2238833,-0.008743793,-0.042572614,0.21284501,0.40871137,-2.831757,-0.06804061,-2.29002,-0.76260394,-2.3174598,-1.8756046,-0.93182594,0.8820079,0.4159677,1.3095043
NDUFA11,-1.1789075,-0.016588759,-0.47031146,-0.04159179,0.076013535,1.058767,0.64481413,0.55836713,0.61631393,0.7614999,0.99191,0.024764199,0.45951495,-1.1646829,-0.42958608,-0.65775234
CLPP,0.09643728,-0.6371032,0.14217728,0.36977944,-0.2457715,-0.15300743,-1.8973458,0.9280086,-0.5213424,-2.4995077,-2.6880639,-0.34357077,-0.6672571,0.37703162,-2.2227583,1.1930939
ALKBH7,-0.4518175,-0.28336912,-0.31300363,0.10304811,0.11469768,-0.39257956,0.50725615,0.70951766,-0.4055639,0.4758419,1.1429107,-0.8655156,-0.111985445,-0.39762047,-1.6173406,0.53678334
GPR108,0.3833955,-0.5770032,0.33302465,0.03726426,0.06810237,-1.454767,-2.7374547,0.31000552,-0.9492032,-1.577755,-2.9018185,-1.5475038,0.43321055,0.82573426,0.13861553,0.90571624
ZNF358,-0.48072118,-0.21672314,0.102980725,0.06720626,-0.0008798488,0.49629202,-0.23223428,-0.63672465,-0.007992959,0.27831805,-0.01782507,-1.8353852,0.5155544,-0.18337846,-0.17079443,0.6152269
PET100,-0.58296764,0.07930921,-0.5780645,-0.015978575,-0.14640568,0.79674387,0.97751963,0.9167053,0.11972183,0.58079475,1.0588404,-0.017911825,0.14284258,-1.2296119,0.05178587,-0.55678713
TRAPPC5,-0.9005949,-0.18757895,-0.66738033,0.011723551,0.056367323,1.105119,0.2397546,0.64133596,0.25892222,1.0054778,0.9875268,-0.014856181,0.12399753,-1.4044533,-1.1983478,0.13011222
NDUFA7,0.5036073,-0.45802057,-0.27440763,-0.028430011,-0.040792253,-0.116834365,-1.3820322,0.13524958,-0.4212753,0.12675034,-0.6158103,0.24141738,-0.58106476,0.3584042,-1.7688289,0.57796574
RAB11B,0.2144277,0.44160962,0.15903637,-0.15206315,0.025589783,-1.6544908,-0.9795527,0.07186651,-2.2905583,0.0014613202,-0.022268407,-0.44493172,0.37792253,0.40411216,-0.18132775,0.81293046
HNRNPM,-0.610428,0.092741214,0.21978544,-0.019462164,0.008725416,-1.676877,0.49014363,-0.79167336,-0.43878654,-0.06255399,-3.025986,-0.0138807185,0.7874175,-0.17403786,0.7513246,0.02927518
UBL5,-1.3341253,-0.34020084,-0.75996304,-0.0829137,-0.24295332,1.1123312,1.2266312,0.697188,1.110149,0.7043483,1.1133639,-0.31523982,-0.5329421,-1.4703666,-0.5132152,-1.1901392
PIN1,-1.4479516,0.20825961,0.42938,-0.002541404,0.5219248,-1.4600954,-1.2037928,0.22344,-2.1754768,-1.4307069,-0.40725294,-1.4601018,0.82844806,0.20042783,-1.8968612,1.2212073
EIF3G,-1.462448,-0.0959747,-0.15362619,0.20552662,0.12891972,0.88593924,-0.17831378,0.8045348,-1.2930268,0.014169346,0.9163592,0.11101807,0.492352,-0.94355345,-0.6265821,0.087607495
ICAM1,-0.83235615,0.37575555,-0.40752575,0.02954644,0.40662748,0.081651405,-0.033920188,0.673865,-2.906015,0.51811486,-2.2381308,-0.4574572,0.7857123,-0.84551704,0.70331335,-0.25093848
CDC37,-1.5454627,0.13663073,-0.38231573,-0.0022913679,0.24025233,0.88765794,0.1490166,0.7558986,0.38479087,0.1456979,-0.6236579,-1.2776245,0.52356094,-0.7737568,0.59232306,0.022670392
SLC44A2,-2.2491708,0.25612748,-0.34910572,-0.0621351,0.34941617,0.08444441,1.1301068,0.57237667,0.8461841,0.5807968,-2.1865892,-2.5430062,0.67430377,-1.2280549,0.78638715,-1.0527048
ILF3,-0.84122235,0.4780636,0.2683243,0.03462624,-0.08281329,-0.45895576,-2.3916862,-0.75823385,-2.7810097,-1.63357,-0.4220545,-0.31229657,0.9398271,-0.40385678,0.70100486,0.25863785
DNM2,-1.6114465,0.2958691,-0.08006172,0.19224986,-0.12315215,0.81951946,-0.95033634,0.64841545,-0.54061115,-0.26463753,-0.98918873,-0.2540618,0.6698114,-1.0647497,0.27006698,0.5263387
DOCK6,-3.9398088,0.88582,0.5915906,0.052711066,0.5788494,0.39734912,-0.79812914,0.56989413,-3.165212,-1.8612679,-0.2609245,-3.03242,1.0893849,-0.805561,0.8900906,0.61665297
TMEM205,-0.6792706,0.2672538,-0.23794399,0.081302874,-0.22596398,0.7330986,0.090297766,0.93653953,-0.2870821,0.751409,-0.9087162,-0.3683775,0.25995886,-0.5497469,-0.036956508,-0.11331003
PRKCSH,-0.46152604,-0.08611432,-0.30166638,0.40493903,0.018861417,-0.54511535,0.2736386,0.74396443,-1.0423979,0.57846147,-1.7636893,0.26572075,0.5189742,-0.680068,0.02175781,-0.20809153
ACP5,-0.71425366,-0.6288606,-0.070501275,0.26801276,-0.7726139,-2.619555,-2.879983,0.96953946,-2.8539143,-2.1999965,-2.503253,-1.7856438,0.007855071,0.06535095,-2.6268952,2.1131673
MAN2B1,-2.4524798,0.8271869,-0.5309956,0.70367384,0.0556137,-0.78693616,-1.183834,1.0306926,-2.1850972,-0.93042344,0.3450468,-1.140417,0.9420943,-2.2976174,0.069104984,0.9795002
WDR83OS,-1.0733525,-0.00701198,-0.26296827,-0.20829633,0.083491,1.1360859,0.75899345,0.61023873,0.60608596,0.67537093,1.0796033,0.010402136,0.25194108,-1.02612,-0.39477685,-0.36574736
TRIR,-1.0013258,-0.03701015,-0.35532084,0.027088726,-0.022224836,1.0734569,0.63831025,0.61395097,-0.04115222,0.99993247,1.0228715,-0.05306541,0.0145446975,-0.9906665,-0.053887263,-0.37689134
GET3,0.08364573,0.17520201,0.20445634,-0.035542365,-0.48353767,-2.6491797,0.31554353,-0.6084902,0.22966005,-0.97043926,0.7728049,-0.4508508,0.06274689,0.13248059,-2.5969992,1.2844176
PRDX2,-0.35135564,0.04699503,-0.24743794,0.022262987,0.004794624,0.47048247,0.5855203,0.73171943,0.03141473,0.30795145,0.6411361,0.05236527,0.009810859,-0.30746397,-0.10064979,-0.3739833
CALR,-1.9027297,-0.75492793,-1.0061165,-0.3294618,-0.45172188,1.2516961,1.3879974,0.27343035,1.0579842,0.9375216,1.6290135,-0.09153133,-1.690984,-3.2022915,-0.41150662,-2.5292733
RAD23A,-0.2814116,0.05538629,-0.50488764,-0.16014062,0.45823598,0.08504924,0.49933574,0.72823876,0.79712784,-0.061217505,-0.99913055,-0.29548818,0.21552841,-0.17361414,0.19704413,-0.21374358
GADD45GIP1,-0.7364733,0.011495665,-0.87828463,0.0828868,-0.008841423,0.53828734,0.74604577,1.089365,0.14698072,0.24052225,-0.33132392,-0.4464377,0.39644083,-1.0959183,-0.3246311,0.04350652
IER2,-1.1152107,0.13469993,-0.1215833,0.012593139,0.29200396,0.26837516,0.042080414,0.70749843,-0.6539569,0.5639782,-0.20183566,-0.1332498,0.73761255,-1.5020072,0.12301215,0.15097179
C19orf53,-0.5345799,-0.43010178,-0.46820503,0.04829356,0.15381296,0.5809241,0.09466488,0.7094704,-0.19220841,0.34141305,0.8593186,0.09137368,0.38130632,-0.79098094,-1.864258,-0.0046326546
PKN1,-1.4479634,0.5465421,-0.035974115,-0.021162596,0.28732246,0.081467435,0.19342953,0.7471904,-0.83497846,-0.54287195,0.02755582,-2.0827894,1.0347925,-0.7515843,0.009596293,0.66122967
TECR,-0.082725756,-0.90203583,-0.38319162,0.0072755786,-0.03095246,0.9821415,-0.5555146,0.6575866,-2.3753793,0.3690045,1.2763852,-0.570436,0.06543102,-0.119865105,-0.65639365,0.05271698
NDUFB7,-1.3206301,-0.3801822,-0.72718805,-0.07570073,-0.25400823,1.0969379,1.1121044,0.56065553,0.6855146,0.8366709,1.670853,-0.18896352,-1.2342136,-1.6511884,-0.942002,-1.6361465
TPM4,-2.8905659,-0.23330739,-0.84181523,-0.59784794,0.48135397,0.88605666,1.3404391,0.72361577,1.2164811,0.3794494,-1.0060866,-1.8264312,0.7175111,-2.3183866,-0.0035785404,-1.1653427
KLF2,-1.8652512,0.65778434,-0.106709264,0.038887713,0.58112603,0.29575464,-0.85580987,0.85928,-1.1286424,-0.26703185,-2.4533968,-0.91973716,1.1954703,-0.691226,0.4937849,0.35372895
SMIM7,1.0681849,-2.060689,0.7962076,-0.4734222,0.37133783,-2.5843532,0.09531129,-2.8239055,-3.1554115,-3.040196,0.6777883,0.26738474,0.12241115,1.6366079,-1.8758874,0.9159832
NR2F6,-0.559935,-1.2393795,1.2214566,-0.9910967,0.519417,-0.1964066,-3.0366318,0.067790695,-2.6270218,-2.0461493,-2.3896902,-2.8946278,0.7058479,1.445823,-1.5267446,1.4955747
MVB12A,0.041659415,0.021549448,0.41701916,-0.055061147,0.12562267,-1.034911,-2.8133345,0.39097533,-1.6971707,-0.25254625,-2.7446358,-1.2105222,0.26793468,0.6803917,-0.5613267,1.2063099
PGLS,-0.76608324,0.10426062,-0.118294284,0.13289154,-0.10898681,-0.095733985,-0.13308996,0.6160674,0.01895617,0.056981914,-0.25020337,-0.642659,0.58204424,-0.5455966,-0.5399136,0.5364906
COLGALT1,-1.9427471,0.5672862,-0.12840945,-0.2751298,0.54915816,0.45473886,-0.03272518,0.8725751,0.33306396,-1.2944189,0.8174049,-2.506976,0.93600434,-1.8597654,0.3659532,0.21467708
CCDC124,0.14992675,-0.011269607,0.38397166,0.35723633,0.02073126,-2.525042,-2.4900115,-0.68505555,-1.7306521,-0.92232543,0.022239884,-0.6792343,0.21532384,0.41111454,-1.4388846,1.2382332
IFI30,-0.9685401,0.28780833,-1.6096867,-0.02080845,0.094721645,0.9477513,0.18081082,1.1069365,-0.3093225,0.91908216,-1.8928372,-0.7317167,0.45534685,-2.4094172,-0.5755445,0.47545853
JUND,-2.0958233,-0.5009148,-0.58859944,-0.35789368,-0.0672957,1.0659518,1.2789186,0.3338385,0.75981843,0.7640161,1.3235041,-0.2584946,-0.22437076,-1.8424063,-0.012796579,-2.022944
PGPEP1,2.87267,-2.697065,0.6870591,0.5014096,-2.7221193,-2.6565387,-1.9509052,0.15899344,-2.2822819,-2.2847297,-2.227919,0.6653678,-1.514729,2.826897,-1.2304798,-0.5631163
GDF15,1.7231035,-0.5602761,0.14364417,0.32305,-2.4828625,0.21836622,-2.2610435,0.11251654,-2.6240435,-0.08412012,-0.46542594,1.0363014,-3.2470992,-0.42755538,0.7112223,0.5007802
SSBP4,-1.8294959,0.48862702,0.07121157,0.019983035,0.16506298,0.02994475,-0.092492014,0.75208837,-1.7857822,-0.58038473,-0.49430683,-3.0423002,1.0523524,-0.72098833,0.34750804,0.45891502
FKBP8,-0.35330537,0.087510146,-0.28790593,0.35526976,0.37378612,-0.9427041,-0.25443092,0.78040624,-1.9214487,0.25582924,-0.7147451,-0.35658816,0.9620829,-0.22700937,-0.5498273,0.4142633
KXD1,0.15469244,-0.30691373,0.018621227,-0.17623799,0.14234416,0.5668496,0.09883654,-0.9292425,-1.1645968,-1.0109787,-2.845518,-0.37815204,0.535296,0.12117903,-1.3634051,1.184186
UBA52,-1.8886563,-1.0296113,-0.73324394,-0.49550098,-0.5299683,1.137972,1.2918736,0.019055717,0.9920331,0.9030132,1.5821264,-0.028556757,-2.1184819,-2.2880552,-0.79504323,-2.3046856
REX1BD,-0.8450224,0.5062504,-0.203113,-0.005596863,0.40226173,-0.2736647,-1.5352523,0.84445083,-0.64035535,-0.9018794,-1.4278646,-1.8103997,0.88695323,-0.5656242,-0.18059196,0.7854297
COPE,-0.40937352,0.065754205,-0.4578007,-0.043449674,0.2265954,0.7030878,-0.14128838,0.83371127,-0.6106384,0.01616056,0.4898725,-0.82861555,0.4713121,-0.25640988,-1.0231814,0.42321452
NDUFA13,-1.1226788,-0.5999574,-0.83380836,-0.14704278,-0.44424474,1.1872762,1.2667074,0.41459104,0.855016,1.1099751,1.2946396,-0.101058826,-1.3108081,-1.3594258,-0.7473617,-1.5791752
UQCRFS1,0.78739846,0.034947384,0.3746711,-0.4365819,0.1969224,-1.6725792,-2.2661767,-2.7587876,-2.77652,-1.1346788,-2.9682372,-1.398787,0.99692965,0.95879465,0.13190755,1.1190975
PDCD5,1.627751,-2.0094345,0.52012205,0.16870436,-0.16021703,-2.479229,-1.4100969,-1.4595706,-1.3218503,-0.044935368,-2.5306382,0.43156838,0.068822585,1.5903083,-1.2845933,0.6062934
PEPD,2.3384643,-0.5194267,-0.14955248,0.048351724,-1.132842,-0.36214778,-2.9787526,-0.1703215,-2.160923,-2.5717654,-2.4282424,-1.589325,0.6519392,2.0973165,-1.7170048,0.8558385
LSM14A,1.2448863,-0.72974986,0.8667015,-0.38281065,-0.06407308,-1.4576434,-0.24115087,-2.3763967,0.822293,-2.1620886,-2.6508853,-1.9758238,-0.16147268,1.8096813,0.1768245,0.660475
GPI,0.038105458,-0.4368597,-0.75247073,0.07660064,-0.43006447,0.7455969,0.8462597,0.4734446,-0.20179145,0.9346619,1.0873824,0.4985626,-0.607005,-0.855144,-0.25975597,-1.0625983
HPN,3.3325138,-3.6933873,0.80418116,0.44826633,-3.901537,-2.554697,-3.0083594,-2.1624467,-3.1324377,-2.6719513,-2.725,1.2914283,-3.0006213,2.8963442,-1.5771096,-0.12187764
FXYD5,-3.0369878,0.57334876,-0.7836873,-0.20839307,0.50735456,0.96956104,0.5018322,1.1699644,-2.094362,0.38144296,0.3994185,-1.975913,0.74290234,-2.105956,0.022589054,0.45994908
USF2,0.47941726,0.1697211,0.07761122,0.012127853,0.16337042,-0.25758344,-2.9365973,0.9055938,-1.3239533,0.0289044,-2.872646,-2.4056582,-0.12255047,0.5272306,-1.1246654,1.2715335
DMKN,2.894926,-3.0022295,0.96074575,-0.76081735,-3.2425795,-2.0394833,-0.5305695,-1.4842473,-0.7541019,0.44419366,-1.9292393,-0.17533527,-2.7968118,2.4955034,-2.3074386,0.60011923
TMEM147,1.0558008,-0.06397757,0.02429115,-0.5086757,0.17566353,-1.3024133,-0.9396344,-0.7473048,-0.75331634,-2.440179,0.11558259,-0.026102753,0.24211404,0.77668524,-0.79639244,1.0755525
COX6B1,-0.75682896,-0.6759345,-0.64848506,-0.17393155,-0.32023108,1.2302753,0.96901315,0.52741987,0.4025039,0.851536,1.4174767,0.31554896,-0.7839624,-1.2453624,-0.6389069,-1.303667
PSENEN,0.4229017,-0.25140482,0.46426752,-0.4142913,0.3067901,-0.6218318,-2.1996052,0.23238611,-2.007021,-1.2885214,-2.6146288,-0.12143553,0.9422548,0.8833364,-1.5315659,0.91503894
TYROBP,-2.342832,-0.29539555,-1.1538982,-0.07431102,-0.04643307,1.2744025,0.8644683,0.78473777,-0.7282233,1.1778084,1.5505376,-1.0693029,0.11103145,-2.9131281,-1.566911,-0.21756637
POLR2I,-0.08161076,-0.08549329,-0.13370998,0.18441075,-0.022408182,-0.08214217,0.42016092,0.7390608,-0.70217454,0.38995492,0.40232974,0.017216654,0.3467203,-0.44260764,-0.46903998,0.37773776
TBCB,-1.0071374,-0.093327135,-0.1853315,0.045568056,0.22830395,0.8034376,0.15795933,0.40674087,0.38519308,-0.11949691,-0.24907175,-1.0169065,0.44535106,-0.91020685,-0.060258113,0.5844324
CAPNS1,-1.1202021,-0.25851607,-0.79463255,-0.075803205,-0.09322446,0.8943858,1.2486485,0.6765853,0.9100623,0.8503317,1.0648941,0.04635504,-0.19681305,-1.4507015,-0.20572235,-1.525607
COX7A1,-2.198331,-0.043637007,-0.517932,-0.096500665,-0.011090928,0.8811366,1.3812548,0.3754877,1.1551744,0.20283958,1.3422648,-0.24433069,0.039607327,-1.3822875,0.044758793,-1.6479874
SPINT2,0.73946357,0.041442502,-0.014934108,0.038205203,-0.17145474,-1.7339737,-1.7994564,0.39517593,-0.9379429,-0.8805234,-2.0087862,0.6907037,-0.13037519,0.23415609,-0.058498047,0.55317175
PPP1R14A,-7.3201942,-0.78853494,-1.5860102,-1.3838657,0.68129826,0.6932394,2.0450108,-0.6183983,2.3353882,-1.0617832,0.64684445,-2.9028049,0.3155169,-5.006106,-0.73062223,-0.71404934
C19orf33,0.18658291,-0.20601967,-0.093795486,0.21808243,-2.421259,0.5411283,0.07176133,0.7086167,-3.1689782,0.4834023,1.3012446,0.3719413,-2.684315,-0.2437168,-0.43871784,-0.106626175
PSMD8,-0.4574469,0.445631,-0.26176,-0.17327459,0.26194543,-0.16971491,0.55196196,1.1743958,0.5005115,-1.5287393,0.6127314,-0.25959018,0.34334764,-0.6348757,0.019973395,-0.07944537
EIF3K,-0.78451157,0.039129306,-0.0764053,-0.0078438725,0.09506707,0.7469226,0.73633105,0.7017898,0.4876283,0.5507687,0.40693754,0.036326732,0.23597848,-0.5187685,-0.14486207,-0.242104
ACTN4,-1.6673648,-0.59324753,-1.1649907,-0.2792489,-0.15424742,1.0739204,1.5158541,0.38647535,1.4442183,0.77385443,1.0517207,0.02246059,-0.71822286,-2.5834055,-0.29343048,-2.4413946
CAPN12,2.9927278,-5.696712,0.8785461,-0.29488736,-2.9412992,-1.6004777,-1.4513837,-2.4388793,-2.8702455,0.593105,-1.6113228,0.24372184,-2.5634434,3.128049,-1.8046308,-0.7462999
ECH1,0.29584837,-0.3496604,-0.42903766,0.07294137,-0.76029414,-0.04603794,-0.16849132,-0.025739366,-0.62267804,0.37607935,-0.026493559,0.17210683,-0.33895558,0.16585788,-1.5974703,0.43775976
HNRNPL,-0.88077307,0.008788526,-1.1998833,0.29800266,0.3775177,0.81332755,0.050290637,1.1246302,-0.4292237,0.74783325,-1.7757907,-0.1623063,0.50261545,-1.2711447,-0.21334113,0.109668724
FBXO17,2.7595286,-2.5211952,0.5761841,0.28023988,-2.432337,-2.549579,-1.6868789,-0.9415921,-3.0710301,-0.16514005,-2.5014935,1.1405299,-3.0091145,2.3114781,-1.1530055,0.4254526
GMFG,-2.0801098,0.52184963,0.15970242,0.06485513,0.6912245,-0.30970654,-1.3603133,1.1748757,-3.1644092,-0.55315655,-2.212926,-2.8874753,0.98831445,-0.9542257,0.44411412,0.6151078
FBL,-0.08340314,-0.096429706,0.18879049,-0.020869056,0.10260102,-0.099258535,-1.8152016,0.025359232,-0.8266658,-0.6672965,-2.6542253,0.03700211,0.34833887,-0.08397484,0.086895026,0.79184914
PLD3,-2.319544,-0.026234955,-0.9289805,-0.044203177,-0.060238793,1.397279,0.4950428,1.0296158,-0.23101397,0.706235,1.3386612,-2.0540695,0.40013385,-2.2966065,-0.44573855,-0.09438058
BLVRB,-0.82297313,-0.042221487,-0.46910322,-0.019929936,0.11416618,1.1147563,0.10075509,0.94725454,-0.5857395,0.38054833,0.9385427,-1.5943136,0.73373157,-0.48155558,-2.663347,0.34169972
AXL,-1.9372367,0.046416685,0.25110543,-0.1495673,0.49024558,-1.814214,1.206466,0.07893659,1.5275561,-0.26756108,0.18209308,-0.8932369,-0.003738156,-1.961044,0.647483,0.026153129
HNRNPUL1,0.42615932,-1.8022801,0.3922559,-0.17706321,0.42826968,-0.58199614,0.37049103,-0.4721172,-0.23334438,-0.30820218,-1.4354551,0.29326054,0.15743916,0.6977234,-0.917878,0.1245677
TGFB1,-2.129217,0.21447055,-0.35205328,0.048121408,0.34222424,0.78509474,0.25469413,0.91437495,-0.5784161,-0.03912985,-0.75268966,-0.45936134,0.8620805,-1.4502294,-0.20478803,0.21351871
TMEM91,0.04538566,-0.27378225,0.23969808,0.083590455,-0.51689214,0.2741215,-2.916813,0.30604583,-3.4250934,-0.6357832,-1.0342288,0.42242298,-0.2796712,0.2306992,0.08366287,0.58681077
BCKDHA,0.6380693,0.16357487,0.05948138,0.28388208,-1.000104,-1.8400495,-2.7189615,0.41546476,-3.2655325,0.38700977,-1.2856071,0.027420534,0.20554236,0.16986206,-0.7013886,0.8318501
RABAC1,-2.0304284,-0.06813987,-0.6944506,-0.019755356,-0.042461198,0.9769022,1.082136,0.76632667,0.87839216,0.705683,0.5159518,-0.16113424,0.073994085,-1.8357167,0.011264855,-0.9729821
NECTIN2,-1.6912904,0.37078106,-0.43025514,0.004790384,0.2708507,0.4975906,-0.078748465,0.5287332,-0.036812376,0.5614092,-0.65507144,-0.90358186,0.87621063,-1.5952097,0.5244045,-0.088092536
APOC1,-0.7307897,-0.46267816,-0.35337493,0.09503093,-0.6542645,1.2814258,0.08124298,0.78414446,-2.149844,1.1139518,1.5044284,-0.09287268,-1.8550866,-1.6189431,-1.2298756,0.4431223
SNRPD2,-0.99163115,-0.073498055,-0.5152409,-0.028635036,0.13891155,1.0955322,0.633572,0.5688907,0.29108486,0.73747116,1.1994624,0.23900451,0.23692718,-1.2132969,-0.34119648,-0.91690135
CALM3,-0.31919253,0.09767585,-0.20285511,0.00628447,0.22874945,0.15391429,-0.3223184,0.7934901,-2.353918,0.44651178,-0.3949034,0.23317271,0.6773694,-0.28374532,-0.049690105,-0.53682864
AP2S1,-1.1222602,0.2488907,-0.539833,-0.181825,0.3018673,0.8448435,0.6393805,0.86900634,0.40256888,0.71206516,0.40453687,-0.43904907,0.6451342,-1.2704991,-0.1582426,-0.1125823
NAPA,-0.44337517,-0.41509944,-0.13901997,0.062019072,0.2670919,0.42921436,-0.29842842,0.6799187,-0.49754003,0.26742834,-2.3723197,-0.3656097,0.27898216,-0.3742072,-0.099759884,0.6510056
EHD2,-2.0753949,-0.98730195,-0.89183426,-0.37272972,-0.4848631,1.1618083,1.4123014,0.18530989,1.2067567,0.7327194,1.5053527,-0.08885681,-1.5950048,-2.9986496,-0.28145942,-2.6503603
NOP53,-1.6956315,-0.3955831,-0.43688947,-0.14886335,-0.30009037,1.2116429,1.127719,0.53013337,0.46189836,0.8017577,1.5311863,0.16831143,-0.949265,-1.8858323,-0.35130128,-1.405111
