,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 9,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 6
IFIT5,-0.0187576,-0.027738173,-0.0023575444,0.15308912,0.021948867,-0.036934484,0.0021813246,-0.8539384,0.0089108795,-0.0045703263,-0.0006319583,0.002280218
BTAF1,0.005847024,-0.089667924,-0.103307605,-0.15659055,-0.007096736,0.013474484,0.0052596116,-1.1695943,-0.00573523,0.002769958,0.0022605301,0.00012499117
MARCH5,-0.003460732,-0.019551951,0.5630586,0.053169187,-0.00379429,-0.007976999,-0.0035964907,-0.14425735,0.00046331648,0.0020323608,-0.0053461497,0.0004942027
HHEX,-0.731253,-3.3604333,-0.56597954,1.402592,0.71090513,0.005293358,-0.07434797,-1.1754109,0.24081205,-0.85495925,0.19004896,0.099690504
HELLS,-0.14357346,0.5576391,-2.3871145,-1.0626686,0.020781465,0.3579646,-0.008406438,-1.465369,0.12575568,-0.024486512,-0.02642469,-0.0008886467
ALDH18A1,-0.01780203,-0.10689866,0.47662076,0.5519123,-0.018640459,0.09135882,-0.00016037918,0.24966869,0.005450363,-0.0069754296,-0.0025165973,-0.0016382444
ENTPD1,0.0043257177,-0.19836622,-0.46991205,-1.6542377,0.025915105,0.3732286,0.0014765107,-1.7159405,-0.008245585,0.011990386,-0.008547119,1.7533981e-05
BLNK,-0.27819848,-0.8025826,-0.7274677,0.032118373,0.07745237,0.94517636,-0.0016873338,-1.6456019,0.105806895,-0.021874575,-0.060463425,0.027891558
PIK3AP1,-0.7761813,-1.2765397,-1.255454,0.80143034,0.11167725,0.47826445,-0.023464907,-0.5561428,0.24722417,-0.1749763,0.009502646,0.046828404
PGAM1,-0.018948676,-0.0029935287,0.28092885,-1.9276652,0.0023425808,0.01377497,-0.0032957937,0.54438084,0.0056425775,-0.0016213527,-0.04476388,-0.005902103
CWF19L1,0.013262877,-0.03989586,-0.43862686,-1.5068269,0.00923391,-0.0001241534,-0.0016675683,-0.06947215,0.0012643207,0.0074455435,-0.015384163,-0.004671342
SLF2,-0.00082341186,0.04268786,-0.94346106,-0.12715343,0.022177344,0.023266878,-0.0061338074,-0.39841095,0.008076921,0.007950021,0.0015806583,-0.0010538113
POLL,0.04116182,0.1391126,-0.899903,-0.91098624,-0.025458813,-0.069011025,-0.0076189903,0.013144287,-0.02717746,0.008423795,-0.035618506,-0.0029897466
OGA,0.05029349,-0.44928247,-0.18414117,-0.122378856,0.017565476,-0.18170053,0.018897662,0.09661414,0.0034585164,-0.032844007,0.052265402,0.0023777802
ARMH3,0.0138071,-0.0088184355,-0.37680086,-0.13792512,-0.014570252,-0.03403238,0.00015435301,-1.1975989,-0.004941143,0.0082346955,-0.0018220822,0.0015301945
HPS6,-0.014799208,0.037582543,-0.38081935,-0.76773256,-0.0059725335,0.025687339,-0.0011036368,0.29889134,-0.0036855713,-0.0039444314,-0.03315516,0.0023886708
LDB1,0.012518942,0.0032470229,-0.2108443,-0.004689332,-0.007532256,-0.06042558,-0.0006316031,-0.187709,0.0019042325,5.005824e-05,-0.00064027845,-0.00077005744
PPRC1,-0.012000134,0.0685747,0.858904,-0.27025875,-0.017642103,-0.011893699,-0.007517941,0.32440352,0.0016616863,0.005819811,-0.000683849,-0.0023909975
GBF1,-0.0052463687,0.019532368,0.1979467,0.019393943,-0.0009246519,-0.07927414,0.0033807945,0.43798155,-0.011492778,0.0021923266,0.004862577,-0.00084275973
FBXL15,0.0045636287,0.006846565,-0.3316979,-0.9505468,0.010370007,-0.16916814,0.0033133223,-0.2211302,-0.0018521082,-0.0013810011,0.004401595,-0.001203248
XPNPEP1,-0.008810857,-0.013299592,0.15164481,0.05716099,0.009202058,-0.006855291,0.0007484485,-1.4213252,0.002878971,-0.0033072948,0.0013293396,0.0010672527
SMC3,-0.0033199328,-0.010016398,-0.14550444,-0.034861863,-0.00018315634,0.029735511,-0.0010457028,-0.22051847,0.0013388193,0.0031825944,-0.000682807,-0.0018961397
PDCD4,0.02129571,-0.22012004,0.0016119805,0.02186561,-0.00080839946,-0.0103249,0.0054588164,-0.03035257,0.0022853992,-0.0050142175,8.391341e-05,-0.00039332092
SHOC2,-0.008592646,-0.01230499,0.25397643,-0.026406894,-0.027354417,0.027599625,0.00046914633,-0.35615963,-0.0037521988,0.0005608804,0.0145304715,0.001353889
VTI1A,0.0064368322,0.055541597,-1.5003356,0.18518297,-0.0134448325,0.1258526,-0.007903813,-1.3863968,0.00018187471,0.0009616554,-0.013262831,0.0011768941
NHLRC2,-0.024288936,-0.20627418,-1.3674717,-0.036333952,0.0026210118,0.060337577,0.0066548125,-1.2667564,0.04211481,-0.009425249,0.008053032,0.002865069
ABLIM1,-0.0024247193,0.5837192,0.49756235,-0.59349763,-0.5345112,0.004089714,-0.04602694,0.34683374,-0.11322466,0.054378923,-0.1702068,-0.04223095
RAB11FIP2,0.005459079,0.0066797673,0.02405242,-0.045126397,-0.015007082,0.009548403,-1.7982931e-05,-0.32299697,-0.0072505204,-0.0027906916,-0.0030034685,-0.00030564284
GRK5,0.043725,0.13464808,0.60403556,-0.7572859,-0.32896432,-0.094477855,-0.0010216995,-0.9111703,8.215742e-06,0.016051963,-0.011100803,-0.012196213
RGS10,-1.2755627e-05,0.39655417,-0.67719924,-0.9320659,-0.031501494,-0.0114052715,-0.015300323,-1.6057824,0.010677971,0.026667891,0.010480212,-0.007975155
INPP5F,0.060672395,0.44117793,-0.8712117,-2.0569534,-0.512966,0.2802246,-0.0011914354,-1.7050778,-0.2004707,0.033415694,-0.018703472,-0.051401876
MCMBP,0.00087062386,0.002459231,-0.12208807,-0.007956341,-0.00031339936,-0.0025956014,-1.8310555e-05,-0.019293264,-0.0024733862,0.0025066477,-0.0010817966,0.00054525235
SEC23IP,0.0044618146,0.02391059,-0.92561215,-0.26505464,-0.0034889872,0.021525884,0.0024816378,-0.54435873,-0.017930739,0.0031993198,0.002717583,0.0011624033
ATE1,-0.0074791834,0.002540031,0.3979739,-0.12792327,0.0065372065,-0.037727278,-0.0023951267,0.28530967,-0.0042596254,0.001969113,-0.0032579678,0.0022885515
HTRA1,0.06690803,-1.0877326,1.7862308,-0.51025045,-0.27677476,-1.1717753,-0.061358165,1.0309275,-0.19515245,-0.11967015,-0.021173837,-0.0631247
IKZF5,0.046609633,0.061808817,-1.5467647,-0.55374116,-0.009286208,-0.08353554,0.009809373,-0.44370928,-0.05739314,0.0058820085,-0.011052063,0.00084606715
BUB3,0.01237948,0.11166394,-0.65129745,-0.9888245,-0.027756145,0.1995455,-0.0076140463,-0.5505453,-0.0008070521,0.030423902,-0.54040307,-0.017856767
FAM53B,-0.36391667,-0.45448387,-0.5774542,0.35133478,0.06290725,0.32496485,-0.002416066,-0.3942592,-0.0017135257,-0.04309214,0.01956565,0.0049664304
EEF1AKMT2,0.0054844986,0.03761848,-0.17929533,-0.6222594,0.013805199,-0.011971733,-0.0010075301,0.1055732,-0.0071549923,-0.006308193,-0.007899962,-0.001958424
MKI67,-0.112920254,0.592179,-2.361428,-0.06625814,-0.14487824,1.1314521,-0.21547966,-1.702959,-0.051693976,0.18584454,0.13372675,-0.05095365
MGMT,-0.008101597,-0.054751936,0.085109465,-0.3574346,0.012311624,-0.007037756,0.0009267196,-0.46433637,0.0013230346,-0.006185909,0.002595698,0.0020293659
PPP2R2D,0.020784667,0.016021322,0.34067902,-1.5910187,-0.0026990331,-0.07492619,0.0031971347,-0.37780103,-0.0028115113,0.003648954,-0.22279373,0.0041062846
PWWP2B,-0.06024155,-0.5739648,-0.5931838,0.5208531,0.05612142,-0.1875499,0.008290504,-0.14629671,0.01275991,-0.042416155,0.07724821,0.011493716
INPP5A,-0.008878532,-0.018728416,0.6479233,-0.10144825,-0.020521378,0.019224962,-0.0042094616,0.6526181,-0.025301134,-0.009090387,0.007226408,0.0006012906
TUBGCP2,0.04984254,-0.0908424,-0.56772816,-0.42017558,-0.08315878,0.18209426,-0.0029360978,-0.5773269,0.010880237,0.011436762,-0.18371803,-0.010276106
RIC8A,-0.0066344747,0.015781935,-0.0061264997,0.010666539,0.0015711394,0.009205024,-0.00038450092,-0.020511044,-0.004151569,-0.00034593308,0.0012318428,-0.00048457252
SIRT3,0.013752175,0.051034503,-0.70771676,-1.2303501,-0.003044174,-0.04587613,0.0034673556,-0.76760006,-0.039761864,0.0011365617,0.0104971975,0.0012288532
PSMD13,-0.004234538,0.0060051996,0.06645942,-0.0245678,0.0025350656,-0.0018416588,0.00017287856,0.15194951,-0.0035532718,-0.002887372,0.0041904645,-0.00023596268
PGGHG,0.1666078,0.57616585,-1.3296394,-1.180462,-0.09268513,-0.37064284,0.0033209822,-1.8215868,-0.014190399,0.15360726,-0.036021702,-0.021520332
SIGIRR,0.022108302,0.32777196,-1.5242189,-0.49459714,-0.07890515,-0.21887438,0.01584029,-2.207952,-0.008579421,0.066466406,0.016519194,-0.018921081
ANO9,-0.038824104,0.03559462,-2.2204747,0.50425243,0.237191,-0.033848222,-0.014945516,-2.6113524,0.022697954,-0.003081318,0.04533391,-0.0043141237
HRAS,-0.005918732,0.0091553265,-0.29021734,-0.16173573,-0.0038254042,0.025230478,-5.020964e-05,0.25687012,-0.0036296928,-0.001658787,-0.005054353,0.00046600495
RASSF7,-0.034366444,0.082579106,-0.94277126,-1.5864689,-0.07107216,0.0236268,0.031468924,-2.1643517,-0.014702966,-0.000161028,0.021633228,0.0012404443
DEAF1,-0.024144806,0.19352117,-0.065743074,0.29508018,-0.052425444,-0.008010788,-0.010847286,-0.53965515,-0.004386586,0.007762756,0.0038596897,-0.0030330624
TALDO1,-0.03494154,-0.039735913,0.22798152,0.25086802,0.038966227,-0.03583272,-0.0006081448,0.9543012,-0.0091353785,-0.024237279,-0.00577307,-0.004972382
PNPLA2,-0.81521434,-0.66956043,1.6094998,-0.39186645,0.021794321,-0.46865296,-0.24546428,2.0274966,-0.17486389,-2.0146832,-0.4339609,-0.76313245
MOB2,0.0064337915,0.064110115,-0.025699848,0.04558165,0.005804624,-0.051867284,-0.005257286,-0.33680496,-0.0015758686,0.004266224,-0.00590332,-0.0019257368
CTSD,-1.8000927,-1.9063585,-0.15786207,1.6825862,0.7295927,-0.1371518,-0.1768029,-0.21943285,0.9112843,-1.92463,0.09460338,0.22557652
LSP1,0.0401076,-0.32933044,-0.16862844,0.003605729,-0.017085945,-0.29303154,0.05026022,-0.43265736,0.07677725,-0.075905725,0.012303102,0.007725982
C11orf21,0.103775896,0.30412623,-1.9329535,-1.7171555,0.037906595,-0.51947683,0.011363529,-1.416057,-0.061035324,0.028164033,-0.050879117,-0.015856972
TSPAN32,0.1990198,0.8063053,-1.7844858,-2.5050194,-0.22944383,-0.7257283,0.0167973,-2.1797388,-0.3365789,0.31982854,-0.8262873,0.056709528
CD81,-0.24039952,-0.8019626,0.9863416,0.5515063,0.07838475,0.1518509,-0.044003405,0.45478368,-0.054093514,-0.09410262,-0.12556131,0.0045785923
NAP1L4,-0.0076914136,0.11497906,-0.8207117,0.15847187,-0.0066296477,-0.024144461,-0.010264164,-0.59672636,0.007638427,0.020006284,-0.031039227,-0.0011670983
NUP98,-0.0018847254,0.03157375,-0.2622862,-0.16643749,-0.00041663746,0.009042001,-0.0022735812,-0.32222828,0.0011284947,-0.00019278369,-8.655434e-05,-0.00023154495
PGAP2,-0.0030670092,0.04478846,-1.6164007,0.18242733,0.0036466122,-0.074953794,-0.0023965896,-1.9143871,-0.009152785,0.011489302,-0.0020073487,0.0004931758
RHOG,-0.0071763834,-0.0019473713,-0.3519553,0.053418197,0.012687143,-0.021167286,-0.0004550701,-1.1541716,0.028875943,-0.0034000492,-0.012076481,0.0068969224
TRIM5,0.025448244,-0.016450487,0.058637515,-1.1975633,-0.005537986,0.0006602163,-0.0025259075,-0.3345249,-0.0044945334,-0.0017060244,-0.002369807,0.00015135389
TRIM22,0.03962206,-0.13961962,-0.44214922,-0.11282657,-0.008871497,0.014561353,-0.0014303698,-0.3616639,0.007149918,0.004837957,-0.012948234,0.0042409752
TIMM10B,0.045512877,-0.006686407,-0.0113727385,-1.3390335,-0.09777183,0.010363756,0.008280384,-1.3139536,-0.0038418346,0.02183248,-0.11624049,-0.004500972
DNHD1,0.065422535,0.18366432,-1.1706911,-1.1153383,-0.0050698905,-0.14855593,-0.012665645,-1.8096932,-0.2963633,0.030023796,-0.013949447,-0.0018385187
ILK,0.0045120995,-0.075046666,0.036020417,-0.09123416,0.0029309175,-0.060171407,-0.0035411431,0.16898155,0.009112792,-0.0013772291,0.0017425119,0.0004684488
TAF10,-0.030693293,-0.10471655,0.23897202,0.17822224,0.0006427239,-0.0016310188,0.003251007,0.085222706,-0.0044906894,-0.020089194,0.011333851,0.010739982
RIC3,0.039063796,0.16183618,-2.5426211,-1.5527954,0.0037790465,0.12177693,-0.009777169,-2.5220428,-0.04242709,0.0463178,-0.24561158,-0.0022685325
TMEM9B,-0.117483445,-0.14130145,0.5805377,0.51867676,-0.0004373918,0.12184272,-0.00616434,0.4170789,0.008250406,-0.016764482,0.006901564,-0.0034536473
TMEM41B,0.012636638,0.038708836,-0.73168737,-0.006206006,-0.026857484,-0.057686985,0.0021436694,-0.556057,-0.012411876,0.0036696533,0.0054513584,-0.0008732484
SWAP70,-0.42044622,-1.1245955,0.2478328,0.3708043,0.06440154,0.615888,-0.012240152,-0.25678346,0.015196462,-0.12969886,-0.002230239,0.011594924
AMPD3,0.034126688,-0.0714731,-2.6216042,-0.11938936,-0.0069534048,0.21894501,-0.0014282318,-2.4055572,0.012964057,-0.017238023,-0.0268222,0.0014958936
LYVE1,-5.850647,-6.2095947,0.08609561,1.9917991,1.0420809,-3.233962,0.025829472,-0.2314154,1.1970354,-9.888008,1.1585058,0.72305506
ZBED5,0.01672037,0.06022683,-0.32994536,-1.2445709,0.0048378594,-0.038105942,0.00042107157,-1.5905814,-0.019339008,0.009132626,-0.019688802,0.0013416018
CYP2R1,0.0012385291,-0.009056203,-1.0848012,0.042899787,0.0031711003,-0.12756525,0.001029842,-1.1226106,-0.009852954,0.0031712684,0.015668789,0.002910733
C11orf58,-0.013315876,-0.009556858,0.39454806,0.42196968,-0.0015745474,-0.029595459,-0.0061229407,0.5349238,0.0020820645,-0.008303827,0.01604131,-0.0036542194
LIN7C,0.0014131584,-0.04643035,0.07190534,0.03162564,0.009740126,-0.033058673,0.00224202,0.61283445,-0.007690951,-0.00403432,0.0037849254,0.0017743367
METTL15,0.00956777,0.17840794,-1.1169993,-0.7844459,-0.018135548,0.0004974123,0.006266142,-2.1883097,0.004737001,0.00172922,-0.01149022,0.009110421
ELP4,-0.016206915,0.046288043,-0.65665066,-0.12127485,0.01912041,-0.11092821,0.0020935498,-1.1063467,0.00046349817,0.010869323,-0.0020865512,0.0012458448
CSTF3,0.052707165,-0.0022299415,-1.0568479,-0.075482294,-0.024086302,-0.17363426,0.0034224004,-0.8818417,-0.0022023036,0.005758207,-0.012902153,-0.0026727868
LMO2,-0.8843673,-3.5255523,0.85514253,1.4234647,0.60521877,-0.0023379903,-0.2522517,0.41723755,0.5564729,-2.3409665,0.020454088,0.050528802
CAPRIN1,-0.14554955,-0.09296714,0.32019958,0.4392721,0.011376471,0.1026451,-0.0071072876,-0.15328573,-0.0033986908,-0.017109003,0.0046751867,0.004188342
NAT10,-0.014908766,0.16895247,-1.451926,-0.1495722,0.009723777,0.03215691,-0.011282147,-2.1123714,-0.009938181,0.0056386204,-0.0073728818,-0.005679742
CD44,0.0007784761,-0.037922397,0.044008177,0.019436698,-0.0025565517,-0.0477046,0.008399363,-0.48551995,0.006263543,-0.0032323801,0.0027176305,0.002223408
TRIM44,0.00064897176,-0.03704722,-0.11340536,0.032185942,0.010352302,-0.070062295,0.0018200576,0.42700496,0.0021732983,-0.0048683956,-0.0035977154,0.00017354477
API5,-0.003987794,0.015941404,-0.08193021,-0.037065636,0.004356409,0.022922676,-0.0008331244,-0.9081649,-0.0036251096,0.0028936467,-0.0056874114,0.0018337364
CD82,-0.04030583,-0.048421603,-0.23941475,-0.3701412,-0.025933692,0.6108368,-0.0019187885,-0.69228506,-0.0025432152,0.00011251774,0.0029827363,0.0031885752
TSPAN18,-0.65910745,-0.17883602,0.6031094,0.95938265,0.2769823,-0.5843577,-0.050991,-0.92178166,0.13658778,-0.12792757,0.06749374,0.00079395156
DGKZ,0.045538522,0.41575676,-0.64687324,-0.89981794,-0.017060403,-0.44297028,-0.010050842,-0.26119295,-0.011215633,0.058963884,-0.77243316,-0.009263217
AMBRA1,0.018230038,0.09953935,-0.62208605,-0.7193328,-0.009247014,-0.07081395,0.0033534635,0.1847747,-0.00200088,0.0014684651,-0.041503564,-0.0010272736
CKAP5,-0.007900689,-0.021914562,0.028587038,0.09082815,-0.0032592837,0.055188533,-0.0003739525,0.15373336,-0.0014809584,0.0005245381,-0.0022752248,-0.002234708
ARFGAP2,0.025581652,0.029468916,-0.5863983,-0.15575674,-0.029059872,-0.023625413,0.0007526707,-0.4073704,-0.017651899,0.010186625,-0.017663844,-0.0017412273
MADD,0.0053650746,0.025084682,-0.40491074,0.029568024,-0.018907357,-0.010920469,-0.00017480018,-0.48061684,-0.0042568813,0.0009055935,0.0009200441,-0.00020320129
SPI1,-0.41478837,-1.1823196,-0.10242738,0.34396175,0.061625917,0.03709,0.014438272,-0.26361847,0.0751865,-0.5767981,0.015947549,0.0714307
SLC39A13,0.01791992,-0.029184034,0.07336911,0.099901244,-0.000761304,-0.6190396,0.0011969182,-0.19280319,0.005682475,-0.00038388046,-0.007214007,-0.0012379395
CELF1,-0.005826674,-0.02507514,0.30103493,0.26545936,-0.040232353,0.01001553,-0.002849173,-0.28559124,-0.010925657,-0.0054894164,0.053255454,-0.005115127
NDUFS3,-0.005720293,0.016147792,0.10102859,-0.06025586,-0.0020499448,-0.0055367285,-0.0008903341,-0.0781255,0.0011289289,-3.769755e-05,-0.0002145761,0.0021966656
FNBP4,0.0128637925,-0.02682414,-1.0201385,-1.4655467,-0.010026995,-0.0064579933,0.0060381866,-1.5451545,-0.008899865,0.021292338,-0.00080476986,-0.003070462
NUP160,-0.014483627,0.036429904,-1.2516797,0.2023878,-0.0018131866,0.033936415,-0.0033449396,-0.11061687,0.0050273226,-0.0017300419,-0.0032403036,-0.0010418408
PTPRJ,0.012675366,0.09273736,-1.4106513,-0.641229,0.010625237,0.085667655,-0.00710712,-2.1781795,-0.034965843,0.0182697,-0.020113852,0.00017215498
SSRP1,0.004487133,0.041807596,-0.6870699,-0.043371238,-0.03441783,0.0156534,5.785583e-05,-0.5051402,-0.004165908,0.006858753,-0.015036587,0.0008399007
TIMM10,-0.0032426775,0.019700741,-0.27725595,-0.08905998,-0.013819582,0.035732754,-0.0008874266,-0.18618633,-0.004097022,-0.0007775885,0.0012277538,-0.0005600306
LPXN,-0.0076997164,0.32733622,-1.7292613,-0.57666093,-0.18509114,0.37142956,0.0009904952,-2.3496182,-0.029787902,0.14483409,-0.050158247,-0.012710689
MPEG1,-0.15458801,-1.0271405,-0.43463567,0.60931605,0.039344084,-0.045486182,0.0063584195,-0.0069391853,0.20950413,-0.20143504,0.15124893,0.023883581
MS4A1_RNA,-0.04946973,-2.064392,-2.8818877,-0.007671677,0.31310114,0.64472854,0.006988183,-3.0656047,0.4926507,-0.19532306,0.016918078,0.07161451
PRPF19,0.004776488,0.0018801535,0.20823418,-0.9170896,-0.0011151338,-0.008295693,2.0401937e-07,-0.03776856,0.0043664537,-0.0023530002,-0.04560732,-0.00015385228
SLC15A3,-0.030780233,-0.54369855,-1.0266103,0.47820976,0.071104206,0.32557592,-0.006751908,-1.2278146,0.026632491,-0.0017293235,-0.0517935,0.004792574
CD6,0.32186112,0.8709512,-2.3173087,-1.2224004,-0.4816356,-0.31022653,-0.0017193998,-2.5457509,-0.64375246,0.50848436,-0.066051565,-0.05760534
CD5,0.15097317,1.5049592,-2.1813464,-1.4984952,-0.15832052,-0.34116527,-0.0045458456,-1.6314117,-0.0697836,0.58589184,-0.828236,-0.062499985
DDB1,-0.01482556,-0.10765716,0.36924258,0.1230852,-0.01051008,0.004824652,0.0014438644,0.044521015,0.010288642,-0.0075256517,-0.009725547,-0.0029119283
CYB561A3,-0.014062834,-0.5851262,-0.2354745,-0.26605508,-0.008730881,0.6136502,-0.00018760396,-0.2996614,-0.00911374,-0.01674211,-0.0013509993,0.002373463
MTA2,0.0005717047,0.016797027,-0.042314604,-0.15743305,0.0029657127,-0.03150904,-0.00086368294,0.33812746,-0.0015015035,-0.00013089646,0.00086284225,-0.003303445
B3GAT3,0.0037492984,0.019656532,-0.57628775,-1.0069089,0.010100518,-0.0030469322,-0.00023313056,0.02304839,-0.0048616542,-0.003435218,-0.020614838,-2.9949588e-06
POLR2G,0.00044255474,-0.004457295,-0.2540763,-0.023625236,-0.017966876,0.018046325,-0.00039776717,0.19221501,-0.023672488,-0.0017655044,-0.00087683124,0.0016734949
SLC3A2,0.032619327,-0.1675515,-0.49661222,-0.69178885,0.011631167,-0.28881,0.034362275,-0.42991176,-0.1826735,-0.019670514,0.051868018,0.0054552667
PLAAT4,0.028082024,0.037188545,-1.1246036,-0.20029853,-0.04888977,-0.27522466,0.009814199,-1.6022006,0.010510203,0.028855858,-0.03999412,0.005503623
ATL3,-0.059356585,-0.17942992,0.6413932,0.27143455,0.00847664,-0.034616042,0.0011451476,-0.51342124,0.0020546855,-0.01596364,0.006886981,-0.001495844
MARK2,0.009186574,0.00057797274,-0.76264185,-0.10143283,-0.015025196,-0.013699393,0.0033594787,-0.4506263,-0.014841748,0.0037929341,-0.0059710564,0.002381501
COX8A,-0.055518635,0.0060416134,0.66953844,0.24224672,0.053401165,-0.0196106,-0.0010845087,0.83127725,0.018166462,-0.033925656,-0.021009307,-0.0034298112
OTUB1,0.0028379522,0.011531383,0.05016518,-0.105440296,-0.010032932,0.01495514,-0.001976503,0.089592986,0.00027703078,0.0040347185,0.0006781469,-0.00045964457
FERMT3,-0.19698098,-0.04204096,-2.0319235,0.23556207,0.082712404,0.38223225,-0.012085041,-1.2060003,0.0016593412,-0.020423094,-0.019658562,0.030582674
BAD,-0.052487135,-0.17915064,0.61850405,0.7679516,0.025206946,-0.007866474,-0.0046096533,0.5861883,0.0016413992,-0.024017435,0.0038522263,0.00088848284
CCDC88B,0.010321907,0.10658539,-1.7127863,-0.43332973,-0.012859643,-0.0011040767,-0.0036265703,-1.11991,-0.048721593,0.014675003,0.008566625,-0.0048662475
RASGRP2,0.091470614,-0.108492926,-1.8030468,-0.18956462,0.015030936,-0.34326303,0.044233784,-2.2358775,-0.025155623,0.010732171,-0.00077785196,0.0018470603
SF1,-0.0002888848,-0.025219282,0.2310616,-0.0014381561,0.001987347,8.133678e-05,-0.0007525026,0.17098844,-0.0017321565,-0.0026006477,-0.004494274,-0.002605876
MAP4K2,-0.064949006,-0.10379917,-1.3487434,0.5543461,-0.0047166306,0.071016274,0.0042288476,-2.2711103,0.04741875,-0.022195924,0.013015583,0.0030434914
EHD1,-0.007420155,-0.17600402,-0.053292245,0.2697792,-7.324623e-05,0.032634217,0.0004236287,-0.23957093,0.009884871,-0.007213945,0.0013725348,0.0005227378
VPS51,-0.00781339,0.014409329,-0.32316178,0.08612859,-0.0049254377,-0.055478763,0.00017884006,0.040887706,-0.0026936352,-0.0018519117,0.0074727573,-0.0014061979
SYVN1,-0.0796188,-0.6307086,0.36614496,-0.02604436,0.03464307,0.32789388,-0.004406651,-0.30130824,0.005817476,-0.017361436,0.0031093322,0.0057533775
CAPN1,-0.011304042,-0.024951074,-0.07350438,-0.3292019,-0.008516384,0.32935563,-0.0035517463,0.35974175,-0.007577256,0.0052504153,-0.006527143,-0.0026585744
DPF2,0.0021603485,0.05475627,-0.08257294,-0.4333099,0.0034617742,0.035511144,-0.0023690513,-0.6922558,-0.0037867469,0.0049328357,0.0032508064,0.0003936636
PCNX3,0.020962564,0.012288293,-1.3548154,0.53123826,0.01300726,-0.10040885,-0.0061263656,-1.3628784,0.035955407,0.00045668334,-0.018894954,-0.0046971138
