,Shared topic 1,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Protein private topic 1,Protein private topic 4,Protein private topic 8,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 7,RNA private topic 9
54_58,21.997095,1.0569086,1.7444146,0.80398357,0.74240685,1.0806276,1.5817854,1.9481125,4.447124,1.5140792,5.0621796,4.0057893,0.72238284,1.3474052,16.124876,1.2723233,2.1654484,2.320657
54_59,6.585738,14.762677,1.1516888,2.1718214,0.81475794,0.93272334,1.9197912,1.2149568,4.380265,1.0799552,8.673082,1.768274,0.6407344,1.1274096,3.9484234,1.2673254,3.5829022,6.186542
54_60,19.998325,1.1039047,0.94253576,0.9904667,0.7421751,0.83607006,1.4483399,5.859607,2.4794006,1.7195381,1.8645955,9.02842,1.1660979,0.6254973,10.660069,0.7472271,2.8920465,1.6103163
54_61,29.837458,1.0798357,1.0709687,0.8862569,0.81384754,0.9633093,1.5620939,3.6171432,2.994831,1.8692254,0.8939409,10.49942,1.2032948,0.688458,9.182619,0.7407487,2.399802,1.576792
54_62,2.2978,0.84311306,0.67010295,11.575228,1.0692266,5.1173863,1.5620382,0.8882414,4.2164774,0.6856938,11.66153,1.0880036,1.9196652,239.53229,1.3519481,69.5836,0.7743945,1.5016446
54_63,1.3519467,0.5838486,0.52859867,0.8712322,0.9096391,53.37278,0.87184376,0.40856677,5.094224,0.9324793,3.2370396,0.63564897,0.5453436,1.6193805,1.2167453,1.7400423,0.30515954,0.3746574
54_64,15.002129,1.2928158,1.0851172,1.038934,0.84419763,0.9042916,1.630583,4.0411534,3.782702,1.0522416,2.9599638,11.467913,0.9686916,0.63286364,9.365578,0.7919897,2.0642579,1.9806744
54_65,47.453068,0.7354785,0.6855878,0.69058275,0.66855663,1.1340574,1.1977816,4.597648,2.501913,1.3628385,1.5657756,14.983646,0.7335832,0.71270305,9.059091,0.59545237,1.7195876,0.9510437
54_66,12.237276,1.4258709,1.0259707,1.1507789,0.9722201,0.91207814,1.5474744,3.6489348,2.7261615,0.72022706,9.44994,14.803812,1.3952154,0.569931,7.4012766,0.69033927,1.1489366,0.94254494
54_67,2.1838932,0.8679521,10.0412035,1.7614821,3.9366937,1.014212,2.4565778,2.1655931,11.466133,0.71039766,1.9855341,0.97835946,7.702047,1.5461171,3.029684,1.7779247,2.2700381,3.86357
54_68,2.3996854,0.7209487,0.8370619,1.0374267,2.2804682,1.5682334,377.90317,1.2344682,6.406493,0.5787817,1.631786,3.4970365,12.145857,0.81731623,2.466373,1.4741536,0.94065595,1.5888299
54_69,1.3981805,0.61904466,0.6486735,1.3611126,0.94195926,40.71321,0.98708963,0.6029111,5.208564,0.6376453,4.922146,0.80744404,0.9642072,2.307791,1.6254832,2.4808784,0.39778203,0.3873929
54_70,16.088726,0.9350035,4.012913,0.95217,0.9696448,0.8717983,1.4115844,4.0725102,3.2541468,0.97558147,5.0781803,4.2689424,0.864957,0.6912106,8.470292,0.74713594,3.2243145,1.7120843
54_71,48.078743,1.7647712,1.2061216,0.8375776,0.6216255,0.806586,1.5394244,2.2584445,2.520597,2.911582,3.8225298,1.8829291,1.2267071,1.6440902,7.451637,1.2819445,5.3711605,5.203259
54_72,5.765473,0.8291193,34.87145,0.92240703,1.2814898,1.1699294,1.4103078,5.1415067,6.190095,2.1305053,0.9256569,2.6503854,0.8812155,1.2088021,2.6379838,1.0463294,10.973772,5.1603684
54_73,3.0043871,1.6081903,3.387053,1.0019808,1.3413751,1.0910625,53.307533,1.0436821,4.699103,0.6682723,1.5093849,5.032952,1.2006298,0.67697626,8.063953,0.8672792,1.3534526,1.0752934
54_74,16.09461,0.88679016,1.2633537,0.75046444,0.8520462,0.9527674,1.2114153,15.541371,5.2510157,1.1357989,1.1252649,8.680898,1.4959029,0.7122943,18.15844,0.8528274,1.2282608,0.8079511
54_75,2.7158477,0.9204234,7.132122,0.8478782,1.993425,1.0648153,1.8433993,7.5412445,24.984142,0.492797,1.0954167,3.3771145,4.1176767,0.5933206,3.7271633,0.6751872,0.9094819,2.6520267
54_76,2.1747854,0.74751854,0.67638546,1.0610652,57.575653,1.1877844,3.0002017,0.5981958,77.7166,0.37125805,0.8258858,1.461777,0.6901384,0.754851,1.9747663,1.2304906,0.5341684,0.88549453
54_77,7.422,0.6289089,4.3248243,0.7860458,1.4520749,1.1973313,9.257237,2.1189663,5.540172,1.3054135,0.6327835,1.6634464,1.6783929,0.7399682,2.5208678,0.8699364,1.5361298,1.030213
54_78,10.515241,0.6045483,0.5191441,0.70509446,1.0918627,1.0541499,1.2902288,21.274923,6.193671,1.4176127,1.2000859,22.656908,1.8714566,0.68880194,3.3246417,0.8191238,0.66339445,0.8365759
55_36,7.074071,2.0402613,1.0178485,1.4555445,0.8766561,1.2840506,1.3853521,3.908772,2.024331,1.1966709,2.3332195,1.7800946,3.538286,2.518934,19.082363,1.4155334,1.2425487,0.723906
55_37,29.508137,2.0172887,3.569168,0.9389532,0.70490724,0.9429213,1.5029979,0.90204495,3.3274403,1.0683492,5.280587,3.40732,0.9579588,0.4536817,11.868907,0.56162083,11.094757,2.285424
55_38,4.769417,1.4484458,1.2090555,1.4723463,0.81712145,1.5483184,1.553694,3.0022922,3.554336,0.9891174,14.344147,1.9498857,1.1708167,2.2738144,13.091972,1.3730037,3.454531,1.9583688
55_39,2.003573,0.58408636,0.43548757,0.99061763,27.510506,1.3567564,1.5499175,3.1707563,31.574154,0.24253312,2.0443554,1.3014108,43.51975,1.7670914,1.8792042,1.8297489,0.3400777,0.29001856
55_40,16.048649,0.93302697,5.0536814,0.9925035,0.8762714,0.8897238,1.227633,9.494482,3.100935,1.6953046,1.374268,3.7811966,0.8072068,0.79844505,6.2198677,0.98404074,9.338859,2.7897506
55_41,13.285122,1.3195148,0.89447093,1.0006132,0.89066565,0.963349,1.1746026,10.550464,1.9503264,2.2183294,2.1524553,4.61718,1.5464098,0.81121093,28.100994,0.8289616,2.7167206,1.5350176
55_42,4.605919,6.5495086,1.3072197,2.0761118,0.879757,1.0428652,1.7112987,1.2467711,2.991494,0.99081916,12.20569,2.27747,1.078165,1.6748285,25.836823,1.9546832,8.128466,2.418361
55_43,6.981961,0.58497405,0.9179022,0.53480196,0.97560394,1.5644116,1.132115,8.743461,10.254008,11166.11,0.5825324,4.0789866,1.3341949,1.5233256,25.511856,0.90932316,1.5005212,1.1253238
55_44,2.2048447,0.67055786,4.589224,1.016355,8.46578,1.1871887,1.5234095,6.9367304,41.703606,0.20446374,1.4114872,1.5878456,5.631284,0.70876974,2.935482,0.9227377,2.2197263,7.50435
55_45,3.5688632,23.602707,0.65099025,3.3318233,1.0605305,1.227438,3.9508712,2.5970979,4.4356384,134.74695,2.401756,1.4143507,1.121566,2.098564,3.5552304,1.7663003,1.0907028,1.5596489
55_46,2.3890638,0.5146314,0.48239285,0.98600924,34.624454,1.1871078,1.7709969,1.1591214,167.03848,0.21793216,0.7983719,0.928198,93.80756,5.757333,1.5347569,3.4372993,0.39355463,0.46149454
55_47,4.2552595,7.1379337,1.0232573,2.7553353,0.8066282,1.3976068,1.6398458,1.1096933,5.886483,0.839936,5.947598,0.9387768,1.1975754,5.132347,1.8863759,3.3015215,1.1288728,1.3128926
55_48,14.185396,0.72768295,0.6512258,0.7030573,0.8704835,1.219444,1.0658911,7.0449767,2.61935,1.5522358,1.8864361,6.7196445,1.7627859,1.0273896,19.293705,0.83555555,1.1543907,0.80204266
55_49,2.2178779,0.47876891,0.40410486,0.8338811,17.325321,1.7264259,0.9190515,7.5342913,21.810541,0.33313215,1.7548037,1.3887658,11.960922,1.0841439,1.2819601,0.8700358,0.32516694,0.32137048
55_50,72.334076,1.2789049,1.0529704,0.8343049,0.7933333,1.0329988,1.7847083,1.1082349,4.738412,1.238975,4.38019,4.6416316,0.66345084,0.892713,16.633223,1.0361814,4.5174317,2.972037
55_51,2.4845824,0.6003335,0.63487804,1.1152072,12.963743,1.2226589,5.27523,2.4144804,21.462147,0.58168983,1.3211962,1.2282677,460.1481,2.5987651,2.9008665,2.2644973,0.91770554,0.6881545
55_52,15.591499,1.0990752,0.87574464,1.0494559,0.9751742,0.9851588,1.3208297,2.304824,2.73192,1.3009008,8.836836,13.25954,0.9658212,0.9998148,5.7702456,0.853297,1.2955185,0.9056778
55_53,17.882725,1.9431977,2.586311,1.2359715,0.60241944,0.8296822,1.5136373,5.778007,2.428414,1.4903278,4.453624,5.328783,0.7759152,0.58939517,20.711647,0.67813843,5.8323674,3.034072
55_54,9.848822,2.7679818,1.2268425,1.1523145,0.7873272,0.8921362,1.9704504,1.2495466,2.3096652,1.0071272,6.313098,10.163247,0.89420515,0.7818962,14.009275,0.91439974,1.5301203,1.0401286
55_55,2.437419,0.6185341,0.7444223,1.3158977,14.898798,1.2054166,7.2013865,1.8585533,82.63538,0.2670182,1.2560751,0.97488165,46.397133,1.4755605,2.0280092,1.4588864,0.3520816,1.38036
55_56,2.5449877,0.72498846,0.6101973,1.1492997,9.029562,1.3426042,1.1428723,10.227512,18.980846,0.21131445,6.3514166,1.3403982,18.730476,2.8022323,3.2362905,1.2553992,0.44768032,0.40951326
55_57,3.651681,3.4566054,1.797253,1.9362822,1.1661494,1.447509,0.9699118,1.3895442,2.577505,0.6365502,17.75273,3.8765278,0.6476468,0.6154022,8.468709,0.7530102,5.301805,2.7964168
55_58,1.3894529,0.51596165,0.5348033,0.77415407,0.95222247,54.081097,0.84795916,0.47950447,4.118491,0.88503337,3.3291302,1.0229605,1.3424288,1.1382538,1.3084736,1.2344311,0.3168732,0.32837766
55_59,1.5206804,0.66688377,0.812968,0.61968356,0.85219455,44.819,0.7302159,0.58965683,4.4324255,0.8885006,3.2947788,1.0003321,1.0607513,0.806213,1.4279387,1.1507039,0.3807012,0.3461855
55_60,5.5917954,0.73555136,0.7124894,0.9936689,1.011807,1.4626203,1.7024977,4.855337,5.8315783,406.56268,1.3612013,2.0885623,1.3559542,1.6836166,19.238586,1.6009487,1.8373269,0.89574397
55_61,30.894901,0.8448308,0.7732166,0.7402358,0.9125795,0.9919998,1.3905687,8.078294,4.099125,1.2915543,1.7588397,4.8008156,0.8220938,0.91868013,11.569461,0.8489945,2.6994152,1.9113717
55_62,4.735407,1.3249714,1.2178333,1.3556743,0.90905064,1.8094537,1.683888,1.6609396,3.5537584,0.72840226,11.517532,1.6280668,0.5994088,2.1211038,18.152647,1.0347668,3.1943603,1.6605866
55_63,2.123621,0.66440636,0.77055204,0.9787133,58.465805,1.0702152,11.463607,0.5939444,30.18544,0.79264313,1.053594,1.0076106,0.42049646,0.9789623,1.2967072,1.4110696,0.50132936,0.5476129
55_64,10.454588,0.86084974,0.7140273,0.6863911,0.9551954,0.9624688,1.2440459,8.129808,5.5417423,1.191712,1.3766148,11.464941,1.4010396,0.92610294,6.106368,0.9174257,0.76609737,0.8175994
55_65,4.748185,4.1703777,0.7218237,5.6216865,0.9442975,1.0661738,2.6393647,1.7352191,3.2736197,0.7598003,11.890804,1.4689298,0.94349015,2.165988,5.227573,2.3824751,2.5024362,2.5506957
55_66,2.178743,0.60527,0.8902674,0.68868184,14.867841,1.465651,0.95325774,4.862934,65.466,0.18863755,1.210833,0.75365674,9.696118,1.2484919,3.082807,1.8840927,0.7043695,0.67603314
55_67,3.340032,9.793865,7.448919,1.5115175,0.6751801,1.0598793,2.8489926,0.5238858,2.4214525,1.6482521,4.9422407,1.2847993,0.62819564,1.686445,2.504633,1.3594517,8.587707,1.9897785
55_68,1.7343049,0.6612884,1.0064576,1.4655595,0.8594285,26.920784,0.89654934,0.7282522,3.6666417,0.74693644,4.7848787,0.6265328,0.5122157,3.8557217,1.183815,4.6744037,0.4364433,0.37367615
55_70,2.6811829,51.663315,1.0331024,3.214111,0.874115,1.3086282,1.7394443,0.87256336,4.7240953,0.6253743,13.734085,1.4521219,0.771319,2.585429,3.8976169,2.7766285,1.4827733,1.2019819
55_71,11.929265,2.1334329,4.8820167,0.880389,0.73173904,0.8616609,1.123005,2.3081741,2.920949,1.3982738,9.549318,2.3726625,0.90256965,0.9670682,9.28149,1.094619,11.357334,5.147444
55_72,1.9466631,0.5742892,0.65586686,1.9325532,1.1051781,19.585865,1.5672073,0.7647086,6.4188857,16.575598,1.3299106,1.3890152,2.4896958,490.52585,1.96738,21.563478,0.96156466,1.1429533
55_73,28.995733,0.9928865,0.93295646,0.6390699,0.8261393,0.9197092,1.2787837,2.776678,3.2902446,1.3223816,3.1588335,15.835893,1.7409066,0.5725927,4.8238497,0.70508224,0.8259579,0.84362155
55_74,30.30791,0.74482596,0.55778116,0.920838,0.92056113,1.0047356,1.2908726,6.4928184,2.6130233,1.7721691,2.7668228,11.951369,1.6308129,0.9551525,6.317765,0.7707818,0.8391464,1.1356351
55_75,3.0969872,0.28270102,1.0756911,0.5112,21.41252,1.764646,1.3618007,5.454151,14.220195,0.72674954,1.2835746,2.6626318,4.4430194,0.751291,3.0524316,1.1127077,0.2545743,0.2901417
55_76,3.8478591,21.80388,1.2954338,2.2254496,0.94099486,1.0142004,2.355173,1.1524527,4.2810397,0.5445493,15.428276,1.3283808,1.0142236,0.98816985,5.120718,1.470555,5.921278,7.687557
55_77,5.3742323,2.9711518,1.5069189,1.2030554,0.83115524,0.90803194,2.526946,1.7102143,2.997056,0.8474828,9.920076,2.6913242,1.2163559,1.2135609,63.991673,1.226282,2.8463697,1.5231078
56_38,4.5758705,0.72350216,1.1734791,0.8907691,2.1232283,0.9423384,1.4214065,17.650885,20.052876,0.48473865,1.2670684,7.2119646,3.0847852,0.62689686,4.1370287,0.67126507,0.85768133,1.0952094
56_39,1.2518374,0.5837899,0.44171023,0.7516532,1.1125908,50.163155,0.85807234,0.3120509,5.2779026,0.85240984,2.360738,0.6693406,0.60403,3.3505173,1.5135584,4.9511657,0.5776666,0.38021424
56_40,2.4797773,0.6129589,0.4908982,0.95266366,74.56822,1.1187383,1.4232452,0.9137654,464.37698,0.121760815,0.69772345,0.8300743,0.3325524,0.9932302,1.0196946,2.477007,0.28546998,0.27511296
56_41,3.0115228,1.3853874,0.49853182,9.599654,1.1500347,2.0620506,2.0651078,1.8544158,4.816085,104.10551,1.9882967,1.4694593,1.6439183,9.833587,7.202288,6.147051,1.5995146,0.8817939
56_42,7.1638756,0.63584983,0.6398855,0.7510915,1.1774366,0.9436127,1.2154899,34.794926,4.8543434,0.8036482,3.642291,10.900354,1.9807055,0.98742694,6.794898,0.84647644,0.76458615,0.7093058
56_43,5.397032,1.9705327,1.2386806,2.410092,1.2715421,0.8965944,1.2046092,2.6733985,2.344505,0.92926306,8.378234,6.6112766,1.4385952,0.82946926,14.589994,0.7761289,1.380289,0.9174673
56_44,1.294186,0.6261608,0.62102675,0.7784567,0.87855077,47.774017,0.8796318,0.43663144,4.761075,0.7371456,3.0631332,0.60091627,0.68024176,0.86562055,0.90012383,1.9232765,0.27311075,0.31048268
56_45,23.951649,0.6082375,0.86355627,0.7960794,0.8434979,0.99960965,1.4677105,10.457371,4.245894,1.1403301,4.8316126,12.806803,1.2703766,0.6974608,4.912359,0.9539618,1.2741368,1.1958163
56_46,26.183655,0.957234,0.8001578,0.8521097,0.72268647,1.0580566,1.1864715,4.6547217,2.8988502,1.5733178,0.9743756,7.176364,1.0585598,0.7531006,32.38041,0.91263944,4.857825,1.990618
56_47,1.6982332,0.6896001,0.63514465,5.6095376,0.9007237,13.691065,2.4920487,0.63091934,5.3323107,4.355211,3.495131,1.6335897,1.5252702,42.42664,2.6649384,82.692795,1.034728,0.68478477
56_48,24.042131,0.78958833,0.72438014,0.77809316,0.83424217,1.1208344,1.3741698,5.61996,2.4752178,1.5649031,0.95421565,14.851927,1.9794354,0.7648729,3.992896,0.7172472,0.87158376,0.6222572
56_49,4.859387,15.179623,2.9686816,1.3655394,0.7958735,0.8635032,1.3126662,1.1102002,3.0647254,0.95448905,12.449595,2.0970116,0.8593516,1.4170673,6.6867213,2.1363666,3.8506234,3.4090688
56_50,1.7500472,0.9315207,0.54958975,4.4481134,1.2199011,13.126326,0.9691883,0.421762,3.087012,0.6886327,11.045828,1.3991268,0.5916029,4.974546,4.873548,1.8427868,1.4941217,1.3315324
56_51,1.9043405,0.5867862,0.7163527,1.283615,0.8618042,20.692854,0.91064894,0.7822376,3.7482815,0.74416625,7.8617473,0.9226978,1.1038096,4.046635,2.458842,3.0765505,0.56012696,0.535442
56_52,2.2375937,0.4902119,0.8016474,0.7044281,14.868177,1.5988026,0.85835433,3.3814328,49.282825,0.2860924,1.0329684,1.2258756,14.887316,1.2041363,2.507632,0.97060424,1.4804311,1.7994287
56_53,2.860898,0.77566946,2.1226435,2.291234,2.9651463,0.9211473,1.4095895,10.892351,15.713783,0.3684248,3.5212574,2.4116187,2.8586338,1.0352361,7.299451,1.191508,1.5775343,1.8129604
56_54,2.834328,0.5692767,3.4560142,0.9892695,3.6645536,0.958164,2.1717074,6.9267893,79.297424,0.16536017,1.1202189,1.1670786,4.525883,0.63380915,2.7586021,1.494943,1.1235259,2.2505755
56_57,2.0958922,0.6999574,0.73587656,0.9927161,53.565735,1.0078815,3.847794,0.6416732,27.192362,0.97062993,1.0097244,1.1064764,0.62485725,0.9961709,1.2906923,1.4598266,0.464024,0.42366347
56_58,2.2954466,1.2405132,18.084185,0.83885616,1.8790336,1.4170624,6.2262177,1.1732309,12.937081,2.0574298,0.9072959,1.5830932,2.807524,1.2927556,2.9192207,1.5549092,2.8068178,4.342026
56_59,2.897346,2.8915012,84.28809,0.8042007,0.69923973,0.9438597,1.8123784,0.67456543,3.023987,0.75827634,1.3461921,2.928246,0.61147183,0.8258659,3.220961,0.87197006,13.104996,7.515272
56_60,2.0124173,0.8121492,0.62004566,0.9395502,43.699524,1.318253,1.2265701,2.0525298,35.01233,0.35624838,1.0944922,0.89609945,3.247874,0.7592958,1.2884296,1.7608129,0.37868264,1.0395777
56_61,1.8284328,0.60131264,0.76749325,1.6815505,0.8983605,21.493761,1.0353492,0.70477366,3.9741812,0.71021324,6.5744953,1.2968595,0.8713127,1.2461063,1.7836344,1.0195326,0.49949428,0.39556003
56_62,3.6071844,3.5650396,0.92004514,9.264425,1.1151533,0.91152304,2.417123,1.3864803,2.56603,0.86189735,13.28199,1.5761963,3.2102718,1.5259326,6.7684536,2.6969526,0.6749432,0.49493274
56_63,2.2463696,0.9253719,0.763615,1.3746147,1.8855431,1.4636881,680.1314,0.8751347,4.9892635,0.52510405,1.825277,1.2762328,0.96056634,1.1425879,2.009553,1.3288255,1.0055004,1.4010533
56_64,24.420582,1.4414272,1.8058183,1.1307575,0.8103127,0.9229144,1.4608588,1.9932196,2.881536,1.5126058,8.00629,3.7474382,0.83730763,0.76100963,9.895662,0.7219641,11.312295,6.2818327
56_65,5.9251084,0.9882709,0.58233184,2.3286624,1.4450779,1.1883258,1.231655,5.549573,2.6225302,6.547423,8.329057,3.9192345,2.4752545,1.6793765,40.993954,0.7362676,1.1758058,0.74528
56_66,16.13972,1.0827984,0.8100723,0.84178483,0.8151717,0.902882,1.5183837,16.144331,2.5642066,0.95076835,2.7924824,15.013617,0.8506107,0.53547424,10.140501,0.88585377,3.6774542,1.635272
56_67,23.648893,1.0693963,1.2902477,0.9481429,0.8164039,1.1520929,1.8653588,1.4536335,4.448023,1.4962852,0.77133846,20.170406,1.4125216,0.64596754,3.6679296,0.74045396,0.9238533,0.7876335
56_68,6.419258,1.6256145,21.432583,1.2181398,0.77193856,1.0179738,1.803333,1.0633624,2.980678,1.5300436,0.8648824,4.3468275,1.368546,0.9370767,4.3123827,1.1982692,10.841765,3.3691301
56_69,6.221978,0.5017609,0.42263407,0.85451424,1.3443639,1.7043769,1.4499669,5.4066176,7.115534,1286.3881,1.0214764,2.7010827,1.6145684,2.640354,19.399466,0.8772154,1.0688394,0.595078
56_70,23.712894,3.0059896,1.6173904,1.077507,0.73677963,0.8954539,2.4624329,1.548487,2.41784,1.9743963,4.838687,4.085761,0.7406538,1.8083612,8.549029,1.0286796,7.832718,2.7496512
56_71,4.6099377,5.7905626,0.4743294,1.2484083,0.77194643,0.97912014,1.3559237,1.1206708,2.6959567,0.86766195,14.740457,2.0164952,0.80011505,1.3669189,17.446379,1.1118854,2.1380427,1.4649737
56_72,13.584002,0.88519216,0.81703794,0.7678855,1.0440588,0.9689586,1.1060792,7.082955,3.0545917,1.2003558,8.0639,9.59252,2.0628567,0.69275385,6.641576,0.6394997,1.2401055,0.88499606
56_73,3.0778687,3.5941513,1.4351935,1.9645913,0.72840714,1.8086973,1.3002951,0.9175326,2.9157848,1.0250623,7.4882126,1.3369961,0.79125476,3.6110392,7.6128445,3.692226,2.007447,1.864002
56_74,9.727881,1.4445095,2.7054677,1.0480437,0.8836163,1.0508946,1.7194867,2.8934402,3.2159894,1.8863684,0.84628606,11.762035,0.98615795,0.60710174,14.069368,0.5950131,2.221331,1.4218242
56_75,11.766221,1.0682418,1.4027138,1.0117884,0.7241373,0.8482814,1.1845382,7.9210086,3.8963995,1.4437777,2.475561,6.022575,1.4016229,0.69531715,17.61193,0.7563286,3.0768368,1.7470402
56_76,1.6597844,0.4552184,0.5492805,0.51939803,1.0148373,61.542145,0.5925151,0.81903225,4.192489,1.0325737,4.5526714,1.1812003,1.2429192,1.2516714,1.9312476,1.2200707,0.4561299,0.565218
57_40,3.696049,0.67255616,3.4558208,0.7959478,4.2725253,1.1891518,1.9275315,2.2561295,4.7166157,1.7151119,1.1831362,4.289109,1.5403603,0.97700477,5.88536,0.809583,1.4422171,2.697629
57_41,23.12321,1.0138545,0.8845322,0.7798193,0.8438448,0.899346,1.5783534,3.474962,5.1968255,1.3164711,1.2743326,13.030365,0.6720631,0.7502667,4.7691,0.7550546,2.7904313,1.3061658
57_42,2.072845,0.6579238,0.6761944,0.92534924,45.726597,1.1057825,7.768512,0.64227927,13.781839,0.86728626,1.236095,1.0892183,0.7051896,1.0782032,1.409341,1.5506365,0.5470498,0.87951213
57_43,5.808542,1.7959642,1.3408676,1.3169667,0.7011373,1.5349953,1.4528054,1.322511,3.8924,0.943499,7.6362247,4.9128246,1.2268939,1.3750881,13.251653,0.94120306,1.6156383,1.1668072
57_44,27.293205,0.7983714,0.7040955,0.85625064,0.787657,1.0134482,1.4183886,6.236926,2.8393974,1.7618384,2.0908575,7.4823103,1.18555,0.73135364,12.683487,0.73630357,2.5385077,1.4412799
57_45,2.9553113,0.4623681,2.0556087,0.7556215,11.562347,1.4333652,1.538747,5.555243,61.27147,0.24234855,1.0015647,1.7414538,18.25842,1.2687817,3.2923124,1.3345705,0.72637504,1.0941961
57_46,13.675556,1.3129619,6.012617,0.98708683,0.6274903,0.9782891,1.162751,2.2684286,2.2301402,1.2773798,2.9893446,1.8596101,0.7585261,1.3806533,37.589256,1.1897165,3.1374965,1.7747813
57_47,4.4262137,3.8206868,1.8069174,1.4571183,0.8242815,1.7229984,1.5183387,0.80938125,3.7868762,0.9145875,7.2365375,2.4591055,1.2040544,1.587555,22.850233,1.2715143,4.21242,2.031124
57_48,21.03698,1.1436336,1.1030308,0.7502012,0.74151444,0.8542371,1.0655684,5.8546033,2.9147048,1.4502071,2.767653,5.99444,1.8338835,1.0909637,18.6498,0.9750838,1.3632985,0.96137697
57_49,19.715508,0.7925327,1.1070235,0.7563095,0.8984499,0.92927265,1.081516,8.166793,3.181973,1.39435,2.0712204,12.425354,1.0934491,0.81648135,5.574626,0.72957414,1.2065547,0.77208716
57_50,21.0872,1.9654336,1.8843846,1.1676427,0.8056507,0.8763943,1.4872061,1.2532866,3.0008326,1.0070611,10.165831,4.179888,1.16664,0.66190845,10.612829,0.65648687,2.417539,2.1258428
57_51,2.7947698,3.2445138,70.34972,1.0153799,0.6795667,0.97576404,2.1218524,0.70157695,2.6592107,0.57827765,2.0389788,1.602565,0.5822182,0.8377006,1.7583861,2.2990234,99.67277,100.607574
57_52,17.387384,0.7035247,0.5770905,0.7511616,1.0913603,1.0446534,1.0662332,30.269615,4.142286,1.1687883,0.99414486,6.619976,4.157942,1.1561388,13.542915,0.83121747,0.86898184,0.49902025
57_53,24.793505,0.9138067,0.78370374,0.91352785,0.7813085,1.2591527,1.2261541,3.7355354,2.0646787,1.5805442,1.873672,11.385547,1.2857546,1.2119988,4.0759716,1.1084235,0.7969347,0.7388493
57_54,11.8485155,1.0236185,2.8721564,0.69268876,0.70843375,0.9012461,1.315201,2.687594,4.3784266,1.5594554,4.367139,6.86024,0.75752443,0.611778,13.096764,0.7591982,4.1674557,2.7480536
57_55,9.145029,0.82114184,0.7306747,0.7444673,0.80244964,1.3762045,1.6542854,7.785319,2.4485025,1.3652718,3.2990644,22.685528,1.6170048,0.63425595,3.6927433,0.7062179,0.7220859,0.6578374
57_56,1.5363803,0.46728384,0.6675714,0.72403735,0.8152946,51.446434,0.69557273,0.7693062,4.1455817,0.7989495,3.6939282,0.8251939,0.8044798,0.8084006,1.0549738,0.8476076,0.3422275,0.36268848
57_57,2.7964163,22.41034,1.209064,5.248447,0.81039715,1.2078407,2.6027675,0.7702911,3.6873906,0.6036915,15.0300665,1.0809038,0.88749945,1.4742137,2.3320043,2.0315754,0.79014987,1.064344
57_58,11.826918,1.2023671,2.1488614,0.68406194,0.72668576,0.90389156,1.3975292,3.7753544,2.8534977,1.4739763,6.8613443,2.929586,1.309419,0.8786491,7.4428115,0.80214393,18.318897,5.006332
57_59,6.883424,7.347726,1.237422,1.898341,0.7752743,0.85246634,2.2919347,1.2961987,3.2080486,1.137214,11.8981,2.5777965,1.0983504,0.9452265,7.7307286,1.0166533,4.728695,1.7447187
57_60,5.9124956,2.854974,1.3368593,2.1572921,0.89322233,0.81956434,1.3286439,4.8497505,2.3179874,0.9054725,9.857632,6.0028853,1.272116,1.0268538,15.963644,1.0094411,1.9470919,0.9048171
57_61,1.8933666,0.70262307,0.68474627,68.50032,0.99064976,10.40212,1.3535511,0.5488486,5.989641,0.576421,5.7932158,1.3137112,1.0562166,1.3195962,2.3764558,49.668526,1.7944865,1.061889
57_64,2.1563463,0.6370227,0.52056825,1.0569463,64.43179,1.5883172,1.6954441,2.8016517,9.798516,0.6490966,1.4607608,0.9537543,1.3871309,1.0229315,1.7384223,1.9225532,1.24749,5.893036
57_65,2.3597455,0.661932,0.6458366,1.2330923,50.354225,1.1197226,4.5154266,1.326444,31.816498,0.39571634,1.381399,0.8497169,1.5645685,1.2169557,1.664809,1.7102226,0.75300956,3.7447197
57_67,2.5550241,63.895668,1.5777494,2.3750432,0.9619764,1.2283232,1.6722292,0.6474124,4.763919,0.74780583,6.661005,1.0356369,0.6989872,1.011923,1.5035851,1.0371875,0.91289645,1.0515201
57_68,2.825388,22.767996,1.0808437,3.5244894,1.1881332,1.1849148,1.4292555,1.6138605,3.0282295,0.5810839,21.153843,1.0199924,0.8769794,3.7471538,2.152658,3.587982,0.8294019,1.2748873
57_70,12.723894,0.7834215,0.7139067,0.70623034,0.8849679,1.3399361,1.2700033,5.710478,3.6538534,1.2003363,0.9640481,15.396257,1.1062845,0.4842296,7.720263,0.5466032,0.90226245,0.86965317
57_71,6.851527,7.5818005,1.2755891,1.3156664,0.7439564,1.0578731,1.6837904,1.4876771,2.6528764,1.0936613,9.128597,1.876082,1.0009737,2.014455,3.3924356,1.5042535,27.914837,6.128596
57_72,12.750018,1.6994832,1.0869005,2.1319895,0.73616374,1.5046687,1.4291728,1.1042202,4.4068756,0.78440315,6.8100424,3.2796438,0.63798517,1.2590654,12.205841,2.1282823,5.615518,2.372135
57_73,58.316837,0.81080085,0.91239685,0.7585137,0.7929386,0.9394307,1.366827,5.987711,4.157611,1.5259784,1.380579,15.14398,1.0970969,0.63669634,3.7461615,0.96851444,1.5457267,1.2701846
