,Shared topic 1,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Protein private topic 1,Protein private topic 4,Protein private topic 8,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 7,RNA private topic 9
24_59,27.966412,1.1178435,2.0488825,0.93067825,0.7283807,0.8236178,1.483658,3.574377,2.9181116,1.2309614,2.682861,4.020248,0.7655097,0.7647583,26.434242,0.79496413,14.369111,3.2568166
24_6,27.040388,1.5383611,0.60479736,0.85770166,0.63637024,0.92304623,1.5086687,5.847121,5.0848455,1.3792586,1.0246694,8.385159,0.98310804,1.1616461,9.838972,1.044259,1.2700139,0.9760911
24_60,6.5524435,1.0552671,1.1814651,1.1138148,1.2417185,0.980009,1.408663,6.0764966,9.961418,0.38103074,6.919037,2.2684057,2.4327433,1.052952,21.446728,1.198501,2.6332378,1.6311591
24_61,44.407417,1.194751,1.1303625,0.91792417,0.7266984,0.9130137,1.4226327,2.991571,3.734959,2.0380738,0.8959408,7.5084896,0.9367455,0.7525,19.032858,0.7407649,4.6703024,2.0725873
24_62,17.299805,0.97845024,1.6600648,0.8144797,0.93008435,0.8312019,1.4241428,5.1090703,2.3323772,1.0581207,4.9772625,11.331362,1.001602,0.66168463,8.67433,0.7716784,1.5815988,1.4566524
24_63,16.096539,0.7375195,0.51320124,0.8758092,0.86331534,1.1429148,1.1528882,12.254849,3.7491696,4.3998747,2.8347795,6.0834274,1.6019342,1.089315,16.277897,1.1681672,1.791339,1.0699537
24_64,12.729886,0.8530341,1.1721106,1.0513996,0.73965186,1.007289,1.3616666,3.1692734,4.0739655,1.9146675,1.077008,3.9470136,1.4554937,0.7589907,21.98668,0.711472,5.8577023,1.7937757
24_65,1.5697621,0.76765406,0.975669,0.872545,0.7707038,35.13538,0.88006616,0.6391399,3.751644,0.714373,4.6843605,0.6557655,0.8321385,1.6330884,1.7382519,1.845839,0.3469699,0.36458287
24_66,20.899508,0.9265677,0.75804293,0.8227612,0.88416564,1.2556028,1.1797655,2.8101206,2.8316145,1.245962,0.80041766,7.4636145,0.88136625,0.93590736,16.923267,0.74425447,1.8291045,0.87140936
24_67,5.7485924,0.7417797,0.48763752,8.644904,1.1317601,1.02063,2.4525166,3.59748,3.6273117,6.82342,5.8626537,2.8015637,2.449408,1.3769493,4.3492208,1.6976877,1.8519728,0.89039946
24_68,2.587195,0.64628017,0.5760877,1.0529337,42.33902,1.6794293,2.2287316,0.9566272,46.731323,0.28037164,1.1074241,2.4910533,16.072771,2.6581357,2.3826842,1.6209036,0.286533,0.19858155
24_69,3.0929909,1.0566893,0.8191042,152.39024,1.1823778,1.8127455,2.7240348,2.6586986,4.9397345,34.499935,2.8941326,0.9604774,0.85097253,1.0941885,1.5952368,1.3838682,0.79058444,1.1347336
24_70,4.2887607,1.9911633,0.8756,1.6600273,0.9180273,1.6260285,1.5577528,1.2460881,3.7890215,0.96447927,5.2202826,2.5261493,1.642039,4.080184,24.880089,1.4496714,0.9257459,0.49071577
24_71,17.124336,1.1671898,0.9522118,0.818318,0.85336435,1.0239514,1.5957494,2.9295678,2.2024426,1.3433893,3.3253393,19.964867,1.261368,0.9816542,4.2388086,0.8491575,1.1302536,0.9808747
24_72,8.48331,1.1499815,1.2578907,1.084384,0.9498638,0.84309185,1.3021026,4.5229645,4.0674515,0.875646,5.76663,4.0981717,0.9825739,0.8276339,27.35897,0.83744925,3.734326,2.213621
24_73,6.7191887,3.5976217,1.1652309,1.3021173,0.7670815,1.324101,1.563539,1.011124,3.662993,0.82561094,12.753323,1.4546791,0.92283535,2.6299236,22.220291,1.7928463,2.5917697,1.3712915
24_74,2.770226,1.4250588,0.7628368,2.0031755,0.761549,5.4773355,1.2571266,0.8457453,3.741089,0.8221322,5.820343,2.190956,0.73204887,5.2888827,26.214188,2.3056493,2.468243,0.6806276
24_75,2.6681962,40.01183,1.4897304,1.1927814,0.6655827,1.1891727,4.4044776,0.63811946,3.4435115,1.122308,13.563656,1.0863338,0.68459374,2.3405564,1.7925797,3.52396,3.817889,5.4631
24_76,2.466837,0.88114154,38.288475,1.3738419,1.9582547,1.000658,59.944935,1.375524,6.149349,1.3409166,0.6974724,1.9768281,1.5370657,0.7187989,2.853107,0.94592094,1.5067471,7.667683
24_77,33.499207,0.79552436,0.57912207,0.92135847,0.82396376,1.0393546,1.2451266,3.878938,3.087684,1.1439139,1.3554065,24.405437,1.685847,0.7357543,3.9544241,0.8459907,0.68014216,0.61826146
24_78,2.5659833,1.3050704,2.185317,1.5611966,1.3438087,1.1855247,434.74625,0.772887,4.664426,0.6311103,1.5100398,1.6005914,0.8361298,1.189343,1.4566617,1.3854327,2.2169917,5.535494
24_79,24.698034,0.96541315,0.8402641,0.7158591,0.8845863,0.98558456,1.1769347,3.0055883,1.989752,1.4039603,3.2961385,23.468456,1.4246716,0.6588,4.092474,0.67890567,1.3939382,1.1421527
24_8,1.8665992,0.4978184,0.58289886,0.94931465,46.123405,1.312139,9.387787,0.93544126,16.857239,0.53947705,1.4689167,1.6183326,7.8733974,3.6911798,2.5588956,1.5016202,0.29991335,0.15498582
24_80,33.703735,0.9444623,0.6526415,0.70878494,0.8535507,0.99725294,1.3275124,5.5588555,2.2461987,1.7649068,2.2921588,3.2470946,2.1253932,0.7265316,10.517548,1.1517107,1.0623198,1.079236
24_81,4.901724,0.55013,0.6596533,2.1230025,1.2799615,2.6467695,1.3793246,2.6139183,3.6041722,0.773059,7.9126253,1.5041078,0.88524604,3.1364214,7.689101,1.145682,0.46905887,0.5819333
24_82,4.6605816,2.5159068,1.0313191,1.8118722,0.8676051,1.3906752,1.2349932,1.3260524,2.7989292,1.1262968,8.479471,2.4783528,0.9839262,1.1794791,23.709045,1.2580312,1.941691,0.8823626
24_83,2.1093156,0.65727615,0.49906325,1.1297252,57.7402,1.3276385,1.6967069,1.140286,194.52834,0.15685032,0.7779618,0.943059,0.51453394,1.190739,1.3394912,1.8633871,0.43507454,0.6578243
24_84,4.6909804,24.252075,1.1191995,2.3813877,0.8570363,1.7778077,1.4130774,0.64282304,2.2330203,1.6014526,2.8323739,1.5479786,0.8862199,3.079034,3.886436,2.2288432,4.023907,2.0047188
24_85,7.7799506,5.2596264,2.07417,0.8548918,0.84531474,0.88473177,1.5201702,1.7170818,3.3864322,1.1437887,7.5860786,2.3156748,1.3600256,0.9252268,21.04171,0.9562243,9.608268,2.060526
24_86,5.702052,8.044232,5.949939,2.4446743,0.91121566,1.0639265,1.8710041,1.0696368,2.8588133,1.1644855,5.8038044,4.130629,1.1249315,0.6788205,11.705595,0.74510914,4.835778,1.780591
24_87,12.694389,2.9852378,1.4295661,1.1270686,0.68697,0.9279454,1.4228339,1.8837433,2.1292534,1.9775813,3.975021,2.844739,0.79688096,1.0312402,21.857439,1.2164739,3.5110595,2.372269
24_88,3.574011,2.273569,1.6258864,2.9557943,0.7194918,2.1320596,4.001513,0.6951199,4.1615515,0.63401085,7.2319317,1.5081394,0.794755,2.665504,4.550483,2.7549222,2.483724,3.9063118
24_89,6.1846404,2.2549806,2.0829587,1.405497,0.95726275,0.8854275,1.8716426,1.8905642,3.8867688,0.81670266,8.141027,13.774372,1.3093588,0.5553722,11.358932,1.0188236,3.4538372,1.957222
24_9,15.062225,0.9945675,0.8391623,0.81566316,0.7969115,0.9307846,1.2676313,2.117974,4.191557,1.7321963,1.5162631,6.090267,0.8091209,0.39560756,19.112263,0.5904994,4.030353,1.8726908
25_0,19.394335,1.065278,0.93491673,1.1425384,0.81729245,0.9134226,1.5720482,2.41908,2.3559961,1.0568047,3.1951575,16.994175,0.902849,0.61103815,5.341302,0.9762623,1.4709498,1.2614317
25_1,8.83915,2.5081182,6.091319,1.0786602,0.864684,0.7352891,1.48389,2.7448926,2.5497532,1.1761479,6.6492577,3.4563723,1.0013798,0.61016154,6.276015,0.740438,11.408284,4.2690587
25_10,19.651814,1.6887603,0.93105656,0.8511394,0.8013951,0.9318516,1.3667645,2.2188993,4.257234,1.5314517,4.33986,11.460508,0.613582,0.7011666,11.023531,0.6444536,3.7581317,1.3814425
25_11,11.340452,1.8339753,1.7121542,1.4317807,0.75697625,0.96399343,1.7838879,1.6718256,3.4011931,0.66240764,17.210363,3.3851256,1.2607967,0.81287944,12.418374,0.755431,3.6867852,2.7471268
25_12,2.6828322,30.41338,1.4296747,5.3199744,0.9192807,1.9232869,2.5888097,0.82833934,5.0257025,0.5703553,10.050326,1.4766059,0.7208277,1.3217654,2.4606273,1.5599957,1.4513345,1.8201982
25_13,2.1823869,0.6018568,11.823312,0.9246663,16.62025,1.2477603,3.619515,5.644882,55.40158,0.29738203,0.9235823,1.3028399,5.829433,1.3925314,2.0232997,1.6882403,0.5795501,4.2239547
25_14,2.8575914,1.5371614,2.0760212,2.522397,0.9653287,1.32093,165.72473,0.6940739,3.1329956,0.82206464,1.3901684,1.9098692,3.493648,1.0345882,2.2464871,1.3918998,0.7987003,1.0288463
25_16,2.0690463,0.7049503,0.7748996,1.0352113,60.028355,1.051534,4.394579,0.6524459,42.24856,0.7154651,0.94738173,1.0769805,0.93325704,1.482336,1.4182227,1.5685543,0.4994994,0.89121014
25_17,3.8683538,7.575034,1.6894577,3.1952906,0.9535817,1.0432627,1.6950848,1.2049966,2.8455725,1.3958393,11.094118,1.5633078,0.6499525,1.8326114,4.578642,1.8061227,7.547124,1.72983
25_18,22.903587,1.0215986,0.94987357,0.83579487,0.78693473,0.9144131,1.5360593,7.548972,3.117978,1.6321654,1.0179833,31.319815,0.4906913,0.651321,2.7196908,0.51097584,3.4200644,2.1882331
25_19,5.391364,2.9413338,1.9405155,2.0350962,0.9428049,0.82641333,1.2875118,2.0004919,3.7487257,0.6129669,16.096872,2.2046218,2.2483912,0.53367364,11.462157,0.45383748,10.457492,0.63557965
25_2,2.0777755,1.1175295,0.8253568,34.96497,1.0632619,5.450231,1.9266169,0.48866323,4.2297153,0.6383523,11.572445,0.92870724,0.881383,6.3422117,1.4059563,3.5286803,0.60141295,1.0091512
25_20,16.854332,0.8197794,0.7730266,0.81240535,0.7688092,1.0585527,1.5417672,3.6146803,2.460863,1.5474466,2.800159,7.5620055,0.7797307,0.67732006,2.8844683,0.8103864,0.96766454,1.316474
25_21,1.3458008,0.5499524,0.5376574,1.3268473,1.0692215,39.733086,1.0291408,0.437367,6.153782,0.82285464,3.0740018,0.8569809,0.79487413,1.1673137,1.4767965,1.887403,0.34367812,0.3422413
25_22,23.50115,0.98794186,1.1018543,0.933177,0.7739331,1.2124884,1.684466,2.2379477,2.5118575,1.3754451,1.3811282,8.309128,0.9342948,0.68034524,15.81175,0.6615832,3.4379616,1.9483333
25_23,2.2757554,10.469701,1.1930668,27.687798,0.8013761,1.6504207,2.59604,0.8050446,3.0071678,0.7908056,10.994848,1.0000103,0.95063,1.5935416,1.8131132,1.1056451,0.87347,3.5949771
25_24,2.083774,0.6212076,0.73662746,0.9845663,48.518093,1.1324688,2.676619,0.6718838,12.674036,0.92397416,1.4641398,1.0913689,0.7038014,1.0736339,1.280794,1.158326,0.5354051,0.64406556
25_25,2.1374767,29.635775,22.615599,1.7840233,0.82515013,1.0732322,8.509343,0.6122921,4.6651,1.5039436,0.9651108,1.1372657,0.77422714,0.8961471,1.5875938,1.161275,36.41516,23.156435
25_26,2.8414857,30.650507,1.1320639,1.7678034,0.9533632,1.281816,2.112661,0.747616,3.8023496,0.59293294,12.155632,1.3834214,1.0461087,1.5332243,2.194468,1.2279506,1.4308306,2.0393188
25_28,14.287618,1.4119526,2.0474982,0.9884676,0.6891815,1.0350591,1.212795,2.0602415,2.5273423,1.6631483,1.9935522,10.040424,1.0735455,0.48954308,19.381126,0.65340537,4.8785496,3.6580102
25_29,2.2962358,0.8247103,26.216948,1.2270709,3.2823021,1.6636913,3.851471,1.3578265,22.381462,0.51879054,1.6919103,2.010861,0.8932656,0.75264776,2.1758063,1.0797168,2.7115247,22.81923
25_3,22.446466,0.73631024,0.9779089,0.65984476,0.81231827,0.99618405,1.2163391,9.700033,4.8700976,1.0884259,1.0910311,10.239042,1.377432,0.649758,5.0029745,0.9060975,1.0103955,1.4366225
25_30,11.690449,1.2996864,0.9424926,0.95591027,0.81704414,1.2689571,1.5400337,5.994618,2.1836638,1.2261035,3.0649471,10.31404,2.202755,0.8514571,5.563058,1.0700126,0.64810973,0.9012546
25_31,6.5001745,2.4043014,1.9748727,1.0503178,0.64761174,1.3328204,1.84449,1.9598567,5.0363817,0.7784578,7.0017376,3.3702145,0.39419016,1.3840673,6.6474314,1.36323,7.1156907,3.9439929
25_32,5.782729,3.6521118,1.2755374,2.3154,0.72937584,1.4013243,1.2160428,1.177324,2.8666396,1.1537005,6.6734314,1.8154002,0.6546052,1.3919455,10.652209,1.2187004,16.966558,2.6856933
25_33,19.603989,0.7765329,0.7416802,0.89635444,0.8001971,1.229803,1.1675447,9.059502,2.8823934,3.3620927,2.0648694,20.78268,1.3297861,1.0555332,5.081978,1.0037944,0.8926496,0.66626674
25_34,5.8944225,1.3277285,1.0476239,1.7455509,1.4874971,1.1412625,1.672372,7.124087,2.7852108,0.7699535,8.315775,3.8550677,0.96555185,0.7313604,34.535267,0.7039577,4.344891,1.9728513
25_35,5.850221,0.7731029,1.1712741,1.2022605,1.419586,0.9387838,1.3655708,8.946051,3.1008997,0.6003912,10.317566,3.1023345,2.7936192,0.6956427,6.9585557,0.9282615,2.0558763,2.1206522
25_36,14.224707,1.3734937,2.0323925,0.7729404,0.825878,1.0265064,1.5386622,2.394867,4.067192,1.5240936,1.0664916,5.617408,1.2606995,0.59145457,61.56588,0.724016,6.179908,2.4515016
25_37,17.05837,0.9355413,0.6065857,0.70192057,0.84039336,1.0529841,1.233227,9.569792,3.5913277,1.8331891,0.8493557,27.725864,1.6245974,0.80166954,3.486905,0.7812689,0.88696384,0.72553897
25_38,2.455882,2.9141014,0.72067845,35.992905,1.0300688,1.7076283,1.8395782,1.0426984,4.1066685,0.8665145,11.799001,1.5465559,1.3480688,2.653365,3.2793193,7.260233,2.7345414,1.1569729
25_39,2.3275342,0.45139337,0.56963015,0.88747865,6.587681,1.5185062,272.06116,1.285453,4.484207,0.98423225,0.9865701,1.2150327,77.11574,2.2466228,1.6179571,1.8589407,0.35832283,0.29704764
25_4,12.886503,1.2618282,9.925281,0.9969398,0.72506726,0.814659,1.4095569,3.5557094,2.9632578,1.7085707,3.3621187,5.6718683,0.8537063,0.7023247,10.082503,0.8642805,10.964096,2.670529
25_40,2.777441,2.5954847,1.1589698,158.6733,1.2074316,1.5322998,1.753815,1.2593801,3.2582102,0.88000995,21.767235,0.96310073,0.8893462,2.7631648,1.711621,3.542602,0.76876235,0.8205634
25_41,13.119869,1.2951466,1.0877424,1.3257492,0.8345172,0.92713225,1.5015123,2.5069494,2.558327,1.0998431,5.1579847,4.7097864,0.99939275,0.89134824,36.891197,0.97772723,3.0437236,1.2996361
25_42,2.0320725,0.78112125,0.66080874,1.1565344,18.834805,1.1763556,25.606922,0.7185154,11.187812,0.6818511,1.4137806,0.9692369,0.9575277,1.0794791,1.5034828,1.8803607,0.6196834,1.8037266
25_43,1.4949,0.7994125,0.5640851,1.7680695,0.7071396,31.605095,0.99874854,0.48930615,6.6716833,1.2132056,1.7974494,1.0783455,0.6121851,42.468945,2.1494834,9.860994,0.83923924,0.9479073
25_44,2.3733962,0.7745729,0.9004671,1.4725618,2.7249618,1.0545802,894.3461,0.60848916,9.713572,0.72115076,1.6285312,1.2060161,0.98569334,1.0153464,1.9681523,1.2365308,2.0864782,17.21331
25_45,11.49975,2.144217,1.3308815,1.5329392,0.69160974,0.93858635,1.3852876,1.9968342,2.0822024,1.0729755,4.5367503,9.673004,0.7290206,0.69108796,9.518011,0.65478563,2.3854024,1.6261876
25_46,2.1941075,6.661418,0.70174444,18.261238,1.000848,2.489149,1.5583578,0.7679285,3.1787345,0.6361742,16.834429,1.0138876,0.8345277,2.6962004,1.8611209,2.376039,1.0439367,1.7929329
25_47,1.3606787,0.5528345,0.5473128,0.7717696,0.85197484,51.017437,0.9347809,0.53334486,4.056509,0.9406306,2.7043962,0.71173114,0.64829916,1.0022373,1.2133125,1.4955274,0.35626417,0.38335264
25_48,20.374952,0.9574796,0.6804815,0.75238127,0.8574281,1.0354683,1.3434843,3.3928041,3.9318392,1.163677,1.6142008,6.6175117,2.0314188,0.90343356,15.487977,0.9186478,2.0488014,1.0570819
25_49,3.9150734,8.313914,0.62430036,2.985495,1.472575,1.1497152,1.6243675,3.9358609,2.8679013,4.422267,7.7589316,1.4117229,1.0451915,1.4208874,3.2129145,2.7966616,1.2550017,1.1701293
25_5,7.5867863,0.94304395,0.87834364,0.9311893,1.1918046,1.0651433,1.4690584,16.27013,4.413404,1.1398517,4.044921,11.396427,1.5232043,0.7172807,5.8071737,0.7504671,1.1875238,0.96256644
25_50,17.468115,0.63592595,0.63705856,0.7844532,0.8219085,1.0037744,1.3489285,5.670231,2.5269294,1.5618716,2.0390077,7.0807333,0.9196241,1.0396136,12.456402,0.8940038,1.1906967,0.8049545
25_51,2.2058063,0.5612073,0.54179007,1.0252641,65.10341,1.1799451,5.982863,0.6821269,22.654938,0.86727047,1.2702401,1.4798136,0.9605342,0.9687309,1.5964231,1.4565133,0.5851413,0.99226874
25_52,36.891533,0.6573311,0.7444938,0.68756586,0.7368585,1.5629146,1.3328713,8.329382,2.2511792,1.3375809,1.4201059,10.039285,1.6783241,0.72014284,4.2678137,0.8273036,0.70207435,0.6480522
25_53,16.52227,1.0503184,1.3988048,0.997026,0.70766187,0.86031115,1.4673271,5.0876474,2.8701897,2.3083763,2.1580932,12.8051815,0.948346,0.6582276,5.308318,0.7304942,3.8218784,1.8557926
25_54,1.8768554,0.76262933,0.6420698,14.607035,1.0115732,14.19758,1.2415702,0.59723264,4.978123,2.663715,4.958561,1.2232118,2.1021512,128.96092,1.9202777,96.638176,0.55557454,1.0677832
25_55,2.04599,0.9160582,0.6956308,6.616311,0.9323902,12.288992,1.1712936,0.52893484,4.5455837,0.67633986,8.260314,1.2790222,1.2884152,75.167885,2.5052886,26.98946,0.7565856,1.359021
25_56,2.1137192,0.78279364,0.5285661,1.2495313,52.904808,1.296282,2.0492535,0.7801221,182.58757,0.1925725,0.74364626,0.88543916,0.4875699,1.2008702,1.3996781,1.9652474,0.5372841,1.757458
25_57,3.6773663,3.4113224,0.9571641,5.3135285,0.87786615,1.3246977,1.9840605,1.4866462,2.834745,0.6157242,17.138243,1.3786308,0.8638791,4.131452,5.236065,2.8614907,1.7865406,0.8792002
25_58,3.5588279,82.871315,1.1997243,1.2261412,1.0680907,0.9638423,1.6513097,1.4598322,2.960606,1.8419727,14.883967,1.018228,0.77009416,2.2401035,1.9093158,2.1576145,1.1928574,2.1490016
25_59,24.860458,1.0343405,0.9451691,0.88458323,0.7124041,0.9405209,1.5877296,2.463943,2.600904,1.4186246,1.880079,10.4029255,1.2347116,0.77203786,15.756015,0.91720295,1.7390304,1.0775641
25_6,16.24173,1.2481209,1.0691735,0.81727636,0.81188023,0.83250725,1.3135474,10.105482,2.7181659,2.3711057,2.37406,11.445947,1.045978,0.67514473,11.614759,0.7507398,1.7332004,1.6201067
25_60,12.00857,0.9593434,1.1425551,1.0147216,1.0521631,1.1264054,1.4493499,2.7562428,5.0295305,1.5483388,0.8595519,2.6740756,1.9093329,0.5535206,5.363327,0.70401037,2.9030626,1.2354289
25_61,10.803921,0.8153401,1.2989728,0.8472255,0.9813444,0.9168421,1.7637192,7.308653,6.5199895,1.2912225,0.99919844,11.884817,1.0518047,0.5064091,5.9424496,0.66123617,1.1182119,1.5064542
25_62,8.804176,1.2401445,1.1154308,1.5735981,0.84944713,1.0010283,1.6610403,3.0441926,2.308312,1.1731026,6.745228,3.7770376,1.3024802,0.74328154,12.844483,0.7959068,3.1967447,3.8553686
25_63,26.71262,0.95626193,0.8564673,0.91259,0.8422766,0.95426655,1.6688186,4.3181005,3.2577841,0.9981388,1.5331075,8.671056,1.0124393,0.8712528,5.0692954,0.8750217,1.9265754,0.698578
25_64,10.6125145,2.4099529,2.0814033,1.2461365,0.68890005,0.9687778,1.3328222,1.5282885,2.431962,1.3563337,3.6495743,4.0755835,0.74018306,0.9472768,15.054914,0.8478555,7.0586495,2.7650604
25_65,7.634718,5.813283,1.3081542,1.2924426,0.6450929,1.1601992,1.7010467,0.9328716,3.9287512,1.388201,6.6241074,1.8400216,0.35768503,0.9351294,5.0046854,1.559044,6.348545,5.0227094
25_66,6.4264326,1.9140049,2.3417125,1.2495675,0.7211364,0.937073,1.251632,2.6941466,2.0492535,1.0498813,4.0992517,3.638502,1.3245509,1.6694853,37.117596,1.5780222,1.2247618,1.0721745
25_67,3.0448484,36.827232,1.6722133,2.2090192,0.98317987,1.0812293,1.9505615,0.79386044,3.9471464,0.8572624,13.241077,1.0509636,1.1170484,1.0226052,1.6307473,2.7319298,7.2868276,8.261884
25_68,21.46149,1.0859375,0.84793943,0.7369358,0.76351297,1.1037993,1.5067201,2.4218788,2.79004,1.5921897,1.5345718,11.850202,1.5321816,0.65863734,3.2962756,0.6839432,0.9070384,1.1453247
25_69,10.606571,1.2352152,1.0660658,0.96771574,0.83071804,0.9614006,1.5156081,1.4889839,3.1491218,1.4111859,1.730634,11.487286,0.87714356,0.7466152,20.074984,0.7738732,2.7878942,1.1951075
25_7,4.284906,14.704027,1.2195194,1.5501119,0.74848163,1.0114313,1.5966558,1.2031604,3.5247684,0.77766037,11.770004,1.9854333,0.74807084,1.5519459,7.585163,1.2939647,3.6794403,1.2661709
25_70,16.908447,0.9995177,0.93734586,0.9273652,0.8065093,1.0320904,1.3724914,3.1753557,2.5516589,1.4283981,3.0083513,7.5887957,1.5176338,0.9462424,12.118309,0.9216095,1.1895099,0.7994466
25_71,1.308145,0.5079763,0.53443336,0.7586738,0.8981247,66.272064,0.77984285,0.39105594,4.5312166,0.916974,4.218789,1.0025201,1.338476,1.5755237,1.6181773,2.4338326,0.40337107,0.46096376
25_72,6.7300816,0.52278227,0.70436865,0.5519381,1.1364342,1.5670227,1.2662895,14.441404,12.475832,49208.496,0.5194939,4.337234,1.5394717,0.73968697,19.635557,0.8707651,2.5855758,1.4393265
25_73,2.2802892,2.4050395,0.9273085,2.8922591,0.9373837,3.025647,1.4235888,0.7986251,2.8062513,0.8470336,9.251028,1.3395333,1.1515323,46.02599,1.808039,12.126647,0.78423625,1.170974
25_74,7.1054144,3.7784534,1.2355789,1.3146718,0.62299883,1.0998216,1.6619356,1.2139307,3.6537797,0.97118735,7.3876,3.677126,0.71186113,1.0415303,36.225647,0.8998209,4.454421,1.8476243
25_76,9.970201,0.75930095,11.636061,0.89275455,0.88886976,0.99709064,1.4462113,6.8433795,4.922645,1.5357658,1.0863209,2.698145,0.70034957,0.70641726,4.2594495,0.7728528,10.190698,3.0018957
25_77,4.5520415,5.169842,1.5305113,1.5289398,0.7194363,1.1550274,1.7344661,1.157645,2.7936907,0.8131229,13.500891,1.6698132,1.1364329,1.5076966,5.431861,1.9647162,4.3832235,2.97107
25_78,5.189168,17.824968,1.2585063,3.3493032,0.9070641,1.6361637,1.6137077,1.078922,2.4598327,1.0201709,5.8904033,1.643678,1.4976575,1.7229238,5.4794264,1.8212366,2.430618,1.0968802
25_79,23.450815,1.0061435,0.9485084,0.8126669,0.8776268,0.9833846,1.6728251,2.4639394,4.3746634,1.4888312,1.0033402,6.4498396,1.081168,0.7667179,31.691483,0.7791533,2.822601,1.494267
25_8,20.34979,0.9778912,0.6028034,0.77578914,0.8422735,1.1757271,1.1869547,10.390795,2.4490495,1.4419003,1.998215,9.7265625,1.4508828,0.74850637,3.883881,0.853478,0.9908906,1.0404751
25_80,3.8936815,39.31772,0.80775875,2.0317736,0.94567394,0.97279775,1.8708872,1.3592521,5.262515,0.8898471,5.4469075,1.272093,0.9643851,1.9192876,2.2108505,1.8961536,1.2506241,2.632141
25_81,19.097687,0.98620296,0.63038325,0.7697003,0.87491274,0.9147979,1.4765154,5.6590843,3.3227558,1.3823824,1.9609462,27.778389,1.4054358,0.6053279,2.8655062,0.6734291,0.8603604,0.9092994
25_82,18.775187,0.9564599,1.2350345,0.9260436,0.7727627,1.0259888,1.3793511,4.005718,2.5239453,1.234011,3.127615,10.405136,0.8722643,0.6683234,21.754854,0.6780185,3.1970348,1.6134449
25_83,1.9572899,0.59967744,0.5852826,0.82682735,26.556389,1.09876,25.442429,0.65512085,20.263958,0.85570544,1.122294,0.97773314,0.8667545,0.81579506,1.8613517,1.6256182,0.5856206,0.82431656
25_84,20.255476,0.92456305,1.1573615,0.7398554,0.82446814,0.8973778,1.2380078,5.4704657,4.9723253,1.1275669,1.095082,16.081717,0.5301617,0.5963536,12.283993,0.57112414,3.0739799,1.530857
25_85,1.8083471,0.7995945,0.706728,1.7530406,0.9367013,10.074311,1.4692246,0.67257863,6.8506336,0.8945658,1.8761864,1.4530149,1.931068,41.77874,2.1754794,108.07981,0.6042027,1.0498072
