,Shared topic 1,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 7,RNA private topic 9
Tpr,0.72385675,-0.303426,0.28695375,-0.9899678,-2.015143,-0.44056743,-0.1344364,0.35458246,0.69540846,-0.24580571,-1.1487706,0.054284677,-0.32076555,-0.09602373,-0.4598933
Rnf2,0.45317766,-0.37379912,-0.34313843,0.39834726,-0.2516557,-0.56517667,-1.4307299,0.09009892,0.3792251,0.0015310548,-1.0435429,-0.007596146,0.07465731,-0.30705354,-0.14402008
1700025G04Rik,-0.9592477,0.6287365,-0.18028568,0.9078273,-1.7258886,0.025599096,0.11556608,0.24216096,-0.31991622,-0.66549647,0.7694657,-0.001606768,0.5255888,-0.16386266,0.098788135
Smg7,-0.22110784,0.7106857,0.02930547,-0.15944718,0.0885315,0.1578797,-0.16962749,-0.035385307,-0.015534062,-0.13384128,0.22088957,-0.0034643002,0.27322897,0.053762816,0.13821177
Arpc5,0.38417313,0.08504187,-1.029246,-0.36537984,0.019596636,0.4994429,-0.5270348,-0.026876044,0.03287977,0.007890924,0.46202993,0.002688089,-0.10722262,-0.3086699,-0.63928366
Ier5,-0.7688249,-0.36018252,-1.3554444,0.28904888,-1.4199139,1.3850503,0.7209263,-0.79850805,-0.7561265,-1.1001954,0.74704736,-0.014225687,0.8972374,-0.5238358,-0.64839464
Mr1,0.6353901,-0.1552208,0.22322536,-1.4596268,0.46734625,-1.7428274,-0.15444066,0.05796512,0.23921168,0.48869467,-0.784817,0.25882176,-1.3340604,-0.32495183,-0.57227707
Dhx9,0.7202853,0.068231404,0.24826607,-0.70731217,-1.62071,-0.8305252,-0.2678146,0.33504814,0.4270323,-0.9856702,-0.5012936,0.052095477,-1.1238023,0.35903874,0.16089272
Glul,-0.8949679,0.24634285,-0.66386074,0.35661057,0.75832856,0.3964164,0.01152178,0.13624975,-0.5093724,0.7598792,0.73835075,-0.059359923,0.21278103,-0.35517308,-0.8383222
Xpr1,-0.13090344,0.117259584,0.54674584,-0.47459045,0.30091003,-0.65462404,-0.7383653,-0.06273221,-0.018107349,-1.0592177,-0.24975638,0.007916988,-0.56011194,0.47053102,-0.19497599
Acbd6,-0.4236745,0.82595646,0.1385528,0.5577584,-0.10582945,0.48631486,-1.367921,-0.018420087,0.0053671813,-0.334435,0.6681402,-0.06529948,0.6674845,-0.1747386,0.10740306
Stx6,0.74707335,0.17756018,0.27535942,-0.7100709,-0.7983242,-0.9045398,0.32217115,-0.3826702,0.7130529,-0.75688064,-0.93343586,0.13722008,-0.6728557,0.24284893,-1.1120162
Cep350,0.41955498,0.13268705,0.39888477,-0.2008731,-1.1737794,-0.19012025,0.10726291,-0.43733755,0.010356514,-1.709198,-0.2031218,0.016216073,-0.14646712,0.051884666,0.39056668
Tdrd5,1.2564008,0.6492179,0.6048935,-0.528359,-1.8426447,-2.3137987,0.15092717,-0.36553845,0.065871075,-0.39667562,-1.2635301,0.49775815,-1.1354192,0.8869045,-0.3001419
Soat1,-0.4733095,0.4313953,0.18839999,0.27125025,-0.4023191,-0.37353846,0.62730986,-0.89556634,-0.14614071,-0.67197293,0.20359957,0.008040814,-0.16976224,0.11770287,-0.2993745
Abl2,-0.06498217,0.8324268,-0.026526695,0.24426481,-0.42098093,-0.08477413,0.07419448,-0.07117901,-0.03227084,-0.46939456,0.65772665,-0.0018759663,-0.48914325,0.094512485,0.14835797
Ralgps2,0.33046025,0.4132264,0.33291015,0.063972436,-1.3571628,-0.9647294,-0.67989343,-0.122499324,-0.15915853,-0.59823006,-0.84366983,0.054157533,-0.18248403,0.08092716,0.39298508
Cop1,-0.33831894,0.18325146,0.59322226,-0.23822576,-0.21809559,-0.30165845,0.9253763,0.020886399,-0.007946968,-0.7570344,-0.0152208675,-0.017962616,-1.2414438,0.6004411,0.16003475
4930523C07Rik,0.4911921,-1.0549221,-0.10697002,-0.6230645,-0.30435663,0.076413125,-1.665006,0.012036509,0.010657553,-0.58261126,0.20464101,0.021179646,-0.26060167,-0.031100227,-0.7620049
Mrps14,1.0600355,-1.3281039,-0.9021007,-0.70874774,0.4320818,-0.25549832,-0.7859206,0.5639761,1.0231049,-0.4440518,-0.70068765,0.02978283,-0.58688664,-0.5893827,-1.0573366
Cacybp,0.42368105,-0.8113914,-0.6346489,-1.3432522,0.5168358,-0.63732976,-0.07846512,0.6716087,0.23919979,0.5025383,-0.47141716,0.0069342293,-1.2281054,-0.3805122,-0.6601325
Rabgap1l,0.051982407,0.30307823,0.49562174,-0.19499482,-0.5426808,-0.868899,0.2009508,-0.4262054,-0.18000002,-0.46272275,0.22685759,0.0041910466,-1.0842713,0.54402566,0.07286907
Prdx6,-0.31820327,-0.9020407,-0.8303379,-0.20403373,0.9066623,0.6488738,-0.08948105,0.41532162,-0.11644545,0.409572,0.15677968,-0.112932436,0.16407871,-1.0842241,0.22194542
Suco,-0.6927235,0.28086492,0.5769373,0.33243886,-0.0409245,0.46110025,-0.08896249,-0.36740983,-0.5575122,-0.18872909,0.59163314,-0.023780964,0.59838116,-0.10412742,-0.19658068
Vamp4,0.50716984,0.005656296,-0.06684707,-0.18290699,0.114150904,-0.9368984,0.2939207,-0.456337,0.020887582,0.109947786,-0.96108854,-0.0017100871,-0.3663582,-0.052036464,0.35913023
Sell,-0.06698715,-0.04697243,0.5607116,0.011160548,0.5305046,0.16960722,-0.6530313,-0.18352214,-0.019977983,-0.026845312,-0.26762113,-0.0054259393,0.18016851,-0.0074065346,0.37951276
Atp1b1,-0.2407453,-0.30515227,0.26934686,-0.37204653,0.49102256,0.7469444,0.70630395,-0.78654546,-0.2755615,-0.42822182,-0.07139645,-0.03332977,0.15607868,-0.11155034,0.62072825
Sft2d2,0.09321021,0.32507735,-0.32321212,0.46723485,-0.13477862,-0.5127192,-0.41459957,-0.9557782,-0.20225006,-0.9640798,-0.06567265,0.07056842,-0.46899974,0.06920839,-0.7409112
Prrc2c,0.673173,0.31276727,0.24106482,-0.50741124,-1.4208267,-0.97942567,-0.39262146,0.077271506,0.55661803,-1.2365621,-0.69461465,0.100296035,-1.0471004,0.3218659,0.36428565
Dcaf6,-0.47125947,0.38876,0.16234747,0.33165908,-0.056997243,-0.73805517,0.8970371,-0.98147094,-0.4997062,-0.20687705,-0.77556443,0.008401954,-0.35916448,0.5649838,-0.052894723
Rcsd1,0.08174408,0.36826077,0.33040386,0.1356384,0.060797185,-1.745532,0.4355527,-0.09879695,-0.056100424,-0.09201943,-0.6963524,6.202748e-05,-0.14849184,0.24526079,0.56228685
Pou2f1,-0.6088471,0.18058433,0.8001121,0.03174928,-0.6485947,-0.66134405,0.2998298,0.22894332,-0.22753033,-0.27005303,-0.5442254,-0.03333573,-0.46397522,0.5820065,0.8593215
Uck2,0.0580014,-0.19968471,0.06422099,-0.8340553,0.32971337,-0.66633177,0.3790178,0.44641894,-0.045208294,0.5606735,-0.5289627,0.019733902,-0.82749903,-0.06151946,-0.0410856
Pbx1,-1.3275405,0.6603437,-0.20142677,0.321971,0.48637325,0.8889569,-0.94338334,0.118848704,-0.7908163,0.8305205,0.696232,-0.031313084,0.092059195,-0.33165678,-0.04890552
Uhmk1,-0.16485658,0.18342309,-0.31127483,0.115249366,-0.064295,0.59849894,-0.8651455,-0.3434146,-0.056590583,-0.04992541,0.8646534,-0.004579244,-0.26389194,-0.39701667,-0.20328535
Ndufs2,-0.13500507,-0.4320851,-0.5260775,0.56643456,-0.06634973,0.49578273,-0.6722171,0.3127895,-0.03270616,0.08528648,0.2859311,-0.010760656,0.3094437,-0.3264863,-0.034387607
Pfdn2,-0.24119908,0.30325314,-0.60180837,-0.47116703,0.29508668,0.40254328,-0.42520332,0.21580602,-0.01939264,-0.79992944,0.3682254,-0.0007005779,0.4290207,-0.02213791,-0.70429116
Cd48,0.029338695,-0.66986233,0.11341691,-0.039539702,0.097198404,0.34350833,-1.1616023,0.28195202,0.005315982,-0.22776148,-0.20806547,-0.0012147655,-0.43810168,-0.15237354,0.42888215
Slamf1,0.5695368,0.30910388,0.73871887,-0.5396267,-0.49719462,-1.0928745,-1.3719686,-0.09214255,-0.03703835,-1.3575372,-0.17845164,0.024397742,-0.4440627,-0.021696024,-0.07529482
Dcaf8,-0.40430617,0.5171151,0.15563422,0.30307767,-0.093597576,0.19258513,-0.03500947,-0.014476062,-0.029555328,-0.273376,0.06579109,-3.6302954e-06,0.14801805,0.008772641,-0.3639373
Tagln2,-0.7701956,-1.3104666,-0.31110695,-0.0020686588,0.28624097,1.0403872,0.20181872,0.39293948,-0.40659052,0.6607709,0.6311758,-0.3122467,0.92705256,-0.77381045,-1.2873018
Cep170,1.482555,0.05859911,0.43350226,-0.6710498,-0.5456546,-1.9724777,-1.4855726,-0.14431088,0.72919947,-0.71888715,-1.020293,0.5269264,-0.90862805,0.8334797,-0.41901636
Sdccag8,-0.3062286,0.72438145,0.25387862,0.110596694,-0.27921328,-0.09458043,-0.51652503,-0.19806446,-0.18115273,-0.6782702,-0.13032924,-0.0023157655,0.1882358,0.24567963,0.45609525
Akt3,-0.063929535,-0.027825497,0.4308291,-0.08626101,-0.0003550011,0.21383242,-0.5774232,-0.036580898,-0.033729464,-0.16399261,-0.34617892,0.0015488988,0.05714041,0.107547045,-0.04963914
Adss,1.1646059,-0.82381195,-0.33361572,-0.18567288,-0.70513994,-0.5717972,-0.70381933,0.42927688,0.6004726,-0.23301579,-0.8285981,0.1388383,-1.2540431,-0.34024325,-1.0305111
Desi2,0.34986764,0.34543374,0.07201538,-0.3882779,-1.3952663,-0.4439411,-0.43890688,0.16779247,0.25529814,-1.0519853,-0.6643357,0.039206192,-0.12785636,0.030057816,-0.043915845
Cnst,-0.44816285,0.25973076,0.509319,-0.017589884,-1.1401186,-0.9621702,0.559266,0.38487732,-0.10696604,0.27086782,-0.8291767,-0.0118318815,0.15974653,0.32432437,0.33416125
Ahctf1,0.53813285,-0.4837686,-0.22615424,-0.68248767,-1.5746439,-0.37604937,0.33657122,0.20606145,-0.07959372,0.01931635,-0.81820977,0.05174455,-1.2738118,0.0028715094,-0.6689732
Smyd3,-0.57162666,0.6083068,0.93892,0.15026303,-0.3492339,-0.786571,0.18073955,-0.6852182,-1.8407812,-1.0465574,-0.014669679,-0.07962172,-0.09884251,0.8006055,1.1853724
Parp1,0.91277146,-1.1011168,-0.30251864,-1.6654311,-0.102991275,-0.44155324,0.21936758,0.75917655,0.6890385,0.22627662,-0.6848535,-0.021276087,-0.5781068,-0.42812452,-1.0433701
Acbd3,0.45178112,0.022953732,0.23301381,-0.8003059,-0.7406708,-0.2442796,-0.07235461,0.020655364,0.18556294,-0.59184676,-0.68924636,0.037661176,-0.46053252,-0.38481808,-0.9588203
Itpkb,-0.57280105,0.7088826,-0.083133474,0.76447076,-0.40153998,0.24865131,0.277073,-0.73518527,-0.72646546,-0.75933015,0.24559666,-0.1175476,0.45237312,0.08940844,0.613613
Pycr2,-0.28725776,-0.08449725,-0.82023484,0.25712898,0.12334035,0.40865546,0.8290291,0.035759028,-0.0010203334,-0.48033035,0.22898427,-0.006759089,0.5746573,-0.12367464,-0.6481319
Wdr26,0.50993425,0.16623685,-0.2572555,0.07482595,-0.44626704,-0.40365246,-2.0981126,-0.22349556,0.11500461,-1.4206809,-0.18296292,0.072638124,-0.0097593805,0.2992347,-0.8127523
Fbxo28,0.04110954,-0.29148367,0.35942352,-0.6690075,-0.2071499,0.007816676,-0.7061844,-0.03183638,0.006852835,-0.59657276,0.017171813,0.0023429333,-0.78356975,0.1678052,-0.37171447
Brox,0.04456003,-1.2320974,0.338488,-1.2468796,0.88172555,-0.055192392,0.83876777,0.020715572,-0.14226553,1.0862465,-0.29440606,-0.03960543,-0.6064088,-0.29507628,-0.07330882
Dusp10,0.2845031,-0.2567779,0.0036981823,0.15173551,-0.748684,-0.38941678,0.4276634,-0.75599676,0.016839452,-1.0399718,-0.7257766,0.010017829,-0.23235787,-0.057361893,0.64341486
Rab3gap2,-0.2744788,0.23554307,-0.17174289,-0.31031722,0.034316313,-0.108941466,-1.3527701,0.488891,-0.033208456,0.17029828,-0.26689714,-0.0065649394,-0.46015355,0.17544162,-0.27243322
Iars2,-0.27166787,0.41415006,-0.3594685,-0.2641243,-0.12428447,0.42996654,-0.38667673,0.20675899,-0.02652244,0.47460902,0.025282057,0.00041497615,0.49773723,-0.04288223,-0.30503985
Eprs,0.3637538,-0.39704594,-0.18785481,-0.7093217,-0.5426863,-0.46922082,-0.24214423,0.51377606,0.242135,-0.8634629,-0.5119135,0.029435845,-0.30781585,0.057044134,-0.9580588
Gpatch2,-1.1375659,1.1457001,0.7249372,0.29640943,-0.43342596,-0.33509186,-1.2064315,-0.5534984,-0.73045504,0.48450136,0.16175507,-0.12747517,0.11899933,0.37928084,0.5766615
Ptpn14,0.011650488,0.8281658,-0.13383897,-0.46900326,0.19466914,-0.23027787,0.42373678,-0.15100546,0.013445011,-0.15038237,-0.19869925,-0.00029218255,0.24815619,-0.05428469,0.07816805
Cenpf,0.78001595,-1.0114701,0.49395752,-1.0609385,-0.20264998,-1.9152023,-0.18292296,0.9125311,1.2995968,0.22750816,-0.9180787,-0.28323895,-1.1327412,-0.0483749,-0.06471714
Angel2,0.11634839,-0.19813754,-0.0891625,-0.10384933,-0.0054788995,-0.3406345,-0.24608162,0.10113873,-0.002434047,0.22486763,-0.20778458,0.005994709,-0.7937185,0.00027203406,-0.5213761
Ints7,-0.7693903,0.15049586,0.00016135545,-0.29638806,0.25532395,-0.08478094,0.970054,0.4400532,-0.21800914,0.66340137,0.02200619,-0.06116481,0.21860729,-0.071183175,0.4150761
Traf3ip3,0.21375723,0.07951198,0.29102245,-1.1234334,-0.18721768,-0.16189344,-0.2438736,-0.08350127,0.018043207,-0.03443196,-0.64347905,0.0060056895,-1.4175718,-0.094754495,0.23025693
Cr1l,-0.58397436,0.0820202,0.6875138,0.5747527,-0.6738094,0.10001986,0.082661,-0.09222613,-0.3480571,-1.0130095,0.8257816,-0.02431997,-0.6620051,0.38867122,0.4060891
Zbtb2,0.39048502,0.48016968,-0.3670104,-0.63143426,0.19304574,0.4629901,-1.4964693,-0.080345556,-0.026111145,-0.27160162,-0.20207544,-0.009270857,0.42164344,0.02391123,-0.3402075
Syne1,0.5591923,-0.13607277,0.4957639,0.17811012,-1.5452247,-1.0920763,0.1560368,-0.288714,0.004716588,-1.6112385,-0.28821266,0.018273756,-0.5714487,0.67768896,0.42575768
Ipcef1,-0.18521349,0.28706086,-0.0221968,0.2555282,-0.24456473,0.4863329,-1.2956551,-0.082318686,-0.06172306,-0.48550108,0.34050944,-0.0037594475,0.23223893,-0.008054181,-0.2502448
Lats1,0.20536706,0.52779967,0.03739665,0.30371326,-1.83961,-0.6360149,0.27060294,0.18457337,-0.024862647,-0.9596036,-0.68652546,0.053008154,-1.4019715,0.6462313,-0.21513377
Katna1,0.2925279,0.16528274,-1.0784768,0.2354353,-0.9896377,0.3922969,-1.2572598,0.013151789,-0.010823613,-0.6276221,-0.5372898,0.006863188,0.6130968,-0.14671917,-0.059125114
Ppil4,1.092516,-1.0091815,0.51624095,-1.6004492,-0.799066,-0.88166356,0.10531777,0.17780824,0.5878488,-0.27242848,-1.00607,0.17436507,-0.8173488,-0.18064943,-0.23844004
Tab2,0.0063480064,-0.53363407,-0.14788038,-0.10935327,-0.51457286,-0.36758572,0.40368858,-0.07065269,0.0048803524,-0.20895617,0.073409684,0.007949245,-0.463829,0.012957133,-0.7484745
Stxbp5,-0.013660617,0.08411841,0.6684417,-1.1372994,0.05180757,-0.8772793,-0.55367166,0.16154912,-0.12267566,-0.049882658,-1.3692303,0.027593609,-0.94876975,0.14878884,0.85338753
Shprh,0.8275963,0.19826008,0.2772213,-0.40460125,-0.6788228,-0.7071279,-1.5640492,-0.21639161,-0.051588077,-1.1952353,-0.7275573,0.06562023,0.07684371,0.08178791,0.32473785
Sf3b5,0.35773486,-0.59560114,-0.40279457,-0.03899237,0.09634945,0.26838577,-1.5328977,0.5218662,0.13452324,0.29199797,-0.0676975,-0.01991494,-0.5146063,-0.37470725,-0.24076189
Utrn,-0.35963476,0.605871,0.54176235,0.51966995,-0.9760548,0.058585573,-1.1745338,-0.11714238,-0.6794729,-0.66542095,-0.35388032,-0.021040995,0.28520906,0.45193887,0.88017046
Heca,-0.10472646,0.23558412,0.22705202,-0.02898199,-0.053301528,-0.12823631,0.5336258,-0.15364455,-0.032782566,0.150094,-0.09377065,0.00031947505,0.6417721,-0.01121446,0.026758406
Tnfaip3,0.6448214,0.001200644,-0.5047892,-0.39930308,-1.5104061,0.08879919,-0.7773699,-0.07398165,0.037050433,-0.88246673,-0.09125747,0.034998745,-0.34420988,0.27227902,-0.9540499
Bclaf1,-0.0927061,0.019507434,0.37666905,0.035085637,-0.28737622,-0.5155488,-0.14467633,0.18429692,-0.0077166706,-0.94711995,-0.19880974,-0.0023288706,-0.106433555,0.023284893,0.050211594
Hbs1l,-0.321807,0.2762435,0.89113396,-0.90753907,-0.56412065,-0.0674874,-0.23352164,0.07253692,-0.08347059,0.28277677,-0.24176529,0.0046396684,-0.1409927,0.06755843,0.26431176
Tbpl1,0.26926452,-0.5237875,-0.02640403,-0.9684499,0.23109262,0.10778672,-1.4494371,0.043058336,-0.006629263,-0.3828045,0.5885327,-0.0030467547,-0.28183413,0.038754005,-0.11835624
Stx7,0.46662873,-0.2014125,-0.6074154,-0.14055549,-0.44820207,0.685472,-0.59540963,0.19364814,-0.003251408,0.22257113,0.59161454,-0.011748576,0.19604416,-0.22687443,-0.3145541
L3mbtl3,-0.9021103,0.8979829,0.3102635,0.65535414,-0.8346755,0.54359657,-0.024917508,-0.99692994,-0.72727156,-1.104623,0.67968285,-0.13357475,0.5338558,0.51945007,0.11084804
Epb41l2,-0.5691746,0.49506757,0.19236356,0.10569968,-0.08540557,0.50432706,-0.3378427,0.0066281874,-0.05057361,-0.91200143,0.53590786,-0.018304786,0.2957039,0.13444625,0.17943533
Rnf146,0.21836129,-0.015215184,-0.022345273,0.19630645,-0.44026414,-0.5952372,-1.4691297,0.08029113,-0.008875415,-0.08567191,-1.104966,-0.0039619347,0.1873521,0.07138002,-0.12073467
Tspyl1,-0.06589459,0.13937357,-1.2607821,0.30029318,-0.27928063,0.1282602,-0.10003865,0.015424394,-0.03168765,-0.0062974696,-0.5009222,0.0077595385,0.58838165,-0.27616808,-0.4423704
Nt5dc1,-0.5611839,0.57278216,0.4297351,0.26257586,-0.7792817,-0.6894258,0.31119037,0.11169143,-0.07467873,-0.23718116,-0.23560944,0.0045916485,-0.5329285,0.0642806,-0.059784263
Hdac2,0.2990956,-0.11376905,-0.5728163,-0.4685994,-0.48310143,-0.30300823,-0.0031746724,0.051404517,0.03234969,0.075550005,-0.5196309,0.0032209542,-0.7383833,-0.06351484,-0.05028427
Tube1,1.1135945,-0.035091132,0.3828609,-0.9299801,-0.25061288,-2.176636,-0.32886103,0.3632319,0.18427911,0.07166246,-0.8597764,0.37834567,-1.087445,0.31848022,0.1217712
E130307A14Rik,-0.3446372,1.081091,0.5920345,0.49981192,-0.39555687,-0.53230196,-0.3069802,-0.34894118,-0.18502563,-0.186138,-0.057252053,-0.030352725,0.24967197,-0.013628791,0.9913895
Fyn,-0.41767696,0.7230701,0.15018688,0.6431996,-0.2756348,0.15212062,-0.48959965,-0.9033153,-0.41753653,-0.7090269,0.28433642,-0.011660125,0.07806441,0.4863675,-0.20634587
Rev3l,0.4622006,0.4910756,0.71425176,-0.2566452,-0.3953896,-1.3462539,-0.80432725,-0.7629176,-0.20593396,-1.0855826,-0.50315464,0.1535115,-0.9182418,0.6126394,0.18561608
Cdc40,1.2623727,-0.027463626,0.04285526,-0.32324553,-1.755899,-0.77412647,-0.97483003,0.32063198,0.7835845,-0.75012666,-0.68084073,0.06193212,-1.3440137,0.08271249,-0.632579
Fig4,0.47343573,-0.16309996,0.16202308,-0.82297826,-0.23002107,-0.4832686,0.03818727,0.30461594,0.058174763,0.14768754,-0.45725814,-0.0155504625,-0.5745644,0.33368218,-0.28043982
Themis,0.24576661,0.5384739,0.48589858,-0.15132028,-0.29509586,-2.4544652,0.7279391,-0.6757952,-0.0043046176,-0.47816393,-1.0221351,0.01249025,-0.9320206,0.5246005,0.9062632
Mical1,-0.323443,-0.91156214,0.65086144,-0.17375635,0.11876177,0.3496681,0.46965215,-0.3181282,-0.08366735,-0.58204,-0.53586084,0.015706366,-0.8749843,-0.025093362,0.6074949
Foxo3,0.11862773,0.5894546,0.49780867,0.0958076,-0.63832194,-1.2546749,0.0463659,-0.32266858,-0.19647053,-0.87216145,-0.038086582,0.0070400853,-0.4140487,0.07631859,1.0826749
Snx3,0.8641087,-0.3623646,-0.5598772,-1.2976055,0.2984754,-0.628365,0.12034305,0.30981037,0.63562447,0.2631531,-1.0271016,-0.024911668,-0.83272874,-0.69972473,-0.15638986
Ostm1,0.52288157,0.18771608,-0.6914583,-0.12887046,-0.5731071,-1.0397907,0.36873388,-0.37630296,0.09359568,-0.48924446,-0.1973387,0.04099398,-0.82018334,0.09003865,-0.5592716
Scml4,-1.8889773,0.96811616,-0.004561345,1.3802764,-1.287021,0.60743773,-0.48610833,-1.0625863,-1.2286334,-0.26278594,0.75881535,-0.36206615,0.81351554,-0.25103545,-0.026211716
Sec63,-0.32095587,0.4334165,0.51495695,0.0186599,0.08647469,0.083224155,-0.5761569,-0.21388923,-0.24178344,-0.42545453,-0.037171658,-0.0027961982,-0.34270805,0.17912853,0.94885784
Atg5,0.39271483,0.3656243,0.16040008,-0.11187367,-1.8536133,-0.2511146,-0.44767144,0.016560972,0.005555222,-0.43076447,-0.6140353,0.022436779,-0.4500223,0.25467533,-0.1503893
Prep,0.47243464,0.018820412,0.64859873,-1.0782135,-0.81111795,-1.35791,-0.5524016,0.41186714,0.3251638,-0.39704955,-1.3002994,0.026525619,-0.51317585,0.32882136,0.16182512
Ascc3,0.16493261,0.14580481,0.6694417,-0.1833067,-0.8133914,-0.6291223,-0.2837286,-0.17127426,0.0096399,-1.0221678,-0.4759408,0.001320254,-0.07453554,0.1382216,0.10531226
Gcc2,0.3554811,-0.47819147,0.5628778,-0.3236349,-0.76372296,0.047578525,-1.0807155,-0.11878204,-0.2700885,0.1573792,-0.7471476,0.008535964,-0.19858114,0.26716995,0.5721319
Serinc1,-0.021989252,-0.07989408,-0.042450603,-0.06688653,0.40202466,-0.080898486,-0.32582796,-0.048269074,-0.0156345,-0.037630025,-0.1725792,0.0005808824,0.08471442,0.050820943,-0.2104869
Mcu,-1.1629422,0.54433125,0.7126851,0.6838246,-0.35486647,-0.14124015,0.056236956,-0.6567926,-0.9876318,-0.36378708,-0.7829114,-0.009333935,-0.25078195,0.09388724,1.1270834
Ranbp2,0.32002464,0.48978898,0.1878454,-0.03810041,-2.0118222,-0.38220868,-0.3089427,-0.13667631,0.19085756,-1.7204474,-0.14543769,0.02421032,-1.0017447,-0.054025475,0.32554653
Micu1,-0.13025863,-0.084542125,0.15663059,-0.5211437,-0.18173538,-0.06796803,0.8877579,-0.29695565,-0.026298627,0.17213103,-0.28768647,0.0016908916,-0.16607784,-0.0790943,0.65802443
Lims1,0.14602989,0.42869177,0.17826751,0.3163178,-0.4820791,-0.42465246,-0.45555425,-0.6122179,-0.030524101,-1.0810018,0.14014022,-0.014886617,0.03726834,0.35574332,0.10332747
Anapc16,0.6602111,-0.55791014,-0.45160478,-0.32387915,-0.060330953,0.063792735,-0.6610978,0.06838957,0.11804884,0.3851605,0.06923202,-0.01041695,-0.43799186,-0.29455307,-0.60950613
Ddit4,0.01938396,-0.14319418,-0.30227,0.05480013,-0.28943792,0.8040384,-0.0700938,-0.44258162,-0.12225502,0.17465687,0.12968722,0.0020003938,0.83455527,-0.09811554,-0.6349774
Sgpl1,-0.5494491,-0.13101454,-0.16986708,0.6142052,0.3274052,0.27118856,0.15106206,0.29453626,-0.9034247,0.8372554,0.43797904,-0.036775798,0.37775555,0.15190563,-0.857861
Ppa1,-0.32400733,0.1487968,-0.9965702,0.34803143,-0.4345956,0.798742,-0.29721007,0.62559634,-0.17395689,0.52805996,0.2420857,-0.042937275,0.4560764,-0.65965885,-0.79934305
Sar1a,0.077722326,-0.614625,-0.14711253,0.025018437,0.2796764,0.6607517,-1.4988647,0.06321743,-0.04855836,0.3698462,-0.051091842,-0.00055191736,-0.5276442,-0.30635673,-0.44660556
Vps26a,0.28588665,0.17636211,-0.25519404,-1.1017034,-0.05764464,-0.42010322,0.15121336,-0.24027428,0.00832412,0.3777882,-0.32540807,0.010651439,-1.1986772,-0.030452166,-0.5020167
Eif4ebp2,0.031331517,0.09631769,-0.38845664,0.36542857,-0.58138,-0.14231314,-1.0994738,0.010787009,-0.0058504473,-0.017213913,-0.45974356,0.016184518,-0.7243468,-0.029074395,-0.3623396
Tbata,0.27089345,-0.90796405,0.0327175,-0.40417594,0.4931294,-1.4305007,0.019401183,0.47498387,0.2457988,0.81002873,-1.2604251,0.20112078,-0.26443708,-0.4192417,-0.43761098
Srgn,-1.2990901,-0.47578445,-0.2551693,0.066976294,0.35272676,1.5160319,-0.5197997,-0.5298553,-0.6344323,-0.6499392,0.7748312,-0.47233796,1.1429808,-1.0953045,-0.91456074
