,Shared topic 1,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 7,RNA private topic 9
Rilpl2,-0.4482805,-0.19335659,-0.3909464,-0.2390943,-0.2532097,0.51937515,-0.40235975,0.4448441,0.013664792,0.53647053,0.30192095,-0.03623284,0.4603068,-0.55523974,0.22501846
Kmt5a,0.44810674,-0.411277,0.1189179,-0.8639888,0.53530663,-0.63031054,-0.22493637,0.0032682,0.14506067,0.28856722,-0.45755035,0.00066672685,-1.1726128,-0.4739681,-0.058548532
Sbno1,0.08908507,0.41265467,-0.07507204,0.00013279286,-0.66135025,-0.52245855,-0.23158228,0.0145175755,0.012747161,-0.20934224,-0.18500637,0.0032553924,-0.45418882,0.078191005,-0.8322477
Zfp664,1.6911545,-0.11483443,-0.079019286,-0.93738055,-1.7709376,-0.8216416,-1.1863593,0.24533115,0.85359716,-1.1304555,-0.7712121,0.11632049,-0.7025008,0.084845655,0.26551408
Atp6v0a2,-0.69713706,0.32126236,-0.1112581,0.17187186,0.44622585,0.33417264,0.70895654,-0.5256408,-0.23665011,0.45449248,-0.21222715,-0.013713689,0.13774621,0.22137305,-0.08690915
Ncor2,0.2807808,0.154033,0.24348964,-0.8861124,-0.6024588,0.45950863,-1.4787598,-0.111561075,0.025284713,-0.21413669,0.15140688,0.0012242931,-0.3640202,-0.023863817,-0.32030967
Ran,0.8999575,-1.0137683,-0.71159375,-0.4890762,-0.14718871,-0.56602716,-0.6688458,0.8967456,0.9408683,0.3943517,-0.26795325,-0.17329526,-0.8173164,-0.8074429,-0.17814504
Mrps17,0.53510857,0.086303145,-0.46223053,-1.5178213,0.22712073,0.024624472,-1.4066582,0.41284764,0.09803332,0.11799388,-1.0725874,-0.0029180092,0.053076223,-0.23335947,-0.36066958
Nipsnap2,-0.1588522,0.19613373,0.062862135,0.48453936,0.29421532,-0.24039395,-0.6863653,-0.11640027,-0.002008575,0.3167392,0.020283995,0.00023192097,-0.17221195,-0.069821194,-0.22492391
Sfswap,-0.18444914,-0.7025727,0.55166155,-0.11955287,0.10575641,-0.673874,0.17349516,0.09661948,-0.10635315,0.18738382,-0.30282372,0.008050456,-0.96698594,0.076661065,0.47658893
Auts2,-3.2522168,0.26027513,0.09606655,0.06840403,0.49345484,1.1837049,0.83588535,-0.38423157,-1.8698705,-0.46018827,0.62392783,-0.687596,1.1068447,-0.07207315,-0.2987275
Gtf2ird1,0.23845735,0.59310454,-0.17798445,0.10501335,-0.4477987,-1.1291802,-0.30984968,-0.3492856,-0.094238244,-0.39942545,-0.23593912,0.018292375,-0.32685193,0.38391063,0.42888534
Rfc2,0.10102221,-0.47212255,0.13003452,0.056833226,0.8491737,0.36024052,-0.6945825,0.13537966,0.114385135,0.58745646,0.11001546,-0.062396333,-0.52738345,-0.37068415,-0.6143072
Bcl7b,0.82747895,-0.53708297,-0.95177066,-0.38866952,-0.48954403,-0.14340219,-1.5285649,0.5429524,0.60655755,0.18952586,-0.08733482,-0.0019777678,-0.70111006,-0.54968995,-1.1242543
Pom121,-0.6627991,-0.2897706,0.5479746,0.46696946,0.6646573,0.26973528,0.17708796,-0.17333895,-0.229161,0.8174105,0.50087905,-0.15660311,0.25868094,0.015275973,-0.42743063
Baz1b,-0.13738854,-0.29145887,0.13368747,-0.058409512,-1.2076368,-0.00953812,-1.2312623,0.36514235,0.02986086,-0.5300219,-0.22361797,0.024798421,-0.240062,-0.039411284,-0.41898924
Por,-1.5843596,-0.29892635,-0.25061032,0.71248233,0.36848897,1.0146319,0.0025994314,-0.17351632,-0.80731213,0.22533105,0.76703036,-0.22963947,1.0270091,-0.35454515,-0.21501411
Dtx2,0.31566933,-1.1675965,0.055632792,0.3506396,0.36302873,0.46956444,-0.73403496,-0.31510863,-0.08380532,0.23826292,-0.03742557,-0.006953924,-0.9280527,-0.19022316,0.5477029
Orai2,0.27154493,0.071273826,0.042113867,-0.4294579,0.54345477,-0.121269524,0.7366752,-0.2756308,-0.0027511208,0.32175466,-0.9218052,-0.0055277934,-0.6086087,0.11726926,0.04505259
Mdh2,0.015357636,0.07076991,-1.1977851,0.14911516,0.20153977,0.16183208,-1.2239386,0.027488142,0.013058146,-0.04382903,0.42880324,-0.0005631484,-0.47302738,-0.33909592,-0.7220817
Gm16599,0.9194569,-0.48240012,0.7357292,-1.3802794,-1.0681503,-1.3496401,0.74354595,-0.061624356,0.5112614,-0.58144855,-1.1452091,-0.0069992505,-0.32739657,0.42081025,0.034606524
Ap1s1,-0.91798663,-0.31316575,-0.37671924,0.8788008,-0.88282967,1.1210526,-0.50592774,-0.04666785,-0.31248805,-0.24912167,1.1825454,-0.1659931,1.0002384,-0.4373457,-0.84657574
Fis1,0.7053498,-0.62646866,-0.58082473,-0.47536203,-0.36249754,0.55230904,-0.5914726,-0.19829002,0.4241556,-0.57956845,0.30494088,-0.007154328,-0.26939544,-0.6414771,-1.0453081
Trim56,0.4283638,-0.0031789802,-0.27137366,-0.30060476,-1.0638791,-0.042462207,-0.4697177,-0.19864638,0.0072902283,-0.90823156,0.20390165,0.02377149,-0.42509896,0.18147066,-0.5733517
Agfg2,0.0041870093,0.67639196,0.31936985,0.10086527,-0.28611004,-1.638998,0.5101816,-0.26261526,-0.12861069,-0.3305387,-0.6835322,-0.0075653824,-0.46315762,0.37292162,0.5105445
Gnb2,-0.033266366,-0.16127706,0.079466976,0.0077774716,0.41890952,0.40470362,0.15656637,0.020979287,0.0019486626,0.2728032,0.10228586,-0.036317553,0.27548632,0.022321587,0.123385645
Mepce,-0.5701631,0.07381217,-0.002164544,0.26033404,-0.43674105,0.3525893,-0.07494125,0.07661803,-0.056038067,-0.29406533,0.90532684,-0.0030891413,0.23812021,-0.23201483,-0.8588962
Mcm7,-0.21481732,-0.33808747,-0.03892804,-0.5710864,0.45613343,-0.6380387,-0.07455302,0.75042,0.29943836,0.6696182,-0.74211043,-0.04893038,-1.0788355,-0.19514664,-0.13835113
Ints1,-0.36331385,-0.6053418,-0.17315121,0.22162724,-0.08130134,-0.45037973,0.57044303,0.3642148,-0.06496865,0.5285692,-0.39714342,0.0044330577,0.23108134,-0.108667396,-1.0349832
Mad1l1,-0.023103386,0.7951196,0.48268986,0.23217195,-0.7281996,-1.4244467,0.20117722,-0.6006716,-0.54042536,-1.1596571,-0.5599848,0.00038040336,-0.65857565,0.59040195,0.9524194
Card11,-0.22812952,0.5110953,0.43952265,0.3079262,-1.2359756,0.3451505,0.75969493,-0.99859864,-0.10345223,-1.3967569,0.19110334,-0.028188663,0.12121904,-0.1588212,0.74892586
Eif3b,-0.20539142,0.10831116,-0.42395627,0.34938163,-0.22022547,0.41109738,-0.089016445,0.12105611,-0.10193187,0.388242,0.4415196,-0.013002561,0.4781168,-0.12750697,0.12262959
Fscn1,-5.0370274,-0.90596366,-1.6711353,-0.49939033,0.064907186,2.4525514,-0.9731076,-1.776718,-2.5229821,-1.1127745,1.3121905,-3.5194726,1.4179302,-1.2565304,-1.2722698
Tecpr1,-0.2841015,-0.1507492,0.40883535,-0.72328025,0.35035312,0.43084648,0.967096,-0.6410508,-0.1166177,0.20771435,-0.10282013,-0.020057464,-0.44695565,-0.21152516,0.7846554
Trrap,-0.0074361106,0.35267782,0.06266795,-0.017657988,-0.12029315,-0.6748469,0.2128986,-0.40015927,-0.0678692,-1.3365493,0.19261143,0.006559011,-0.45191664,0.17866255,0.33351833
Arpc1a,0.11315091,0.22928075,-0.7762707,0.2579439,-0.44961068,0.046564262,-1.4798152,0.18563691,0.037447184,-0.84996134,0.12198875,-0.004095483,-0.7095167,-0.4179871,0.4436778
Pdap1,1.5007582,-0.48993987,0.27916294,-1.3014885,-0.3175271,-1.6573219,-1.447268,0.95269144,1.5875512,-0.22496675,-1.3322635,0.00031144172,-1.070366,-0.39039266,-0.045150723
Bud31,-0.037915707,-0.57341945,-0.5594421,0.19425736,0.3175512,0.6064322,-0.10538676,-0.04060527,0.05381833,0.07579501,0.19289145,0.0016950557,0.724759,-0.694002,-0.16974863
Arpc1b,0.073070936,-1.0943558,0.14202942,-0.63413596,0.64855355,0.13374563,0.77649593,0.034593284,-0.03274692,0.64703274,-0.511285,-0.024812285,0.18655545,-0.12550597,-0.574805
Rnf6,1.0311366,0.01689158,-0.33498436,-0.8839231,-1.3082922,-0.7098286,-0.031025553,0.4573599,0.8259104,0.020996459,-1.0311425,0.04812002,-1.1194421,-0.23207487,-0.77745193
Pomp,-0.02739292,-0.46050578,-0.75235677,-0.1435516,0.4075108,0.7070908,0.26503107,0.003031879,-0.11268294,0.27801752,0.30967817,-0.041536868,0.37992996,-0.665789,-0.82242244
Gm42791,0.8841502,0.09309476,0.7696105,-0.6069885,0.3461037,-2.2456498,-1.3831183,-0.09128422,0.22758564,0.5256344,-0.85393417,0.049438015,-1.3364116,0.20264342,0.7578314
Pan3,-0.18780208,0.72615945,0.49373853,0.16601288,-0.35682496,-0.9341972,-0.43040597,-0.34951633,-0.6180868,0.019826815,-0.99532074,0.052832063,-0.44985324,0.6782682,0.6112627
Uspl1,0.6274171,0.20359086,-0.18807596,-0.41378278,-0.6604696,-1.5776201,-0.04854316,-0.0039586187,-0.15682906,-0.54910594,-0.25427365,0.06780783,-0.5041105,0.53338087,-0.6973408
N4bp2l2,0.027722105,0.53562987,0.16466881,0.034781553,-0.096715786,-0.18661779,-1.2532698,-0.25324738,-0.0021902304,-0.26478177,-0.12675275,0.0009838288,-0.53284013,0.084246375,0.2594944
Pds5b,-0.02633496,0.66387594,0.062384028,-0.19830538,-0.5460492,-1.2974339,0.3999075,-0.20806554,-0.19051301,-0.24177147,-0.5757348,0.1019403,-1.0845821,0.5392279,-0.31055662
Slc25a13,-0.13874745,0.62927544,-0.23109761,0.22503616,-0.115092054,0.79450786,-1.4436418,-0.016754994,-0.16088156,-0.48433265,0.39402273,0.02206278,-0.1790198,-0.14192703,-0.7380944
Umad1,-0.44178885,0.18300276,0.46948916,-0.103535496,0.11939685,-0.38960055,0.025131386,0.045763798,-0.09745437,0.34401152,-1.031535,-0.0066610975,-1.0314757,0.3104097,-0.14704816
C1galt1,1.0161391,0.14109382,0.44698972,-0.50295866,-0.6913398,-1.3260751,-1.7266343,0.11502582,0.5276622,-1.3554112,-0.95469457,0.17065668,-1.3440685,0.46985605,0.32957107
Phf14,-0.07238831,0.48024708,0.68412775,-0.39527425,-0.25788668,-0.5196812,-0.23940076,-0.29524872,-0.19256856,-1.3020278,0.10991472,-0.024456626,0.0885214,0.39581338,0.32156998
Tes,0.28799146,0.541093,-1.2848077,0.43119887,-0.14453101,1.0255598,-0.6244375,-1.1632721,-0.31032047,-0.43176043,1.0742805,-0.04811822,-0.52466136,-0.12331461,-0.39342943
Lsm8,1.1852461,-1.5936333,-0.57995385,-0.84300435,-0.4160143,-0.36118132,-0.19827971,0.29117227,0.7234429,0.24802789,-0.5617295,0.11194489,-0.4672655,-0.82138425,-1.1606138
Capza2,0.5249345,-1.1441013,-0.17514904,-0.18731046,-0.65514696,-0.17466903,-0.32279655,-0.018247223,0.077467896,-0.41697937,-0.70989233,0.047573723,-0.040446177,-0.25307524,-0.9580615
Wasl,0.21142612,0.17738019,0.8506573,-0.7332985,-0.1852212,-0.5808458,-1.3159791,0.22870098,-0.08418993,-0.7621919,-0.6684813,0.018420812,-0.60873586,0.61453515,-0.31109956
Rbm28,-0.33048666,-0.10773963,0.139103,0.002530745,0.22876415,-0.10184794,0.35943228,0.120636016,-0.023779249,0.6219567,-0.6132288,-0.0019509001,-0.23967397,-0.13496464,0.030437402
Gm45062,0.47302186,0.5775501,0.40583605,-0.41490513,-0.47572976,-2.3171537,0.36325997,-0.2694323,0.11983566,-0.5871625,-1.6273495,0.16383627,-1.2818959,0.6172007,0.5506134
Impdh1,0.7531313,-0.671432,-0.12393321,-0.92362946,-0.11913704,-0.62589175,-0.60473937,0.0785884,0.27023044,0.1621225,-1.1906743,0.08428873,-0.086873084,0.20741701,-1.225821
Tnpo3,-0.15854046,0.5016166,0.30278602,0.15975839,-1.4559525,-0.4523161,-0.54082525,0.20973822,-0.17373255,-0.5772357,0.01576986,0.016231835,-0.349967,-0.22329696,0.7186599
Ahcyl2,-1.1244323,0.67613375,0.04507729,0.51205564,-0.8856118,0.9843456,0.30404326,-0.93177855,-0.78578454,-0.5252462,0.5148117,-0.06049081,0.465239,0.30716547,-0.4447327
Nrf1,-0.383493,0.5958284,0.14114885,0.5644224,-0.32064673,-0.16708227,0.560545,-0.32890344,-0.06984593,-0.97663945,-0.3760842,-0.015517751,0.11725136,0.13542691,0.4380849
Klhdc10,-0.32111278,0.5910029,0.68231595,0.06754853,-0.3472853,-0.24702987,-1.3477151,-0.15181962,-0.19061837,0.12795803,-0.5368859,-0.022420181,0.28863794,0.3059238,0.6232913
Mkln1,-0.44542536,0.33089775,0.41958547,-0.44766527,0.37939706,-0.43460584,0.91465974,-0.10419552,-0.26180077,-0.0015595139,-0.7222767,-0.035120085,0.13812636,-0.21963911,1.0153617
Bpgm,-1.6560266,-0.89900106,-0.98528403,-1.5334227,1.8552191,-0.27635178,0.5615316,-0.6232724,-0.5698732,-0.056517232,-0.44628724,-0.376144,-0.90662086,-0.3859928,-0.66143435
Chchd3,-0.19530804,0.2857078,0.47652876,-0.39081758,-0.21781182,-0.7396256,-0.028424114,0.15931995,0.1235549,-0.2688764,-0.5986545,-0.013694398,-0.22114953,0.107973255,0.19831732
Exoc4,-0.64439523,0.717789,0.71740496,0.33193952,-0.55780655,-0.605679,0.14292453,-0.44535938,-0.6399903,-0.41867653,-0.20266429,-0.030234732,-0.16847149,0.49432012,0.8946244
Nup205,0.66079503,-0.2604458,0.1819851,-0.17581995,-1.1102788,-0.76018876,-1.0808624,0.5446828,0.5598452,-0.28593647,-0.86384946,0.021193601,-0.9420546,-0.19567463,0.18471767
Cnot4,-0.23738399,0.45533442,0.80745834,0.05908632,-0.10086535,-0.48465645,0.16868506,-0.6347427,-0.32953084,0.031812903,-0.04491483,-0.043108106,-0.45968112,0.5558025,0.8348538
Mtpn,0.21842825,-0.8774653,-0.07318646,0.025841286,0.5497339,-0.20718682,-0.9695077,0.053909276,-0.035378516,0.11043622,-0.3363476,0.0055203205,-0.0013928149,-0.012637155,0.09862669
Trim24,-0.15226357,0.50017744,0.7315447,-0.2577221,-0.636318,-0.5860172,-1.4839804,-0.2875778,-0.3514813,-1.0645041,-0.20689113,0.080625445,-0.60104835,0.27282277,0.74327487
Zc3hav1,-0.4340757,0.72275835,-0.11642461,0.13893433,0.041997097,0.4505662,0.12987171,-0.49106807,-0.15731493,-0.25568622,0.32698277,-0.009934428,0.47129738,-0.19689472,0.63141495
Ubn2,-1.212463,0.7881215,0.24553584,0.99705184,-0.14941126,0.041668367,-0.21447615,-0.7457703,-1.2399391,-0.6794476,0.6815153,-0.07093078,0.5568532,0.10065067,0.43237707
Kdm7a,0.29252046,0.3538738,-0.37515444,0.11370411,-1.4678427,0.6237274,-1.3114213,-0.48349002,-0.007792879,-0.8135984,-0.054969817,0.029833052,0.5359312,0.06670174,-0.73417455
Braf,-0.24617402,0.30925968,0.5658716,-0.41883174,0.055326905,-0.7130503,-0.33796412,0.03361745,-0.049955383,-0.20875248,-0.2778902,-0.0028457507,-0.50189465,0.2104502,0.12881626
Luc7l2,-0.22304063,0.5019153,0.26522487,0.13978091,-0.82135576,-0.37189516,0.055649202,0.040442828,-0.051859137,-0.08881719,-0.31980565,0.0017903061,0.22703752,0.042147525,0.159995
E330009J07Rik,0.5849954,0.30391344,-0.30806154,-1.0001845,-1.5289961,0.17740043,-0.32784507,-0.10112631,0.0727382,-1.3206106,0.15679023,0.22171147,-0.6856401,0.006357988,-0.7283446
Zyx,0.103062,0.15490712,-0.0031708179,-0.57334626,0.07994453,0.17883216,-0.48222274,-0.042265233,-0.0052480306,0.049620923,-0.19462189,-0.00051282055,0.30273658,-0.0029959003,-0.46116185
Trbc2,0.16473433,0.040936016,-0.1454364,-0.23176286,0.554499,-0.63158745,0.80452716,-0.6044586,0.10975379,0.11920129,-0.4930358,-0.04237236,-0.30480388,0.0010259177,0.1524278
Cul1,-0.13683893,-0.26021144,0.1696146,0.17806259,0.3104018,0.10516762,0.45236453,0.2338801,0.0051637758,0.4961693,-0.4595281,-0.010740278,-0.44690323,-0.03599859,0.1286167
Gimap8,0.008824365,0.1381595,-0.14008157,0.06280836,-1.6737233,0.36112794,0.9849356,-0.9045098,-0.09509411,-1.2833569,-0.2890163,0.038370803,0.055191323,0.0758334,0.4478435
Gimap9,1.0166732,-0.8472667,-0.2392871,-0.5007793,-0.59867394,-0.08474602,-0.4600017,-0.03222471,0.3281422,-0.39613116,-0.8945643,0.09111997,-1.0956964,-0.2366339,-0.39165756
Ezh2,0.22684619,0.029869393,0.1373587,-0.81619364,-0.1029214,-1.2264018,-0.67424774,0.4014962,0.35250112,-0.09602955,-0.685831,0.042098723,-0.50350416,0.27734834,-0.3244306
Tmem176a,-2.0258842,-1.0763005,-0.18403336,0.39079818,0.951027,1.3482434,-1.0226084,0.029775195,-0.6738112,0.45490542,0.8886862,-0.9901962,1.1729256,-0.85928756,-0.22918957
Tmem176b,-2.0563588,-0.8913145,-0.6853406,-0.5713321,1.1168226,1.4109216,-0.97363955,0.25356984,-1.4641438,0.9924092,0.9261117,-0.387057,1.1092947,-0.5850399,-0.9966442
Gimap6,0.28486174,-0.60890347,-0.042997815,-0.57196486,0.5336776,0.29493362,0.76183933,-0.6448667,-0.15248218,0.21188354,-0.009575837,-0.029669974,0.14556709,-0.2691101,0.48285946
Hibadh,0.48815653,0.34024498,0.24662675,-0.4235075,0.24179249,-1.4250755,0.08730628,-0.22539991,-0.026788536,0.042741444,-0.6949988,-0.026194844,-1.1873287,0.26608005,0.6995363
Tax1bp1,0.1749598,-0.5036049,0.30888632,-0.32772133,0.36570624,-0.6781427,-0.11331131,0.19987383,0.3122237,-0.09763939,-0.8501058,0.010311011,-0.68697476,0.17422509,-0.8850857
Gars,0.24693945,-0.63971055,-0.12719059,-0.8281325,0.18335003,-0.057021428,-0.39473024,0.59519047,0.16333428,0.41532502,-0.29826578,-0.023874577,-0.94427454,-0.14708443,-0.5955907
Znrf2,0.032768447,0.29594803,-0.13204308,-0.25447515,-0.9609206,0.071002245,-0.07232817,-0.00037452744,-0.03394897,-0.48887396,0.11997442,0.0039221128,-0.19903253,0.02442341,-0.1543767
Inmt,0.33538282,-0.42268008,-0.968074,0.53368634,0.20018741,-1.7121212,-0.4565111,0.05814676,-0.20082514,0.11617027,-0.6424314,0.6759037,-1.3704623,-0.44018337,-0.9041854
Avl9,0.4848876,0.38249394,-0.18322758,-0.38844678,-0.44632238,-0.5233194,-1.4377292,-0.25682324,-0.025322756,-0.037805535,-1.2909452,0.031537004,-0.3397602,-0.017680261,-0.052888665
Kbtbd2,0.26344854,-0.19371693,0.16039725,-0.40155464,-0.39908203,-0.88674295,-0.16223758,-0.067879364,-0.040285118,0.18119834,-0.1889601,0.019979184,-1.0944296,0.1155015,0.09588181
Herc3,-0.082987696,0.66471756,0.48235875,0.435996,-0.669433,-0.20018844,-0.58587515,-0.44196627,-0.4263148,-0.65040636,0.05499671,-0.023885664,-0.020204362,0.8132035,0.54646355
Tigd2,0.752672,-0.53352493,-0.46949887,-0.31874287,-0.30478477,-0.5179461,0.30135116,-0.089954644,0.20305423,-0.42831898,0.13956536,0.007982068,-0.33617985,-0.30889997,-0.2815846
Smarcad1,0.058666114,0.090581395,0.081632674,-0.16407529,-0.062112905,-0.36877045,-0.005851425,-0.011314592,-0.0010952167,-0.15597774,0.015418777,-9.371882e-05,-0.0631724,-0.0011269586,0.046021596
Gng12,0.024064217,0.15750638,-0.64043516,0.10424631,0.23146847,0.2458376,0.21076238,-0.29256952,-0.02427794,0.0920575,-0.21534653,-0.00025509798,-0.012727853,-0.11062098,-0.51899916
Igkc,-3.2427263,-0.72963095,-0.3268898,0.31067818,1.6741238,0.31405324,-0.1818873,-0.64112514,-1.4142032,0.88698524,0.07384874,-0.85484004,0.24683277,-0.7253955,0.24907297
Chmp3,-0.0033337232,-0.6434285,-0.08299802,-0.08836691,0.2605571,0.004652464,-0.7700433,-0.015650341,0.0056143054,0.117193244,-0.08089656,0.0014818481,-0.7299782,-0.009740694,-0.5513026
Kdm3a,0.2756585,0.58093953,0.32909864,-0.4896921,-0.33881617,-0.66734785,-1.6077944,-0.042169347,0.0056056036,-0.039213866,-0.5268277,-0.017330375,-0.6394546,0.17443193,0.38643354
Immt,0.17706212,-0.09108901,0.0019963505,-0.15776391,-0.49494505,-0.6723361,0.56318676,0.13320401,0.019726992,0.11853627,-0.40209955,0.00026727887,-0.6585095,-0.025257202,-0.31243345
Rmnd5a,0.686714,0.2917472,-0.053026572,-0.43138203,-0.109882146,-1.8557999,-0.0022210795,-0.29526994,0.33561403,-0.39204827,-1.3462207,0.16824447,-0.9948368,0.3273118,0.17995046
Rnf181,-0.20514129,-0.9531719,0.07717424,-1.1279727,0.4853792,0.64545155,0.0522245,0.27443478,0.12634948,0.51422775,-0.15479432,-0.0822006,0.3429294,-0.30534914,-0.10558796
Vamp8,-1.749032,-0.16435541,-0.9172855,0.6484055,0.3126622,1.3828293,-0.5193782,-0.20960915,-1.217269,-0.06507516,0.90833765,-0.6668849,1.2375463,-0.70911485,-0.7686425
Kcmf1,-1.1876216,0.70524716,0.12649588,0.884275,0.09085631,0.42026246,-0.7650098,-0.50296265,-1.1423464,-0.33851668,0.72821707,-0.15340108,0.58173406,0.13649663,0.6589767
Pole4,0.4367112,0.0036819915,-0.5635334,0.082415625,-1.0204415,0.29001737,0.4156503,-0.10911195,0.033834845,-0.1215977,-0.023080014,-0.03587261,0.76689774,-0.66400856,-0.26556656
Mogs,-1.9059607,-0.038106084,-0.9010083,0.8384818,0.027297353,0.97021496,0.98742324,-0.5493897,-1.1243483,0.46366832,0.70422083,-0.08490084,0.25935113,-0.9056659,-0.732633
Dctn1,0.53750247,-0.04010606,-0.27524245,-0.17812116,-0.22956459,-0.56016594,-1.0087935,0.3537993,0.119859636,-0.63598156,-0.34624583,0.02051996,-1.1642497,0.15119457,-0.27466163
Mob1a,0.6650951,-0.85156214,-0.49588132,-0.52466625,-1.1251096,0.14910875,0.07004406,0.19272175,0.44113985,-1.4812053,-0.5465175,0.029741082,-0.7307702,-0.025664348,-0.511558
Tet3,-0.06277312,0.33611396,-0.10139897,0.5674924,-0.57781374,0.17514914,-1.0723366,-0.37593755,-0.09504619,-0.35647452,-0.186202,0.0031290632,0.32111424,-0.1290944,0.27989498
Exoc6b,-0.026063591,0.85569364,0.16701528,0.14964812,-0.90395635,-0.9914114,0.16785245,-0.30875707,-0.43563116,-0.36813352,-0.26595688,0.042054206,-1.3013009,0.65497196,-0.21352471
Zfp638,-0.029682398,0.47488254,0.38132164,-0.39322984,-0.87185687,-1.2302113,0.06698031,-0.01997714,0.010115776,-0.4811663,-0.5082559,0.0006005727,-0.5893109,0.64830786,0.1865068
Dusp11,0.56603616,-0.37491176,-0.15316343,-0.11984087,-0.35396126,0.12706299,-0.8630561,0.0367955,0.062162932,-0.24112532,0.3265651,0.008214294,-0.6098919,0.16207038,-1.0415288
Tia1,0.049451113,0.45275488,0.12456173,0.22690968,-0.40115944,-0.8509597,0.1997568,0.017722959,-0.008631759,0.0074194963,-0.36098728,0.0006240533,-0.41675362,0.0983982,-0.3536471
Pcbp1,0.7845,-0.63888144,-0.57319736,-1.3818575,0.24239056,-0.23672788,-1.0547805,0.34181777,0.6473514,-0.032450654,-0.20929243,0.10590121,-1.1312134,-0.51390576,-0.8060998
Gmcl1,-0.09199345,0.22778371,-0.007032186,-0.11196059,-0.13842571,-0.5071037,-0.51454604,0.36623332,0.00207552,-0.49834764,-0.3764946,0.0028949042,0.014364425,-0.024217894,0.097606435
Gfpt1,-0.20660833,-0.4365029,-0.49680725,-1.0327231,-0.41434678,0.6732838,0.44879457,0.30847308,-0.050997052,-0.045864698,0.3232171,-0.0018996547,0.10752257,-0.03915579,-0.5536102
Arhgap25,0.17884587,0.023057565,0.40940505,0.010328169,-1.3014083,-0.37208825,-1.2484658,0.10998777,0.03693944,-0.58793855,-0.44326535,0.008451923,-0.6156671,0.4001817,-0.10206495
Isy1,-0.07923111,-0.76691425,-0.7165055,0.3920836,-0.213915,0.43036777,0.17865898,0.0057058055,-0.03082779,-0.17264104,-0.47661582,-0.0014174447,0.010363985,-0.039120857,-0.70132583
Rab7,0.22482984,0.0035534112,-0.4522181,-0.091869876,0.32538775,-0.11975365,-0.02436428,-0.014343243,0.00943571,0.19321783,-0.005813922,0.0034437252,-0.56490785,-0.031300206,-0.9792712
Cnbp,0.31301177,-0.8187122,-0.31062117,-0.46347147,0.011014516,-0.089026146,-0.06337822,0.59243184,0.46511772,0.09298674,-0.12360475,-0.01266619,-0.16677004,-0.47578123,-0.4921676
Eefsec,-0.38834834,0.76721084,0.7796621,0.14366205,-0.1845535,-1.0154748,-0.35406753,0.050248016,-0.24941602,0.26212546,-0.87351286,-0.0339127,-1.5158284,0.62558085,0.49139944
Mcm2,-0.6865343,-0.36623362,-0.023226177,-0.3500041,0.41988677,-0.5075853,0.13769823,0.6755117,-0.009746697,0.314413,-0.23867935,0.0296579,-0.07708452,-0.39302656,-0.68814105
Chchd6,-0.26260623,0.43010157,0.38213137,0.44003496,-0.21587454,0.18395963,-1.1563679,0.18541436,-0.0013697203,0.16599791,0.3196935,-0.0047018807,-0.002594424,-0.041205436,0.16322179
