,Shared topic 1,Shared topic 2,Shared topic 7
Echdc1,0.0070536975,-0.029473808,-0.09151376
Rnf146,0.022932447,0.009407785,-0.04593461
Trmt11,-0.048454784,0.07912326,0.0130988825
Calhm6,0.017917795,-0.06745953,-0.019067692
Tspyl1,0.002123951,-0.0013320693,-0.025371183
Hdac2,0.0173243,-0.042113915,-0.051394224
Fyn,-0.058125526,-0.011862756,0.22707388
Gtf3c6,-0.0061496804,0.025017485,-0.0086498745
Sec63,-0.028598601,0.07715207,0.0032166548
Qrsl1,-0.028336816,-0.0118833445,-0.028448626
Rtn4ip1,-0.04265053,0.0657314,0.022687731
Crybg1,-0.024306495,0.02201721,-0.03989532
Prep,-0.03486014,0.05447218,0.037646607
Hace1,0.005193956,-0.026194843,0.056943696
Ascc3,-0.024171896,0.06089527,-0.061919697
Lilrb4a,0.019717878,-0.019448971,-0.08366113
Gopc,-0.07276162,0.050980777,-0.043018095
Mcm9,0.07068312,-0.10328655,-0.17139076
Man1a,0.024917794,-0.050880942,-0.091971144
Serinc1,0.06675212,-0.122492716,0.020079168
Sowahc,0.02305599,-0.005410615,-0.0837979
Ascc1,-0.09070469,0.08187573,0.071877755
Chst3,-0.052644007,0.23128462,-0.029922953
Psap,0.35930145,-0.3154899,-0.16940503
Slc29a3,-0.035011757,0.026451878,0.010171116
Sgpl1,-0.029829705,0.05821703,0.07673677
Pald1,-0.0149727315,-0.03776369,-0.0022226064
Tspan15,0.04393171,-0.03568281,-0.12690723
Srgn,0.02597013,-0.060524277,-0.038358383
Ddx21,-0.06414068,0.098752536,0.069480926
Slc25a16,0.04532817,-0.12846492,-0.069513604
Herc4,-0.06110277,0.11469579,-0.016162582
Slc16a9,-0.062023535,0.07843935,0.04736214
Ube2d1,0.014907341,-0.04220371,-0.02249318
Cisd1,-0.03194889,0.06337886,0.07197456
Zwint,-0.025350494,0.07386301,0.07363802
Bcr,0.058796324,-0.037197735,-0.0721026
Adora2a,-0.045350496,-0.052180883,0.29977044
Gucd1,-0.0017760964,-0.06595635,0.19037437
Mif,-0.09475496,0.13740207,0.07971422
Chchd10,-0.056698047,0.12172834,0.04172695
Prmt2,0.014891944,-0.012275629,-9.8491684e-05
Pcnt,-0.10471216,0.06281475,0.087179154
Mcm3ap,-0.11070286,0.08434391,0.18133737
Col6a1,0.04349101,-0.1693328,0.052121453
Slc19a1,-0.033982895,0.010563903,0.03816389
Sumo3,0.076706156,-0.102717094,-0.13318494
Cfap410,0.013110548,-0.07250076,0.018938323
Gatd3a,-0.12315404,0.14065224,0.17666258
Pwp2,-0.021537937,0.07520739,0.005514311
Rrp1,-0.028507687,0.09072089,0.022830833
Pdxk,-0.05416674,0.019121155,-0.0034600564
Mier2,-0.059592657,0.013346791,-0.080423936
Madcam1,-0.05358477,0.12086797,-0.17417382
Rnf126,0.049353875,-0.022149175,-0.062295105
Ptbp1,-0.0470936,0.09057098,0.03404294
Wdr18,-0.087882996,0.11035789,-0.026043363
Cnn2,-0.14302531,0.11427184,0.1597868
Arhgap45,0.16114038,-0.23581536,-0.104876965
Atp5d,-0.069830194,0.06759034,0.018770553
Midn,-0.07702798,0.101668164,0.028747063
Cirbp,-0.025356509,0.09265439,0.03408064
Ndufs7,0.012359482,0.045366004,-0.047444705
Dazap1,0.035499014,-0.09390103,-0.0021525372
Mex3d,0.013336099,0.017299946,-0.045178957
Uqcr11,0.009727296,0.08184996,0.049190946
Rexo1,0.002386656,-0.0021132093,-0.043029316
Abhd17a,-0.047443256,0.07991785,-0.021659592
Csnk1g2,0.06500836,-0.09931756,-0.07250367
Mknk2,-0.068136245,0.07353999,0.017447231
Mob3a,-0.031049047,-0.048004698,0.041082818
Dot1l,0.13109905,-0.051560774,-0.19518477
Sppl2b,0.1979399,-0.20682278,-0.0941154
Gadd45b,-0.05158729,0.03669414,0.13025573
Map2k2,-0.0011856896,-0.02801603,-0.018443536
Zbtb7a,-0.3456055,0.30822808,0.14387691
Pias4,-0.009906657,0.0029319122,-0.051335774
Eef2,0.25136247,-0.23273784,-0.15730688
Dapk3,-0.028664498,0.065702006,0.07356928
Mrpl54,-0.053605318,0.1396414,-0.03646897
Cactin,-0.06772053,0.029081598,-0.06948809
Hmg20b,-0.07489361,0.10967432,-0.0031363852
Ncln,0.020646058,-0.06911633,0.014345622
S1pr4,-0.122011766,0.1111099,0.1095755
Tle2,0.10877618,-0.15577039,-0.06674781
1190007I07Rik,-0.016970163,0.13036196,-0.109772384
Txnrd1,-0.097069494,0.17847392,-0.030818254
Chst11,0.049335375,-0.056198385,-0.10669739
D10Wsu102e,-0.009108184,0.048200373,-0.06976066
Appl2,-0.01925086,-0.0077188862,0.024668448
Ckap4,-0.14372605,0.15479633,-0.042136483
Ric8b,-0.07856268,0.11184422,0.08379102
Rtcb,-0.017511234,-0.068140596,-0.05395699
Timp3,0.120415315,-0.119855896,-0.11482775
Hsp90b1,0.115024716,-0.17275757,-0.1534946
Igf1,0.023587862,-0.05880876,0.11872373
Dram1,-0.17180888,0.18428005,0.095027395
Gnptab,-0.036642127,0.06894074,0.019739464
Slc25a3,0.07472342,-0.09145881,-0.09451502
Lta4h,-0.27666017,0.18411861,0.24004588
Snrpf,-0.05629062,0.14226192,0.05251997
Fgd6,-0.042029053,0.06978202,-0.03641778
Mrpl42,-0.018339131,0.09957814,0.08810601
Ube2n,-0.03707013,-0.0028515114,-0.08300248
Nudt4,0.062144898,-0.015130831,-0.013179233
Eea1,0.023284422,-0.061891355,-0.024422336
Dcn,-0.24377045,-0.00013430789,0.43701112
Galnt4,0.0013974681,0.024809204,0.0057091545
Dusp6,0.041446384,-0.053325057,-0.21356878
Osbpl8,0.005493488,0.061777882,-0.016562022
Nap1l1,0.07847378,-0.12463519,-0.12758018
Tmem19,-0.06340505,-0.0048157107,0.19854185
Cct2,-0.0106651345,0.0054451367,-0.013434857
Lyz2,0.073941804,-0.117555805,-0.14468504
Lyz1,-0.20494273,0.2128311,0.1929199
Cpm,-0.08252641,0.15608686,0.094754234
Llph,0.008266563,0.03436656,0.016835239
Msrb3,0.042777106,0.010882748,-0.020205932
Xpot,-0.09171756,0.047679603,-0.022156438
Ppm1h,-0.15419829,-0.011277154,0.13800822
Mon2,-0.053261384,0.01698287,-0.069749996
Mettl1,-0.0693718,0.15627962,0.029897632
Tspan31,-0.12014462,0.07310472,0.00255584
Agap2,-0.016125895,0.07142631,0.04680998
Ddit3,0.01563418,-0.0136678275,0.051204663
Shmt2,-0.04252278,0.07682432,0.0038124071
Lrp1,0.3900947,-0.3641659,-0.13863704
Stat6,0.017559014,-0.030894183,-0.061674416
Naca,-0.017944759,-0.012947569,-0.021869944
Timeless,-0.014670679,0.070135824,-0.03389836
Stat2,-0.06672931,0.07920221,-0.011626145
Cs,0.01787323,-0.05805108,-0.06384125
Rnf41,-0.19798248,0.14793825,0.051107813
Myl6,0.14261259,-0.20560886,-0.11953136
Esyt1,-0.014334932,0.04994489,0.041086994
Zc3h10,-0.015556179,-0.007295903,0.052134022
Pa2g4,-0.011063464,0.048996225,-0.026027646
Dgka,-0.044477195,-0.071135536,0.25465435
Dnajc14,0.042428873,-0.060936052,-0.1296703
Sarnp,0.07880974,-0.15894727,-0.17928848
Gdf11,-0.09560004,0.119767234,0.05789561
Tespa1,-0.06309195,0.0578518,0.015215611
Sfi1,0.052801996,0.024395395,-0.084245875
Eif4enif1,-0.017991077,0.0033637555,0.0767004
Rnf185,-0.06649328,0.03354136,0.0684741
Tcn2,0.02849146,-0.02041887,-0.011035828
Sf3a1,0.005142564,-0.0202658,0.013351639
Zmat5,0.047453646,-0.03804761,-0.13768914
Nipsnap1,-0.04760579,0.09127401,0.13614088
Thoc5,-0.12778673,0.11434946,0.1015248
Xbp1,-0.04540685,0.08235191,-0.036856305
Polm,0.023278983,-0.022419235,-0.014535472
Tmed4,-0.013560921,0.021954454,0.025880106
Zmiz2,-0.0014496455,-0.05863619,-0.10024482
Snhg15,0.03735309,-0.072059974,0.018886395
Igfbp3,-0.12147789,0.13711382,-0.030951401
Sec61g,0.30314657,-0.15308028,-0.07248343
C1d,0.0065027606,-0.030110244,-0.05387399
Etaa1,-0.029270183,-0.004711244,0.08753419
Actr2,0.0135265635,0.0009913158,-0.08570946
Aftph,-0.019465646,0.029502386,0.04404573
Peli1,-0.09003922,-0.040553764,0.25578365
Vps54,0.05517006,-0.039204556,-0.1229267
Ugp2,-0.02613998,0.0764655,0.0055248756
B3gnt2,0.0140951155,-0.031653408,-0.06338419
Xpo1,0.0116081545,-0.009614331,-0.023746502
Pus10,-0.0053816577,-0.041595943,0.0005490528
Bcl11a,-0.109033465,0.27628064,-0.16788054
Ppp4r3b,0.0063012596,0.06861318,-0.10791139
Erlec1,0.004598245,0.0013664505,0.009128348
Chac2,0.2074838,-0.17942137,-0.15102036
Stc2,-0.036142044,-0.0056707878,0.119569756
Il9r,0.0003439493,0.05490812,-0.15800524
Rhbdf1,-0.059983883,0.1432693,-0.07792587
Nprl3,0.09286189,-0.07423968,-0.040840846
Hba-a1,1.043208,-0.673856,-0.37566966
Sh3pxd2b,0.019483412,-0.04606042,-0.07357544
Stk10,-0.123254366,0.07094452,0.17815602
Fbxw11,-0.016454013,-0.0045007393,-0.018395582
Npm1,-0.14862925,0.22013864,0.16673507
Mat2b,0.018256327,-0.05539191,-0.020720365
Hmmr,0.14584854,-0.093596786,-0.09468371
Pttg1,0.0075672437,0.014765674,-0.03843984
Ebf1,-0.5418652,0.5698807,-0.106228925
Clint1,-0.092062704,0.10335809,-0.035370525
Adam19,0.02032207,-0.12593375,-0.012527096
Cyfip2,-0.052022573,0.09611724,0.10186167
Itk,-0.10806417,-0.0988512,0.37798858
Timd4,-0.14057812,0.23676842,-0.1383764
Trim41,-0.016879352,0.007004045,-0.0044257697
Trim7,0.04257424,-0.053983584,-0.20055066
Irgm1,-0.11079488,0.17372349,0.087466136
Ifi47,-0.14092548,0.16588785,0.17753845
Mgat1,-0.0026892729,-0.0011739659,-0.08140547
Flt4,0.104756996,-0.15760788,-0.14223683
Mapk9,-0.043420397,0.040173322,0.025675474
Tbc1d9b,-0.058624852,0.10448842,0.050547287
Nhp2,-0.002995409,-0.01460176,0.010648666
Rmnd5b,-0.0561899,-0.017354945,-0.016594548
N4bp3,0.0057697697,-0.0054540904,0.08060198
Sar1b,0.007063914,-0.035848234,-0.07975445
Jade2,0.0010259757,-0.011655195,0.021543136
Ppp2ca,0.05692058,-0.1158441,-0.02848289
Skp1a,0.006351591,0.018414294,0.011772247
Vdac1,-0.13539112,0.05481389,0.14617752
9530068E07Rik,0.062424317,-0.13598551,-0.1463874
Aff4,0.015967239,0.0050727557,-0.0821771
Kif3a,0.7626855,-0.44219598,-0.2961179
Rapgef6,-0.13229305,0.15041192,0.16439807
Hint1,-0.04020019,0.11867827,0.027268082
Gpx3,0.43512237,-0.38178903,-0.00849521
Gm2a,0.09244722,-0.1738884,-0.14631566
Slc36a1,-0.012119662,0.01770327,-0.02555577
Sparc,-0.003819179,-0.02942102,0.09047638
G3bp1,-0.0074949143,-0.05525116,-0.015705423
Larp1,-0.09838529,0.06666068,0.089662835
Gemin5,-0.09993182,0.12821917,0.014000774
Igtp,0.031767987,-0.04897518,-0.0146287065
Irgm2,-0.047752686,0.007143344,0.09634373
Btnl10,0.39503792,-0.274707,-0.18364435
Rnf187,0.013905374,0.010335891,-0.015824582
2310033P09Rik,0.06473671,-0.0334395,-0.07954433
Zkscan17,0.020252729,-0.024463896,-0.061863966
Mprip,0.03533459,-0.14860758,-0.07374223
Cops3,-0.06908056,0.013497373,0.065805525
Med9,-0.021371648,0.063029066,-0.039163206
Rai1,-0.12987241,0.010724815,0.11837043
Srebf1,-0.01602751,-0.0065687285,-0.07118583
Atpaf2,-0.0686232,0.036030766,0.11903299
Drg2,-0.030950308,0.022723429,0.06271913
Alkbh5,-0.038447335,0.07061214,0.04106003
Flii,0.021861099,0.0015350999,-0.045406695
Mief2,0.009631326,-0.09416212,-0.056367565
Tnfrsf13b,0.054118432,-0.030069927,-0.13354552
Usp22,-0.032204628,0.09104224,0.04365169
Mfap4,0.0012505166,-0.14923991,0.22578576
Ulk2,0.046899684,-0.07638733,0.016288394
Specc1,0.5183867,-0.3154335,-0.19850877
Map2k4,-0.02540778,0.037046596,0.023003398
Borcs6,0.04534868,-0.08155777,-0.08401327
Cntrob,-0.035898693,0.07559362,-0.039753743
Trp53,-0.15144111,0.17542791,0.10731641
Fxr2,-0.035851985,0.043648716,-0.0135951415
Mpdu1,-0.10130616,0.09821847,0.041046876
Cd68,-0.011550816,-0.0040661814,0.15570085
Zbtb4,-0.12618023,0.16421808,0.053904884
Tmem256,0.028708613,0.04101771,0.032690343
Neurl4,0.037346236,-0.11895372,-0.12581725
Gps2,0.0053365882,0.018321786,0.057750937
Eif5a,-0.04939324,0.10927697,0.07435075
Gabarap,-0.08703169,0.13406813,0.078421295
Acadvl,-0.087447464,0.026634257,0.0959414
Clec10a,0.0065142196,-0.16652912,0.103507176
0610010K14Rik,-0.09220976,0.073265195,0.115892954
Rnasek,-0.08635531,0.03887573,0.10359466
Pelp1,-0.014252655,0.061055787,0.0042697773
Cxcl16,-0.11036174,0.040604137,0.21329163
Psmb6,-0.04043041,-0.025407642,0.112198874
Slc25a11,-0.042933308,0.069620416,0.035938326
Pfn1,-0.54663616,0.33024135,0.23738174
Camta2,0.008228764,0.0056136083,-0.0797036
Kif1c,-0.06069521,-0.05124013,0.015297913
C1qbp,-0.07707863,0.090956695,0.09113577
Mis12,-0.0002299496,-0.010073933,0.08319444
Xaf1,0.0073431116,0.08693654,-0.0012831443
Mybbp1a,-0.108348265,0.14159884,0.13765696
Zzef1,-0.119661584,0.21931784,0.048335303
Ncbp3,-0.048211314,0.030846251,0.021769544
Mnt,0.022522155,0.03243531,0.028613457
Sgsm2,0.03974478,-0.10476731,0.037303805
Wdr81,-0.11362223,0.12571838,-0.019912876
Prpf8,0.024434356,-0.005228256,-0.09444827
Pitpna,-0.033061102,0.055269536,-0.040145244
Ywhae,-0.067502126,0.11566567,0.09404213
Vps53,-0.06621374,0.037806254,0.10107556
Nxn,-0.0011881441,-0.041304402,0.05799346
Timm22,0.55487984,-0.31557578,-0.22156164
Nsrp1,-0.025946358,-0.01834302,0.0095925825
Myo18a,-0.0023122989,-0.021811651,-0.15562117
Flot2,0.012963493,-0.059333682,0.053184282
Eral1,0.06815574,0.002147125,-0.09283347
Supt6,0.02542092,-0.050155282,-0.0022798558
Spag5,0.10752852,-0.08500855,-0.10364202
Unc119,0.016776688,0.03440711,-0.103342704
Ift20,-0.06903641,0.038108647,0.059767105
Lgals9,-0.008017279,-0.02750272,0.06642183
Utp6,-0.08785979,0.09968691,0.09913876
Crlf3,-0.010961116,0.024301866,-0.022758555
Zfp207,0.053578872,-0.014870599,-0.0625418
Psmd11,-0.095139325,0.12472232,0.09856604
Slfn8,-0.070282474,-0.0018012747,0.2394766
Slfn2,0.11084995,-0.19532391,-0.104836
Ccl5,-0.07988641,-0.040483836,0.29793346
Heatr6,-0.05346273,0.09486193,0.05844886
Synrg,-0.0244356,0.04112696,0.015451652
Mrm1,0.064256,-0.0747741,-0.048961893
Appbp2,0.005702857,0.06404072,-0.029827386
Ppm1d,0.14964044,-0.056355353,-0.124040626
Bcas3,0.011848362,-0.022742959,0.043283645
Med13,0.050807476,-0.030531947,-0.09938172
Vmp1,0.049828894,-0.07953958,0.022460114
Cltc,0.030903615,-0.051690318,-0.07487197
Dhx40,0.018128935,-0.056607224,-0.01972772
Sept4,0.13724232,-0.23241815,-0.10799846
Mtmr4,-0.036719948,0.066482596,0.1229056
Supt4a,-0.08995077,0.06976888,0.29012915
Utp18,-0.032334864,0.056800004,-0.059794202
Nme2,-0.17865828,0.16340086,0.16445993
Nme1,0.07185581,-0.06681555,-0.07456141
Rsad1,-0.00074564293,-0.049494065,0.00872399
Lrrc59,-0.07874281,0.12437108,-0.0030265746
Xylt2,-0.037594073,0.0056647556,0.12986985
Kat7,0.057325102,-0.0039429124,-0.103870414
Phb,-0.04493405,0.055671882,0.057904825
Gngt2,-0.03890292,0.09055323,0.018833086
Atp5g1,-0.06385279,0.22104868,0.055871025
Skap1,-0.070268124,-0.10729183,0.30304542
Cbx1,0.023249283,-0.078174196,-0.06912546
Sp2,0.06027978,-0.14204621,-0.05463836
Mrpl10,-0.011411581,0.013465962,-0.013405049
Kpnb1,0.005568015,-0.0068671447,-0.05565206
Npepps,-0.049757954,0.07228581,0.050359365
Socs7,0.1438689,-0.2246123,-0.053705595
Arhgap23,0.15758416,-0.17288762,-0.16496526
Mllt6,0.048198193,-0.0983456,-0.11630265
Pip4k2b,-0.020194713,0.04637918,-0.080561005
Cwc25,0.008494474,0.059720736,-0.031429537
Arl5c,0.048903804,-0.1750171,0.04408175
Fbxl20,-0.017147686,-0.036540765,-0.048258264
Med1,-0.02751134,0.042615466,0.06654475
Cdk12,-0.010997277,0.03554821,0.16098878
Stard3,-0.049077198,0.013428785,0.031294014
Med24,0.017162327,-0.14118132,-0.047774345
Wipf2,-0.028390855,0.008940571,-0.051095374
Igfbp4,0.23730513,-0.27669612,0.0079488745
Ccr7,-0.2719412,0.0020113783,0.36752778
Eif1,0.02225372,0.033041462,0.14597467
Jup,0.0032158932,-0.037871994,0.044966474
Nt5c3b,-0.13705337,0.13168962,0.105358824
Stat5b,-0.12065592,0.15705568,0.19733198
Stat3,-0.003524396,0.0051335786,-0.0107718315
Mlx,-0.06712172,0.12786175,0.017880265
Retreg3,-0.0826019,0.03887084,-0.02493916
Tubg1,-0.067655735,0.016038904,0.12272262
Coa3,-0.006942992,0.046919454,0.021655856
Tmem106a,0.066172205,-0.045693714,-0.05195543
Dusp3,-0.0075178673,-0.042124808,0.052962866
G6pc3,-0.030293537,0.009050432,-0.088281624
Tmub2,-0.014913615,-0.024138784,-0.026193952
Slc4a1,0.84053934,-0.5326402,-0.31819695
Itga2b,0.22459778,-0.185547,-0.046960566
Adam11,-0.023304753,-0.09208703,0.1813397
Eftud2,-0.069451295,0.17477922,0.0007907051
Nmt1,-0.1670396,0.16519208,0.091761015
Hexim1,-0.117490426,0.2113622,0.015579534
Map3k14,0.035463654,-0.004588613,-0.16604744
Arhgap27os3,-0.22056574,0.19208288,0.12021982
Plekhm1,-0.028269742,0.047021102,-0.059937168
Kansl1,-0.080202475,0.16398408,0.089392394
Limd2,-0.007619519,-0.03321539,-0.0053187395
Ddx42,0.02288474,0.019470144,0.033635587
Ftsj3,-0.07805768,0.045781888,0.059271973
Cd79b,0.20356774,-0.1569233,-0.24135605
Icam2,-0.04743828,0.0868365,0.10699662
Gna13,-0.0361206,0.064611614,0.090894945
Amz2,-0.035043757,0.015000481,0.012003166
Kcnj2,0.19696811,-0.14235553,-0.20608647
2610035D17Rik,-0.02740203,0.005287313,0.068870105
Slc39a11,0.021009762,-0.0949185,0.028826294
Cog1,0.04651687,-0.097109064,-0.1202957
Cd300ld,0.0007153242,-0.046257734,-0.10562184
Slc9a3r1,-0.061366357,0.028261153,0.17980827
Nat9,0.033083305,-0.051547773,-0.05637516
Tmem104,0.016543403,-0.059484363,0.087571435
Armc7,-0.022898637,0.019114047,0.12704355
Grb2,-0.1273285,0.11360604,0.09254082
Tsen54,-0.12986115,0.16663283,0.0065776045
Recql5,0.009127748,0.02676896,-0.05636525
Smim5,0.044540253,-0.08880387,-0.10436474
Galk1,0.01234185,-0.025309833,-0.033719275
Unc13d,-0.031244835,-0.053364586,0.13947757
Trim65,-0.053735066,0.04184768,-0.08674678
Fbf1,0.0053943135,-0.07801557,-0.037254162
Exoc7,0.018724103,0.019656133,0.049533337
Rnf157,-0.021371601,0.05779646,-0.019335127
Ubald2,0.080339156,-0.10790302,0.03653186
Ube2o,0.64267105,-0.3783085,-0.24941735
Cygb,-0.021477912,0.010236546,0.060003277
Mettl23,-0.073106036,0.009030117,0.16303447
Sec14l1,-0.05926762,-0.015240249,0.0717658
Sept9,0.09096603,-0.17563045,-0.07232686
Tnrc6c,0.021753296,-0.010409407,-0.03059064
Tmc8,-0.053473536,0.08370741,0.024443472
Afmid,-0.048397794,0.022006758,-0.022243423
Birc5,0.4871145,-0.32876092,-0.1390003
Tha1,0.0505125,-0.03463605,0.028264362
Usp36,-0.04362428,0.042233016,-0.106389634
Timp2,-0.048440047,-0.047352064,0.08214771
Cant1,0.027975535,-0.068562225,-0.090467446
Rnf213,0.13504373,-0.1185444,-0.17784496
Endov,0.038680106,-0.042912766,-0.0036736387
Chmp6,-0.11676732,0.09678021,0.03415916
Baiap2,0.022613877,7.285178e-05,-0.042103674
Slc38a10,-0.025409399,0.11272525,0.14089127
Actg1,0.14341313,-0.17577338,-0.1272372
Tspan10,-0.15039629,0.09697914,0.21998337
Ccdc137,0.00048077665,0.13753626,-0.0742271
Hgs,0.033918776,0.015596116,-0.08897451
Mrpl12,-0.072685964,0.057843413,-0.03669011
P4hb,-0.052062567,0.033914443,0.09880057
Alyref,0.027662426,0.0059487196,-0.0025905862
Rfng,-0.015016787,0.046262316,-0.07319728
Gps1,-0.07278396,0.051982626,0.0036018724
Csnk1d,0.039858535,0.03445627,-0.11536702
Cd7,-0.2677386,0.046554934,0.29927185
Foxk2,-0.015648756,0.075315624,-0.011445256
Wdr45b,0.017755197,-0.09556117,-0.106957115
Tbcd,0.021243326,0.0575511,-0.031231958
Rab10,-0.046422902,0.040416364,0.029078308
Dtnb,-0.020607233,0.10071815,0.0053274394
Itsn2,-0.035451807,-0.0117307715,-0.040997114
Mfsd2b,0.5064601,-0.30346003,-0.19921578
Ldah,-0.13646664,0.07046169,0.095698535
Hs1bp3,-0.026928587,0.02069917,-0.034605328
Smc6,0.00433116,-0.021627923,-0.041649196
Ddx1,-0.030921562,0.14398764,-0.007009271
Lpin1,-0.080844924,0.10512853,0.03791926
Itgb1bp1,-0.0372983,0.07820066,-0.00302584
Ywhaq,-0.030307177,0.07594187,0.02575171
Kidins220,-0.1831187,0.08178589,0.13201086
Rsad2,0.91150403,-0.5842633,-0.32217187
Cmpk2,0.112953134,-0.086394444,-0.045724362
Bcap29,-0.047151983,0.10362439,0.1047908
Prkar2b,0.15281236,-0.18526231,-0.11138105
Ccdc71l,0.12412523,-0.12331885,0.0027718693
Sypl,0.020163897,0.12697396,-0.11285283
Twistnb,-0.026656006,0.06367378,-0.0010934048
Snx13,0.038492426,-0.021715213,-0.028005894
Tspan13,-0.046469312,0.024144417,0.021267574
Dnajb9,0.02974506,-0.037729025,-0.011751373
Snx6,-0.07916026,0.06936724,0.107792854
Baz1a,0.013537196,-0.02144261,-0.207542
2700097O09Rik,-0.0164981,-0.056081556,-0.02737945
Trappc6b,0.0109590525,-0.03628148,-0.10436372
Pnn,0.119882464,-0.11746156,-0.09243857
Mgat2,-0.030338513,0.082697645,0.065599106
Dnaaf2,-0.005157414,-0.014412165,-0.02016646
Klhdc1,-0.05601064,0.072238706,0.14455763
Nemf,-0.048403993,0.071732216,0.055072453
Arf6,-0.024345297,0.07009496,-0.023151174
Atl1,0.036427375,-0.075918555,-0.10080859
Sav1,-0.02909543,-0.023905147,0.015835881
Nin,-0.064075515,0.05184061,0.1136394
Frmd6,0.05374144,-0.03922969,-0.05184525
Actr10,-0.06868683,-0.005507582,0.052629255
Psma3,0.014639343,0.012660548,0.037374817
Arid4a,0.078033365,-0.11342038,-0.04252951
Slc38a6,-0.0025780555,0.030254705,0.08037423
Prkch,-0.019849299,-0.09382464,0.23523812
Wdr89,-0.120124854,0.1742123,0.15096475
Mthfd1,0.007339509,0.010361922,-0.06461712
Zbtb1,-0.042437457,0.038575534,0.13593419
Sptb,0.7798549,-0.56579494,-0.2671539
Atp6v1d,-0.11783061,0.09408198,0.054955073
Eif2s1,-0.19855982,0.25510043,0.094104566
Rdh11,-0.039702985,0.16052188,-0.08976652
Zfp36l1,-0.06679852,0.08279654,0.008819252
Actn1,0.16530144,-0.21418707,-0.06791303
Exd2,0.031072684,0.017265538,-0.051669344
Synj2bp,-0.0149298515,0.013489535,0.004210448
Sipa1l1,-0.14600524,0.116182715,0.15073803
Zfyve1,-0.15151754,0.13289383,0.1320743
Rbm25,0.11202247,-0.17417541,-0.06467407
Numb,-0.01705527,-0.031714324,0.045477934
Ptgr2,0.029081015,-0.08187966,-0.07912137
Npc2,0.05543417,-0.16026798,0.10161477
Isca2,0.025601536,0.02846168,-0.026706237
Fcf1,-0.09865775,0.07132959,0.01953935
Ylpm1,0.007267703,-0.046715416,0.022006873
Acyp1,0.024778023,-0.008458547,0.06029138
Tmed10,0.013679318,0.0012504017,-0.007982826
Batf,-0.0009830659,-0.07356629,0.033657458
Erg28,-0.10147116,0.07047771,0.04195143
Ttll5,0.036260523,-0.024993813,-0.076068595
Gpatch2l,0.07664434,-0.079704374,-0.06840086
Cipc,0.012892187,0.0564912,0.05294288
Ahsa1,-0.018939964,-0.028739482,0.071348086
Snw1,-0.08909017,0.15432149,-0.006945177
Gtf2a1,0.022047173,0.0150604965,0.059676774
Calm1,0.075228274,-0.1042003,-0.07154868
Ttc7b,0.07105384,0.023666041,0.037980344
Ppp4r3a,0.0009234976,0.046008125,-0.02319476
Fbln5,0.02952088,-0.115235224,-0.024621282
Ndufb1-ps,-0.047742188,0.080783874,0.0013595946
Cpsf2,0.049693253,-0.018236564,-0.045555726
Golga5,0.049351938,0.007056347,-0.0666495
Btbd7,0.009428451,0.022726558,0.03958163
Ifi27l2a,-0.030231347,-0.042929024,0.04073247
Serpina3g,-0.013066916,0.09247069,-0.010821668
Serpina3n,-0.22169197,0.028790634,0.4334423
Atg2b,-0.03943861,0.049887776,0.040052954
Papola,-0.07783304,0.040009394,0.14911991
Vrk1,0.09237944,-0.116226636,-0.15597537
Bcl11b,-0.12954931,-0.047539644,0.34080622
Evl,0.022769786,-0.014600249,0.07295481
Yy1,-0.024276843,0.049914196,0.026725153
Wars,-0.1306959,0.11733793,0.09469752
Ppp2r5c,-0.0821608,0.04532153,0.07677453
Hsp90aa1,-0.030750526,0.17363812,0.0088992175
Eif5,0.08237931,-0.060264565,-0.009004596
Trmt61a,0.05015002,-0.13272692,-0.00689914
Bag5,0.023155361,-0.049364083,0.047398124
Apopt1,-0.0917598,0.030474605,0.019563727
Klc1,0.013326458,0.02347869,-0.04963491
Atp5mpl,0.14290628,-0.14707233,-0.13740475
Mta1,-0.060043965,0.04228825,0.11795365
Igha,0.59661335,-0.41912156,-0.25755873
Ighg2c,0.35462177,-0.30965647,-0.21798356
Ighg2b,0.23034205,-0.25296143,-0.18300302
Ighg1,0.08290705,-0.021793982,-0.09850262
Ighg3,0.1961627,-0.22198907,-0.22044004
Ighd,0.3094795,-0.21296045,-0.23881693
Ighm,0.403247,-0.28660387,-0.22325668
Rapgef5,0.065798014,-0.044002112,-0.10162266
Gdi2,-0.013337329,-0.027795475,-0.018298611
Net1,-0.11357795,-0.030246224,0.29900178
Akr1c13,0.095144145,-0.092946745,-0.014808287
Larp4b,-0.23545228,0.111806124,0.17559431
Nid1,0.03342094,0.0012080204,-0.05104249
Lyst,0.03774221,-0.1284311,-0.07623051
Psma2,-0.05785389,0.006971794,0.09418809
Vps41,-0.01619666,-0.013352137,-0.13852341
Elmo1,-0.014551677,-0.11220898,-0.0038756162
Trim27,-0.0477471,-0.0028932802,-0.0010954093
Zkscan3,-0.044936627,0.098148376,0.003396891
Hist1h1c,0.024689052,-0.023877151,-0.09106436
Ripor2,-0.096634194,0.054021716,0.090462804
Mrs2,-0.013675811,-0.031509016,0.15840216
Sox4,-0.059080504,-0.026441336,0.07330837
Dusp22,-0.039321546,0.026707683,-0.04361309
Exoc2,0.0028951205,0.0056663956,0.124851584
Serpinb1a,-0.07277705,0.21385199,-0.11534858
Ripk1,0.0011533648,-0.03213621,-0.061475843
