,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
Txnrd1,-0.12007759,0.12656756,-0.31024894,-0.38472682,0.24108295,-0.04669988,0.46920222,0.1779188,-0.3552239,-0.49908492,-1.5383054,0.4066761,-0.26917955,0.320025,0.07120702,-0.0076078367,0.19067924,0.4941014,-0.21127696
D10Wsu102e,0.18349096,0.04344847,-0.55390996,0.0998199,-0.27922472,-0.84650975,0.21431473,-0.3305168,0.024914797,0.0017589286,-1.0459745,0.30833006,-0.33591363,-0.3868769,-0.1474468,0.009996563,-0.041529637,-0.20646626,0.046703827
Appl2,-0.6755605,-0.0895266,0.54506326,-0.4888839,1.0975201,0.4001064,-0.7952895,-0.8473332,0.40878695,0.3533723,0.928301,-0.24837977,0.5834647,-0.53363043,0.025358064,-0.31551248,-0.5170292,-0.3484284,-0.13517205
Polr3b,-0.51843756,0.09180856,-0.084864095,0.030643225,0.26407176,-0.1775751,0.39139885,-0.33404022,-0.27551946,-0.45008746,-0.30312926,0.15470833,-0.14040922,-0.08393383,0.032826252,-0.03268589,-0.0071936497,0.30294785,-0.023979722
Ric8b,-0.9484512,-0.1552829,-0.780847,-1.0240008,-0.59529907,-0.87804466,0.9107701,0.94385785,-0.22228941,-0.37964216,-0.33799264,0.021961415,-0.48137316,1.0364773,0.4550499,-0.806543,0.68611854,-0.12004064,-0.7829377
Gnptab,0.011668804,0.02787026,0.19520114,0.16783874,-0.31109384,0.4051697,-0.20750497,-0.657488,-0.1837461,0.5439114,-0.13450927,-0.3828786,0.12392088,-0.5535634,-0.48954853,-0.036650673,0.029334785,0.099262655,-0.12842597
Utp20,0.17182045,-0.00023235678,-0.30433086,0.017317701,0.036113907,-0.74222785,0.28185827,-0.035160333,-0.94468284,0.0842779,-0.5812767,0.40920013,-0.6115785,-0.41505986,-0.17585899,-0.037408784,0.02553439,-0.10743839,-0.12559141
Ano4,0.4408187,0.12467675,0.70002884,-0.17905617,-0.48276678,1.2719033,-1.3750174,-1.0695717,-1.2503649,-0.9613488,-0.76767874,-0.45404455,-0.5064091,-0.9492803,0.34910962,0.8309362,-1.1839921,0.6859619,-0.2296991
Actr6,0.069067486,-0.0274413,0.17051007,-0.06267942,-0.15959342,0.06453815,0.44871086,-0.45787007,-0.11747465,-0.22812861,-0.23262133,0.07250871,-0.23563293,0.03290943,0.12709454,-0.018238293,0.019140024,0.34072042,-1.0091267
Uhrf1bp1l,0.17346065,0.053908948,-0.60985494,0.10953201,-0.53984785,-0.8710173,0.09522423,-0.06661356,0.27653682,-0.09734649,0.20041369,-0.023956345,-0.40700105,0.07720926,-0.18739563,0.069419734,-0.37957007,0.014593991,-0.070910275
Apaf1,0.010472694,0.27980256,-0.6422307,-0.27151152,0.7154729,-1.1151729,0.3417933,0.29864666,-0.26433077,0.0669676,-0.5034981,0.3681781,-0.19922374,-0.45505354,0.21506277,-0.36156517,-0.010923517,-0.45660025,-0.19059724
Tmpo,-0.043018986,-0.28883845,0.36315668,-0.17071609,1.2909313,0.50119865,-0.07449686,-0.77752227,-0.8642073,-0.65853614,-1.192738,0.34347373,-0.17645414,-0.060582735,-0.012047539,-0.22970329,-0.37532943,0.4696965,-0.5432339
Gm872,-0.5532277,0.14137752,-0.17933533,0.52984047,0.9027054,-0.6016027,0.45405832,-1.441183,-0.46153608,-0.764657,-0.21165341,0.6430767,0.12109082,-0.65709674,-0.21657616,0.030625554,-0.46820506,-1.0264075,0.75180733
Cdk17,-0.09964935,-0.48388943,-1.2246269,0.20196408,-0.5718819,-0.9839897,0.6375781,0.42944074,-0.08409079,0.15549609,-0.5511416,0.27130488,-1.427271,0.42259613,0.14293168,0.05248863,0.48376387,-1.3504728,0.3090124
Lta4h,-0.49532926,0.14406241,-0.29004142,0.0033790427,0.28672108,-0.1505343,0.1130002,-0.014094242,-0.2865926,-0.046200678,-0.8017976,0.06991774,-0.14939468,-0.0024830743,-0.029224154,-0.017855417,-0.01561389,-0.056607798,0.047069687
Snrpf,0.20421156,0.022898652,-0.6777152,-0.0001370348,0.59633636,0.51616347,0.26130867,-0.9983205,-1.1105356,0.096589714,-0.851226,-0.25076956,0.3332806,-0.14839353,-0.33791274,-0.46189356,0.11322954,-0.024740584,0.02886593
Ccdc41,-0.039026197,-0.19742762,-0.49106959,0.016460089,0.118713945,-0.7575973,0.36981234,0.3070659,-0.20468774,-0.66357696,-0.8889477,-0.013128254,-0.77369624,0.327479,0.011900414,0.18576425,0.038594708,0.24012463,0.22918165
Plxnc1,-0.42471263,0.46314707,-0.5945476,1.0068367,0.33663154,-1.2305315,-0.04467688,-0.61534894,0.25607952,-0.05824333,-0.05472908,1.1341991,-0.1856013,-1.2997586,-0.8850329,-0.78344905,0.015050163,-0.24076378,-0.18593891
Mrpl42,0.09117799,0.16156211,0.15321963,-0.06610812,-0.5447465,0.3518713,-0.017372748,-0.07726313,-0.89320445,-0.40475038,-0.45778692,-0.5210674,0.26137722,0.20204125,-0.010356035,0.04558099,-0.0018130996,0.091148034,-0.06776451
Eea1,0.11077092,-0.02718069,-0.3663423,-0.012175372,0.21356094,-0.46250126,-0.16402312,-0.08600004,0.18526916,0.16622649,0.22521499,0.023595842,0.4125032,-0.5043586,-0.39085332,0.06978583,-0.02478702,0.101768486,-0.20757788
Atp2b1,-0.15790233,-0.27794585,-0.12109465,-0.5230223,-0.5369735,-0.73108894,0.19775283,0.7476068,0.59113556,0.1488006,0.71352935,-0.42693236,-0.30203968,0.5229802,0.28477764,-0.0073982747,0.26847735,-1.1001228,-0.16807413
X4930430F08Rik,0.1968332,0.0077774515,0.1816817,0.013633893,-0.34343597,0.51042676,0.11543833,-0.32857206,-0.3509544,-0.045376997,0.24307236,-0.14520198,0.0031272722,-0.035245724,-0.04710668,-0.082628176,-0.0005758017,-0.26952013,-0.25015944
Mettl25,-0.20253187,-0.1409822,0.24760002,-0.044631377,0.6190509,0.11258676,0.27368551,-0.06603144,-0.45367473,-0.26283774,0.044048283,0.1994523,0.06541479,0.11140782,0.034695957,-0.15234339,-0.012617134,-0.05201591,-0.01818746
Ccdc59,-0.011743092,0.05074446,-0.07811254,-0.03593103,0.16269875,0.233604,0.21826491,-0.115471534,-0.14683615,-0.102158725,-0.16466373,0.044713106,-0.8320349,0.021172564,0.22130235,-0.065462165,0.017602144,-0.52364457,-0.004514818
Ppfia2,-0.36351275,0.36390376,-0.6227935,0.6373676,-0.29627177,-0.9865878,-0.14766493,-0.18612967,0.47563246,-0.021942237,0.313218,0.2699565,-0.18661152,-0.8248941,-0.26586977,-0.26942593,0.006354431,0.15883702,0.38314503
Lin7a,-0.6900506,0.4097202,-0.78084004,0.54137146,-0.36814508,-1.1707314,-0.10426166,-0.376485,0.81874055,0.25828475,-0.07988784,0.49432468,-0.088382,-1.056593,-0.539449,0.1543547,-0.34025258,0.09225313,0.50132865
Ppp1r12a,-0.14397775,-0.04648264,-0.27544737,0.014058854,-0.107810915,-0.3588914,0.050625548,0.23063082,0.22564365,0.008611273,0.2298651,0.003112536,0.01556329,0.08949403,-0.0068771886,-0.053014502,0.024905654,-0.8378357,0.04988123
Syt1,-0.08087477,0.028066853,0.01919517,-0.23682079,-0.48411396,-0.81784207,-0.19533274,0.3730545,0.8951612,0.37399945,0.8737126,-0.19550113,0.29134294,-0.057501093,-0.17058967,0.07212274,0.038654096,-0.41073886,-0.04677086
Zdhhc17,0.06949169,-0.00816311,-0.3160454,-0.09421481,-0.093062036,-0.25118458,0.16896659,0.34910098,-0.1634519,0.039673388,-0.45967913,0.16366196,-0.29741576,0.03787822,-0.08358857,-0.06854103,0.048687976,0.090147704,0.009469279
Osbpl8,-0.34716168,-0.41326338,-0.6926462,-0.30434248,-0.24182212,-0.8802938,0.7567271,0.7489548,-0.0044362945,-0.5988863,-0.39250067,0.43647736,-0.5968602,0.85989887,0.29461375,0.1352327,0.3358129,-0.31652015,-0.44393265
Nap1l1,-0.11097556,0.0734687,-0.32510108,0.009597398,-0.36364844,-0.3409132,0.19124545,-0.0015537275,0.2047693,-0.07094052,-0.95558524,0.20760185,-0.076460026,0.13010979,0.0052230507,0.10884098,0.00012860069,-0.6302744,0.0017236939
Tbc1d15,-0.13454518,-0.15455653,-0.32279226,0.07494192,-0.22923057,0.14804962,0.31781927,-0.08646621,-0.6984419,0.027904866,-0.3541617,0.03316023,-0.5275947,0.039266527,-0.004509582,-0.054568328,0.005196888,-0.13934189,0.022467189
Ptprr,0.12911165,0.15238075,-1.0813093,0.36160007,-0.4298742,-0.72186166,0.12699498,-0.12999001,-0.20180985,0.46194553,-0.1924028,0.5932593,-0.8167342,-0.33919907,-0.43946478,-0.708933,-0.080779925,-0.2884288,-0.23686768
Ptprb,-0.96581984,-0.55428225,0.30713814,-1.8755829,1.2327179,-0.16008838,-0.95793515,0.17747241,0.6793056,-0.72975826,1.1295102,-1.0467045,1.1931506,0.052961547,-0.42043656,-0.014488339,-0.29912713,-1.36612,-0.29821622
Rab3ip,0.45716935,-0.93557227,-0.57306945,-0.024210624,-0.57701695,-0.34526202,0.4395532,0.13904572,-0.2179413,0.01856296,-0.8413999,-0.49119824,0.3221981,0.32846528,0.027286284,-0.0900553,-0.0127710635,-0.17209846,-0.04199453
Cct2,0.025718968,0.049090765,-0.13857679,0.0056489306,-0.2289514,0.14994507,0.04691397,-0.21915539,-0.19941138,0.006594738,-0.25446743,0.13350174,0.12385622,-0.61966634,-0.065826364,0.043968476,-0.016666323,0.30139035,-0.5909045
Yeats4,0.42370927,-0.08291311,-0.46156666,0.012772737,-0.40928003,-0.35660812,-0.18509012,-0.061077934,0.59383386,-0.00096276746,0.21453536,-0.48614183,-0.4768991,-0.026907489,-0.0043208953,0.06457551,-0.053168833,0.18110949,-0.017172385
Cpm,-1.016649,-1.2488815,1.305164,-2.1279802,-0.5485191,1.9954168,-0.8897417,-1.7135222,-1.4215071,-0.9397441,-0.8867446,-0.18215361,0.027842065,-1.085203,1.2774276,-0.46152404,-0.9530542,-0.69800955,-0.7068211
Rap1b,0.6096884,-0.5590557,-0.0201484,0.0128258085,0.2876228,0.08365793,-0.31501704,-0.38199982,-0.32830203,0.029779853,0.43928757,-0.23567219,0.27087003,-0.14147148,-0.45305145,0.09121423,-0.021766337,-0.46157914,-0.05393818
Tmbim4,-0.0069080545,-0.14647415,0.4722728,-0.7232443,0.42017263,0.76371855,-0.3920503,0.64278024,-0.8628928,-0.7231402,-0.8845864,0.14145666,0.2932333,0.13844351,0.12649412,0.08078441,-0.27556342,-0.6671932,0.0234411
Llph,0.017221332,-0.0037085053,0.07435879,0.016699785,-0.452383,-0.058830723,-0.16233161,-0.031157484,0.4365622,-0.048095237,0.29806653,-0.25823426,-0.38110346,0.0051848013,-0.023584161,0.098325394,-0.046831038,-0.074343406,0.042062838
Tbc1d30,0.24263127,-0.35620183,-1.346025,1.3995626,-1.4315462,-1.4044234,0.14587063,0.062542304,0.3515459,-0.14522563,-0.28127787,-0.9737652,-1.0777222,0.4971015,-0.4107735,0.59896743,-0.26605433,0.3940896,0.9309356
Gns,0.35368708,0.43624845,-0.06965207,0.33339977,-0.7821792,-0.26315606,-0.20310363,-0.10885484,0.1284747,-0.04585985,-0.40074196,-0.37729096,-0.6753879,-0.8724597,-0.23535182,0.06499085,-0.22183557,0.43002927,-0.020550622
Tbk1,-0.0028027494,0.081530355,-0.07184193,-0.00019448996,-0.29553634,-0.67164683,0.062151715,0.12808546,-0.624303,0.16506763,-0.25862336,0.03771206,-0.090000294,0.032224264,-0.9320344,-0.07213959,-0.008735177,-0.11889236,-0.03420375
Srgap1,-1.4865605,0.47864833,-0.0043232823,-2.5719962,-0.7439818,-0.38738614,1.0218788,0.9397827,-0.4651757,-1.0778815,-1.1822981,0.21341369,0.5854826,1.3445559,0.62045574,-1.3121201,0.120180495,0.18242207,-1.7117465
Usp15,0.03460797,0.21664976,-0.19160137,0.06906371,-0.6867372,-0.7934411,0.14542283,-0.32424012,0.10584389,0.029898912,-0.6863898,0.26783615,-0.0099909995,-0.048139308,-0.88992137,-0.021645274,-0.09583703,-0.3155435,0.40715888
Fam19a2,-1.1444598,-0.50114983,-0.4456478,1.2693235,-0.49122107,-0.8860937,-0.59347147,0.051648535,1.1858222,-0.46177375,-1.0152414,-0.040918328,-0.2859856,-0.19117615,-1.0684948,-0.12188807,-0.5007669,-0.2983814,1.3350761
Pip4k2c,0.65793973,-1.0040588,-0.4075426,1.2063375,-0.58901685,-0.4153393,-0.2447997,-1.1228992,0.5466602,0.5633819,-0.7438552,-0.72382444,-0.52108234,-0.21417938,-0.8494712,0.76002055,-0.60213804,-0.60606813,0.738234
R3hdm2,0.33221188,-0.46850488,-0.6328167,0.46617305,-0.42656493,-0.80091673,-0.12816617,-0.24412076,0.7586441,0.01667129,0.5113462,-0.35653806,-0.9135271,-0.11394274,-0.058175758,0.6329092,-0.33796525,-0.4578923,0.34047955
Cnpy2,-0.9081343,0.6303714,-0.019311607,-0.4426418,0.5917784,0.6140208,0.10299653,-0.34904814,-0.49157798,-0.09135654,0.29440188,0.16177239,-0.10127864,-0.061616234,-0.014225325,-0.3644804,0.24538803,0.20847988,-0.37340224
Myl6,0.1992602,-0.2323725,0.1955847,-0.07745315,0.10974752,0.25862974,-0.04326389,-0.06642864,0.06617682,0.03038135,-0.6540811,-0.762873,0.15727364,-0.0018281955,0.0039271903,-0.008469599,-0.013071965,0.25043005,-0.15597722
Pa2g4,0.0027334811,-0.017683722,-0.043052495,0.007368692,-0.014465197,0.014018747,-0.0058102445,0.031251434,-0.13525528,0.02940372,-0.38392025,0.01797908,-0.70860016,-0.00049458974,-0.02261824,-0.012361695,0.0048169238,-0.2877387,0.0014370974
Cd63,-0.4002687,-0.18122151,0.5946516,-2.4225473,0.97948354,1.1811608,-0.6764556,0.026289674,-1.3322034,-0.61047524,-0.04215188,0.107444376,0.8310626,-0.6056268,0.42587823,-0.59478825,0.041363694,-0.3589258,-1.2331375
Eif4enif1,-0.011089429,-0.33309415,-0.40074313,0.20399047,0.001487931,-0.65791863,0.3059227,-0.14433888,-0.36290947,0.14195284,-0.9680996,0.15856008,-1.1240023,-0.09656056,-0.015543491,0.06765726,0.019040396,-0.6755706,-0.07536546
Selm,0.109125376,0.021007143,0.061156966,-0.92404824,-0.16720407,0.36629897,0.051584505,0.4838035,-0.103715114,-0.3532524,-0.34200653,-0.85037434,0.60504,0.37976602,-0.18255125,-0.13061176,0.15148401,0.625641,-0.678921
Ascc2,0.07578663,-0.015319176,-0.1107965,-0.31151366,0.027216215,0.15579228,0.54661465,0.01874282,-1.150871,-0.115736015,-0.09242325,-0.005773414,-0.24968848,0.07370659,-0.020570012,-0.038399335,0.057556674,-0.19343108,-0.0121156145
Nf2,-0.004749445,-0.15651068,0.31077626,-0.046934143,-0.11504477,0.104126446,0.066012494,-0.07379336,0.16603343,0.01835677,-0.004524902,-0.025156083,0.04463735,-0.013010005,-0.0027053575,0.003605302,0.0029482085,0.017123688,-0.0022473582
Nipsnap1,0.2339625,0.21032201,-0.86786705,0.020028992,-0.72718054,-0.7637847,0.08084322,0.10361214,-0.21985695,-0.05553674,-0.9272587,0.23686077,-0.5318633,-0.25647065,-0.32599455,0.06911024,-0.0042310213,0.22652805,-0.0063754325
Thoc5,-0.014542589,0.12495791,-0.49293062,0.08099234,-0.22099237,-0.5011664,-0.14399838,-0.05103716,-0.23514834,0.0150050465,-0.5639825,0.012874943,0.117523976,0.028058942,-0.07115348,-0.12045886,-0.0072264727,-0.013897392,-0.007070284
Nefh,-0.5484618,0.58378154,0.09498556,0.0473122,-0.77717817,-1.5570838,-0.647675,-0.962204,1.3389218,-0.9279569,0.20533068,-1.5379344,0.5438933,-1.1669812,-1.4883112,0.94106543,-0.9856882,1.5749934,-0.2655566
Mrps24,-0.1770828,0.1259042,-0.44255513,-0.27307603,-0.12270318,0.92103857,0.10312072,0.1299213,-0.5748541,-0.6069716,-0.43826377,-0.038778093,-0.27076542,0.28703678,-0.14960523,-0.03584107,-0.017222608,0.40943328,0.16047065
Dbnl,-0.0015251491,-0.017608406,-0.37301373,0.0013326965,-0.14201477,0.17716977,0.23057565,0.02244681,-0.83818096,-0.019582773,-0.48346886,0.013034762,-0.117666475,-0.018849062,-0.006019482,-0.010939458,0.0025903725,-0.024437305,-0.008952468
Ykt6,0.74202824,-0.3099997,-0.15291122,0.287545,-0.3588919,0.096530244,-0.29009455,-0.36993244,0.099137485,-0.5234659,-0.12962976,-0.76852417,0.34442082,-0.30783343,-0.07679995,0.27404103,-0.3154291,0.036036216,0.15533477
H2afv,-0.8287224,0.008767771,0.24456325,-1.0444875,1.1487385,0.73811316,0.26287398,0.07654488,-1.1425982,-0.9490896,-0.41381624,0.062165316,0.084709756,0.4414861,0.040430523,-0.15989515,0.60225743,-0.77766335,-0.2676691
Nacad,0.100453965,-0.1763823,1.011329,-0.30206805,-0.4452715,0.89194834,-0.23635489,-0.82964575,-0.34511667,-0.8163499,0.39770415,-0.21978031,0.5526359,-0.47883117,0.33687857,-0.037665844,-0.007656822,0.33192617,-0.026688758
Tbrg4,-0.0023821357,0.15584077,-0.21140644,-0.019835642,-0.11870364,-0.32366365,0.02201838,0.08162869,-0.1918946,-0.07973713,0.9538107,0.063629374,-0.07576225,-0.00843092,-0.023272721,-0.0022297911,0.0038555434,-0.04046539,-0.009868164
Adcy1,0.41490325,-0.8290364,-0.17704666,0.09739342,-0.43963858,-0.9716964,-0.51946324,0.11564957,0.87639356,0.24099213,1.0414486,-1.1120081,-0.28130463,-0.027387615,-0.5945099,0.5793343,-0.3232976,-0.9475538,0.13489377
Tns3,-1.131278,-0.36747262,1.0402669,-2.2258754,0.6541714,1.4162838,-0.888435,-0.7295285,-0.4064513,-1.2105424,0.21185248,0.121933736,0.7483985,-0.17204843,0.21014541,-0.8402887,-0.6732422,-0.8192132,-0.1572915
Cobl,0.2169524,-1.3868326,-1.0993814,0.64929914,-0.72539496,-0.9552887,0.302224,0.3299876,0.5666883,0.8348241,-0.30244064,-0.7932675,-1.1039242,0.16211525,-0.117144264,0.12864304,0.20085722,-0.7119859,0.42375112
Vstm2a,-0.5404113,0.94059306,-0.9298125,0.6065031,-0.55002475,-1.3175067,-0.10023035,-0.17204067,0.20941421,-0.053695485,-0.58086324,0.526313,0.32310152,-0.79889846,-0.37179378,-1.0813782,-0.24307095,1.3566116,-0.74608624
Sec61g,-0.032980133,0.14294201,0.38864845,-0.029657343,-0.10641658,0.55349207,0.053546857,-0.10738914,-0.24326093,-0.043789458,-0.053745706,-0.23932731,0.05099829,0.0665187,0.009938781,-0.059054337,0.008512779,0.09957023,-0.008019352
Egfr,-0.72932994,-0.4679538,0.30672687,-1.168409,1.3140244,0.15067889,0.105018646,0.095206335,-0.38658714,-0.5445804,0.5658133,-0.039814748,0.65728194,0.14716175,-0.35509485,-0.5795869,0.12354601,-0.77399826,0.21130052
C1d,0.024058806,0.0286675,0.30668822,-0.008189183,-0.25431073,-0.15958154,0.01428526,-0.049060315,-0.17487448,0.0100627355,-0.20626847,-0.001918182,0.024293253,-0.011851809,0.008851818,-0.0032112997,0.00035377688,0.031800017,-0.0037259741
Etaa1,-0.07411215,-0.5650745,-0.38520142,-0.026463825,0.16184896,-0.0072196536,0.6490313,-0.4879898,0.10135869,0.008493443,0.059763465,0.20348176,-0.7100064,-0.21510197,0.035148304,-0.0593581,0.3291868,-0.008939565,0.034483556
Rab1,0.18815976,0.024155619,-0.52335984,0.112338096,-0.02676303,-0.38486376,-0.281626,-0.1857794,0.29623184,-0.011580247,0.5826504,-0.29765275,-0.40793967,-0.14958537,-0.33984047,0.1760251,-0.38497975,0.24652651,-0.027118858
Lgalsl,0.2917387,-0.13887282,-0.40644637,0.021993786,-0.23003854,-0.92636657,0.24251376,-0.16917372,0.37807667,-0.13213094,-0.26856253,0.28211513,-0.78554153,-0.04259604,0.041058566,0.268586,-0.023575371,-0.14410222,-0.044126764
Ugp2,-0.022848392,0.03184069,0.29760745,-0.41138354,0.24048187,0.60163945,-0.2599922,-0.17931277,0.35620883,-0.04135573,0.35159904,-0.36768833,0.059081808,-0.34980962,0.056630608,-0.028445281,-0.34700218,0.6107389,-0.13265206
Mdh1,0.10631562,0.055952728,-0.26656133,-0.009486031,-0.47388613,-0.5545936,-0.08765644,0.074044,0.5519911,-0.2024489,-0.25073412,-0.37411416,0.07522861,-0.122639224,-0.20967728,0.31093153,-0.08096678,0.6708487,-0.080223605
Cct4,0.034003932,0.1602502,-0.1500073,0.0343142,-0.07749378,0.054983728,-0.32336217,0.007883638,-1.0860002,0.017024202,-0.15822704,0.23339544,0.18335977,-0.028275693,-0.011923269,-0.10325216,-0.023617204,0.017814478,-0.2431372
Ahsa2,-0.08880645,0.67125094,-0.55824465,0.10248259,0.11979271,0.47958797,-0.75259846,-0.37152144,-0.009228605,0.35589743,-0.7334562,0.43826944,-0.6526811,-0.9417211,-0.30063927,-0.15546903,-1.2529262,0.49558353,0.40510947
X0610010F05Rik,0.2518372,0.14650391,-0.49549368,0.34904677,-0.20326875,-0.23084655,-0.18373254,-0.14726262,-0.32316056,0.057179123,-1.3000212,-0.31544945,-0.89090586,-0.107634895,-0.5970529,0.38441747,-0.009577948,0.41956973,0.06979806
Ccdc85a,-0.4108309,0.6050128,-0.37246695,0.70636165,-0.8359533,-1.0220816,-0.13914947,-0.10982353,0.0014151279,-0.39125013,-0.90020394,0.13792515,0.30299705,-0.3835897,-0.80544925,0.24521615,-0.090747856,0.3511319,0.14722043
Ccdc104,0.053003002,-0.0023629216,-0.19333304,0.0043211393,-0.17295177,-0.12125427,0.050834507,-0.046275117,-0.006587497,-0.03487339,-0.567316,0.009542344,0.01118563,0.027498497,-0.012723193,0.03965831,-0.033202395,0.079600915,-0.017382136
Eml6,0.1664167,0.1326566,-1.4204813,0.37885308,-0.748329,-0.5743791,0.32821107,-0.22609176,0.00056257047,0.03365566,0.024680685,0.4865609,-0.6703022,-0.17448828,-0.55468696,-0.5443977,-0.046459686,0.28612727,-0.037508767
Acyp2,-0.1511716,0.475746,-0.18461956,0.15360014,-0.56047904,-0.15886964,-0.12074808,0.043887038,-0.12436601,-0.15810567,0.45004466,-0.40020177,-0.65635675,-0.8456169,-0.024915196,-0.50247467,0.11440302,1.067083,-0.43414214
Erlec1,0.021740478,0.31725532,-0.42836598,0.0046958383,-0.12573351,-0.04783526,0.09204025,-0.06465365,-0.033867862,0.012363707,-0.24632192,0.1364693,0.083066605,-0.05905967,-0.015870161,-0.06771673,-0.04134691,0.23805702,-0.011381434
Fbxw11,0.13583548,0.057158437,-0.51008177,0.07886472,-0.08166809,-0.1242091,0.17050041,-0.8039062,-0.14315906,0.6073518,-0.92677164,0.0066657756,-0.5593352,-0.27450037,-0.4393506,-0.06794883,-0.004851603,0.03029,0.05974358
Npm1,-0.10338591,0.23579982,-0.10075059,0.010471554,0.1078129,0.13004246,-0.048422683,0.004021606,-0.39085189,-0.2609904,-0.27279994,0.08155985,0.04189338,-0.0007277463,-0.025181241,-0.072991244,-0.038652133,0.28014788,-0.08302951
Slit3,-0.8382773,-0.5785507,-1.1005766,0.7097231,-0.73368686,-1.468658,1.0018753,0.6840159,-0.543106,0.19166887,-0.6056647,0.4317894,-1.1474023,0.9291948,0.3133731,-1.289002,0.5434961,-1.2129756,-0.15226094
Rars,0.13634561,0.32373193,-0.56622267,0.0760236,0.04728853,-0.6708663,0.04433348,-0.3340248,-0.3226584,-0.41121203,-1.0077896,-0.06018353,0.1429244,-0.30561686,-0.055406366,0.043007106,-0.37736574,0.4525749,-0.012680801
Wwc1,-0.1644297,-0.25945178,-0.5465054,0.3974236,0.25759378,-1.4215692,0.26387,0.09946137,0.4506755,-0.021295251,0.8188417,-0.41873416,-0.4739701,0.4805232,-0.31933904,0.7053689,0.003770389,-0.9809287,-1.0370357
Tenm2,-0.63550526,0.48473948,-0.13623212,0.056549966,-0.29155403,-0.6328319,0.47395194,0.17778029,-0.6181491,-0.12513466,-0.46321562,0.19746843,0.36286986,0.13978758,0.24917866,-1.1566075,0.37571767,0.07601216,-0.18608347
Mat2b,0.12148986,-0.5102664,-0.81877494,0.57570887,-0.4294396,-0.70510024,0.14463903,-0.17840822,0.2687796,-0.03711221,0.27879694,-0.37318593,-0.50240237,0.2475331,-0.24744155,0.2209617,-0.026386464,-0.70624644,0.5834858
Gabra1,0.27179486,0.28734148,-0.7177148,0.6722536,-0.8429851,-1.110687,-0.71163285,-0.6962517,0.8565342,-0.08627981,0.36507964,-1.2462181,0.049474943,-0.37726808,-1.0015475,0.38387057,-1.0682979,0.83888745,0.65359235
